,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200
KYSE-270,0.36901712,-0.35742685,-0.20559967,0.31813487,0.4222585,-0.023934215,-0.069968365,-0.43896037,-0.28550643,0.18584482,0.30039144,0.16545546,-0.1829823,0.38264892,-0.41199443,0.2713049,0.04277588,-0.36941865,-0.15181455,0.41514933,0.24172604,-0.17703201,0.24479207,-0.24576895,0.0151997395,0.4445925,0.15662755,0.077860534,-0.16670293,0.11731932,-0.41089046,0.32573572,-0.33129364,-0.40109065,-0.4634816,0.4366708,0.010558663,-0.025093328,0.0026802924,-0.23259428,-0.1584811,-0.14401232,-0.40919176,0.31639233,-0.24426971,0.080414586,0.19506894,-0.124832585,0.16310331,-0.0050990866,0.4012469,-0.33408535,0.3326042,0.4407589,-0.001423751,0.028938372,0.090393126,0.48593622,0.013620985,-0.13908882,-0.4448486,-0.33913562,0.43585083,-0.13679701,-0.12562501,-0.3898599,0.23139937,-0.17814966,-0.18736829,0.08861312,0.066631995,0.070014566,-0.84179056,-0.33625856,-0.010812273,0.26508993,-0.5125298,-0.58413565,0.49442676,-0.72092766,-0.4199111,-0.9366065,0.20241976,0.1451899,0.7281526,-0.41624662,-0.16476098,-0.13172959,-0.59192187,-0.26220366,0.06526119,-0.20013046,0.20507005,-0.19594319,0.15180591,-0.5795547,0.09222623,-0.05710961,-1.2008215,-0.12883493,0.6312705,0.23192525,-0.2312475,0.011294562,0.1414972,-0.13594726,0.2382725,0.033809923,-0.13445185,-0.46106166,-0.22970332,0.18198355,0.36050436,0.17150864,0.013319137,-0.16997975,-0.68775046,0.60405403,0.1325044,-0.22949825,0.43667454,-0.8334983,0.9212708,-0.0830324,0.011940524,0.6602926,-0.25135803,0.026678886,0.09032284,0.031064462,0.24904254,-0.102650374,-0.34960443,-0.68678534,-0.51289403,-0.2901088,0.11957672,-1.477894,-1.0443337,0.6742636,0.55867434,-0.8129226,-0.22176392,-0.29632017,0.36318782,0.46482113,-0.5508138,-0.69672924,0.22925413,-0.14565608,0.098604545,-0.16891345,-0.6511336,0.36948964,-1.0070809,0.016585419,0.4311784,0.5800546,0.34027496,-0.5168464,-0.5457975,0.13960986,-0.37604156,-0.4565157,0.3083695,-0.0031958595,-0.17420256,-0.43720493,-1.3441246,-0.27943584,0.06949544,-1.1265671,0.43937176,0.5897515,0.99599785,0.31481534,0.43346187,0.17775927,0.048336055,0.081027426,1.76881,0.17269005,-1.0001453,-0.7034155,0.2117282,-0.19176303,0.13740955,-0.65969384,-0.5644798,0.19079098,-0.9516392,0.18665431,0.19681704,-1.4353786,-0.474529,-0.016583128,0.25032154,-0.6334397,0.3491765,0.823898,0.57310396
NCI-H2444,0.7931198,-0.9667671,-0.37012887,0.91554725,0.07183787,-0.28084102,-0.68417287,-1.3074381,-0.68103254,0.08186619,0.9951673,0.34995738,-0.047631755,0.8221966,-1.1624808,1.0000119,-0.6114068,0.3083237,-0.68278396,-0.043902427,0.6531729,0.68188196,0.067111835,-0.8528492,0.33424518,0.19870266,-0.6945677,0.6272849,-0.35761902,-0.8599242,0.31735092,-0.22055903,0.5803671,0.4034843,-0.99355453,0.60787606,0.9477615,-0.3052041,0.35028464,0.08086464,0.27386916,0.44122976,-0.6839664,0.7990713,-0.5772424,0.7096733,1.0622424,-0.46891785,0.4684608,-0.8875541,0.13039929,-0.30159736,0.95357966,0.3990367,0.51515025,-0.82745177,0.9014903,0.6123525,0.7884204,-0.7200425,-0.85137254,-0.9427346,0.86500204,-0.7215489,-1.0562916,-0.30645302,-0.5515247,-0.6536415,-0.19723956,0.12583399,-0.36330202,-1.0347142,-0.03816937,-0.55723715,-0.09634827,0.06673021,-0.052456718,-0.45738694,0.87638444,-0.7130493,-0.42976,-0.63327,0.2785379,0.0067359526,0.8558697,-0.2955365,-0.24803577,0.16529411,-0.01622029,-0.48313093,-0.2396267,-0.4246059,-0.14029546,0.01863261,0.38500074,-0.39832944,0.02434408,0.2925038,-0.45064837,-0.13807547,0.9482707,-0.13048239,-0.20421775,-0.35684267,0.33817187,0.0489733,0.09247327,-0.36790255,-0.119709924,-0.48376596,-0.32287782,0.39888257,-0.5663048,0.56968176,-0.21881245,0.22328131,-0.67300594,0.13657285,0.13510993,-0.25519618,0.6364261,-0.051718757,0.4674222,-0.59872705,-0.77217525,0.62346685,0.06821362,0.068419814,0.1847561,0.6003882,0.21915829,-0.24393474,-0.27495483,-0.012960596,-0.9923096,-0.68974155,-0.335424,-1.8588835,-1.0033811,1.0374044,0.6053681,-0.5800354,-0.45078006,-0.23736174,0.6213838,0.28194305,-0.59634817,-0.3858798,-0.35876507,0.085406646,-0.0048507936,-0.003337048,-0.63509816,0.5341542,-0.6705209,0.13400859,0.4310517,0.9782637,0.588856,-0.43513376,-1.0232881,0.4995661,-0.2035438,-0.70138204,0.069833286,-0.36907017,-0.29608864,-0.28440586,-1.1308861,-0.42666838,-0.13494116,-1.0607997,0.23926371,-0.13978043,0.762807,-0.13380626,0.3902613,0.4823328,-0.15728866,-0.14734234,1.5923681,0.23763789,-1.2580392,-1.1506774,-0.13270417,0.13356608,0.11511004,-0.1650543,0.13785946,0.16270196,-1.135361,-0.05189443,0.6632713,-1.3180046,-0.67483485,-0.585474,0.18474783,-0.52907175,0.33785346,0.62759334,0.52006626
DEL,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.41821998,0.21555625,0.8495404,1.1870697,-0.102087155,-0.038768116,-0.17292757,-0.77554566,0.24027096,0.19826561,0.069612205,-0.4521777,0.60207194,0.27351478,0.94935304,0.22677034,0.64160407,0.037743527,-0.4466443,-1.4635161,-0.8835746,0.7368221,0.7380331,0.5038004,1.1504241,0.3730703,-0.19688435,0.14417145,0.47752562,-0.88779104,-0.68098277,0.33166528,0.19230399,0.25331452,0.35876894,-0.17253949,0.69247097,0.78166544,0.24820323,-0.21224841,0.14927132,-0.21766232,0.1424878,0.907005,0.38477963,-0.8398202,0.37426835,0.27818066,-0.38370028,-0.6144697,-0.56040007,-0.4566096,0.79752743,0.35760152,0.72147304,0.09262669,0.028424907,0.79064816,-0.10482712,-0.29330665,0.49475446,0.8192119,-0.18483299,-0.017497737,-0.7203281,1.0263786,1.772522,-1.0341089,-1.2148916,-0.043661978,-1.7846037,-1.0751152,0.6342026,0.7628252,-0.627794,-0.45230678,-0.97705287,0.47070476,-0.15572456,-0.7531201,-0.27342206,0.095228516,-0.64542073,0.25879425,-0.4916909,-1.0203757,0.44684324,-1.6672792,0.5691882,0.8915861,0.60740274,0.17746776,-0.93562144,-0.97145736,0.2823801,-0.021522008,-0.28051367,0.13600749,-1.2060416,-0.1699677,-0.65507907,-1.451688,-0.8492272,0.22281133,-1.2299498,1.0367357,-0.48590922,1.1167753,0.20913182,0.5841285,1.1969215,-0.9254144,-0.03209496,2.706204,0.2535335,-1.2081869,-1.2917563,-0.27843264,-0.5286549,0.43892473,-0.19654565,0.81772596,0.029576143,-1.3585557,-0.31094155,-0.10963372,-1.5991666,-0.8786885,-0.44413185,0.2210471,0.021000054,-0.21054007,1.5856116,0.96747005
Hs 274.T,0.8300029,-0.6554326,-0.5608568,0.7552773,0.3375196,-0.4274262,-0.4357293,-0.5186185,-0.6976151,-0.1711428,0.7125943,0.22780101,-0.17178687,0.33972773,-0.61804324,0.5279193,-0.07474576,-0.5151136,-0.06962451,0.4149357,0.5302112,0.4542699,0.2826039,-0.5360432,0.14046009,0.08957586,-0.09498979,0.26769418,-0.49910253,-0.10916891,-0.5685359,0.021424681,0.20786422,-0.20650122,-0.303173,0.6444516,0.3039908,0.080442175,-0.13105382,0.18635127,0.16344024,0.23555817,-0.3447242,0.66758,-0.34660536,0.45649844,0.7728056,-0.23532136,0.6162244,-0.2554329,0.32497317,-0.6188594,0.34591714,0.6234006,-0.2029256,0.10953601,0.3213851,0.57193136,0.5918814,-0.48139328,-0.91820544,-0.20527312,0.5296291,-0.2324503,-0.29993862,-0.12678057,-0.24330036,0.9240822,0.19819152,0.94555575,1.761715,-0.03642099,0.1624418,1.4593031,0.9879704,0.266622,-0.11528177,-0.11483903,0.6342173,-0.44737303,0.22283965,-1.2563676,0.21296927,0.36209306,0.14767183,-0.46558234,-0.1635644,-0.5258818,-0.27917266,-0.7479581,-0.7625819,-0.9266862,0.21464004,1.2395959,-0.44286785,0.012987092,0.5827768,0.021650981,0.12901652,-0.73076624,0.41975757,0.019339617,1.3251126,1.6411533,0.4430208,-0.111146644,0.20844238,-1.0811045,0.2854144,-1.8393681,1.2159714,2.3567712,0.76646256,0.22247642,0.9910221,-0.49148223,-0.12343101,0.2771625,-0.5045917,-2.4491775,0.70550835,0.13177384,-0.28816444,-0.27048334,1.0589981,-0.12012541,-1.1274935,0.98756456,0.01649429,-0.93368405,-0.27902606,0.33386075,0.5513571,-0.90830123,-0.32366446,-0.09326202,-0.08614232,-0.13572633,-0.24883078,0.34160477,0.109649844,0.0038860533,-0.16279066,-0.026145702,0.09157023,0.06531793,-0.26618472,-0.09187884,-0.12959668,0.091485694,-0.11921242,-0.024907596,-0.21793422,-0.014924342,0.034118384,0.18529344,0.2094447,0.28201872,0.1660763,-0.01314217,-0.23277763,0.11487266,-0.040592402,-0.40282217,0.21227999,0.13418746,0.05074002,-0.09032111,-0.22104289,-0.115295485,0.14291225,-0.15833452,0.08647406,-0.0659343,0.14431389,-0.013697008,0.10804149,0.14890385,-0.09695169,-0.10223278,0.43039352,0.111523755,-0.25988293,-0.30030036,-0.09289234,0.028699014,-0.08003864,-0.26870254,0.104260266,0.09754104,-0.25408307,-0.09004403,0.13349645,-0.15192021,-0.14195454,0.015700331,-0.15396044,-0.020387746,0.11265717,0.052062534,0.24309504
Panc 03.27,0.8300029,-0.6554326,-0.5608568,0.7552773,0.3375196,-0.4274262,-0.4357293,-0.5186185,-0.6976151,-0.1711428,0.7125943,0.22780101,-0.17178687,0.33972773,-0.61804324,0.5279193,-0.07474576,-0.5151136,-0.06962451,0.4149357,0.5302112,0.4542699,0.2826039,-0.5360432,0.14046009,0.08957586,-0.09498979,0.26769418,-0.49910253,-0.10916891,-0.5685359,0.021424681,0.20786422,-0.20650122,-0.303173,0.6444516,0.3039908,0.080442175,-0.13105382,0.18635127,0.16344024,0.23555817,-0.3447242,0.66758,-0.34660536,0.45649844,0.7728056,-0.23532136,0.6162244,-0.2554329,0.32497317,-0.6188594,0.34591714,0.6234006,-0.2029256,0.10953601,0.3213851,0.57193136,0.5918814,-0.48139328,-0.91820544,-0.20527312,0.5296291,-0.2324503,-0.29993862,-0.12678057,-0.24330036,-0.3932869,-0.43575442,-0.032071963,-0.596017,-0.62925076,-0.26935926,-0.4422509,0.1794377,0.09311499,-0.081817485,-0.42183223,0.61644125,-0.6304788,-0.61122113,-1.0881742,0.17772461,-0.2052547,0.5469801,-0.5112585,-0.17278159,0.17157051,-0.07276892,-0.4171916,0.028976984,-0.63672125,0.10074626,-0.23920864,0.33052906,-0.84541464,-0.10370162,0.15989107,-0.9998123,-0.22793327,0.9549959,0.091189995,0.0037555266,0.16837361,0.1361767,-0.21811189,0.04312587,-0.27226362,-0.52444637,-0.47742575,-0.7820536,-0.0808333,-0.2812741,0.19521523,-0.4969278,0.2598434,-0.027032662,0.5159235,-0.5567719,-0.34333715,0.5612053,-0.22185314,0.40670872,-0.4028296,-0.53684205,1.0401205,0.041689575,-0.04352668,0.16834703,0.30511647,0.19996461,-0.23881541,-0.16409157,-0.1878341,0.9340065,0.34605047,-0.024816822,1.1166263,0.90401363,-0.23637232,-1.3831232,-0.16788577,0.54797393,-0.8660668,-0.93087137,-0.20901914,0.8725182,0.2507791,0.88836455,1.1875309,0.03042679,0.12433175,0.5712608,0.3644652,1.8790319,0.2560468,-1.428306,0.25108984,1.8728644,-0.31562242,2.3114517,1.0229222,-1.3362768,0.725597,0.21522559,0.4645093,0.018127145,0.15267417,0.40159178,-0.31533456,0.70301723,-0.087691754,-2.0476906,0.2412036,-0.18670301,0.6757882,-0.78362924,-1.7404099,1.0657282,-0.021674186,-1.9227631,0.020090435,0.25048217,-0.05900996,-1.3230269,-0.48337153,-0.9945695,0.116947055,-1.7137214,-0.30150524,1.0461907,0.55931586,1.0296952,2.2975197,-0.022457916,1.8905296,-1.2305181,1.6563089,0.21962047,-1.6347142,-0.2795754
HTK-,0.61631954,-0.7266922,-0.30892372,0.64769137,0.2343843,-0.1644009,-0.43383113,-0.9200588,-0.51241416,0.14671,0.72125125,0.24845237,-0.10754898,0.6464292,-0.8271816,0.6940556,-0.32486868,0.019025773,-0.4467946,0.1633898,0.4689039,0.34647655,0.14477709,-0.5977461,0.1994272,0.31918547,-0.35013306,0.3939106,-0.27340358,-0.43590334,-0.0005656481,-0.0016597211,0.1941058,0.04948327,-0.75738114,0.51696646,0.54595286,-0.16650547,0.20108949,-0.05079797,0.08409406,0.17825069,-0.56465054,0.5965153,-0.43362963,0.4399553,0.68184006,-0.33458716,0.35070738,-0.5048363,0.22080123,-0.33114558,0.68917346,0.40991366,0.27572784,-0.46944824,0.54474884,0.5488086,0.4679767,-0.45675963,-0.6700005,-0.71110225,0.66181314,-0.47202617,-0.64805305,-0.3163175,-0.23916404,0.1762809,0.040453076,0.27776906,0.40339947,0.26983103,0.60940343,0.5441461,-0.2251359,0.06608601,0.11101738,-0.15548179,0.07327855,-0.44592443,0.043047663,-0.18554515,0.26474917,-0.25763732,-0.296558,-0.08234057,0.026153103,-0.15793209,0.63589174,0.064393766,-0.037006304,-0.5017422,0.3551462,0.19891335,-0.24397708,0.37001014,0.049771897,-0.23751926,0.0021553785,0.033434443,0.23213714,0.08543888,0.17700022,0.40659213,0.1406984,0.05971439,-0.18265434,-0.24439213,0.17649238,-0.5519263,0.13146815,0.48074868,0.03050004,0.32130748,0.36917982,0.10356137,-0.14772622,0.14498861,-0.19037414,-0.74313563,-0.34076408,0.021724518,-0.04155705,-0.0883763,0.06758182,-0.27252877,-0.10774378,0.19202921,0.1517278,-0.41482684,0.12947692,-0.24361297,0.2513789,0.2681267,-1.0781242,-1.2850057,-0.03639808,-1.862836,-1.1143318,0.64423746,0.80142874,-0.6469025,-0.45786434,-1.0238761,0.49879608,-0.16104983,-0.7930291,-0.2715574,0.12547623,-0.671004,0.26827765,-0.5172821,-1.0615959,0.46378985,-1.7484393,0.6103889,0.9323798,0.61835086,0.18286915,-0.9774349,-0.99772406,0.29166391,-0.0071934983,-0.30295676,0.13525198,-1.2657777,-0.16924493,-0.68411034,-1.5090563,-0.8934692,0.22106837,-1.2894588,1.080787,-0.4923831,1.1626525,0.23687406,0.6133619,1.251971,-0.96716505,-0.034835275,2.8469381,0.2872796,-1.2509804,-1.360123,-0.29263136,-0.5405361,0.45938915,-0.1823218,0.8566358,0.04938983,-1.4284921,-0.3347624,-0.12318647,-1.6709986,-0.9180844,-0.4667559,0.2434124,0.036500957,-0.20534791,1.6798174,0.99920714
NCI-H2009,0.7853022,-0.67396647,-0.39634925,0.9445149,0.09659517,-0.40685126,-0.48385584,-1.0659249,-0.69340265,-0.19685696,0.6976443,0.46608895,-0.0893069,0.50607574,-1.0241954,0.74448,-0.4174454,-0.07902619,-0.4655148,0.08478004,0.66547763,0.3484345,0.15467814,-0.6785173,0.23513684,0.024701148,-0.27474934,0.45325187,-0.44944215,-0.56431085,-0.04588878,-0.0037388206,0.3924333,0.20114127,-0.74327683,0.76318586,0.6644122,-0.26815137,0.1293244,0.12033975,0.26666093,0.45050073,-0.5396704,0.71653634,-0.48213828,0.6053967,1.0132083,-0.2663105,0.44906145,-0.64141107,0.41122252,-0.3355199,0.6645566,0.55925393,0.3195543,-0.3307764,0.7133433,0.6673335,0.6273455,-0.7294922,-0.94922024,-0.39870027,0.86108124,-0.49361172,-0.78832227,-0.41339898,-0.24914597,-0.35555845,-0.011530905,0.4984243,-0.25280195,-0.532441,-0.16208741,-0.26948115,-0.057659015,0.41995132,-0.2793723,-0.51045305,0.44425252,-0.71383643,-0.27573985,-0.4314572,-0.010166399,-0.28837702,0.16901112,-0.049184933,-0.1549568,0.11163747,0.3883018,-0.28792042,-0.0007166043,-0.49077424,0.3919045,0.037978444,0.25606906,-0.6248817,-0.30011758,-0.029812826,-0.37723765,-0.115334705,0.28972378,-0.071521714,-0.08117373,0.1623505,0.07083444,-0.17941235,0.011525439,-0.26668116,-0.5449559,0.27091068,-0.4329298,0.17477056,-0.3628211,0.495108,-0.49337578,0.13657567,-0.24632673,0.27039328,-0.049534686,-0.41999704,0.09447751,0.08192471,0.270437,-0.211052,-0.63878566,0.18022992,0.27000478,0.38357744,0.4168072,0.048211955,0.19061407,0.04703159,-0.19313446,0.13346422,-1.0932074,-1.2999629,-0.03290699,-1.8901566,-1.1357177,0.6521043,0.81226134,-0.6578905,-0.4641533,-1.0414369,0.5008452,-0.15528682,-0.8100415,-0.27940762,0.12956092,-0.6863092,0.2835092,-0.52994907,-1.078441,0.4686141,-1.7861149,0.6177788,0.94228196,0.62845457,0.17680636,-0.99961036,-1.0100445,0.29467073,-0.00028633326,-0.29348758,0.13688429,-1.2948701,-0.17861377,-0.7004531,-1.5333502,-0.90697676,0.2147141,-1.315223,1.1040051,-0.49978065,1.1734912,0.24198152,0.62113637,1.2780569,-0.9844877,-0.031220514,2.890721,0.2883328,-1.2682228,-1.3754889,-0.2914851,-0.54960155,0.46825492,-0.18247178,0.8699468,0.053729616,-1.4499457,-0.33681867,-0.1277469,-1.7024039,-0.92671335,-0.4791643,0.25179943,0.03803384,-0.21286817,1.7062912,1.014736
Hs 675.T,0.06250045,-0.22572467,-0.13722241,0.55051494,-0.009462833,-0.018357486,-0.05523827,-0.505734,-0.5256007,-0.10733314,0.20000231,0.2631445,0.055085614,0.24076156,-0.8183564,0.42005718,0.14012755,-0.319561,-0.5032785,0.2063986,0.49276203,-0.49872434,0.49243325,-0.19406766,-0.08841343,0.074626714,0.59507525,0.06866327,-0.3104812,0.057035662,-0.4596864,0.39617428,-0.31335682,-0.38044527,-0.452969,0.42718259,-0.18069649,-0.27268255,-0.0052357856,-0.25757378,0.0863045,0.41293812,-0.66269934,0.12540774,-0.15490426,0.3087107,0.5568596,0.0973693,0.074545056,-0.13776758,0.49281394,-0.11009151,0.1643419,0.40847442,0.4098827,-0.2647963,0.6401053,0.34678835,-0.19126649,-0.5224834,-0.5467793,-0.23260757,0.930632,-0.33267093,-0.38852197,-0.8604822,0.46108294,0.5831257,0.32885,0.7252383,2.008043,-0.33939716,0.3575468,1.4009377,1.0014784,0.027268715,-0.12955357,-0.14997222,0.21657301,-0.44055787,0.17751716,-1.0202521,-0.09078638,0.5804692,-0.069481984,-0.39767957,0.24164845,-0.8557805,-0.06347336,-0.4502906,-0.6766825,-0.77455133,0.21987472,0.7389095,-0.717977,0.3235024,0.53627086,-0.37691283,-0.05744905,-0.6538808,0.12750722,-0.12986742,1.0660623,1.6576064,0.46544755,0.025991058,-0.12681407,-0.7588965,-0.15520312,-1.411088,0.8148884,1.7705365,0.23033647,0.108592264,0.36269775,-0.46715832,-0.2284582,0.40274462,-0.72138476,-1.9663795,0.39481455,0.53898454,-0.047535002,-0.30303508,0.8857662,-0.28130057,-0.8355411,0.8543029,-0.07891194,-0.81445265,-0.6023687,0.38404858,0.6563485,-0.49409035,-1.0884758,-1.2872516,-0.04296921,-1.8767564,-1.1350393,0.6609686,0.800161,-0.6608393,-0.4693421,-1.0278116,0.49376097,-0.15417933,-0.8084092,-0.28458554,0.11696383,-0.68310535,0.2752034,-0.5245463,-1.0785633,0.469006,-1.7727355,0.6109842,0.9371086,0.63413817,0.18098255,-0.99459493,-1.0070314,0.2928178,-0.017014623,-0.30225226,0.15288952,-1.276747,-0.18262467,-0.7017019,-1.5382421,-0.9038819,0.22266857,-1.3128211,1.0941769,-0.49602574,1.1792161,0.23119983,0.6123989,1.2680969,-0.97635806,-0.028155826,2.8686094,0.28904098,-1.261279,-1.3666471,-0.28362164,-0.5506858,0.46248788,-0.19041704,0.8566224,0.0444199,-1.4469643,-0.3367854,-0.11794002,-1.6937268,-0.92154,-0.4702979,0.24282083,0.030285578,-0.21470103,1.687032,1.0133772
LUDLU-1,-0.56350756,-0.77848077,-0.40515888,0.17983446,-0.17641914,0.44928327,-0.43511358,0.5449254,-0.9441053,0.3551759,0.9343798,-0.79756486,0.43602577,0.39371696,-0.67789507,0.77180797,0.9876058,-0.4483997,-0.6162044,0.50101864,0.45653307,0.13006447,1.2195827,-0.07429783,-0.3662633,0.14819625,0.890128,-0.08759171,-0.42497963,0.6376178,-1.2101973,-0.012123913,-0.44444853,-1.1870222,0.29141933,-0.6103463,-1.0476937,0.28601575,-0.19166256,-0.31244472,0.2112117,0.771392,-1.0351549,-0.29780063,0.24794067,0.5453394,0.5246359,0.0569375,0.4367616,0.19833896,-0.5505382,-0.44924653,-0.40731642,-0.021490842,0.15199074,-1.033594,1.0427132,-0.5295152,-0.38656747,-0.37155122,-0.21412498,-1.1657281,0.8368418,-0.57523876,-0.06824505,-0.5880816,0.09757967,-0.3069361,-0.33173475,-0.13611576,-0.39463982,0.24741925,-0.6604893,-0.284197,0.16667932,0.0034876838,-0.54398555,-0.85534996,0.22206016,-0.89575046,-0.5162141,-0.6408055,0.35881403,-0.11621583,0.65037125,-0.11344397,-0.38306898,-0.24754657,-0.64265144,-0.8813699,0.5329698,-0.32946345,-0.000608542,-0.4382748,0.100482784,-1.0611935,0.10564657,0.25301722,-1.1360745,0.0838684,0.086574875,0.27074352,-0.47443342,0.1574586,0.21238813,-0.42513305,-0.03480168,-0.22450891,-0.8988613,-0.2746817,-0.45157903,-0.22607775,-0.24817626,-0.15696871,-0.9842342,0.22510543,-0.4217211,0.7156787,0.05997599,0.13882676,0.12106345,-0.7039073,1.3639386,0.00024470314,-0.2809572,0.47859722,-0.88715816,-0.11503712,0.061298706,0.58925855,0.4135081,-0.044388495,-0.33378077,-0.31886977,1.3264135,0.5017878,-0.25040522,1.4065465,1.4223183,-0.45326567,-1.886158,0.06085286,0.6528532,-1.2548317,-1.2840319,-0.07145501,1.038361,0.5229317,1.3833164,1.9374132,-0.03140306,0.43400648,0.99043846,0.5581905,2.8131714,0.35187182,-1.9380012,0.33985716,2.7639773,-0.2722621,3.181793,1.5600888,-1.5824429,0.9857679,0.19782807,0.7068268,-0.023413839,0.36508104,0.9097569,-0.34373733,0.95697576,0.1597621,-3.0110512,0.22367585,-0.24667357,0.91777116,-1.159177,-2.2275314,1.4500155,-0.2514336,-2.6712368,-0.19948865,0.49610063,-0.025467295,-1.8612531,-0.66880757,-1.5167247,-0.09200008,-2.1740446,-0.5193918,1.6203432,0.46896774,1.5346444,3.246827,-0.11426014,2.246866,-1.6128298,2.1237736,0.43504554,-2.3627677,-0.43697542
SCaBER,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.32305884,0.1455687,0.38390383,-0.004875413,-0.44118118,-0.5510988,-0.4725229,0.101097055,0.2546339,-0.3487645,-0.47969818,0.31447554,-0.52739275,-0.5039094,-1.0451076,0.49804437,0.08916507,0.6861946,-0.2191067,-0.080756605,-0.031543672,-0.3443007,-0.8605901,-0.19906113,-0.6963166,0.09100183,0.029367272,-0.13192485,-0.7145514,0.1658889,0.011355367,-0.61584705,-0.05352273,0.7145314,0.23310168,0.08461634,0.33171707,-0.18723553,-0.0673337,-0.010077804,-0.022723097,-0.50444436,-0.17691335,-0.47802505,0.19893266,-0.27778137,0.40509692,-0.72557664,-0.041485783,-0.15588352,1.0004987,0.1747059,-0.42414203,0.67050904,-0.3536061,0.91268,-0.33613786,-0.25517526,0.8153713,-0.5583862,0.1781452,0.16383794,0.10776803,-0.06877345,0.2427582,-0.21058634,-0.31421182,1.7789782,0.9525107,-0.6811768,1.8236427,1.6921451,-0.93996227,-2.218827,-0.04971608,0.98438233,-1.1762372,-2.0787208,0.35682,1.5569931,1.0198935,1.5433506,2.3629978,-0.010418799,0.72862726,1.3356379,0.9691532,3.1893196,0.22108622,-2.8365393,0.3986901,3.1519213,-0.65212226,4.234569,1.5968305,-2.033298,1.1724664,0.76479536,1.2956619,0.12894389,-0.07469556,1.3612944,-0.39801282,1.38239,0.20623319,-3.8332114,0.85055315,-0.4664688,0.82589716,-1.5558524,-3.0157044,2.417959,-0.611493,-3.6937582,-0.46919313,0.17972696,0.3620265,-2.3515203,-1.0236933,-1.7404076,-0.14930615,-3.8084505,-0.37827307,1.7257909,0.7321945,1.5290735,4.543174,-0.5270801,3.2212257,-1.7915766,2.506792,0.3380218,-2.6534014,-0.922322
