,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21
HSC-4,3.133285,0.86499393,-1.5244293,-0.6681759,-2.0101066,2.3115199,2.0128195,0.3660568,1.1409332,-0.60881037,-1.9903791,-0.7922164,-1.6324117,1.8594682,-0.50691694,0.6097218,1.4849253,0.20171231,1.6717972,1.2066787,2.0536802,1.6680853
SNU-1105,0.2385202,-0.44202456,-0.34643131,0.1683808,-1.5310273,1.0112247,1.6624084,-0.16980965,-0.660511,1.0261272,0.49016112,-0.02456221,0.5642766,0.28678876,0.18607661,0.5697415,-0.549808,1.3034202,-1.1208124,-0.42993858,-0.72517574,-1.7129724
Kasumi-6,0.17594004,2.852286,-0.0940143,1.409839,-0.13133162,-1.5828063,-0.7568099,-1.2062163,-1.2261398,-2.2312527,1.3413221,2.509054,-1.5374149,-0.88864255,-0.50369745,-1.5713524,-0.44270968,0.8273682,-1.6049476,1.7551334,0.11121589,-0.33691102
Kasumi-2,0.3389778,1.4419279,-1.0672818,2.199473,0.3493388,-1.4118004,-2.08405,-0.8683834,-3.0335462,-0.91049755,1.8515002,1.2750845,-0.4843742,0.59957963,0.3916867,0.5384334,-0.24879572,0.20579712,-2.3667526,0.22298682,-2.4079642,-0.0899284
KOPN-8,-0.38348982,1.2446536,-1.9750472,1.813423,0.49601057,-1.860187,-1.9869089,-0.3557477,-2.8479285,0.079259574,1.7124041,2.4789562,-0.6065893,0.50366664,-0.42144528,0.2741424,0.42648515,-0.00042451173,-2.180215,-0.33079454,-2.113697,-0.16560742
Hs 729.T,-0.6188804,-1.2787617,-0.18618177,-0.3347168,-0.09691642,1.0914196,1.2212169,-0.8015737,-1.0257956,1.3696501,-0.3780106,1.0147492,1.4201461,-0.3676072,0.042466626,0.7284185,-2.934141,2.1479187,-0.45208666,1.52464,-2.0608797,0.26117575
SNU-81,-1.140283,-1.9130932,-2.7370481,-0.35542035,-1.2281802,2.2437558,-5.197733,0.76026094,-0.69064164,-0.26933098,0.06038049,-1.3079232,-2.124074,-0.012663685,-1.4916143,2.144715,1.4701158,0.13549498,3.419455,0.35714737,3.1492386,-2.3444502
UM-RC-2,2.8194175,0.29889238,-0.91175675,-0.60132277,-0.6839298,0.90341055,0.38116086,-1.7772245,-1.029683,-3.8154683,-0.0988881,-0.60133296,-1.0766755,-1.1678113,1.3100588,-3.215947,0.10479811,1.8239026,0.93177587,1.0903323,2.4714482,-1.1268185
LXF 289,1.3388247,0.1090136,0.15323807,-0.66954774,-1.8275533,0.33910096,-0.08891902,0.94959927,0.09242079,1.3149964,0.85215795,1.0896704,0.7677863,-0.9838652,1.3995264,-0.4434737,0.4073935,0.90455276,-2.263834,0.24346831,-0.011283401,-0.55761737
NCI-H1299,-0.6153783,1.0194452,1.2046543,-0.6534347,1.3555764,-1.7771742,1.2191933,0.16179936,0.48622686,-1.2095912,0.80129236,-1.0738336,-0.32922968,-0.86879593,-0.1759702,0.15591389,0.48825705,1.1297076,-0.96301126,0.49897248,-1.6807771,-0.06523146
PANC-1,-0.2783407,-0.98883235,-0.575441,0.27215776,-0.6244978,-0.8232126,-0.34070116,0.4483595,-1.0258391,0.29202586,0.65392864,1.0081761,1.6075639,-0.45867056,1.7173221,-0.44585374,0.5851519,0.4813162,-1.7508444,-0.022473821,-0.066031955,-0.87732005
GCIY,0.44702888,0.5248869,-1.7441059,-1.5346571,-1.5887375,0.90630895,0.5763755,-2.8881497,1.5023801,-5.1540847,-2.840117,0.9656005,0.9051511,-2.2303839,0.10427578,-0.9735226,-1.7690898,1.7748657,4.0337553,0.89350605,1.8626543,0.45156404
NUGC-3,3.6044264,-0.32732895,-0.6619559,-1.655371,0.662071,-0.71072906,1.0081128,-1.8529088,0.72610956,-3.7422693,-2.5721116,0.48331285,-3.8399768,-2.0797195,0.38263255,-1.4250228,0.13700989,0.74011946,1.0803043,-0.9017708,2.3776886,-0.28242883
MDA-MB-231,-0.40304172,-1.4612492,-0.8176644,-0.17702398,1.6283435,0.74515104,0.18940721,-1.1120567,-0.15970553,0.84483635,-1.5379122,1.764314,0.21156393,-2.107571,0.1988068,0.082073,-1.0273054,0.8844421,-0.7044393,-0.24427874,-0.7144463,-0.554381
P31/FUJ,-1.6590378,4.0671897,0.8704719,0.5223713,1.0410317,0.25772077,-0.23644936,-0.64427143,-0.30888546,-0.33284622,1.6299539,2.5450337,-1.421877,-0.76398396,-1.5872812,0.01905559,-1.5394673,0.35726407,-0.6225529,2.475899,-0.31370246,0.80676377
RPMI-8402,-2.5255144,-0.8066392,0.032348353,-0.3379386,2.8130388,-1.4278492,-0.8396082,-0.38784775,0.92428523,1.7144816,1.9578269,-0.26590967,0.15894696,-0.13789195,-1.1654425,0.06394923,1.6892991,-3.1419425,-1.3172814,1.7557834,-2.0227118,3.3346596
CFPAC-1,0.58237696,-0.6352627,-0.4728474,-0.075985864,0.12095036,-1.0967526,0.49196875,1.4844394,0.34776527,-0.29102862,-0.82803005,1.3301147,-0.57851285,-0.8876944,0.84594834,1.0295414,-0.7627787,1.7326187,-0.49282116,-1.4780806,1.2405611,-1.8403358
HCT 15,-1.0303317,0.0659491,-1.1768067,-2.171834,-0.3347849,0.9711207,-4.6550903,-0.71629405,-1.4843974,-1.6832157,1.5106881,-0.85723364,-1.3888736,-0.63332486,-1.0936847,2.507884,1.2733411,-0.7286849,2.5265827,-0.17681582,1.8141758,-1.4295776
SLR23,0.19180593,-0.26568052,-2.0828881,-0.84990776,-1.445637,1.0851368,1.9046935,-1.0566261,0.82734513,-2.8452218,-1.9736698,-0.79121876,-0.5701124,-1.908205,2.9210622,-3.4082906,1.1707453,-1.0146447,-0.34722885,-0.22041784,3.16504,-0.22822604
JIMT-1,1.0231035,0.30110574,-0.23930688,-0.39971185,1.117849,0.3679298,1.2383567,-1.2243229,0.6376529,-0.87253827,-3.7256715,0.60905576,-1.283773,0.43803933,0.6110279,-0.6945945,0.38431635,0.48186693,0.49451226,-0.9372976,2.0940053,-0.38056266
DM-3,-0.9049392,-0.5107801,0.25789875,-1.1896873,-0.64607537,-0.11443477,0.6425081,1.096294,-0.8328175,0.27478948,0.88631666,-0.30871275,-1.02452,1.8270738,-1.2296543,2.6782434,-0.16063407,-0.6330729,-2.0988214,0.6516156,-0.34565604,-2.9598312
Calu-1,-0.9593127,-0.8980931,0.1823301,-1.068419,1.574219,0.35690695,0.63995326,1.639778,-0.2246396,2.420939,-0.01851239,0.3603303,-0.11610745,-0.1740724,0.04342559,0.82760936,0.39004427,-0.63012874,-2.007882,0.16123748,-0.73380864,-0.7034208
HEL,-2.332737,1.5721805,1.4594119,-0.050553184,3.2437096,-2.728906,-1.2264085,-0.79218125,1.1937939,-0.16553292,1.8754543,-0.15639225,-1.5130271,-0.87188745,-3.217594,0.95334315,-0.60963565,-1.6458681,-0.7159208,2.320158,0.004800856,1.1113195
BICR 31,3.1421397,-1.1967767,0.434329,-0.7202596,-0.6236448,0.14161548,1.1903406,0.8984606,1.3438846,-1.6831781,-2.333328,0.046008393,-1.4871893,1.0547798,0.12725478,0.7644211,-0.14758843,1.9045863,0.7171565,-0.39556608,-0.13810891,-0.02573216
KP-3,-0.2361765,-1.533529,-0.6366729,-0.3599323,-0.46711907,-0.48736304,-0.7611894,0.34509677,0.44654122,-0.4427836,-0.02645683,0.8230949,0.27661783,-1.5367455,1.7636143,-1.6908281,0.64394975,1.36984,-0.98518103,0.045179933,1.9213927,-1.2931765
NCI-H1623,1.7400088,-0.9501248,0.08877023,0.22929855,-1.4422048,1.1163844,0.80451334,-0.20908895,-0.46835032,-1.8220174,-1.3517377,-0.09969518,-0.9604125,0.63710725,0.015193343,-0.78176767,0.36458188,1.7721443,1.2372189,-0.49208224,0.9019993,-0.3520127
SU-DHL-6,-3.5714374,1.7191017,1.349368,2.3029807,0.4342641,-1.8165767,-0.28686148,1.7000408,-0.69597685,1.8852348,0.28288954,0.7241337,2.2861886,-0.30733073,-0.76374334,0.54259425,-0.1222714,-1.3911338,-4.647629,-2.2782533,-2.7553895,2.3602755
TT2609-C02,-1.7682197,-0.66624236,-0.61987936,-0.7828248,-0.6093922,-2.1595733,1.5056202,-0.05947467,-0.5808636,0.73558265,-0.98047876,-1.1692083,0.23194975,-1.1940757,1.0814325,-1.8724414,0.24185476,2.6490588,-0.09762674,0.4481515,-2.179554,-0.38328305
SNU-283,2.2724893,-0.50937366,-0.19598468,2.1987479,-0.04651076,1.18377,-0.92235196,2.2780502,0.13749035,1.1855972,0.13047735,-1.2466688,-1.5976225,1.7524799,-0.24825868,1.6033325,-0.036644723,0.11307782,2.1808982,0.8616268,2.6063905,0.07658988
1321N1,-0.38406304,-1.818574,0.48905796,0.9751969,1.3748577,-0.397716,0.3166445,-2.214176,1.6247144,1.9036574,-2.6366153,-0.42158398,1.4752727,0.8066376,-2.7378964,-2.0347223,1.7714931,-0.58783966,0.17074716,0.19396815,-2.4696233,-0.8151494
HT-144,-0.13426086,1.867154,-1.4528654,0.47564468,-0.52985674,-0.5592605,0.45266232,0.18619365,-0.2637437,1.7579155,1.3195297,-0.7104265,-0.43082604,0.7442727,0.9089506,0.68854296,-1.170227,0.3592993,-0.89637065,-0.28024673,-1.0004289,-1.4824777
Hs 616.T,-1.5510067,-1.8391399,1.1758635,0.028067129,-0.99515706,-0.46646902,2.606581,0.8189756,-0.5356999,2.0355601,-3.7435665,-1.0791277,-0.2518375,0.13618542,-0.94033587,0.9617121,-0.45981365,-2.7078438,-1.4038641,1.1652054,-0.5045293,-0.70196784
NCI-H510A,0.45041537,-2.775104,-0.6249445,-0.63373095,0.6971122,-0.23102637,-2.551143,-1.5560954,-1.1213259,-1.5609769,1.2888818,-2.2185462,-0.22022009,-1.1640974,0.7392611,0.04146152,0.4808111,0.6998625,1.7659184,-0.76113075,0.86251116,0.09221692
Hs 281.T,0.29701027,-0.3335107,0.43268138,-0.5544547,-1.0092092,0.77462184,2.1371543,0.7019909,-0.4791627,0.80621177,-0.2523538,-0.076168224,-0.42590028,1.0590655,-0.8387369,1.6684122,-0.5252008,0.47062254,-1.8018031,0.62782997,-1.3573415,-1.7740948
COLO 829,-2.3411388,-0.065681234,-1.9929264,0.29255733,0.56164944,-0.903954,-1.2953804,-1.6787231,0.5906956,0.7847009,0.006522555,-1.5603423,-0.82793224,0.89561844,-0.036656883,0.58311915,-1.2382011,-0.95677507,-0.9626774,-0.6393141,-0.13964552,-1.8929375
KMS-28BM,-0.061647527,0.48325107,-0.26295686,1.1308345,0.0814456,1.2210851,-0.8168125,-0.2141422,-2.4494636,1.6406194,2.8034225,1.229737,1.7369543,-1.1138027,0.90720105,-2.0875235,-0.15592733,0.3562811,-0.1468267,-0.08655842,-0.09178317,0.17787963
PK-59,-1.8578992,0.02259563,-0.042513493,0.27617455,3.2023036,-1.2366105,0.546439,1.3446918,1.4647989,-0.09927118,-1.732371,2.0138996,1.5325527,1.2161106,-0.75094616,1.8083487,-0.47318122,-0.94172174,-0.45524645,-0.6717794,0.46268323,-0.73818016
TE-8,2.6804826,-0.7324547,0.082997166,-0.567276,-1.0664833,0.7081879,1.5829949,-0.12032321,-0.31767637,-2.049985,-1.0874352,-0.69581753,-0.50750756,0.6704477,0.5189155,0.4201728,0.17401212,1.3547895,0.501744,0.33238402,0.7864183,-0.7753424
HT,-2.072101,3.2450163,0.9357656,0.9295296,0.6171581,-0.927399,-0.8001695,2.595192,-2.6751225,4.188682,2.6337423,1.2950876,1.4920449,1.5146577,-0.54853237,1.0183173,-0.04075162,-1.1286573,-0.9042145,-0.09645122,-1.6225655,0.40215233
MOTN-1,-1.3720628,0.24884564,0.6278173,0.98220474,-1.2890255,-1.3693957,0.6819995,-1.3718498,-1.9244713,1.3706635,1.6566447,3.06615,0.8503994,-0.5894905,-1.7771895,0.61767125,0.9771409,0.81821334,-0.7402525,-0.76037425,-0.68129516,0.62112004
Kuramochi,1.7944579,-0.47901627,0.54661596,-0.15261833,-0.02017843,0.18455876,-0.46316588,-0.9995637,0.56614596,-3.3742704,-0.9173217,-1.4715383,1.157557,1.7446721,1.6434965,-0.5506359,-0.44750375,-1.9962646,-2.1825216,-1.3519557,1.5957851,-1.0164486
TC-71,0.113566294,0.76499784,-0.24833444,2.5121455,-2.0135627,-0.38213554,-0.23088999,-0.21406531,-1.2827452,-0.49319527,0.9102756,-0.3546959,1.6278038,0.32991302,0.25337744,0.40100145,0.22151302,0.41445982,-0.97853833,1.2895772,-1.2910906,-0.07329723
NCI-H2066,1.2666132,-0.3708626,0.08362998,1.0793056,-1.764297,0.023008361,0.3960681,-0.863084,-0.7293899,-1.190472,1.0702214,-0.37839016,2.001403,-0.7523416,1.8547598,-2.2413106,0.9268269,0.7683237,2.0911756,0.5893297,1.3699005,-0.653887
DMS 454,1.831546,-0.19107407,0.6320987,1.7063314,-1.3370858,0.1758013,-0.38440707,0.08067337,-0.2565876,-0.94429934,1.9585612,-0.87359905,2.2296896,-0.6660724,0.7314916,-0.97040004,-0.08628759,1.0506244,2.0363944,-0.3024649,1.101283,-0.3986604
OVCAR-8,0.95927376,-0.6601239,0.274039,-0.9967808,1.0341061,-1.045849,-0.638712,-0.42471334,-1.6375217,-1.1899742,0.2655997,0.92031085,1.2629161,-0.64153963,0.9987642,0.08584556,0.11257027,1.27054,-2.5521724,0.502339,-1.3787129,-0.8299906
HEC-251,-1.5145621,-0.39332774,-2.7001536,-2.8996208,1.3580368,2.337968,-5.8684063,0.6773974,-3.0361946,-1.1259941,1.9682047,-0.7331642,0.16985095,-1.044004,0.7432784,2.6254985,1.5211405,-1.6763614,0.53950894,-0.11366586,0.1442593,-2.1213684
SW900,-0.61395,-1.7239738,0.35869032,-0.35935274,0.9371091,-0.98785084,0.0411337,0.7866466,0.4822233,-0.0012630373,-0.1639702,0.944677,-0.1975786,-0.37471393,0.864246,0.8069165,-1.9620796,-0.20137224,-1.3783358,-1.7048781,0.43864608,-0.32225093
SK-MEL-30,-1.4889169,1.0757204,-0.12692624,1.5363746,1.4529209,-0.68470913,-1.8107588,0.68084276,0.15021366,3.3447928,0.7400379,-2.4662113,0.7543932,0.022675369,1.1561526,0.042182,-0.929785,-1.9328389,-4.6899815,0.13243037,0.05572796,1.4246969
SU-DHL-1,-5.179909,-0.91706634,1.5227765,1.5445954,-0.7616843,0.061036587,0.46684194,0.7338269,0.7172496,1.1192293,-1.4959099,2.3558874,3.4954455,0.498445,-0.07616949,-1.6035713,2.9403281,-2.145943,-1.4584866,-0.1643588,-2.291619,1.2114478
HCC44,-1.789184,-1.9038695,0.4551833,0.21601343,0.80623406,-0.19491829,0.62170285,0.91316956,1.0956352,0.15683854,-0.2341012,1.3086911,1.7242094,-0.32522893,-0.26121294,1.0101596,-0.040053196,-1.0388275,-2.5701435,-1.6462103,-0.094072014,0.23519517
DBTRG-05MG,-1.9449182,-0.64348197,-2.4785018,-0.8010451,0.5839396,1.9697425,0.32554093,-1.3204947,1.7010229,1.8384092,-2.0179877,-0.953886,1.3277088,-2.1722748,0.5610414,-0.18359044,-0.21068013,-0.35455698,0.572829,0.9305963,-0.7954716,1.4893447
NCI-H1836,1.5197309,-1.5104023,0.43721077,0.5251877,1.2735063,-0.3483935,-0.6927284,0.109653145,-0.7099801,0.915925,1.9699622,-1.5712165,0.4001392,0.1631979,1.3943869,-1.394818,-0.19897772,-1.4815238,1.4825758,0.39542094,0.5005532,1.8625033
CMK-86,0.5257181,1.980643,1.1903212,1.1162336,0.70419556,-3.3841,0.11003998,-0.84263176,-0.8421149,-1.1625845,2.1769128,0.5219632,-2.686548,-1.5220748,-1.9128842,-0.32081738,-0.730589,0.06911719,-0.13230994,2.1576576,0.16469213,0.21036194
BHT-101,-0.12431429,0.30135268,-0.077123046,-0.3323321,-1.6774384,0.2815884,1.3232845,2.325838,1.1988301,2.4513745,1.8943306,2.3079262,1.8895005,0.22295257,0.6609622,-0.08243099,-0.27375862,-0.8943113,0.6339499,-0.040140636,0.5560099,-1.0324987
EWS-502,1.6339079,0.25091872,-0.805521,1.8523191,-0.9341555,-0.54267675,-0.8353025,-1.84036,-1.571741,-2.3905714,0.8749982,-1.4138014,-0.2739983,0.19395156,0.054830223,-0.4826674,0.08264974,0.8664135,-0.70866406,1.8277872,-1.7674023,-0.13719824
SNU-423,0.5674275,0.7757472,-0.28580874,-0.39588603,-1.3304256,0.35947257,0.6923564,0.20038275,-0.13750032,2.0233493,-0.65247065,1.5222858,1.821738,-0.9824654,1.9630256,-0.5691545,1.0977633,0.21502149,-1.8560848,-0.20017475,0.1410185,-1.2502675
SW837,0.23899439,-1.2841543,-0.7890625,1.0902321,1.1651523,0.838081,-1.097113,2.4588616,-2.236882,1.3481269,0.8711711,-0.02032601,-0.5244804,-0.30692518,0.24417934,0.4086523,1.0326558,0.44721463,0.5496448,0.5694455,0.8254117,-0.7571465
ECC10,2.2162714,-0.08690074,0.4278703,1.2965293,1.3565224,0.07306165,-0.35308683,-0.16079846,-1.3106612,-0.79336894,2.4553688,-1.5673673,-1.1638379,0.074569345,-0.26615646,-0.21171004,0.485371,-0.392966,1.6311673,0.6952652,-1.2428916,0.027276456
PaTu 8988t,0.4067042,-0.56008124,0.36358193,-1.4992874,1.2743318,-2.2160826,-0.16330492,-0.338205,-2.2050512,-1.450101,-1.0863369,-0.29425386,-0.20483144,-1.542344,-0.36621803,-1.6260587,-0.0038844645,-0.37493667,-1.5306609,0.9576532,0.10607058,-0.32212192
Hs 698.T,1.0052272,-0.7630312,0.47151813,-0.21037984,-1.241355,0.787623,2.184618,0.6571003,0.036925226,0.3619664,0.15516417,-0.29682124,-0.20689487,1.3985289,-1.3352743,1.8606308,-0.50625163,0.51149845,-1.754189,1.1657306,-0.66311246,-1.76362
MDA-MB-436,2.4907115,0.48867998,-0.20294257,-0.057807304,-1.5671067,0.8202065,0.56191206,-0.42012122,-0.20402852,-0.00555481,1.0538867,0.09266982,-1.7097509,0.071250685,0.20009533,-1.3508948,0.00962586,-0.22467998,-0.7286644,0.4434679,0.72476757,-1.0916123
NCI-H1092,-1.949645,-0.36363196,2.1015751,-0.09588343,0.34308633,-0.6939857,-0.0007753968,0.6206168,1.3908489,1.2169718,2.1234756,-2.294896,2.9122093,1.9342073,-0.68634677,0.9030336,0.04791702,-2.0849004,1.4015098,-0.38452592,-1.3287122,1.8227371
NCI-H520,0.62527394,0.17074755,0.22442418,1.2472857,-0.6405449,-0.7418971,-0.4735048,0.18322405,-0.67741996,-0.4694781,0.8350816,-1.1423602,1.1276605,-0.5436381,0.5562874,0.053649954,-0.020659273,0.82319325,-0.09003502,-0.6529843,-0.48008507,0.96820813
OVMANA,-2.5699081,0.117212385,0.8341298,0.42127252,0.59964377,-1.5654204,-0.39407808,2.9136047,3.5410252,-2.9383006,-1.042465,-0.6552018,1.9576641,1.5837419,1.8079351,-0.027643029,0.3901971,-1.859621,-2.077518,-0.0055494756,1.7426124,-0.1352835
TUHR4TKB,2.7107236,0.83363926,-0.42071444,-2.6312315,0.14615446,0.7784663,1.7919494,-0.6983632,0.5033412,-2.4519544,-0.23781106,-0.541612,-1.3639271,-0.93807703,1.4284706,-1.9674556,-0.37666526,1.1771331,0.8906284,0.32866868,1.7900668,-1.706967
MHH-NB-11,-0.31202555,-0.5900006,1.8977146,1.357745,-0.87012386,-1.1093446,-0.61342037,0.14238937,-0.76812005,1.7764664,2.7209153,-0.9218853,2.9815793,1.2456279,0.3166479,0.7969611,-0.87357295,-1.534787,-1.6475422,1.1733708,-2.688722,0.5690508
KE-37,0.21150814,2.0633528,1.217181,-0.18220513,0.54287827,-2.3766835,0.1609828,-0.96908414,-1.4470993,0.4335814,3.0414646,0.9487681,-1.0067286,-0.8313309,-1.7467718,1.1555218,0.97447544,-0.50864995,-0.48494712,0.46215093,-2.1103587,1.0357792
Peer,-1.0890037,0.51388854,-0.20862119,0.8587954,-0.96718895,0.77066,-1.2831146,-2.248848,-1.4764888,-0.5173802,1.1466918,1.7573644,-0.87249166,-4.072998,-1.7811356,1.2668316,-0.64031756,0.6352597,0.45789045,0.9937295,-2.5334158,2.2837226
IGR-1,-0.6837604,2.552159,-0.94904226,1.5349886,-0.16209862,-0.76215756,-0.47194186,0.3628511,-0.7311591,1.7894076,1.1454905,-1.0190525,0.3778116,0.39802012,1.3010957,0.34779263,-1.243714,0.44931477,-0.701083,0.09448243,-2.0038915,-1.6573038
NCI-H2405,0.5744203,-0.38448322,-0.44799525,0.20843625,-1.3938179,-0.61493284,2.061335,0.057594396,0.5335957,-0.40532345,-0.44494152,-0.21772066,-0.47444972,-1.2362996,-0.13355231,0.34557706,0.085659176,2.006652,0.42671132,0.7667484,1.1695567,-1.5369076
NCI-H1694,0.502701,-0.99007475,1.4116385,1.1065807,-0.56458133,-0.87856525,-0.4629371,-1.2610968,0.063653424,0.4509659,1.2186843,-2.1115203,2.0995226,0.3497664,0.5984112,-0.4137864,0.58040255,0.16449274,-1.6617457,0.15247113,-1.472936,1.6638867
OE33,0.3639309,0.69905293,-0.62709916,-0.29875767,-0.6103376,-0.6803749,0.9824714,-0.114691846,0.6976156,-0.037615206,-1.6185468,1.398399,0.36311707,-1.1770836,1.0504206,-0.55223036,0.8761774,1.6869208,1.3108966,-0.9484034,2.200494,-0.087670766
SCC-15,1.266734,-0.5742911,-0.71170866,-2.786289,-1.3433144,-0.38316378,0.8619368,-0.38094392,4.0196095,-2.3560705,-3.7469695,0.8533155,-0.06183387,0.061569776,-0.7636951,0.99811196,-0.76758087,0.8309308,0.83981144,-1.2029345,-0.5375257,1.1340437
COLO 320,0.12565538,0.76749474,0.50709444,1.211429,0.7492194,0.18930964,-0.92780775,-0.0099095665,-1.8922722,-0.41086695,2.1676464,-2.0869427,-0.5270447,0.15079373,1.0871111,-1.0183053,0.8776221,0.67727554,-0.76686895,1.2938646,-1.2355107,0.95679116
NCI-H1618,2.9313967,-0.405484,0.35138148,0.91612786,-0.5626878,-0.23038627,-0.38627654,-1.0397419,-0.90017617,-1.3183314,1.2804333,-1.2523899,0.70350444,-0.1907042,1.8812109,0.09994391,0.15301286,0.8341695,1.9022875,-0.4943468,0.23843986,0.32871014
LN-229,-2.1049619,-1.5605361,-2.0269747,1.5287092,-1.3499889,-0.3205994,1.5241873,-1.2131524,1.750014,2.7267923,-2.4038882,-1.2218896,1.1863077,-0.09752447,-0.06939149,-1.6074053,1.3550562,-2.524606,-2.2705667,-1.7771785,-0.90104985,0.35909256
Fu97,0.47786847,1.1299053,1.867804,2.7694988,2.4211972,0.56774807,-0.95019907,-0.41756868,-1.7342628,1.0136294,1.0250661,0.035431303,0.59787625,0.059345357,0.46146163,-0.81757736,-1.264322,-1.803766,-0.019417167,2.3234167,0.83916664,-1.4738803
NCI-H1184,-0.61624527,-1.5734708,0.50786567,1.3881185,-1.7218994,-0.8192058,-0.6492991,0.88234067,0.49646714,0.3172444,1.7865272,-0.66225463,2.9660861,0.28418446,0.87543464,-2.2269711,0.37158316,-1.6789445,0.45567364,-0.48865578,-3.0770094,0.82804716
639V,-1.2193348,-1.0052227,-1.2731197,-2.3742757,1.5409923,0.95450336,-2.6916597,-2.051404,-1.8338089,-0.46707207,0.89329106,-1.0879884,-0.6031813,-1.4160764,-1.3137494,0.94247234,0.9877484,0.11715411,0.18515447,1.367263,-0.97234434,-0.77404386
NCI-H2286,0.5791231,1.2466182,0.843024,-1.4414325,-0.6017367,0.69584805,0.58082193,0.48261493,1.3951924,0.86604416,0.5697657,0.82675797,-0.8217113,-0.17742047,-0.4347857,-1.2769337,1.2444208,-3.0390239,1.7857392,1.1712143,-0.6422401,-0.18772987
REC-1,-0.71670675,2.083507,-0.36024243,1.043665,0.48454526,-1.3321434,-0.6629041,-0.6135037,-1.7572095,-0.20744422,1.8021755,2.1693666,0.19925424,-0.7165798,0.21367942,-0.62507254,-0.1808509,0.58015347,-0.7185434,-1.0935787,-1.5505426,0.33398616
SNU-175,-1.5665894,-1.5410668,-1.8131016,-0.93516123,-1.1278875,1.2563587,-4.934921,-0.6316136,-1.2184733,0.19573194,1.9213762,-1.6202457,-0.73135173,-0.12139281,-0.57062364,2.1200342,2.0668728,-0.31798545,1.4782535,-0.1804942,1.2703131,-2.2186143
PaTu 8902,-0.48205042,-0.06508879,-1.1719154,-0.07414766,1.937625,-2.2081394,-1.6997933,1.2975148,0.0628902,2.437688,-0.7445048,1.2128348,2.2812228,-1.2472368,1.8253012,-0.016098887,2.242065,-1.1609585,-2.9931412,0.96429944,0.5055731,1.1896052
COLO 704,0.43099362,2.5514812,1.2302527,-0.9901994,-2.569821,0.8101968,-1.7471164,-1.2231755,0.84924555,-0.2717383,2.427568,-2.0877209,1.0324869,-0.24221689,0.1997875,0.4534078,0.08405584,-0.4333436,2.1445827,0.97560513,-1.3405037,1.1610794
CJM [Human melanoma],2.2007143,-0.19276804,0.95555955,-2.0384169,0.77203864,-2.0361102,-0.07056151,0.54323435,1.6273162,0.41344392,-1.9396416,0.761843,-0.0058935285,-0.6378604,-0.12102158,1.2833462,0.08158742,0.9313365,-0.93583703,-0.0073348316,-1.0481555,0.77436733
LNCaP clone FGC,-0.0022541322,2.3223155,-1.4279262,-1.2802652,-4.523541,4.919909,-3.353114,-3.3597853,2.8633056,-1.7366159,-2.3326287,-0.6570288,0.36792552,-4.241694,-0.2136175,1.0797702,-0.70822173,3.1753469,5.741368,0.36539552,-1.0955898,2.9981732
IGROV-1,2.1043794,0.84704983,0.3809635,-3.343495,-0.27572143,0.5432191,-2.6947489,-1.3204057,0.13187037,-4.717213,0.47679293,-1.760356,-1.6966037,0.49768764,0.34813333,-0.31065178,0.2722176,-0.3600566,1.5168716,0.8786038,1.9756035,-1.4665532
COLO 205,-1.26247,-0.39350104,1.4175104,2.940857,0.27505547,0.031511232,-0.021045454,2.4575531,0.14495096,1.993684,-0.9368458,-1.3770076,-0.31415212,-0.09807652,-0.4284643,0.9191866,1.1697127,-1.6383115,0.7593754,0.43304157,1.252751,0.9704446
QGP-1,-0.5650139,-3.4086692,-0.28278673,0.38077888,0.49331424,0.71246487,0.6876972,1.2399442,0.9775675,1.7153921,1.9861553,-1.5058098,1.8450333,0.41429093,1.2094259,-1.6686114,0.64511245,-2.1033943,1.9098613,-0.95678705,2.7697694,2.6207778
TE-15,2.8576078,-1.4272097,0.23333158,-1.4943644,0.16750516,-1.232331,0.542035,-0.49391526,0.612013,-2.0501573,-3.8108013,-0.9626676,-3.1154935,-0.590828,-0.8592217,0.05544831,0.45944935,1.5920035,0.8142779,-0.28631005,0.3848088,0.2885221
