,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21
SNU-1079,0.4567724,-0.05435232,-0.47878227,-0.8987643,-0.87182426,0.77263683,1.6914997,1.2588499,0.6777464,-2.2893505,-1.1473036,-0.21614382,-1.17931,-0.25557402,1.3737763,-2.5862825,0.29400542,-0.4780284,1.450289,-0.046742905,2.199542,-0.7244875
U-178MG,0.13570198,-0.37996215,-0.42748314,0.30538094,-1.502019,0.86570495,1.626252,-0.2971068,-0.7996319,1.0398507,-0.14304946,0.15520313,-0.01769784,0.60398,0.11096919,0.1465025,-0.61390305,1.5873771,-1.3642462,-0.5350121,-0.93918663,-1.863557
NCI-H358,-0.24628055,-0.96344656,0.87312704,-3.2357826,1.3442059,-0.5006999,-0.36449224,-0.97631705,2.072304,-1.7317597,-1.1779447,-3.1800745,-3.4842422,-0.40568393,-1.3778006,-1.0160424,0.2904809,0.6172278,2.0403442,-0.870877,1.7381275,0.89867365
NCC-StC-K140,2.4906023,0.8413615,-0.07596924,-0.25122315,-2.9246976,1.0655897,-0.22305073,-0.32530272,1.540556,-3.158541,-3.1985192,-0.054345615,-0.735404,0.7729601,-1.0950072,1.4502289,0.11067322,2.2505093,2.272748,-0.36986133,0.49170855,0.11729649
PCM6,0.43084046,3.6523364,0.82911795,-0.87496114,-0.5393439,1.0073391,0.20304252,-0.79665816,0.010671537,2.1757236,2.185964,1.2385185,-0.45149863,-0.89877456,-0.8143732,-1.9567914,-0.9597352,0.5605502,0.46472615,-1.0025116,-0.12239019,0.82196075
Hs 675.T,0.44889206,-0.22889535,0.3482801,-0.025546987,0.21132894,1.5615197,1.7770473,2.008728,-0.7027272,1.7025313,0.917792,-0.040695164,-1.2756509,1.2015349,-0.26835534,1.2798027,-0.9729459,-0.10204403,-1.5142481,1.8605796,-0.4957044,-1.6136371
HEC-265,-1.3038629,2.1506915,-0.67635584,-2.2183483,0.5622022,-0.21074012,-2.922412,0.6101717,-0.5658084,0.21048337,1.6336432,0.21422254,-0.74513865,-0.4049834,0.044538777,1.9130983,0.22106585,-1.1078961,0.65676165,-0.60351145,0.09979042,-1.4644253
Hs 688(A).T,0.104962856,-1.4753085,-0.016680613,0.019647399,-1.0383756,1.2221804,1.597093,0.62971723,1.1267327,0.80492985,-0.91774243,-0.60605407,0.34053102,2.0192218,-1.2533983,0.284594,0.8070934,0.20756035,-2.3989754,1.1236475,-0.9723831,-0.6136936
NCI-H1155,1.2417315,0.47096628,0.64077485,-0.095294476,-0.90250605,0.75195146,-0.22216995,-0.29548255,-0.73176277,0.21364608,2.8134477,-1.3044327,1.0494536,-0.31414118,0.4309175,0.39548084,0.73984796,-0.09369552,1.5278406,0.6865098,-1.0957615,0.5581984
SK-N-DZ,-1.39316,-0.46207416,1.8980465,1.6969408,-1.4687135,-0.0943734,-0.8099539,-0.19502641,0.3358248,2.6226943,1.7936199,-1.4183896,3.6701174,0.7925971,1.7167305,-0.07281378,2.0543406,-2.2303655,-2.9952414,0.2124888,-0.9316543,1.5271152
CAL-85-1,3.6716952,-0.89230084,-0.6887594,-2.370419,0.817918,0.16419435,1.3590004,-1.295265,0.62412876,-4.2312574,-2.7546494,-0.26822948,-3.2517848,0.07527839,0.3043763,-0.62283254,-0.72107303,2.4014418,1.5640739,-0.7123067,2.4081204,-0.098625876
Capan-1,-0.7495392,-1.8604714,-1.1906949,0.79199755,0.838979,-1.5828365,0.0371498,-0.07858387,1.1817445,-0.45623642,-2.3059144,0.37306848,-1.3645452,-0.06967661,-0.38304862,-1.4587053,-0.10697767,1.720773,1.262186,-1.1334283,1.9178193,-1.018073
HH [Human lymphoma],-1.6775204,0.6897685,1.3542193,1.3347914,-1.7216859,-0.47794598,0.037295666,0.22368413,-1.5674576,1.4019086,2.169616,2.395948,1.8736076,0.13116422,-0.5988275,0.49307585,0.4440253,0.93470246,-0.95038277,-0.8465657,-1.5287055,0.49474052
SW403,-0.66308075,-2.7519293,-0.1777538,3.1503532,-1.4202752,0.21840432,-1.6331503,0.9128967,0.19484437,1.5073067,-1.5817242,-1.0488056,0.12710315,1.8771996,-0.3230422,0.9206114,2.221999,-1.8737969,0.41632423,-0.79168737,3.6837115,-1.1551253
TGBC11TKB,1.6156324,-1.9140172,-1.4678619,1.5397683,1.2895662,0.8789042,-1.0702223,0.27756736,-2.2639894,-0.10117334,0.61389965,-1.1891803,-2.6757133,-0.19671263,-1.6657894,0.12290844,1.4227632,1.2061884,1.4274186,0.8003934,2.3644102,-1.4054973
HEC-1-B,-4.6831236,-4.368565,-1.8874931,-1.0937743,4.1311293,-0.45875,-3.9688673,-1.6378961,0.95443916,-0.16263366,-1.1542581,-1.3478771,1.847564,0.32965362,-0.6708335,-1.9341156,2.2883635,-1.1195782,-0.34471822,0.80740106,1.1935759,-1.1285049
Hs 343.T,1.0903019,-0.61668044,0.10415957,-0.34700644,-1.2532474,0.8999979,2.093313,0.3054861,-0.50293964,0.66282165,-0.29217583,-0.34860456,-0.6368205,0.75413,-1.3709388,0.86505854,0.19501746,0.55282724,-1.2384524,0.777179,-0.4668737,-1.9405797
NCI-H2052,-2.8784587,-0.34164083,1.3524615,-1.9539658,2.8630638,-2.027762,2.1106865,-1.4705585,3.0968177,0.83693326,-2.909379,-1.7165607,-0.14351974,0.15095443,-0.023894042,-1.2363662,1.1389655,0.72421855,-4.33141,0.21208912,1.0338299,2.330928
Ci-1,-2.330459,2.8916504,0.661891,1.653871,-0.6594302,-1.1453273,-0.9357406,1.0207713,-2.0952086,2.4425764,1.6851124,3.0279713,1.6880071,0.3683523,0.15336624,1.1645188,-0.38282222,0.21754512,-1.3139501,-1.6439662,-2.3002696,0.32148895
J82,0.9054241,0.71776766,1.4525315,-0.8621091,2.427531,0.619772,0.3833742,-0.36972645,-1.2748188,2.3124156,-0.9652857,1.2803552,0.89234567,-0.19010669,0.06695663,0.13460284,0.1312586,-0.9957189,-1.4133357,1.1095725,0.2002565,-0.7036787
HCC1599,-1.5764067,-1.0992637,-1.5990931,-0.31069633,-0.45130122,0.81024075,-1.1744057,-0.5684537,1.3157623,-2.8711743,-1.8599119,-0.9579678,1.4139947,0.26906618,-0.43935552,-0.5987482,1.1804754,0.6289635,1.1286948,-2.4717908,0.1822181,0.86679995
HPAF-II,-1.2248838,-0.71771264,0.63558936,2.0909054,0.25346264,-1.0260633,-0.63409835,2.468411,1.6094787,1.4198266,-1.5168855,1.000075,1.2209035,-0.40834746,-0.7894599,1.3813192,-0.3957767,0.99818,-0.98222893,-1.0763582,0.87120265,-1.4769258
COLO 679,-0.028145498,1.3985863,-1.6073754,1.0990435,-0.29828006,-0.44598222,-0.26171526,-0.8711541,0.08602726,1.3584071,0.9618143,-1.2462815,-0.64385736,0.41173697,0.71783423,-0.4616765,-0.80011135,-0.55212003,-0.04645358,0.22828451,0.28929007,-1.0143006
MDA-MB-175-VII,0.19437593,0.37759298,0.061348937,1.9280711,-2.351224,0.82518405,-0.8139201,2.1048465,-0.2193673,1.0430813,-2.1987693,0.080451585,1.2653394,0.9208292,0.89728427,0.09784019,0.57159364,1.700491,0.50659,-2.1304967,0.4514823,-0.33688277
EFE-184,1.6899107,0.91536313,-0.3732886,-0.5485776,1.5249447,0.5821067,0.5533539,-0.79404,0.8540151,-2.7288566,-0.9772457,2.1909246,0.040535655,-0.565681,2.143545,-0.40999123,-0.08703346,-0.18207912,0.8382948,0.05964937,0.99766886,-0.9370523
Karpas-422,-2.269117,2.6876364,0.0684101,2.5238836,-0.67625546,-1.662473,-1.0455476,1.4399399,-1.3578961,3.0734332,1.8562202,2.810994,2.452129,0.55341476,0.10877332,1.4431384,-0.43096447,0.16770795,-1.2958527,-1.6070812,-2.592825,0.32830232
Hep-G2/C3A,-0.7438101,1.7487001,1.8638804,2.4918666,0.36025062,0.29184273,-1.2012235,0.3135305,0.81241846,0.9846577,1.6157604,-0.4257517,0.5154492,-0.083676994,0.727566,-0.43215853,-0.013700711,-0.19358832,-0.7198505,0.8350199,0.7448495,-1.0857055
DoHH2,-2.1479223,3.6338127,0.20447013,1.0256512,-0.39560193,-2.9805622,-1.5201439,0.6671556,-2.1063745,1.2007716,2.2483099,1.4642335,1.0885096,1.3530508,0.41334328,0.6786642,0.6542329,-0.5580379,-1.5440665,-1.7594064,-2.0774097,-0.6843842
DB,-2.8031769,1.8477154,-0.5843885,2.4822962,1.0548682,-0.70324016,-1.7773662,-0.6476857,-0.3638998,5.1628013,0.5887701,4.7448072,3.4510305,-0.08538831,2.1379762,0.083712384,-1.2491637,-1.3238603,-0.28459078,0.52795374,-3.5397694,1.7930826
DEL,-1.2595903,0.35126236,1.5050259,-0.13878308,-1.7738584,0.47594792,0.43037876,1.0641117,-1.5169258,-0.985314,0.6796714,3.5963802,1.7344062,0.1051347,-0.39800337,0.3386448,0.58086365,1.2411749,-1.8229805,0.37478697,-1.1226127,-0.18513437
LoVo,-0.8370038,-2.3653336,-1.2865186,2.227715,1.3880697,2.0459957,-1.250098,2.8527203,-1.9996932,1.8583565,1.5088092,-1.3105336,-0.27110845,-1.1528889,-0.35524458,0.003552556,0.53360134,0.6794947,-0.6603626,1.1845677,0.7078467,0.7459167
RERF-LC-Sq1,-0.78921556,-0.026942827,0.33047742,-0.89082867,0.74726856,1.6169806,1.4858186,1.15142,0.78371084,1.3015474,-0.5537993,1.154992,1.4030278,-0.65658617,0.4796915,1.5870917,-1.1107382,0.047883227,-0.3569134,-0.026860423,-2.0687828,0.7539244
8305C,-0.23379898,0.5744982,-0.63719445,-0.95246977,-0.3373982,-0.6005935,1.226783,0.09682364,0.015068829,0.5004863,1.0951099,1.0215383,0.019616514,-1.2938914,0.8466022,1.2143202,-0.62464607,0.7904562,-0.9988139,-0.94730943,-2.1688354,-1.4969926
COLO 775,0.13411692,2.6006684,-0.1462839,0.5627913,-2.3250778,-0.24909648,-0.66068333,-2.692881,0.18217838,-0.9692074,1.4453006,1.3968729,1.0182787,-0.7554226,0.6084121,-1.5116385,-0.75057125,1.2102562,0.35722178,-1.6960754,0.11228298,-0.68680525
CAS-1,-2.7707057,-0.33989137,-0.46606052,-0.38586283,-0.2045794,0.8814297,1.8274845,0.35665786,2.8143396,3.7078295,-1.1113154,-1.0275844,2.1377752,0.50593334,0.013450697,-0.939764,-0.056573607,-1.6028724,-0.31992605,0.15289368,-1.7037147,2.0159466
COV434,-0.46098498,-0.967667,2.4783535,0.09607266,-0.69093716,-0.6819478,0.0446594,-0.34688532,-0.9484617,-1.2678605,0.23477861,-0.6503799,-0.071434036,0.9937788,0.98399585,-1.651156,-0.41884628,-0.18561715,0.23363626,1.6759052,-0.39519304,0.60861975
SNU-601,-1.0033506,-4.067404,-0.80064565,3.67061,1.7107737,2.3086343,0.03942976,-0.6193868,3.783291,-0.60656786,-3.2443824,0.4164909,-0.09566331,-0.55477077,-1.1584693,-0.9606332,0.7461223,-1.5038761,1.8319216,-1.6014016,3.1140554,0.5583662
AU565,-1.1081963,-1.4566474,0.16270082,1.2552255,-0.37546864,1.2530202,-1.1079179,1.4266723,1.410476,0.16298747,-2.707713,0.4636016,1.6221889,1.5701482,0.107397035,-1.43221,-0.43685466,-1.1946518,-0.88369846,-2.2945526,1.8490871,1.2179586
Rh30,-2.8184288,-1.2234306,0.016045207,2.3485615,-0.25227627,-0.029968351,0.11723444,0.11595026,1.4896756,1.0330493,-0.49843556,-0.7202394,2.3814223,1.433139,1.2434255,-1.2658775,0.59988153,-2.480481,-3.280745,0.27817824,-2.123254,1.0024668
KG-1-C,-0.3022923,0.84255344,-2.0022404,0.49843332,-0.896677,0.67023665,2.8535025,0.38848418,0.9649763,3.258882,-0.21109168,0.3636645,2.2112634,0.17046067,-0.17909326,-0.22494833,1.8956277,-1.1429197,-0.057863135,-0.61644953,0.8098694,-1.9216698
SU-DHL-5,-1.7378396,4.273864,0.28765875,0.9099546,-0.3171916,-1.821723,-1.0552676,2.0449126,-1.3589777,3.3261368,2.2647421,1.4612279,1.2800608,0.38264084,0.0029655695,0.52799696,-0.7836757,0.14489157,-0.2798966,-0.0462635,-3.2135396,1.5143111
HCC2218,-2.5408769,-0.5837299,1.3511147,1.0954578,-1.5978801,0.36180797,0.17766333,1.9032767,-0.43569568,1.0461862,-3.0442243,-1.004589,1.8919051,1.674465,1.3123367,-0.8319407,0.32759064,-1.6694149,0.3761099,-1.5155041,0.36287415,1.6102244
NCI-H650,-3.1008124,-1.0984695,-0.76050436,-1.9322094,-1.0050843,-1.5030564,-0.3240982,1.3438958,-1.3018446,0.65610015,2.7839677,0.14123651,0.26836798,-0.048783705,-0.30100936,1.6037749,1.8563321,-1.424252,-1.4163455,-0.6250973,0.120152354,-1.7661765
NCI-H1435,1.2560719,0.4172957,0.45222083,-0.21604194,1.0997876,1.6161016,-0.84816664,2.1744404,0.035743557,1.4640888,1.3371782,0.055171125,-2.247159,-0.05320508,-0.520564,0.51945674,-0.18917817,0.30484092,1.9539367,1.4576384,2.2290668,0.30047768
COV362,1.3643626,0.6119436,-0.44202936,-0.75181764,1.2711263,0.5501451,1.3914918,0.9473368,-1.1738483,-0.4528093,1.2008193,-0.39575842,-0.43678918,-0.008209625,0.65300286,0.42964295,-0.07114454,0.18037447,-0.08286245,0.7303878,0.524626,-0.23165232
Toledo,-3.988042,0.19688275,-1.2397766,2.047983,1.3046169,-2.0281558,-0.92093307,1.3453474,-1.3214797,-0.87401944,1.883806,0.6880228,2.8343523,1.7140052,-0.6785489,0.68675953,0.28273016,0.2334645,-1.4603767,-1.3865668,-3.9369698,1.397322
BT-20,1.0987749,-0.2065171,0.47529185,-0.46970034,-0.53206915,0.92221296,1.0819242,-0.4047365,0.38143322,-2.9135172,-2.8616204,0.4430173,-0.8928392,2.2949853,-0.006421089,-0.8916993,0.98143196,0.19993907,1.5017037,-2.6816242,3.1437604,-2.0021183
SNU-719,-0.25460774,-2.4565775,-0.9053836,1.5312905,-1.0486383,-0.30405718,-3.3332636,-1.1655599,4.9546285,2.6110647,-3.2481005,0.25217775,-0.13209066,1.0051762,0.36050886,-1.8536087,3.3180983,-2.6445153,0.55398816,-0.2626891,3.9948866,0.005566001
GOS-3,0.3467742,0.1533354,0.63005096,0.0022424175,-0.9485568,1.8167931,2.44598,-0.397548,-0.006331492,-0.029886454,-1.0956024,-2.6757402,-2.509701,0.4159245,-0.3390927,-0.29834068,-0.4351477,-0.3211676,1.0297879,-0.1542287,-0.28057083,-0.13045818
SNU-324,-1.1492999,-1.6141517,-2.2046487,-2.1803818,-0.2505562,-0.8599697,0.83415145,0.104974195,2.7422411,-1.8524256,-0.9050626,0.32724127,0.33285964,1.6936623,-0.1056236,-2.8936255,1.2338651,-1.2833867,2.6349063,-2.2437701,2.3118834,-0.032833174
YAPC,-0.37901267,-1.4003601,-1.6580201,0.7780626,0.13997248,-2.3325899,-0.0574722,1.3301451,0.62545013,0.32566127,-1.1981442,-0.74576724,-0.060024247,-0.096258886,0.7753128,-1.6537713,0.5260924,1.6789634,-0.35505864,-2.255993,-0.30388737,-0.032040134
HLF-a,0.2065143,0.040354326,0.37098885,-0.18510169,-1.3975372,0.81686556,1.5369117,1.3054754,-0.21036452,1.1899652,0.4512056,0.40555182,0.23435427,0.92736197,-0.8759509,1.4359858,-0.5707316,0.47792774,-1.9243761,1.052932,-1.6035972,-1.7241129
GI-1,-2.1857092,-2.0412548,0.06495624,1.4131908,-0.8178434,-0.08253996,1.5856665,-0.42841494,0.39508912,0.63002396,-0.52359957,-1.160669,1.471207,0.3836123,-0.69154406,0.13144428,0.1487796,-0.09065641,-1.5491624,-0.25326833,-0.46497977,0.13356358
KP-N-SI9s,-0.44218326,-1.804671,0.33737546,0.6729975,-1.174702,-0.0037286244,1.4794319,0.0051645823,-1.1667683,-0.15273485,0.979247,-0.6892138,0.058648698,0.49483904,-0.0069630197,0.6271757,0.07826091,-0.5627844,-1.1076705,0.07379283,-0.64839053,-1.4233046
ZR-75-1,-0.5925461,0.017964117,1.5204757,0.37546834,-1.5189153,2.003979,0.28258112,2.847354,0.5756646,0.013616979,-2.1656222,-1.1124216,0.919101,1.177971,0.6093904,-0.93478185,0.48077533,-1.236774,2.1974173,-1.1202863,0.37530702,2.4244432
NCI-H1437,-0.6477576,-0.5484413,0.9470528,0.61581314,-1.0630322,0.6467106,-0.14600123,1.696922,0.778489,-0.6953417,-1.1438138,-0.34462085,0.5968623,0.17434576,0.13603821,-0.79970014,0.25246888,1.7451473,0.64964545,-1.3345281,0.52782047,0.3290475
SNU-466,1.121578,1.1545384,-0.38901475,-0.7693776,1.6034875,0.48794693,1.4366812,-1.4024785,1.467246,0.7003275,-0.2958483,-2.4183016,-2.090147,1.3636186,-0.8951466,0.94011855,-2.07616,1.2673678,-1.0142796,1.3089157,-0.5467517,0.578195
SALE,2.5056531,0.8141878,-0.6135353,-0.77892166,-0.14697808,-0.24611199,0.1220581,1.2029713,0.89179367,-1.8627566,-0.6393522,1.3886282,-1.4596803,0.29082406,0.8168466,1.9921356,-1.0848136,0.56243026,-1.0990424,-0.12095621,-1.1102469,-0.36947483
BxPC-3,0.9114146,-0.45325637,0.76812166,-0.860386,1.4669762,-1.0013448,1.3750062,0.2700727,1.9275584,-0.13186905,-2.0854485,2.5866518,-1.1428556,0.684421,-1.2034029,3.5746832,-1.2586756,0.53283024,0.68898445,-0.45729512,0.4905561,-0.22693151
L-540,-2.3428116,0.6130342,1.1409063,-0.55348665,-1.661662,-0.080802366,-0.7081486,-0.2810911,-2.1018128,-0.2598458,1.6557919,2.0277164,1.0948523,0.7528885,-2.0818794,-0.06825252,1.3691028,0.6866326,-0.88162225,-0.6152961,-0.52104443,-1.2229292
OC 314,0.4496994,0.01080171,-0.55062264,-0.908073,1.0917178,0.36636022,-0.44972235,-1.3956124,0.2147795,-2.0123723,-0.68271387,-0.2043772,0.34163696,-1.0469248,0.9789719,-1.6840061,-0.9812245,0.5000631,-0.20586988,-0.45338067,0.90290654,-0.0464159
NCI-H1385,0.27129453,-3.3075066,1.1603812,0.8622866,-0.80749345,-0.12361826,2.1084592,-0.3449857,-1.4055295,-2.6759152,0.76711947,-2.4795666,-0.73718804,-0.23477282,1.738632,-0.30206224,-0.3114933,-0.9290739,2.2182205,-1.7807741,2.6140203,0.4176832
VMRC-LCD,0.07798055,-0.5751463,0.1392878,1.0625643,-0.50877756,-0.25828925,-0.46761906,-0.33735538,0.89226747,-0.4074632,0.8343547,-0.98160636,2.9459138,-0.44198278,1.7645953,-1.4886085,0.33940935,-0.11959518,0.50231004,-0.43614715,1.6842179,1.6843077
NCI-H647,-1.9844557,-2.289375,0.68038845,-0.48805404,0.43347776,-0.9247963,0.4120399,0.63636035,0.94069344,0.3317153,0.3049175,1.5786707,1.5926921,-0.4615665,1.1460602,1.8646786,-0.90134186,-0.37808824,-2.2799437,-0.9893702,0.35480765,0.6423588
RERF-GC-1B,1.2278887,1.2980592,1.1493765,-1.5295157,-2.207668,-0.4581582,-0.59714955,0.85764635,0.46517634,-2.688051,-1.4277745,-1.8144007,0.0049367016,2.7583735,-0.94579566,1.1245376,1.4338613,0.14357564,0.85054356,0.32296416,0.93410206,-0.8177575
GSU,0.9100848,-1.4523914,-1.1210793,3.289462,-2.2506104,0.5800601,-0.38482744,1.1149212,-0.58694434,-1.3619332,-1.322144,-0.10850042,0.25088748,0.36648414,-0.23251897,1.3797705,0.8483239,0.87846494,0.46106088,-0.13310786,2.386507,-1.4320416
L3.3,-2.546886,-2.9340332,0.024045005,0.33577028,-0.51776826,-0.21217275,0.6910176,0.06951201,0.2962446,-2.1090317,-3.4992526,-0.8743997,0.79362345,0.84295017,-0.91143215,2.066339,2.110549,-2.3258972,0.8375586,-2.1093214,1.4390255,-0.17218879
NALM-19,0.107821584,1.3637173,0.023201168,0.9215596,0.50479865,-1.8167899,-1.0772848,-0.5586697,-2.0843675,-2.0027206,1.7138402,0.7176394,-1.5111827,0.68975794,-0.31123823,0.2088532,-0.40193582,-0.57267797,-0.7581719,0.61924636,-2.2155895,0.75484115
KCL-22,-0.6553092,1.2415116,0.06939727,-0.17602739,-1.8515323,-2.640079,-1.1608585,-1.9976217,-1.320997,-1.8556964,1.1989309,1.3133506,-0.4802159,-0.3165927,-0.90254533,-0.29686868,0.7238569,0.63559115,-1.2383789,0.33656844,0.54185575,-1.5813187
U-87MG ATCC,-0.45369056,1.528799,-0.35195205,-0.03335286,-1.1615252,2.8856063,1.2161916,0.6499038,0.6836132,4.3071685,1.1713902,0.65477496,0.18596168,-1.4052557,0.5132557,0.4806239,-0.5522517,1.0727228,-0.39282134,1.0942099,-1.5841292,0.84192324
SU-DHL-10,-2.840679,3.5558505,0.4638008,1.3445886,-0.100354075,-1.1794678,-1.3808566,1.8433027,-1.3431257,3.9110227,2.1857307,2.1158402,0.5541508,0.2687708,-0.38606215,1.4464619,-0.24440314,-0.23098604,-0.82544094,-0.31654352,-2.906215,0.93429065
SNU-449,-0.3089406,1.29983,1.9489013,-0.883248,0.22740407,0.6997716,0.8694703,0.82466626,0.84233624,-1.9126716,-1.2570475,-0.80806357,-1.2290757,-1.8704886,0.051055074,0.1456279,-1.2873994,-0.37014046,1.612533,1.2165432,-1.3420944,-0.45109466
OVISE,0.99024975,0.25638792,0.05582153,-1.2125782,2.3553302,0.4240988,0.09141141,2.1209447,0.43248394,-3.3679488,-1.0951278,-1.2411066,-0.716344,0.36014414,0.7894116,-1.4010704,-0.53552306,-0.9551108,0.961982,1.1850919,1.1902725,0.8020771
KNS-81-FD,0.5216463,0.034754805,-1.4201645,0.13737492,-1.0315,0.7733074,1.7095933,-0.46452886,-0.8823279,0.8259518,-0.06472975,-0.17399532,1.5954154,0.35332432,0.9098882,0.43863055,-0.06395702,0.45121646,-0.59842855,-0.2916924,-0.5589309,-1.1314911
8-MG-BA,-1.5241952,-0.34326965,0.17967156,-0.17896387,2.3164492,2.3095112,2.149802,0.9224438,0.009517498,3.3508725,0.31408504,-0.8431225,0.6433498,-0.7020421,-0.47336155,-0.48858064,-2.0416634,0.6417348,0.35096955,0.81136423,-1.2928538,1.89976
MDA-MB-415,-1.8219517,1.5889468,1.3729744,0.40990284,-0.61153424,2.248434,-0.89498603,3.3446374,1.8408543,2.8576262,-1.2841215,0.3239433,4.7281823,1.3405777,0.005661957,2.8116834,-1.6658227,-1.5012896,0.13935937,-1.2268279,-0.08660257,2.3148441
LAMA-84,0.14516874,1.6246926,0.2507657,1.8155323,0.105279386,-2.7044046,-0.30402058,-1.0601084,-0.18546897,-0.6316137,2.0273623,1.6504034,-1.1598741,-1.8756565,-1.6921606,-0.036109395,-0.6888242,0.49615908,-0.7240345,1.7337395,-0.014470719,-0.04891491
LC-1F,2.2121255,0.6583464,-0.5852192,-1.0060315,-3.6833718,0.81664616,-0.5864342,-2.1413321,1.7497777,-3.5189662,-1.26851,-1.2748138,-0.82845896,-0.40140444,-0.56760395,0.6149675,0.7486332,2.2987192,2.126658,0.093097165,0.23857953,0.883092
HEC-59,-2.276869,1.2641662,-0.8579336,-3.6667233,-0.8652074,2.4004476,-2.9518716,-1.4277498,2.704351,-2.876338,-1.7346959,-2.4645634,0.9902484,-0.8822488,-1.7575173,1.0992479,-0.8342587,-0.3760368,3.1231594,1.0810091,-0.18381456,2.641272
HCC1195,-0.21084332,0.7527695,0.9358408,-2.139924,2.1856246,-1.299995,1.4271429,0.37180695,1.5544003,-1.0350245,-0.86260545,-1.0342257,-0.26921046,1.6990544,-0.4011344,-1.0438311,-0.44161528,-0.6850615,3.7210913,-1.0069112,0.99365264,-0.10591769
HT-55,0.54428506,-0.2665362,-0.28402227,2.1378453,1.1063511,1.4240572,-0.5602734,2.4106731,-0.33200592,2.4004261,0.43330356,-0.30678913,-0.38537788,0.32799342,0.065621614,1.4373772,-0.6801294,0.7740421,2.1912086,1.3487728,0.4774154,0.9524254
T98G,0.6486926,0.42695355,0.3631119,-0.29634237,0.028031815,2.4350917,1.9646469,0.9171402,-0.9881804,2.6051457,1.211547,-0.9745068,-1.2334203,0.6696565,0.09140676,-0.46335208,-0.5053864,0.83747387,0.6956488,1.2620353,-0.59080136,-0.70358557
SW620,-3.310701,-1.378337,-1.2125028,1.6994308,1.3194113,-0.8587374,-1.820876,0.59737515,-1.0607237,-0.2180658,1.4309005,-0.2587411,2.8132133,-0.51170903,-0.07397164,2.1654158,0.7316076,-1.9363182,-0.9785354,-1.4260927,0.3997048,-0.7323791
HuT 102,-1.4940948,1.279801,1.3399692,-0.010582975,-0.53661036,-0.6978718,0.77811575,-0.037963107,-1.6715373,2.131697,2.4465232,2.9071352,0.19145954,0.3763523,-2.155535,1.2781961,0.005875312,0.40490204,-1.2082338,-0.9449947,-1.0613966,0.46127003
NCI-H2172,-2.246417,-3.7138824,2.6682572,-0.2836224,2.8116002,1.1666379,-0.5569842,0.5960354,0.981783,1.3935469,-1.3202066,-0.47571117,0.9085949,1.3052002,-2.390143,-0.5359597,1.1147649,-2.807668,0.052379906,0.16705033,0.64569175,0.526211
EFM-192A,-1.829878,-0.41582978,0.14898819,1.492409,-0.042247172,3.0609121,0.08993581,1.9108857,-0.48407146,-0.9186598,-2.0406606,-0.18202928,1.9058123,0.21767873,0.3359687,1.3211712,-1.7723111,1.8284447,1.3450507,-1.4835366,-0.87540567,1.8993213
CAL-54,2.7932084,0.4479743,-0.47095892,-3.221703,1.1618099,0.65704703,0.6466575,0.26086682,-0.3491948,-2.1755953,0.63550985,-2.158268,-3.1271517,-0.5714776,-0.17891902,-1.4348408,0.06088379,0.08514203,1.1548729,1.237291,3.562271,-2.2312531
SCaBER,4.1407967,-3.7864108,1.2822878,-2.3667755,1.5662946,-1.3717424,0.34931767,-2.706942,2.3611312,-2.3978739,-4.658859,-0.4019484,-3.8393414,-0.054486483,-1.6359965,-1.0087794,-1.5215467,-1.5880905,0.938059,-0.42332065,1.16299,1.243645
CA46,-2.0247514,2.3038182,-1.7853315,2.1931818,-0.63115984,0.8329054,-2.7862587,-0.049940825,-1.5944585,2.3722293,1.3626392,2.6093273,1.4883109,-2.18538,0.96134347,1.2455473,-1.2673144,0.617036,-0.72571623,-0.26999992,-3.9467044,2.307194
COR-L88,2.3138342,-0.17698628,0.5338783,0.33669785,-0.7985071,-1.9585805,-0.46329382,-1.3092102,-0.6912296,-2.0072815,1.8784837,-1.6334789,0.39077425,0.089575775,1.0527644,-0.6965013,0.7735594,0.5336072,2.356925,-1.521198,1.6394228,-0.938371
RERF-LC-Ad2,2.39035,-1.2163424,-1.0657189,-1.8404291,0.89618033,-2.3013074,-0.16531597,-1.0563132,-0.21154764,-2.3918834,-3.1176586,1.586106,-0.5535239,0.26118222,0.0184304,-0.8360352,0.88167053,0.3203289,0.23925875,-1.1245968,1.5931411,-2.1945963
SUP-T11,-0.7523612,-0.7510203,-0.25599223,-0.25281554,-0.026415607,-2.9399843,0.15882957,-1.6493844,-0.26554602,0.5812845,1.4331828,-0.13590945,-0.39928845,-0.57764894,-0.4915086,-2.471421,0.53408307,0.93268365,-0.9224998,-0.27508536,-2.0781639,2.478734
HCC1937,1.7106276,0.18387799,-0.012694545,-1.0624261,0.005273193,0.1860212,0.60205287,0.3475249,-0.20598558,-1.2271366,-2.6126502,1.3887367,0.49445698,0.74122494,-0.17922726,0.8084586,-0.5313801,1.2424674,1.339544,-0.5060004,1.2188239,-0.13242777
MJ,-1.9836181,1.095002,1.868633,0.4693225,-1.0506595,-0.58267844,0.4731793,1.3859196,-0.9121817,2.628324,2.5699587,2.4700096,1.0446447,0.7446572,-1.4113611,0.7164897,0.44034037,0.5686878,-1.0044522,-0.78940094,-1.2682732,0.64944774
