,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48
SLR23,0.8709462,-0.316693,-1.1955767,0.8945353,-0.68364483,1.4889534,0.3717693,-0.29084778,-0.67931986,-0.2424426,-2.0421374,2.7949622,-0.16603829,-1.2618433,0.5195226,-0.4022693,1.7394036,1.3475232,1.280353,-0.5303592,-0.54115945,1.1235425,-2.361613,-0.3871998,-1.4715554,0.6154777,0.40945372,-2.889667,-1.4785556,-0.7800705,-2.514569,0.29649132,-0.9064658,-0.5879588,1.3130128,-3.394599,1.2859362,1.2070117,-0.6002544,-1.0364,0.82490176,-1.0353564,-0.19878368,-0.37817064,0.45543113,-1.5442537,0.123431824,0.21992561,0.08804719
SW780,0.18458292,1.4033213,1.2624727,0.64213043,2.1318688,0.17301765,-2.441189,1.0715944,-1.4447379,-0.17939982,-2.9758515,-2.5719495,2.097354,-1.3188822,-0.52838206,-0.764983,-0.41479403,0.16007459,0.74375975,0.43023428,0.060189866,0.74807245,0.6231276,2.0692136,-0.93060607,-1.7715521,2.4696858,-1.5671233,-0.055860326,1.6255592,0.62954146,-1.0443671,2.0815744,1.7219095,0.7713312,0.47486657,0.6450925,0.38065636,0.036234,-0.7241651,0.00721258,-0.52115303,1.0409387,0.61799794,-0.52801853,-0.051042743,0.80885196,-1.712162,-0.36988807
NCI-H2126,1.0175099,1.3901378,1.2290471,-0.10954404,-0.4567333,0.78117937,1.2654094,0.13052107,-0.68578726,-2.1097524,0.6121844,-0.33242178,1.4434615,0.5237809,0.067969725,-0.16859761,-1.4989262,0.017832907,0.5290018,2.4705353,-1.1135283,2.4426033,-2.6627886,1.1232587,-1.5890894,-1.581242,-0.5643441,-2.7464683,0.5360309,2.7248485,1.4902588,-0.5689052,0.98888224,2.3377244,1.2350287,3.277033,-0.5244488,0.76435804,0.5895941,0.4242165,1.2134794,0.60070854,4.0712757,-0.119777456,-0.8952608,1.4634924,-0.08183177,0.17616332,-3.835383
JURL-MK1,0.2990873,2.8422546,-1.7839364,-0.41800746,-0.4780816,-1.4134328,-1.1711028,-0.059493076,0.8537915,0.86843705,0.04130312,-0.529166,-0.7610173,-0.15465283,-0.55704445,-0.2093231,-1.673262,0.97161764,0.355441,0.4318361,-1.2910707,0.76237094,0.75646394,-3.0297241,-0.109145746,-1.0640593,-0.650578,2.0612695,2.7404187,-2.2801428,-1.5204039,-0.6259484,-1.8189275,1.6212131,1.2730176,-1.172912,-0.8337747,1.5101248,2.621643,0.41841692,0.27358735,-0.22178766,0.6139916,-0.104005635,-0.3931572,-1.1260645,0.38804826,1.3611002,-0.98721623
BHT-101,-1.4958838,1.631781,-0.076305,1.3285375,1.3187255,1.0999553,1.7862582,-0.36874118,0.37950373,-1.0752637,0.8048334,-0.007363815,-1.427568,-2.5949576,-0.4224377,1.2114196,-0.17210996,1.3138696,0.33438817,-0.14172958,0.50496894,0.9442596,-0.98379135,-1.0600352,-1.1539927,0.35471076,0.6972755,-0.3062309,0.84867615,0.9812847,-0.5634148,1.0092541,1.2038717,-0.4879214,-1.5467741,-1.0332699,0.6899507,0.7043022,1.3338937,0.06309113,0.9884591,1.4554073,-0.0359966,-0.7145512,1.7504364,1.089444,-0.1521374,-0.1604622,1.2034516
DM-3,-0.054903507,0.12924331,0.16353232,-2.4072528,2.1613388,-1.4607786,2.0058146,-1.7964475,-0.6176304,-2.7437549,0.9408509,0.28327617,-0.58403385,-0.21841593,0.75204045,-1.0971508,-0.20230977,1.7349503,0.16288394,-1.5640701,-1.0400213,-1.2720054,-0.10735953,-1.2925396,0.70442927,0.8905374,0.53289074,-0.9316642,0.13056852,0.08551431,-0.32638472,-0.94106525,-2.4413981,0.36251077,-0.26773247,0.17067975,-1.6013178,0.74312365,-1.8208152,-1.2526141,-2.0206556,1.7302878,-0.4888108,-0.75313425,0.83143646,-0.6959456,-0.96876574,1.6713953,1.5040371
HuP-T3,0.4167131,0.8515277,1.7560295,-0.8624172,1.8263463,-0.08685651,-0.98332727,0.05789522,-0.5139555,0.11022337,-0.10760358,-0.021735132,0.767643,0.0651357,0.44168335,0.17318694,1.5578136,-1.1962504,1.061524,0.46572632,0.18004799,-0.1654894,-0.61672854,0.95837224,0.29380164,-0.10958816,2.508699,-0.6395603,0.25933447,0.4544565,-0.040705867,-0.3651338,-0.64402336,-0.8991733,-0.5778095,1.903765,-0.37819377,-0.040515244,-0.27289632,0.029772744,-1.3276845,0.28244793,0.23550338,-0.35155174,3.111425,2.1524,-0.9070143,0.4445341,0.76005477
OUMS-23,2.2231898,2.0625806,-1.1853664,0.7243294,1.7332249,-1.4201642,0.9206939,0.52105165,-1.7923455,0.8805388,-0.73450994,-1.8684958,-2.0884876,1.9553895,-0.23215549,1.7540321,0.17299925,0.834952,0.06256271,-1.594477,-0.290349,-1.6854461,0.30765167,-1.0325454,1.1444596,-0.13169293,0.6805365,1.1790018,1.3651998,1.6583537,1.0228565,-1.0944312,-1.0922544,0.9825996,0.7544067,0.30480516,0.0820362,0.87528116,1.0976669,2.2562282,1.018477,-2.0605328,-0.08015078,1.457493,-3.0830116,0.7635315,-0.9829279,0.97899604,-0.99690366
GR-M,-1.5216553,0.97727835,-2.4239883,-0.95244384,0.1958148,-0.11226417,1.1270338,-1.8192126,1.1419343,-1.5725112,-0.1181584,0.61182266,-1.4124551,-1.1893628,-0.20100094,1.3885617,-0.1440333,0.39116168,-1.7595866,1.3196943,-0.3736467,0.6437342,3.0251448,1.5732356,-0.76404434,0.2865985,2.3331757,-0.8069143,1.0252024,-0.4108308,-1.4830736,0.18947802,-1.7113862,-1.6383035,0.080725685,-2.6771607,2.7519603,1.5284066,0.08958475,-0.42438722,0.53602886,1.0381978,-0.25693563,-2.117515,0.78938675,1.0431654,0.5397483,-1.4558791,1.9089301
MES-SA,-0.01409814,1.249323,-0.82214475,-0.2707184,2.0395668,-0.4116022,0.15572368,-0.8893828,-1.2250562,-0.9773876,-1.0210286,2.1756525,-0.33835554,-0.92365855,1.599064,0.24478656,-1.0477592,-0.4845879,-2.040078,-0.72599304,-0.87192035,0.18709172,0.7734634,-0.14124909,1.0116395,-1.5189158,-0.007393159,0.29461485,-2.4114325,-3.5853996,-0.22674833,-0.82362354,1.3746254,1.90355,1.3149016,0.2823403,-0.17069119,-0.6102906,0.3471775,1.4217317,0.469525,2.4568615,0.81403357,2.7567785,-0.5731417,-1.6786714,0.1739098,1.0186067,-0.65761435
Peer,-1.4481083,1.979295,-1.1670705,-0.105456114,-0.9271772,0.47278976,-0.8413557,0.54832965,0.07992697,1.68136,2.1131206,-0.089517355,-0.48992425,1.2030838,0.34089732,3.001302,-0.42012256,-0.6708193,0.14422542,0.48925418,0.8985269,0.65314543,-0.7796957,0.11606301,1.025595,-0.1691732,0.9321623,0.58715576,-1.6870623,-1.7758783,0.21692887,-0.95385134,2.42222,-1.4671779,1.3372608,0.7491533,0.99481815,-1.484624,1.4564686,-0.39165372,-0.6325732,1.7466059,0.17315382,-1.879451,0.6845437,-0.9404926,-0.09578955,1.665717,1.7783122
NCI-H716,-0.28222904,0.60800177,1.7377981,0.725946,2.0008035,-1.1999527,-0.45386738,-1.0489677,-0.4353509,-1.010165,0.42743155,-1.0224214,0.20552547,-1.9297719,0.92611694,-0.5168871,-2.878388,-1.2303224,-2.070015,2.1254556,3.1042886,-0.8706372,0.869171,-0.5594331,0.17809528,1.4439564,0.3578088,0.31757468,-0.35563338,1.3624285,-0.45859376,2.4723299,1.6491656,-1.0251571,-1.9162905,-1.460027,3.025794,-2.1882477,1.0127283,0.63954973,-0.1328676,2.0727656,-0.43597376,0.2641818,-0.11890751,0.22893202,-1.1424853,0.5605777,0.18524154
EFO-21,2.1405032,-0.367918,0.12575956,0.08216725,0.21921109,1.2297126,-0.87079364,0.57834435,-2.8944294,3.7549682,-0.7760427,1.5559301,-0.73046315,-3.098095,-1.1503841,0.6468388,0.42981216,0.16209736,0.028850868,-1.8603162,0.8083066,0.80035865,-0.6966346,-0.7420394,2.171102,-1.8515508,1.3137145,0.6941115,-0.31354198,-1.0971631,1.7526863,0.37425148,-1.3071876,0.024165979,-0.65484303,-0.19599028,-0.23416692,1.9511648,-0.32672012,1.7239997,2.806479,-0.1864312,-0.9838041,-0.22308317,1.1841042,1.6928587,-1.1508137,-0.23928179,0.6394086
SNU-410,-1.3137674,-1.0034962,0.20482072,-2.3724604,0.6883738,-0.69005615,-0.096215054,-0.8801286,0.27466977,-1.0757438,-1.5843353,0.55092776,0.41292933,-2.4149375,-0.7988308,-0.035958312,-0.50283355,-1.2931069,0.48465547,2.713794,-0.9711301,-0.4410249,1.1714946,-0.19410363,-0.8444896,0.10154477,1.1250947,-2.4763782,0.58652514,0.36659163,0.36938184,-0.034462087,-1.31827,0.4215189,0.68255514,-1.9520572,1.5331374,1.7201322,1.2290176,0.7736567,-0.59588313,0.55090857,1.2253609,-0.749914,0.21645314,-0.22987649,-0.48803344,-1.5359205,1.2945745
TGBC11TKB,-0.060337134,-1.0553725,-0.06304067,-1.0006015,-1.0107014,-0.3859545,-0.5571793,1.626828,-1.018179,-0.7411172,0.5725844,1.4257601,0.05499876,1.3944894,2.603743,0.7553734,0.24335355,-0.020770628,-1.066954,-0.5935291,-1.2254975,-0.35591117,0.110703856,-0.68407416,-1.031634,-0.26076466,0.36727417,2.3796349,1.1606303,0.31510982,0.28516683,-0.7716769,-0.923608,1.2543695,-0.872578,-0.27246857,-0.27889857,0.9216123,2.4975014,-0.28331736,-0.44387165,0.15421417,0.47799852,-0.7010573,1.7872586,0.67351925,1.0815096,0.7311844,-2.7008562
TCCSUP,-1.5474916,-1.1802549,-1.3160158,0.1294601,2.0296392,-0.7598332,1.4396563,-1.0497433,-0.84683275,-0.51111484,-2.4754767,-0.41943815,1.1970032,-2.5462544,-0.9602179,0.6508106,-2.4532819,0.05223661,-1.9848876,0.70069885,0.451316,-0.017596655,0.7382339,1.5544307,0.4341405,-0.4655603,-0.19342043,-0.9479694,-0.45726132,1.5444651,-0.24233179,0.7326844,0.010824061,-0.35461795,0.013671521,-1.311865,-0.019710742,1.2109461,1.7457638,-1.1875244,0.09026424,1.4638573,0.62043667,-1.3679211,0.072513804,-1.7066083,0.8249228,-1.7900542,1.9037399
HOS,0.69403356,-0.12566939,-1.5428281,0.4823374,-0.20571345,-1.3015655,0.39725932,0.26559827,-1.0459543,0.15006286,-0.15727405,-0.84748024,0.16303732,1.6490449,-1.636968,-0.20424265,-0.69234216,-0.8716644,-0.9807166,-0.915255,1.058772,0.1440683,1.0553275,-0.44453597,2.3695703,0.34161904,0.64398056,0.6656426,0.24656567,-0.34901887,-0.019220933,-0.32133654,-1.1168085,-0.57541376,0.43530813,-0.6165872,-0.15486374,-1.2508907,-2.4037352,1.0879697,-0.94233036,0.21640824,-1.4501225,1.6066074,0.68825215,-0.12687033,-0.3310963,-0.81795883,1.2632506
NCI-H1975,-0.07010005,-0.7626543,1.1508071,-0.45557,-0.030513272,1.0942595,1.1707319,-0.11732904,2.4659781,-2.2802835,0.78982705,0.48791394,-1.1462727,0.6903916,-2.0318406,1.3398601,1.0533135,-0.834786,0.52064013,1.2564796,0.34635898,-0.546202,-0.28540957,1.5670371,-2.1166275,0.4013952,0.42599943,-0.23038004,0.06256959,0.2519598,-0.055688478,-0.91357243,-0.06658422,-0.20789576,0.62966794,1.4604342,1.182852,0.5809313,0.25577044,-0.15523867,-0.55594176,0.568095,0.032820098,1.332072,-0.3395545,-0.5956991,1.3612889,-0.22110896,0.1560687
OE33,0.38675296,0.81111044,1.9239085,1.1840054,2.3914762,1.0842553,-1.5659618,0.3613851,-0.6404357,-0.1284577,-1.2440523,-0.3978671,1.2772188,0.5882103,-1.574272,-0.6417233,1.5518415,-0.47203428,0.13248725,0.82024086,0.19928381,-0.39407644,-0.8937531,0.8451504,-1.185186,-0.2643447,0.5184714,0.047964472,1.5347356,0.983345,-0.279665,-0.27242643,1.5912654,0.7795373,-2.0088243,0.73243827,-1.1610141,-0.5359956,1.075838,0.77492774,0.025338443,-0.5203483,0.52572477,0.24837239,1.7085843,0.88364065,0.5869528,-0.21645463,0.4666641
NCI-H526,1.5685691,1.208889,-1.1249405,-0.3930537,-0.18677333,-1.1621662,-2.120839,-1.6575872,0.16993085,0.16299707,0.077550195,-2.3348374,0.90866894,3.523029,2.5547004,0.2515082,-0.24884127,-0.6327216,0.971506,-0.08299615,1.6316798,-0.6881491,0.819698,1.2613058,1.5665182,0.2402424,0.27366757,1.403682,-0.3559747,-0.80314904,-2.1401513,0.8795436,-0.289665,-0.87260944,0.82031685,0.9307933,0.5362054,1.0669811,-0.48391882,0.26355842,-1.6948416,-1.2311646,-0.90726477,0.22055489,-0.90153134,-0.19956152,-0.09257684,-0.5803844,-1.2217265
SNB-19,0.5217233,-2.3778522,-0.1517294,-0.008529739,-1.4977303,0.7869877,-0.5623786,-0.6535442,-0.5307472,-1.3038623,0.18039814,0.2543151,0.33719042,0.98641247,-1.3406647,-0.66186875,0.49569055,0.42873976,-1.3651091,-0.48017636,-0.60447013,-0.50659823,-1.3110479,0.076769635,-0.41157734,0.44676805,-1.9447937,0.3535826,0.7895359,-0.27624187,1.0163729,1.4875085,-0.29038474,1.0608896,-0.011948696,-1.5722055,0.53078175,0.7384283,-1.3269231,-0.7006615,-0.29529518,-0.7851663,-0.96727407,0.527324,-1.5482479,-1.2787914,-0.41774908,-2.0597157,0.40679583
Hep 3B2.1-7,0.659519,1.6746912,-0.8674406,0.9609451,-1.1338247,1.8185464,0.46773332,-1.444422,-2.927937,-0.82264036,0.38074955,0.14090854,-0.23965637,-0.64709574,-1.4356011,0.77821153,-1.724771,0.88272136,0.4425282,-1.0247549,2.0562644,-0.4547349,0.48866314,-0.09187213,-1.1709123,-0.28035194,0.3788588,-0.326692,0.74219877,2.9639997,-2.0414894,0.7917182,-1.9870363,-0.34991032,-2.33891,-1.3103669,-0.044163987,-1.458744,1.4830513,2.5963178,2.491662,-2.2157643,-0.6753778,1.4900085,0.14762142,-0.051545504,0.19281703,1.5758243,-1.2656658
Panc 02.03,-0.19784407,0.052461393,1.9334947,0.9196049,2.5765193,1.8939427,-0.80290097,0.6684746,-0.2700932,0.21334179,-0.8142423,0.06869216,1.2858101,0.26211026,-0.5969136,0.15911616,2.045276,-0.8057808,1.0938172,0.46054956,-0.900725,0.18375754,-0.86619675,0.488494,-0.6233245,-0.558045,1.0030262,-1.1984048,1.2256817,0.90335,0.35476357,-0.21421972,1.5073497,0.8120512,-0.9433902,0.10139151,0.012949225,0.61226976,0.9411794,-0.5615654,0.0883689,0.44554117,0.88210076,-1.2518387,2.4253721,-0.047679618,1.2595365,-1.2348545,0.50438076
BC-3C,-1.0205894,-1.7963842,-0.7011532,0.03401016,-2.7215946,1.0841379,-0.4647422,1.7682338,1.6376876,-0.94174814,-0.80125624,0.9140361,0.8608351,-1.477,-0.65551853,-2.6913607,-0.312315,-0.23852788,-1.5356824,0.03814674,-1.4577587,-0.1933751,1.9445887,0.57467896,0.9507267,-0.8645674,1.1801409,1.2219763,-0.009303096,-0.8325982,-0.78671706,-1.3917497,-0.75875944,0.16896822,1.869032,-2.4573977,0.75064164,-1.438385,-0.61362284,-0.27884293,-0.44871518,1.2373762,1.4218265,-0.8115097,-1.1018307,0.12808631,1.0808493,-1.842946,-1.3735826
Toledo,-2.9543462,1.5692124,-0.41887563,0.298181,-1.5850142,1.2427564,-1.2923267,0.49037728,0.5026395,2.0304441,0.89355147,-0.72411335,1.2628324,-0.2791447,-0.31560493,-0.096897006,-0.072257355,0.48394483,-0.043179076,0.43049353,0.47669536,-0.057337143,1.4747902,-0.8500099,0.51944214,-0.025848117,-1.1032808,-0.39627436,-0.44735208,-0.80907893,0.521378,0.6522562,0.9528505,-0.17447375,-1.4444685,0.543408,0.87623465,-2.0251944,-1.4478428,0.45877787,0.9259887,-2.7346742,-1.5935647,0.9767584,-0.21144381,-0.56963617,1.1047143,-0.8043777,1.2337755
LS411N,-0.45075274,0.47366622,-0.5408653,1.0019075,0.648016,-1.1021147,-0.21011984,1.1780531,-0.22571984,-0.10098654,-0.73674476,-0.188585,-1.6712698,0.8112514,2.7290328,1.5613322,0.7962616,-0.5015903,-2.4447792,-1.1202505,1.5643684,-1.1020474,0.30065718,0.8251394,-0.7403757,0.3521728,0.0019078283,1.9847542,0.5251378,1.4623706,0.027584668,0.80150354,0.5563901,-1.1518096,-2.2446382,-0.6745197,1.3313767,-0.54277426,2.5934463,-0.40951267,-1.1514134,-0.13765642,-0.64414275,-0.18525055,1.094932,1.881529,-0.78163797,0.70720476,0.15281402
RMUG-S,2.0076709,0.67583674,1.3243,-1.0083239,1.430015,-0.65918314,-0.7113124,0.44492322,-0.49286506,-0.63568234,-2.1714969,-1.0567982,2.2529984,0.019091608,-0.31520396,-0.92314184,-0.8566851,-0.9677044,-0.10289368,1.1091388,-0.9102287,0.7780983,0.23889604,2.744052,0.41343144,-0.7988945,0.9641491,-0.89518064,-0.57446384,0.8855932,1.0001616,-1.3000585,0.8752707,1.8822448,1.8802307,2.0499375,-0.95230466,-0.21334085,0.23185867,0.18745536,0.91921926,0.27825698,2.6057992,1.8397179,-2.2160761,0.22809228,-0.7529429,-0.46100682,-1.2280182
HEC-1-A,1.9354385,0.04244896,0.18037248,-0.1032347,0.69146967,1.9150844,-0.31730103,0.77221876,-1.8506205,0.58654153,-1.049293,3.059828,-0.23695728,0.9900787,-0.054987576,1.0761917,2.7534668,-1.8594797,0.5047505,-0.8133889,0.04538159,0.2630469,-0.99148303,-1.5948218,0.6728069,-0.26164854,-0.3751005,0.06955669,-0.16813454,-0.62081325,-0.24373761,-0.65586853,0.44594198,0.15286101,-0.57786316,0.47908816,-0.8865965,0.59062755,0.16693519,1.7589424,-0.72565645,-0.102582686,0.19147603,1.4697033,0.99114466,0.024699785,-0.445822,-0.22196867,-1.0839964
PE/CA-PJ34 (clone C12),0.8475499,-3.4706461,0.66075367,1.8893051,-1.8015977,0.5299933,-1.0191113,2.7412207,2.4439626,0.3468746,-1.6070858,-0.20519003,1.022765,1.2732699,-0.034399085,-2.3316085,-0.24211544,0.49173012,-0.7952448,-0.35229704,-1.0077729,0.16708663,0.1471852,1.8403018,-0.21677914,-0.21443985,1.1938608,0.28941748,-0.18940438,0.15968417,-0.22620143,-1.0055532,-1.1841668,0.773682,1.900857,-1.3850487,-0.0092820935,-1.1031119,-0.53254664,-2.2697577,-0.09218877,0.36627617,1.0267177,-1.6224511,-0.52727425,0.23561396,2.8796883,-0.6779218,-1.2434645
HEC-1-B,0.08897637,0.1576788,-1.7198688,0.5181313,0.3632121,0.8383539,-0.034017924,1.1936826,-2.928238,-0.16888243,-1.2385061,3.638055,-0.79846305,-0.3739856,0.6764754,1.5701263,2.652179,-0.6047727,-1.4755664,-0.9681003,0.27520135,-0.08562833,-0.09705832,-3.1656516,-0.16985527,-0.62658244,0.3053835,-0.16339268,-0.9435717,-1.6044104,-0.41028547,0.78045154,0.116580315,0.7470858,0.46751922,-1.3602748,0.6297053,0.66190624,-0.35664707,2.4723344,-1.101828,0.5203781,-0.087319136,1.1644776,1.624708,0.07989019,-0.70821416,-0.2568502,-0.61104643
TCC-PAN2,-1.0993445,0.63652456,1.3279076,-0.700505,3.5133452,0.02404355,-0.27478233,0.824449,-0.3131003,-0.4003433,-1.5725793,1.5398732,-0.07902406,-3.5812273,0.56678766,0.51708484,0.9692509,-0.36226204,-0.5928162,0.82488436,1.8877617,-1.8477557,2.1003919,0.33140656,-0.6796668,1.2892483,1.9047748,-1.6986405,-1.0728266,0.61381006,-0.17192116,-0.30613,0.8069006,0.34474373,-1.6216563,-1.3946439,2.7511833,0.49493223,1.3362616,-0.44454882,0.009728947,1.57893,1.3708875,0.63985384,1.0457666,0.078909576,-1.5689429,0.062440254,1.1447716
ACC-MESO-1,0.13341293,0.33570138,-0.11227704,0.43289563,0.13507764,0.11533723,-2.3460805,-1.7291191,0.28946444,-1.1566699,-1.5557828,0.4526228,1.3075563,-1.3363568,-2.6414063,-0.8884412,-1.3382227,-0.8227875,-0.80976975,2.6501868,0.18092048,0.5506744,-1.1264724,1.7794242,1.0194333,-0.2976833,0.27587932,0.18060195,0.70367336,-0.26132792,1.1439817,-0.13950297,-1.9791704,1.033221,-1.1231862,-0.697282,-0.31296447,-0.06792351,-0.24405012,0.85748935,-0.5053816,0.33376098,0.34811884,1.1833938,-1.3241223,-1.6842443,-0.34409636,-0.4082767,1.9236755
COLO 678,0.72344285,0.6349619,-0.5407402,-0.78559387,2.6803026,-0.14314644,-0.839466,0.5036772,-2.2199008,-0.82548326,-2.0493371,-0.32754117,2.7534301,1.0713906,0.35671774,0.812307,1.0122647,0.756064,-0.60785335,-0.2836554,-2.412502,-0.73717,1.4535208,0.46972632,-1.4277377,-1.2649947,1.0892671,0.23253834,1.1783234,1.0276855,-0.5971075,0.9155209,1.6946284,2.6350658,0.55878687,0.3097765,-0.97287345,2.1141937,1.0354844,0.75784165,-0.051048223,-1.600793,0.9625272,1.219752,-1.1346256,-0.16534933,-0.4229567,-3.154489,-1.0297544
KO52,-0.800943,0.78110456,-0.69918054,-2.1114686,-0.8233333,-1.6263932,-0.7985176,1.4256989,-0.009406082,2.5466385,1.4291556,1.1227858,0.29407603,1.0503325,-0.27105215,2.0595198,-0.86346465,0.026449144,2.1275773,0.06524664,0.38346404,2.12495,-0.7968811,0.11457307,-2.1292858,0.813619,-0.109889865,0.66217387,0.485491,-0.38444927,1.2241737,1.0440451,0.76174486,-0.45563433,1.1645086,0.43083683,-0.5941509,-1.3879343,0.7908102,1.1311129,-1.101202,-0.32252046,1.794368,-0.88377357,1.3727347,-0.48722804,-1.7582227,0.8587198,1.4894636
NALM-1,-2.9063516,0.6683663,-2.1735556,0.5846957,-1.6806417,-0.40805256,1.2365572,1.8246291,1.6066236,1.592456,1.5603477,-0.04932645,0.93683505,0.7266978,0.45722687,1.5192122,-0.16674425,1.1678991,0.050789706,-0.7915496,-1.0507822,0.6691444,-0.08285872,-1.8426474,0.039304562,1.2596959,-1.2888582,-0.45086765,0.20767128,0.039799802,-0.15157422,1.486603,0.51309013,0.45010737,0.77138865,-0.7560352,-0.24193092,-0.792254,0.7926851,-0.06100202,0.7188243,-1.9720253,-0.008354776,-0.2839107,0.7196866,-0.47757336,0.7602062,-0.23539487,1.88811
COR-L47,1.6554055,-0.8382243,0.15806374,0.24677041,-1.2652142,0.058802865,-0.87670344,-3.0809574,0.24698032,1.2696296,0.7517784,-1.3912476,0.60737133,0.6660546,3.5921283,-1.259091,-2.0722773,-0.54040265,0.39090386,0.78590876,0.7586793,0.96479774,0.2310387,-1.1055325,1.9217666,0.741029,-2.1672475,0.47192463,-0.16827315,0.7578011,-1.0473038,2.6010206,-1.6367958,-1.2579869,0.25704584,-0.37364802,-0.7266277,0.021169854,0.70956564,-0.4389551,0.55191255,-0.0709001,-0.6375296,-3.8499968,0.35666358,1.601605,0.8635848,0.19547683,-1.6969304
HDLM-2,-1.5576832,-1.6790746,-0.10867432,-0.14276981,0.5142907,-0.074965,-1.3563775,-1.650414,1.2154658,2.472404,1.1972071,0.21965314,-0.6983994,0.1599806,0.1750679,-0.53448206,-1.4486334,-0.6461791,3.8360894,1.4425023,-0.9052667,-0.74439186,-0.9986677,0.8950369,-1.8257171,2.2938738,0.13837008,-0.67452383,-0.52984905,-0.56807643,-1.2432829,0.5806974,-1.2581236,-1.970891,-0.26939303,-1.0793633,-0.9146053,0.32102785,0.3918902,-2.155751,0.4517982,-0.936783,-0.99457926,-2.8962266,0.03384445,-1.4475116,-0.81159854,4.1949897,-0.020387305
SNU-869,0.031207696,-0.10969264,2.113787,0.41428998,2.8769507,1.8540736,0.40588373,1.1307335,-1.6462262,0.9822242,-0.003178683,0.33894983,-0.5540281,0.79186213,2.2087276,1.2130225,2.356228,0.98897886,2.1756105,-1.2533817,0.46496087,-0.40420106,-1.4075173,-0.79706764,-2.0843742,0.6748311,0.6389461,-2.0083864,0.4838035,1.3979806,0.1292601,0.42870086,1.5643797,0.5355424,-0.8891237,-1.2415872,1.6072177,1.0888216,2.0548747,-0.9083997,1.6457403,-0.6438534,0.051469725,-1.7119039,2.1476274,0.8978016,0.29692686,-0.39664683,-0.15202501
TE-14,-0.051206984,-1.6625739,0.42452604,1.0212253,-1.5208296,-0.0975294,-1.5619667,2.965506,0.6551829,0.14791767,-1.2892333,-0.36950332,0.7167969,0.3218473,1.5620518,-2.0724568,-1.4623245,0.15362683,-1.7377629,-0.819645,-1.4671193,0.60940623,0.265494,0.39461958,0.14174365,-1.2679694,0.20084313,1.4536556,-0.21152681,0.9573756,-0.5219347,-0.33173254,0.6951876,1.1082433,1.9562515,-1.0442321,-0.53283703,-1.9327552,0.75248224,-0.9888162,-1.4741173,0.8479961,1.5485799,-1.0717317,-0.6147917,1.7080424,0.59359384,-0.76807296,-1.9969057
Panc 10.05,0.5527384,0.108597934,1.6441749,-0.8330374,2.657207,0.29818895,-1.4675467,-0.27958405,0.86306226,0.87021625,-1.6668118,0.9525565,0.5319587,-0.020995919,-1.0761287,1.1767642,1.8993784,-1.9327661,-0.5118642,0.89391005,-1.379373,-0.6598316,0.66342837,1.2949016,-0.10584776,0.023585886,-0.22213784,0.08431152,0.88730013,0.5294083,-0.22721878,0.11741996,-0.56487125,0.38524392,-0.21339145,2.013983,-1.7776575,0.8229284,0.49909556,0.24571098,-0.89662194,-0.39760765,0.33355126,0.74181026,1.7436676,1.3489181,-0.94323534,-0.015022577,1.0892913
EN,0.5914585,0.37160316,-1.4395124,-0.40945572,0.6806716,-0.23261918,0.48071098,-0.8165337,-0.56886196,-0.20215482,1.1221892,0.82560694,-2.3291986,1.9290171,1.2622595,1.7353647,-0.36284217,-1.8099545,-1.1052889,-1.2638394,-1.2745714,-0.50800925,0.30872563,-0.51176727,0.6260228,-1.1160285,1.0976111,1.5655596,-0.4049387,-1.7544084,-0.15080348,0.73529273,-0.060567446,-0.56993246,1.7063513,0.19821927,0.6122953,-0.10737821,-1.0655383,1.8655466,-1.0130574,1.1917518,-2.3675945,0.51857,-0.8832413,0.36627194,-0.17989402,0.49245048,-0.9708022
