,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25
Hs 695T,0.88401514,-1.6174748,-0.6830672,-0.5462438,0.27711204,-0.9903449,1.7411814,-0.045100782,1.1440605,1.8498497,1.2295898,-0.8625149,-1.34012,-0.7053925,-0.69712883,-0.3107763,-1.7696061,-0.25194016,0.87816656,2.2491312,0.97593844,-1.4384848,0.9918603,0.48380777,-1.0057768,0.2062437
TUHR4TKB,0.34549695,-0.4697715,-0.14948693,0.31842417,0.5938971,-0.43073043,1.0535834,0.34041202,1.2335174,1.0921227,1.0518868,-0.37204894,-0.66485983,0.42606062,-0.54870045,-0.33986866,-1.3635706,-0.44740123,0.7450063,0.984881,-0.2684549,-1.8491025,1.7856307,-0.40920419,-0.1528103,0.50157475
SF295,0.6617348,-1.4359022,-0.5604632,-0.17329255,0.2819393,-1.0599852,1.9315248,-0.020592468,2.0375965,2.0062537,1.0940648,-0.5492161,-1.2725085,-0.37463582,-0.4877627,-0.783804,-1.9210174,-0.39128572,0.8821496,2.335124,0.96108365,-1.7969346,1.6215897,0.4205241,-0.9586579,0.31381416
GCIY,-0.053294737,0.5010641,0.25417027,0.50831944,-0.06764426,0.37187216,-0.012023367,-0.036811627,-0.09787018,-0.4652948,0.06128269,-0.49749467,-0.12687469,0.24158522,-0.27730176,-0.12884364,0.05669945,-0.11427194,0.34851763,-0.5589903,-0.51787215,-0.27500483,0.24204022,-0.118905455,0.048680443,0.046859257
KCI-MOH1,-0.22117834,0.572523,-0.43300194,0.88448566,-0.13479607,0.41267568,-0.36875936,0.5514885,0.1869272,0.5207233,0.26977715,-0.6160219,-0.100391924,0.3410259,0.5489406,0.3614939,0.026468152,-0.1768142,0.3650032,-0.2178696,-0.69214803,-0.18076329,0.34626552,0.25477898,-0.10272944,0.2530411
Panc 02.03,-0.60116225,1.0520526,-0.44752178,0.6657708,0.11953428,0.052585244,-0.39883155,0.66225106,0.35785168,0.20882192,0.18469991,-0.7492696,0.24662709,0.58929,0.59971535,0.53214705,0.30537388,-0.08026552,0.3923493,-0.9501577,-0.6250076,-0.041341495,0.22978064,0.49781057,-0.23260047,0.43812355
HEC-265,-0.054217447,0.4452963,-0.26409835,0.46659815,-0.04999029,0.21613912,-0.28768992,0.4500547,0.19069806,-0.084041335,0.23641749,-0.41522175,0.060052086,0.41207695,0.32679087,0.032379072,0.24484241,0.09524506,0.6920439,-0.79916376,-0.43385953,-0.23783858,0.07298827,0.30351096,0.032219324,0.24733672
PE/CA-PJ34 (clone C12),-0.22532097,0.50527996,0.1963967,0.28245768,0.20050456,0.33810255,0.1192998,0.21867803,0.4196971,0.037775166,0.30952474,-0.73870337,0.13833915,0.95182014,0.23254871,0.41185066,-0.09702301,-0.42727977,0.5473668,-0.59316486,-0.7035088,-0.8708189,0.62023425,0.2246857,-0.36698738,0.37470973
HPAC,-0.44890112,0.84513235,-0.28635895,0.7780994,-0.08578221,0.37806317,-0.95116323,0.4088444,-0.00998099,0.25393108,0.18823871,-0.6285488,0.016762732,0.48181134,0.6902939,0.39817125,0.22837994,0.020551577,0.5740427,-0.8431927,-0.7002047,0.037567448,0.124295786,0.31566975,-0.06766154,0.2513266
NCI-H660,0.38486958,-0.4898544,2.616225,0.34195632,-2.4098988,0.66098166,-2.0916817,-2.023172,-2.014197,-3.5249267,-0.25029847,-0.5448252,-0.6950541,-0.7189021,-1.2384508,0.33346218,1.8904974,1.4027644,0.8767503,-1.8941199,0.07714988,3.0116386,-2.8410416,-1.4847255,-0.72163385,-2.029941
HuNS1,0.022083264,0.45739716,-0.43717703,-0.32477266,0.58138955,2.05568,-1.1036161,0.47664773,-2.3548553,-0.2549764,-0.94993705,1.472468,1.4201688,-1.3307918,2.3008482,1.7678094,0.5829533,1.2221835,-1.3748287,-0.86897564,-0.732597,1.1168613,-2.6221201,3.869484,-2.3179648,0.4304446
HuH-28,0.5240272,-1.7906742,-0.9610189,-0.6018406,0.6766474,-1.2684945,2.3767428,0.49740386,2.3189068,2.5278983,1.590623,-0.46095988,-1.3251113,-0.102623865,-0.46523285,-1.0080371,-2.4749627,-0.68307686,1.1437021,2.7190173,0.9570946,-2.4629605,2.417047,0.415912,-0.88968056,0.7509319
COLO 205,-0.9285075,0.87476134,-0.44716617,1.1833026,0.64303845,0.7093774,-3.4851422,-0.36994064,-2.0729253,-1.561101,-0.44424823,0.18735951,0.354656,-0.023025807,1.0038743,0.63339174,0.92469305,0.31719604,-0.7720675,-2.2448308,-1.0686051,1.926542,-0.9896381,0.39788064,1.1758617,-0.690471
U-343MGa,0.60892844,-2.0212054,-0.9997426,-0.49057412,0.8899025,-1.430913,2.3891013,0.31463698,2.420438,2.5553303,1.793834,-0.6692338,-1.681062,-0.34272522,-0.50044477,-1.0412328,-2.9765582,-0.61532193,1.2442875,2.9828186,1.2089709,-2.8265944,2.6682293,0.32650232,-0.86464924,0.46358904
GSU,-1.5716405,1.5127759,-0.35473913,1.491704,0.6470338,1.0950845,-4.3651037,-0.15345062,-2.1599245,-1.9588097,-0.4339669,-0.06112865,-0.021955954,0.7404798,1.6132767,0.3815694,0.65568244,0.38787276,-0.748148,-2.743029,-1.6694262,1.8679473,-0.5408157,0.10200739,2.1157732,-0.7275402
HMCB,1.044305,-1.0292704,0.3599433,-0.48475873,-0.49125767,-0.1402555,0.67305744,-0.46091318,0.34940407,0.30405375,0.64865136,-0.54020983,-0.96113527,-0.72946084,-0.9238763,-0.37100893,-0.6670436,0.047462195,0.7463886,0.42726347,0.9423491,-0.006590605,-0.25642407,-0.19657351,-1.0274506,-0.24732885
HCC1833,0.28818896,-0.30980712,3.0864828,0.7500075,-2.4770904,0.94455683,-2.9095364,-2.3176367,-2.6712506,-4.41827,-0.27632815,-0.10482913,-1.1480383,-1.085371,-1.4455966,0.40796202,1.9287157,1.7326831,0.884835,-2.2267811,-0.092929766,4.0503993,-2.9038568,-1.3979557,-0.48084563,-2.5783606
Kasumi-6,-0.6430692,0.71796864,-1.6492023,0.38108224,2.2684166,2.696139,-0.9838514,0.51051444,-2.7383537,-0.2841431,-1.1443928,2.2452168,3.97313,-2.0156906,3.2930493,3.1321557,1.2779831,0.08536941,-1.4404703,-1.4550544,-1.825078,0.9147087,-2.5062773,3.6544614,-2.1272423,1.4130077
COV318,0.22513928,-0.4087329,0.08923067,0.08230166,-0.11776047,0.12459609,-0.061375096,0.26991004,0.1369441,-0.021128962,0.48402885,0.038943384,-0.02842876,-0.37748966,-0.44210243,-0.3502912,0.13526684,-0.117028624,0.21720898,0.23336197,0.48351038,-0.06586905,-0.010772299,-0.02194434,-0.17767131,-0.1725226
UM-UC-1,-0.2545574,0.64986825,-0.32168242,0.28363,0.14651532,0.4607252,-0.13428237,1.140946,0.3642075,0.82663924,0.67470723,-0.92646766,0.15998216,0.9274398,0.44648793,0.33434755,-0.05224843,-0.3926993,0.8096124,-0.39414275,-0.55338943,-0.8526623,0.82054675,0.40635854,-0.49184296,0.51492506
HCC1359,0.39504614,-0.88792425,-0.53061295,-0.012555901,0.35722345,-1.0127815,1.154833,0.04030798,1.4566798,1.1076579,1.0158463,-0.19824484,-0.5987726,-0.2808299,-0.31458262,-0.50309557,-1.3520024,-0.32487464,0.43005162,1.8113787,0.5668047,-1.6126599,1.1856614,0.33803546,-0.8698355,0.56938344
HuH-6 Clone 5,-0.47006118,0.19468336,0.07716142,0.4648236,-0.015178563,0.48825064,-0.7325822,0.22637255,-0.5751686,-0.10656641,0.048163354,-0.3000078,-0.15724468,-0.48998177,0.38395637,-0.03433529,0.32416835,-0.23367518,-0.23707274,-0.5066157,-0.13510585,0.7183902,-0.11245701,0.68062526,0.49279532,-0.7185607
SNU-216,-0.27139574,0.59696984,-0.27216226,0.599722,-0.2968092,0.34283212,-0.6605977,0.8514385,0.068721764,-0.01982201,0.13971798,-0.57993954,0.1335707,0.64028955,0.564014,0.081688106,0.44704026,0.014642836,0.88167894,-0.939731,-0.26818073,-0.103728145,0.17761552,0.1735971,-0.06805504,0.2461403
PaTu 8988t,0.04360353,0.07953605,-0.13075915,0.41161317,0.11367787,-0.16382638,0.22916777,0.034965895,0.4450522,0.06273056,0.19573204,-0.16046984,-0.11491511,-0.15838921,-0.11056998,-0.12380347,-0.17228043,-0.17361291,0.3640001,0.1788453,0.096715555,-0.39738473,0.20360142,0.23726542,-0.5172695,0.15346256
BT-474,-0.4365729,0.24625209,0.43273234,0.06941472,-0.3471014,0.4450408,-1.9524046,-0.44976348,-1.1173127,-1.2395854,-0.5822967,-0.0036944337,-0.2888848,-0.31758907,0.1582967,0.36044115,1.1312499,0.58050615,0.45783362,-1.2088803,-0.113714285,1.8508921,-1.2637135,0.03351676,0.038176242,-0.85987514
NCI-H2347,-0.30147427,0.6221788,-0.46318808,0.43697673,-0.008423636,0.4655396,-0.029741328,0.78550684,0.77870643,0.4667695,0.32150126,-0.7833679,0.11953597,0.6063219,0.40768918,0.26068965,0.1987418,-0.24287295,0.72712713,-0.81465364,-0.32829803,-0.46255627,0.34260422,0.62255406,-0.50620365,0.7763115
NUGC-3,-0.20349194,0.6206907,-0.36720112,0.64610755,-0.011413852,0.6657126,-0.044016086,0.575989,0.22227855,0.45714214,0.46028382,-0.9837223,0.38793007,0.4682647,0.6825041,0.4718981,0.2804887,-0.1199989,0.8552899,-0.39502013,-0.6730352,-0.2009329,0.19281164,0.09758881,-0.51300067,0.50960815
GOS-3,0.7387221,-1.5717428,-0.4563114,-0.2985291,0.32358167,-1.0301473,1.8122618,0.08471401,1.7071943,1.6984345,1.4119763,-0.541683,-1.0986052,-0.39330867,-0.79113525,-0.94628465,-1.9096835,-0.3096285,0.9977442,2.2379444,1.0309132,-2.008035,1.9267898,0.03462014,-0.9671395,0.25340697
Lu-99A,-0.035430975,-0.16653596,-0.021186424,0.28325,0.21773121,-0.24048853,0.67812127,0.13152286,0.62912923,0.40122786,0.1996962,-0.28935224,-0.2602731,-0.3048766,-0.18268609,-0.08455782,-0.4634366,-0.19867095,0.41351798,0.57465684,0.19814487,-0.79800516,0.33167788,0.16329393,-0.5496972,0.34869468
A2058,0.9874931,-1.4088717,-0.6976862,-0.33899972,0.11412623,-0.5664022,1.7429876,-0.17337798,0.968989,1.3666584,1.2333448,-1.0488094,-1.1822811,-0.941334,-0.67375016,-0.13347962,-1.3680565,-0.09283781,0.89748263,1.9436692,1.1162049,-1.0380194,0.44895336,0.3612809,-1.2645345,-0.07169619
HDQ-P1,-0.21550958,0.40188235,-0.07404991,0.37131724,-0.18592733,0.51190996,0.18528576,0.81019914,0.3744415,0.45118606,0.5132704,-0.9756171,-0.0415673,0.7056731,0.17386825,0.23460977,-0.09196918,-0.06418428,1.0852562,-0.36411676,-0.48947436,-0.5720079,0.57268333,0.04633831,-0.43363237,0.3555576
NCI-H196,0.60094315,-2.2424536,-0.82095945,-0.710369,0.8764347,-1.7259603,2.867119,0.4381674,2.9908798,3.0268395,2.08216,-0.28916052,-1.3215929,-0.28410986,-0.91812587,-1.1028636,-3.2106178,-0.75561035,1.2605898,3.2354317,1.3635745,-3.0795293,3.2058477,0.36248484,-1.3734475,0.8639167
Daoy,0.4305971,-1.1580988,-0.26225698,-0.2556454,0.23199232,-0.80217004,1.139307,-0.18486434,1.2427392,1.2123991,0.9850498,-0.46428302,-0.88634545,-0.3242607,-0.53297037,-0.65743256,-1.2106583,-0.32577467,0.64279467,1.5826594,0.77220535,-1.3299408,1.028299,0.03195783,-0.9337082,0.21182197
BICR 16,-0.26929736,0.15588717,-0.029706717,0.08587426,0.3740119,0.1827063,0.2024402,0.7689869,0.7307981,0.6113332,0.6751953,-0.7671294,-0.30876794,1.1550368,0.13734798,0.27300966,-0.86543274,-0.59897745,0.7339201,0.24507521,-0.287791,-1.5544796,1.3989356,0.1403289,-0.28105754,0.33135834
KYSE-30,-0.52641654,0.75632495,-0.22248179,0.44343847,-0.026704589,0.7038628,-0.0984311,0.91620445,0.36793998,0.3489218,0.3943361,-1.115091,0.21742636,1.0338205,0.42914504,0.38458478,-0.033189658,-0.050742492,1.0211545,-1.0009909,-0.69312733,-0.46368054,0.72814023,0.13595378,-0.4657225,0.74637306
NB4,-0.4513297,0.42173463,-1.3182011,0.5240246,1.5693823,2.2064269,-0.5097492,0.1157285,-2.2721157,-0.24912852,-1.284379,1.5153437,3.242907,-1.9679216,2.7051249,2.724038,0.9610127,0.26936632,-0.80230147,-1.0961946,-1.5885863,0.80407315,-2.490304,2.7653031,-2.4544153,0.9361204
HEC-251,0.049724657,0.3459478,-0.10040503,0.31602314,-0.29435417,0.4786249,-0.47203788,0.4955346,-0.112431236,0.102536924,0.29927114,-0.12586546,0.2835228,0.12637886,0.108234674,-0.14065197,0.62453496,0.0040966915,0.4675773,-0.70237064,-0.30767173,0.062085185,-0.3090538,0.23303264,0.057598453,0.3612676
NCI-H524,0.7841502,-0.2179953,3.2440069,0.34768605,-3.7256985,0.44480202,-1.0491015,-2.8636775,-2.6148968,-3.9196687,-0.528001,-0.5558753,-1.1012121,-1.695522,-1.1098356,0.3393192,1.8219435,1.5762554,0.588738,-1.8518481,0.25704563,2.8506148,-3.7320385,-1.5353606,-2.6922739,-2.5844736
COLO 679,1.0060223,-1.376429,-0.29647386,-0.56920373,-0.26038408,-0.35030398,1.6045992,-0.5579299,0.48912096,0.5737538,1.2218378,-1.2779404,-1.2788607,-0.93033266,-1.1160985,-0.1652992,-1.1919631,0.07294561,0.6705035,1.7011052,0.67803144,-0.5565538,-0.17383721,0.16362874,-1.4016453,-0.23656061
COR-L279,0.98884624,-0.58222854,4.5993195,0.4826311,-4.3303103,0.55595136,-2.229013,-3.7694113,-3.258801,-5.6827683,-0.34542617,-0.57555455,-1.1602545,-1.5993804,-2.3447053,0.57239133,2.5351877,2.4933836,1.4073353,-2.7218273,0.0804297,4.2879524,-4.5068016,-2.143659,-2.3136203,-3.571708
HCC33,0.77116406,-0.3634224,4.307465,0.4292553,-4.4012694,0.72769284,-2.045787,-3.7592726,-3.4149957,-5.6294427,-0.78883016,-0.7277175,-0.9229548,-1.6298016,-1.8032633,0.63,2.632974,2.1862764,0.8134154,-2.5105214,-0.21322413,4.167906,-4.632577,-2.121676,-2.9123669,-3.5037205
NCI-H28,0.0057392158,0.08643314,0.64091885,0.3530022,-0.0445906,-0.05171477,0.4362752,-0.24835858,0.27238894,-0.36438444,0.34651512,-0.6305827,-0.18723422,0.22683991,-0.53702533,-0.19505198,-0.33069548,-0.026217155,0.8377695,-0.3322543,-0.79227895,-0.47647637,0.655023,-0.38687116,-0.18061858,0.18422052
OCI-AML-3,-0.6650104,0.3501295,-0.9498925,0.12006877,2.183658,2.1584926,-0.46264055,0.3724975,-2.2130015,0.23273496,-0.95206267,1.3410649,3.3813386,-1.7043368,2.5945792,2.7087862,0.8421824,0.5600051,-0.7616666,-0.7745092,-1.7706416,0.24952818,-2.0417733,2.5502827,-2.6214786,1.6199118
SU-DHL-8,-0.09456445,0.6188739,-0.5572741,-0.17975366,0.24699306,2.5954218,-1.6760291,-0.06948258,-2.7936492,-1.058327,-1.5679226,1.6458137,1.6745162,-1.1113038,2.3334858,2.0578346,1.1699408,1.220787,-1.3237793,-1.1587276,-1.4550903,1.6265619,-3.1916313,4.1205373,-2.6956115,0.06792744
BL-70,0.073101774,0.3651622,-0.15055409,-0.4816314,-0.35463843,2.1559253,-1.4210517,-0.24072793,-2.7515726,-0.62993383,-1.583682,1.5097377,1.3318267,-1.407663,2.4306302,2.2941575,0.6576237,1.4288286,-1.3962835,-0.83208925,-1.1069295,1.5037904,-3.204206,4.466327,-3.067156,-0.10434992
Hs 255.T,0.54439265,-2.827458,-1.2354617,-0.90100944,1.9773618,-2.5284371,3.863378,1.2626481,4.0456347,4.449016,2.9719315,-0.46106842,-2.09192,0.115029246,-0.82241356,-1.4582705,-4.9910693,-1.1525131,1.3366028,4.3332176,1.2938712,-4.589493,4.936443,0.692384,-1.3370552,1.5186957
OS-RC-2,0.20042765,-0.5898499,-0.42257413,0.24641973,0.5660558,-0.6723708,1.1203265,0.39260682,1.5519208,1.2724593,1.078763,-0.16059345,-0.5740828,0.44320863,-0.25987157,-0.36029357,-1.388377,-0.67026407,0.6855128,1.2888714,-0.10460124,-1.9317527,1.9846089,-0.11016762,-0.1924515,0.5724069
OVSAHO,0.29751515,-0.15447883,-0.10735937,0.14551842,-0.19451573,0.38599244,-0.3677486,0.29028386,-0.13696802,-0.018106343,0.3389394,0.10742636,-0.09790729,-0.15495704,-0.24306667,-0.06738728,0.17387421,-0.104860544,0.15950617,-0.015429923,0.33331358,0.11790736,-0.07015197,0.22620708,0.04600054,-0.13485712
COR-L95,0.710829,-0.2855447,3.7845857,0.58515537,-3.4993024,0.9900054,-2.5667193,-2.9547665,-2.9903872,-5.1033382,-0.5723433,-0.3409461,-0.85074836,-1.1140381,-1.7882124,0.42025152,2.3759744,1.957264,0.9440202,-2.4377143,-0.15850146,3.9818559,-3.6011481,-1.8520677,-1.2455431,-2.7077603
BDCM,0.12261926,0.20106609,-0.6381513,-0.4803185,0.7371823,1.9583777,-0.88745826,0.46396708,-2.020604,-0.019181984,-0.8658477,1.5546454,1.4274769,-1.4050003,2.2163074,1.9424303,0.48099345,1.1861233,-1.236864,-0.5941381,-0.8668808,0.7323523,-2.3700027,3.7001765,-2.3765588,0.64838344
GB-1,0.7529507,-1.3532215,-0.37066674,-0.33073592,-0.11484773,-0.8059677,1.3514755,-0.16095321,1.3942597,1.2144572,1.138278,-0.5336593,-0.98363227,-0.42305923,-0.5576638,-0.67456174,-1.2033205,-0.09619389,0.84577477,1.4737104,0.75435966,-1.2925055,1.119802,0.18104136,-1.1310209,0.008992039
HSC-3,-0.20895444,0.33942127,0.007006824,0.4228198,0.38239187,0.017797336,0.45468092,0.4769302,0.7078198,0.45070872,0.5023955,-0.51707125,0.26906845,0.65136266,0.08670658,0.379952,-0.20408131,-0.16600436,0.29163077,0.035992797,-0.43314874,-1.0131596,0.81286466,0.37272158,-0.43554094,0.4477804
MeWo,0.9566638,-1.5054187,-0.3291071,-0.5781874,-0.44844246,-0.357134,1.2954103,-0.6744173,0.27898765,0.4225414,1.0369809,-1.0440671,-0.95047635,-1.0697435,-1.0202199,-0.29637226,-0.9168756,0.07221786,0.5384536,1.4471177,0.84391725,-0.51891106,-0.033334516,-0.067484245,-1.0520084,-0.34259143
LK-2,-0.055905823,-0.05012548,1.3999474,0.13795127,-1.4125086,0.2708326,-0.7445293,-1.275718,-0.9215708,-1.7141893,-0.30942953,-0.72930276,-0.45502663,-0.42241037,-0.36329615,0.3777741,1.054457,0.5045501,0.40734568,-1.586193,-0.047590084,1.4015815,-1.7944248,-0.636582,-1.0887136,-1.0798525
SLR24,0.064245015,-0.26753366,-0.31760746,0.2812733,0.568798,-0.408704,0.7527356,0.40502083,1.0307162,0.638821,0.86455315,-0.40847877,-0.17823808,0.6734656,-0.31962264,-0.3305317,-0.8220639,-0.5489648,0.5941329,0.65937763,-0.4336282,-1.6809286,1.833323,-0.2344859,0.05888628,0.38929895
CAL-62,-0.108468056,0.149613,0.05928623,0.4189564,-0.044192374,-0.27420253,0.49203974,0.19135147,0.7501885,0.05483617,0.23117742,-0.5348704,-0.13342905,-0.11094123,-0.28084585,-0.068681166,-0.3198824,-0.12696901,0.5892723,0.2729319,-0.11241846,-0.61194366,0.3494,0.10191956,-0.5179696,0.22332942
SCaBER,-0.117779315,0.39163864,0.16443077,0.21619704,0.3816967,0.31055048,0.28681618,0.45852563,0.5171,0.3226249,0.5492731,-0.7176517,0.27926043,1.1343602,0.111975536,0.32847485,-0.42247272,-0.47281545,0.4177898,0.04205262,-0.6711086,-1.2087466,1.090093,0.21915708,-0.34545815,0.3565266
Toledo,0.012168985,0.47178477,-0.29499295,-0.4475064,0.05310463,2.6186738,-1.3213075,-0.060442332,-2.7003968,-0.95019525,-1.798334,1.4351985,1.4070638,-1.2141242,2.3414195,2.222115,1.0118028,1.3808827,-1.2966335,-1.0149416,-1.3579218,1.6330459,-3.1652665,4.112967,-2.9796734,0.06645765
Hs 281.T,0.537724,-2.9281895,-1.7474372,-0.713001,2.0432997,-2.5095105,4.2097163,1.3294233,4.4287863,4.797189,2.9881463,-0.6357647,-2.3321085,-0.032238584,-0.5824392,-1.5456449,-5.0325475,-1.3669449,1.5633702,4.8149705,1.8062105,-4.830229,4.8932023,0.7746186,-1.5354209,1.6628562
HCC827,-0.87166905,1.1152933,0.3187731,0.323057,-0.4067821,0.4621053,1.0178254,0.8676244,1.2500529,0.2971963,0.41116613,-1.7486179,-0.06100854,0.9131863,-0.16639857,0.49144402,0.5498845,0.12036529,1.3253427,-1.2440648,-0.9667722,-0.88786995,0.8527622,-0.04912347,-1.3902987,1.1288072
SUIT-2,-0.20826782,0.6336754,0.21824107,0.71678185,-0.11643041,0.32213596,-0.53504395,0.12367135,-0.19923282,-0.5292991,0.06262927,-0.35011014,-0.12908505,0.20675029,0.12789288,0.051169675,-0.023135703,0.03786272,-0.021033589,-0.6797275,-0.67407644,0.026053373,-0.016973257,-0.06174628,0.13577427,-0.09394044
697,-0.1686901,0.6778262,-0.7669287,-0.3963485,0.31859627,2.5577354,-1.2508236,-0.06875354,-1.9999422,-0.90730524,-1.539587,1.3948641,1.9972463,-0.79975384,2.0623238,2.2362669,0.8991531,0.5905711,-1.072368,-0.80286056,-1.3663042,0.9908603,-2.148013,3.3956702,-1.9963546,0.3870739
MCAS,-0.36035168,0.87882555,-0.61702657,0.62872994,-0.012226665,0.16684608,-0.94380194,0.6679983,0.20233235,0.4668549,0.390961,-0.2337744,0.19043338,0.63611996,0.68488,0.24764568,0.16268015,0.015738219,0.3947108,-0.6415292,-0.3660615,-0.12784797,0.09102458,0.83919793,-0.15651762,0.2297217
NCI-H1568,-0.18694527,0.24539591,0.020809077,0.30890942,-0.3689936,0.54368377,0.27622685,0.6204266,0.046362586,0.1983003,0.30773276,-0.90817356,0.046287786,0.3879239,0.21814519,0.06893203,0.3408595,0.17606708,0.9579195,-0.56005114,-0.25536484,0.22529157,0.10788801,0.045140605,-0.5569993,0.50451297
WM793,0.86661106,-1.9188355,-0.9302627,-0.5281044,0.5411049,-1.3421007,2.3808403,0.12506734,2.4431384,2.5104978,1.7904797,-0.88395333,-1.7671143,-0.37155172,-0.6542264,-0.7474105,-2.4530692,-0.5446091,1.134121,3.17486,1.3683174,-2.549503,2.0424793,0.3380498,-1.147073,0.40945956
RCC4,0.1842504,-0.36283636,-0.15670112,0.429744,0.876566,-0.48764226,0.8283986,0.4464329,1.1662593,0.83593816,1.0435694,-0.31909588,-0.37002635,0.7556304,-0.46686977,-0.37561014,-1.1187643,-0.5249844,0.92239857,0.6526012,-0.4173925,-1.875619,2.119043,-0.44473287,0.060955223,0.46659854
BT-549,0.4225544,-1.3743294,-0.5706507,-0.3184372,0.4014481,-0.86237085,1.8053423,0.3285228,1.7817504,1.7555842,1.2925019,-0.38057545,-0.9158964,-0.31127474,-0.4475479,-0.73570603,-1.6278467,-0.39434215,0.82856417,2.1016185,0.8359736,-1.7739433,1.4693086,0.41739908,-0.97469604,0.52982235
T1-73,0.36536452,-3.1388886,-1.5928612,-1.0634001,2.394549,-2.628198,4.387734,1.5810314,4.5028124,4.9964647,3.0458846,-0.5261194,-2.2717586,0.09509978,-0.4062042,-1.5902274,-5.5440645,-1.3803165,1.6611274,4.7974963,1.7185396,-5.0120697,5.278202,0.8671591,-1.4911739,1.9554899
TE 159.T,0.33951488,-3.1219606,-1.5806419,-1.1138722,2.4848232,-2.7560036,4.473507,1.5949559,4.722598,5.11521,3.1337042,-0.66422004,-2.3867588,0.100491524,-0.45182133,-1.6049364,-5.879148,-1.5197558,1.7521888,4.821847,1.7084199,-5.3610625,5.7036533,0.8683038,-1.4696443,1.9582597
CHP-212,0.6706518,-0.9072747,0.049828976,-0.45978218,-0.17060366,-0.9684291,1.1934054,-0.3101639,0.85640764,0.9918599,0.79552716,-0.5084097,-1.0056295,-0.55890584,-0.5959376,-0.36156195,-1.1536798,-0.1660515,0.42311937,1.0425916,0.6937142,-0.85219926,0.39707065,0.4237352,-1.4903527,-0.05591371
NCI-H2023,0.19165847,-0.1017452,-0.05907753,0.38240206,-0.2130599,0.21662751,0.28331137,0.4404158,0.41696477,0.39600757,0.5040781,-0.4965348,-0.25637448,0.17900649,0.113299206,-0.060149316,-0.025027912,-0.15149719,0.76794374,0.112521656,-0.011095703,-0.64040965,0.5035689,0.13661982,-0.29768464,0.30785054
CMK-86,-1.0158792,0.33009332,-1.6868211,0.6634388,2.928501,1.6216894,-0.71482867,1.3344748,-2.4378452,0.9429185,-0.38807645,1.862314,3.7223005,-2.0647514,3.7234044,3.4825463,-0.11813169,0.085892856,-1.6271914,-1.447248,-1.3619591,1.1938113,-1.9737983,3.456182,-2.3151543,1.5283073
COLO 741,1.0442121,-1.6214234,-0.58326817,-0.7885757,-0.44495496,-0.42996415,1.5204002,-0.5402168,0.2325238,0.4780108,1.1114929,-1.1603906,-0.91623247,-1.1167338,-1.085385,-0.44767755,-1.147988,-0.1753186,0.7028721,1.5768421,0.72816265,-0.5504598,0.0661471,-0.021507595,-0.93849915,-0.1717124
OUMS-27,0.5342214,-2.3365283,-1.1891259,-0.70010126,1.3316242,-1.7109548,3.060642,0.73620796,3.2347348,3.6127875,2.1351156,-0.728213,-1.9358661,-0.2183983,-0.6004778,-1.0717225,-3.6058912,-0.91385704,1.4180863,3.7156928,1.2378128,-3.53117,3.329654,0.56992036,-1.1694896,1.122835
UACC-257,0.9207639,-1.8809869,-0.56766343,-0.6763276,-0.41853043,-0.45033863,1.6987071,-0.49671444,0.2430332,0.6455282,1.1518747,-1.3180621,-0.82951444,-1.0470396,-1.0245494,-0.14465702,-1.1891499,-0.013390108,0.6693565,1.8443812,0.65140116,-0.56322247,0.014706589,0.1503434,-1.1582872,-0.238879
