,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25
SK-MM-2,0.433337,0.34197652,0.077126086,-0.83472484,0.14357647,2.1364818,-1.038635,0.41753548,-1.4959285,-0.9217875,-0.34072453,0.77971864,1.1865848,-0.7152494,1.4248024,1.2714038,0.6378762,0.832095,-1.0903597,-1.294073,-0.42747223,0.49967405,-1.9318749,1.9370636,-1.0348753,0.08173136
COV362,0.32263732,-0.35451603,-0.2799369,0.13430107,0.21822438,-0.19361456,0.6362218,0.2821152,0.9075595,0.5465559,0.86965126,-0.2843463,-0.5282472,0.08416897,-0.24360704,-0.29996908,-0.63124096,-0.35222262,0.50734556,0.7513014,0.34893215,-1.0441165,0.9386414,0.26249272,-0.4355213,0.23610303
ALL-SIL,-0.11287382,0.8304608,-1.0365901,-0.19339722,0.88295436,2.3009353,-1.610284,0.46541184,-2.4023159,-0.66380703,-1.5187232,2.0599847,1.7014499,-1.1901362,2.9512289,2.1497679,0.720728,0.9201216,-1.7054523,-1.2612817,-1.7941679,1.0370249,-2.8720226,3.6786835,-2.0402787,0.38446587
KHM-1B,-0.21185465,0.33447158,-0.3679119,-0.6117459,0.7510063,1.9594384,-1.1661988,0.8391092,-1.7141209,-0.482191,-0.24468063,1.2364873,1.2576666,-0.894685,1.7420529,1.3557668,0.2277598,0.67945534,-0.8309852,-0.9608868,-0.6924134,0.27220792,-1.5164285,2.4548924,-0.8874946,0.35321993
LP-1,0.22826089,0.12767056,-0.26399016,-0.83130777,0.5014826,1.6075957,-1.0151193,0.6449826,-1.1062523,-0.48478606,-0.11348951,0.7629347,0.8553664,-0.8967632,1.1363711,0.94492257,0.09952315,0.6112155,-0.7267225,-0.69607705,-0.10285282,0.09597744,-1.2207487,1.6253445,-0.7654345,0.12977615
NCI-H2110,-0.3028491,0.48599005,0.12730414,0.38318163,-0.25135496,0.5908961,-0.46928948,0.4000779,-0.078255385,-0.024104057,0.35957256,-0.8489519,0.14158332,0.31465122,0.32621,0.35911414,0.5515806,0.071066186,0.70558405,-0.9821964,-0.7084409,0.33840695,-0.025778808,-0.011815775,-0.28611508,0.344415
HEC-1-A,0.015588868,0.5732384,-0.31133425,0.7486121,-0.12717159,0.38667375,-0.44459188,0.31790283,0.005538767,-0.37449408,0.20667,-0.31225818,0.13416189,0.2613181,0.30562124,-0.062460456,0.40440732,-0.11738458,0.37801546,-0.73431396,-0.301745,0.0798098,-0.17287639,0.43584147,0.24588624,0.2476379
KP-N-YN,0.5573277,-0.35643798,2.9602969,-0.43985885,-3.4301572,0.085784376,-0.23657474,-2.461305,-2.2710474,-3.3420796,-0.3720268,-0.34111673,-1.6874076,-1.6979797,-0.9705827,0.4677853,1.2654867,1.6378024,0.29780844,-2.0650015,0.2362249,2.366615,-4.065091,0.18997753,-3.8437974,-2.4893935
SH-10-TC,0.5486547,-0.70779544,-0.604849,0.11399265,0.33744437,-0.8336806,0.89210325,0.14574169,1.2470459,1.3394184,0.7243125,-0.34177276,-0.71815985,-0.13199161,0.0070778616,-0.31842896,-1.1235943,-0.4269818,0.55888593,1.4866996,0.6661523,-1.3880807,0.92475164,0.39455953,-0.5236748,0.26491025
NCI-H1385,0.559274,-0.52991307,4.231344,0.49156648,-4.1389475,0.76361823,-2.263913,-3.162084,-2.8568144,-5.4549956,-0.5723765,-0.5963381,-1.2036278,-1.5658883,-2.2334995,0.34802383,2.4223645,2.3018203,1.5009921,-2.5903704,-0.22073409,4.0436745,-3.9267898,-2.2027872,-2.2115898,-2.9445853
SNU-449,0.34380192,-0.34095383,-0.322749,0.17345387,0.18374726,-0.39290214,0.8227953,0.10560599,1.1450113,0.6216748,0.98295677,-0.3466605,-0.5006828,0.33479935,-0.3928263,-0.3638896,-0.7784302,-0.3209595,0.76315004,0.86142415,0.25741446,-1.0698676,1.2539109,0.12569033,-0.39316782,0.3345918
SU-DHL-6,0.27667356,0.44824928,-0.11177668,-0.4424469,-0.26158133,2.0667887,-1.3626292,-0.28385124,-2.7213116,-0.50411093,-1.6050609,1.8081913,1.4215431,-1.6748806,2.620334,2.1765018,0.6178175,1.4318647,-1.4792324,-0.86849236,-0.75278544,1.4620913,-3.4204311,4.48277,-3.3296514,-0.024832107
NCI-H2196,0.685491,-0.36640316,3.1026773,0.5537033,-2.9557595,0.3361664,-2.2501426,-2.4265177,-2.3388934,-3.6758192,-0.42311132,-0.43915775,-0.87253886,-1.1020521,-1.7232445,0.4036911,2.1407669,1.5774642,1.0920078,-1.767026,0.21269731,3.2056487,-2.915231,-1.4502789,-1.1319178,-2.306923
NCI-H2452,0.23029186,-1.0150456,-0.96162033,0.15935981,0.6084786,-0.9468852,1.5606984,0.4063546,1.8982816,1.6421739,1.0772811,-0.58859265,-0.85566074,0.010644801,-0.1105825,-0.5485442,-1.7763598,-0.4609624,0.9177925,2.0844996,0.44763064,-1.8892242,1.6772873,0.2622,-0.65450317,0.7783182
KP-N-SI9s,0.720226,-1.8525604,-0.24302438,-0.38435078,-0.02545655,-1.4043189,2.229501,-0.08880326,1.7229977,1.9268771,1.1530592,-0.55580634,-1.3836943,-0.54679763,-0.6923019,-0.872836,-2.0956686,-0.4895602,1.0080475,2.0957875,0.942828,-1.8670954,1.3302917,0.43773746,-1.489246,0.35442558
SCC-9,-0.38949424,0.42863286,-0.020992603,0.2414546,0.64399266,0.07347652,0.0033203699,0.6380009,0.57296836,0.5419155,0.8767577,-0.891106,0.21089503,1.2386247,0.040879417,0.28203547,-0.92002845,-0.38198575,0.7455968,0.14299737,-0.59304917,-1.5652368,1.3895863,0.008730803,-0.21331462,0.29675916
A101D,0.86023843,-1.9178938,-0.87258923,-0.6894704,0.013220897,-0.82163775,2.0892391,-0.26124328,1.2996769,1.756948,1.359224,-1.2134666,-1.3857367,-0.694498,-0.7351398,-0.41942543,-1.9087906,-0.14955953,0.8527243,2.420545,1.1816388,-1.4800448,0.8570075,0.3680506,-1.2983875,0.04746198
Hs 294T,1.0265304,-2.1484103,-0.8473443,-0.7550741,0.2207897,-0.92032826,2.4759972,0.02119316,1.5319598,2.1550245,1.6754105,-1.2466129,-1.5082147,-0.49090677,-0.6862258,-0.53528756,-2.333132,-0.3711946,1.0974207,2.7756689,1.4151428,-1.9358064,1.3736905,0.44249475,-1.3114733,0.22818223
NCI-H460,0.2354974,-0.43220472,0.036579758,0.3529044,-0.11918863,-0.03760881,0.57011575,0.03194313,0.46065205,0.4337783,0.3968126,-0.38635242,-0.24017936,-0.58007526,0.040435277,-0.24725056,-0.23980474,-0.15433918,0.3636649,0.3497036,0.32847387,-0.21736354,0.06324301,0.394728,-0.7679614,0.24380076
A-704,0.0606913,0.05351103,0.54786336,0.4899763,0.21400517,-0.1882901,0.39738414,0.051910385,0.33655262,-0.21706802,0.31401148,-0.041668806,-0.1111484,0.28435248,-0.52178526,-0.32718688,-0.45492,-0.10976745,0.19867748,-0.10466501,-0.3661974,-0.66803163,0.505497,-0.2581119,0.04809951,0.119367115
SiMa,0.87974066,-0.3055085,3.461241,-0.5465661,-3.5138292,0.35189813,-0.44629937,-2.461998,-2.447594,-3.8478794,-0.51592666,-0.15666416,-1.764823,-1.9401025,-1.4307147,0.4268015,1.5385387,1.6484364,0.53617156,-1.9823717,0.2853918,2.6717677,-4.2152834,0.14999554,-3.7251315,-2.597696
NCI-H2029,0.5750684,-0.43811023,3.3533652,0.62644744,-3.265903,0.94135773,-2.8064325,-2.8098924,-2.9609735,-4.993769,-0.65402883,-0.43319577,-0.76553524,-1.2965006,-1.7550741,0.5428071,2.6269748,1.8740604,0.92441267,-2.3589697,-0.25592947,4.0654902,-3.5197787,-1.698769,-1.0780184,-2.562736
SW1710,0.33463633,-0.5073875,-0.26230463,0.20073,0.6427491,-0.6200155,1.141671,0.072453946,1.3654485,0.96104896,1.1416022,-0.44633752,-0.6305364,0.3858303,-0.55107594,-0.5403299,-1.241705,-0.39278305,0.88201684,1.1313738,-0.084352314,-1.7881944,1.8830696,-0.29293942,-0.37990528,0.39300612
HCC2279,0.23752372,-0.6773852,-0.79132676,0.10689233,0.45526403,-0.3236212,1.2322518,0.5761747,1.5049647,1.3810891,1.0250049,-0.5703552,-0.8303943,0.118793264,0.0103522055,-0.39632913,-1.1877139,-0.3366651,0.9991015,1.3059255,0.31839108,-1.4364818,1.5101298,0.12323715,-0.40923017,0.64779943
KNS-42,0.8176243,-0.99552476,0.3028464,0.21381238,-0.6555577,-0.73477495,0.8818807,-0.32035607,0.41616273,0.3894823,0.87118787,-0.7340299,-0.6688392,-0.81276965,-0.9307391,-0.45055568,-0.83673406,0.24328572,0.77720356,1.1784552,0.81330746,-0.3785957,0.41592315,-0.046480667,-1.1052306,-0.34541965
NCI-H441,-0.26273048,0.5749012,-0.64424,0.577518,0.062773,0.3257055,-0.9851271,0.6103133,0.21941683,0.48597518,0.26340482,-0.37709063,0.3825723,0.10702065,0.94291043,0.32541656,0.5846379,-0.01738888,0.6733513,-1.1701647,-0.15013683,0.4773225,-0.3316011,0.7035812,-0.10706854,0.61203337
5637,-0.15399459,0.41225922,-0.40966085,0.4317873,-0.057477824,0.4003882,0.6412547,0.7042509,0.60493195,0.8337608,0.38114923,-1.1654061,-0.04506131,0.624511,0.20219302,0.4138801,-0.33450645,-0.3046038,0.66480005,0.10117752,-0.50540537,-0.7370291,0.62934446,0.18666619,-0.548054,0.4261968
NCI-H2170,-0.2482444,0.6383659,0.0140861645,0.4415335,-0.4489332,0.74180806,-1.6151465,-0.12375839,-0.62923557,-0.668522,-0.137481,-0.2533696,-0.014630916,-0.074922994,0.59840995,0.34218702,0.78107315,0.36336672,0.29446563,-1.3500915,-0.4322821,1.4080402,-0.91083777,0.22983488,0.21938272,-0.102037095
SALE,-0.30955702,0.59380156,0.019027982,0.25853905,0.69749063,0.19815607,-0.6348709,0.6179071,0.43226507,0.21950442,0.64217407,-0.44786265,0.3521241,1.1473106,0.22408998,0.28958207,-0.32306784,-0.07303348,0.3884292,-0.50616276,-0.44274896,-1.2924176,0.9365108,0.3604429,0.053460293,0.34650236
143B,0.25578913,-0.7954718,-0.24396223,0.024259876,0.19428095,-0.55085003,1.0438101,-0.13507469,1.0312828,0.94407874,0.58972406,-0.46056393,-0.5950319,-0.4851855,-0.3916486,-0.362368,-0.8716952,-0.23496933,0.6233958,1.046119,0.65988564,-1.0461824,0.57886314,0.20566168,-1.002583,0.15374967
DAN-G,-0.30822307,0.7621948,-0.5062724,0.5500766,-0.105808415,0.22322702,-0.53995776,0.12189384,0.032332987,0.40526748,0.3109041,-0.63252646,0.55285317,0.49637192,0.526208,0.41679263,0.5600632,-0.08885803,0.37402397,-0.3677724,-0.6741228,-0.1259377,0.032493256,0.38610786,-0.40376255,0.35741332
Hs 729.T,0.753756,-2.1761904,-1.0583625,-0.5989959,1.0194805,-1.5226399,2.859755,0.6249819,2.7522357,2.9518468,1.8847271,-0.38690215,-1.6393278,-0.32228875,-0.5070774,-1.1380067,-3.1638372,-0.8071707,1.2208642,3.2524214,1.4261925,-2.883199,2.553876,0.48924384,-1.2193348,0.9269386
NCI-H1373,-0.1977586,0.5037133,-0.37138897,0.51059836,0.18117489,-0.14692025,0.14481308,0.74322706,0.82171416,0.6003089,0.19469301,-0.4821994,-0.27739078,0.35850728,0.44356245,0.17130913,-0.07177696,-0.14214271,0.54270095,-0.22144353,-0.22035389,-0.54584384,0.5602367,0.4035364,-0.20711362,0.46693525
SNU-61,-1.2133154,1.2867669,-0.22810721,0.8295946,0.4112208,0.8249252,-3.451622,0.035115127,-1.6529118,-1.4994663,-0.31797874,-0.16563945,-0.111366555,0.6623313,1.1992435,0.32049417,0.57908976,0.2655958,-0.35060614,-2.3658643,-1.3310297,1.4525362,-0.20455262,0.38529816,1.4505814,-0.52517927
NCI-H1876,0.64491534,-0.3756311,3.3500593,0.40250427,-3.3324225,0.42820832,-1.6137758,-2.6177886,-2.3351002,-4.071641,-0.48972034,-0.6770863,-0.745265,-1.2142209,-1.6144848,0.43923938,1.7835587,1.5419476,0.7871262,-1.9597472,0.15504707,2.9341185,-3.4083211,-1.8244815,-2.0877612,-2.471282
TE-5,0.07199104,0.3350166,-0.15407154,0.19071133,0.050987728,0.4356829,-0.89061993,0.3410028,-0.48152116,0.2270139,0.20437168,-0.037400205,0.25628626,0.6176052,0.38967913,0.1611767,0.2647391,-0.2045117,0.19877602,-0.54390925,-0.28689557,-0.12255554,0.012232639,0.49346673,0.16824275,0.102963634
HCC44,0.09581761,-0.05720997,-0.51702327,0.22210221,0.21019009,-0.16998325,0.37519154,0.40253586,0.8550981,0.83080643,0.6202842,-0.2307435,-0.13937476,0.35333538,0.18572019,-0.13819814,-0.64219147,-0.30919746,0.36348984,0.64752436,-0.030167334,-1.0717893,0.95650554,0.18082963,-0.23410732,0.62583846
NCI-H1155,0.73746026,-0.6274325,2.8758237,0.32915568,-2.903087,0.075766474,-0.9087406,-2.4199207,-2.0123913,-3.277017,-0.19353892,-0.41799316,-0.8825356,-1.4451857,-1.338585,0.37776572,1.4349437,1.2383863,0.624266,-1.3140264,0.5547435,2.3832836,-3.1828542,-1.0099285,-2.1462111,-2.334231
NCI-H322,-0.47205818,0.8214352,-0.01732026,0.38153112,-0.25922197,0.69666815,0.32486612,0.7468219,0.5026429,0.49060765,0.3280492,-1.235757,-0.029119099,0.55060405,0.44278824,0.3533967,0.43897054,0.08603899,1.0134879,-1.038877,-0.47435844,-0.14497636,0.15539066,0.5100838,-0.78370684,0.6281833
KMS-28BM,0.23833089,0.042420797,-0.022857934,-0.90754044,0.30265623,1.4128909,-1.011227,0.5462449,-1.3620045,-0.5367767,-0.15494381,0.69399667,0.59913194,-0.9461126,1.1349956,0.9517085,0.22886439,0.69694155,-0.6506664,-1.1596229,-0.11012347,0.55019015,-1.575562,1.7930863,-0.753529,-0.05138596
WSU-DLCL2,-0.04168694,0.07642478,-0.19947961,-0.7397995,-0.028694043,1.8390123,-1.2348043,-0.1300403,-2.6066556,-0.22341786,-1.4660437,1.7562726,1.3843229,-1.7311662,2.64623,2.3180392,0.35430658,1.1301076,-1.3065064,-0.7300778,-0.964265,1.3068795,-3.2956414,4.5432324,-3.4473732,-0.10889566
NCC-StC-K140,-0.27249125,0.5163952,0.18188095,0.04551701,0.189214,0.53068185,-0.4660231,0.19261765,-0.042688537,-0.13684629,0.47057924,-0.8126475,0.5837627,0.808257,0.1934003,0.28218758,-0.14779113,-0.27702534,0.6655857,-0.45063895,-0.6181472,-0.49355665,0.32448673,-0.13789678,-0.18421826,0.20505601
