,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
Hs 616.T,1.814728,1.290025,0.838951,-1.0671237,4.2532687,0.299723,4.7284484,-7.1934195,0.93043554,3.3156939,2.2958176,-0.33867148,1.5818377,3.474821,-3.894198,4.524891,0.9753332,0.4936621,-4.3832564,0.40340516,-1.139494,-2.6224463,2.5032802,0.5621158,-7.192584,-1.5479076,-2.7575712,4.5087824,-0.4811388,0.9719573,-3.6416879,-9.97659
Hs 618.T,0.7497622,0.5877215,0.53824717,-0.4301535,2.646196,-0.036138296,3.0395842,-4.353537,0.7346402,2.477135,1.5430974,-0.29310533,0.57350314,2.0735192,-2.7719426,2.6213155,0.46927595,0.5957756,-2.9317744,0.20989518,-0.558894,-1.5496668,1.9496452,0.6290402,-4.740858,-0.8735602,-1.6453058,2.7342415,-0.47885796,0.6008859,-2.090013,-6.596681
HT,-1.1540192,-0.86138797,-0.38322884,2.6411378,0.14185041,-1.3177043,-0.82247555,5.622695,1.1128261,1.1992962,2.8056653,0.40953758,-0.19005947,-1.9627293,-2.9881096,-2.3292181,-0.74522275,0.8434626,2.5219321,0.24856742,0.63831437,-0.10019647,2.5559797,1.6248815,0.85917467,0.52924407,2.6718383,-0.7043756,-0.9279533,-0.1897985,1.7979833,0.26351646
Panc 10.05,0.09341192,-0.42221266,0.5491134,-0.08542794,-0.26912263,0.7397543,-0.52669847,0.013556538,-0.005428236,-0.8662845,0.64091307,-0.39632434,0.82120323,-0.2953139,0.6056839,-0.28539938,-0.24679573,0.008469619,0.54357636,0.5060719,0.25207815,0.7781873,0.031373546,0.70189965,0.28621268,-0.5711792,0.045807272,0.30199343,-0.20390883,0.15075241,0.07294473,0.55955225
EM-2,-1.1008135,-0.33302653,0.46686876,3.7357109,-0.5039849,-1.7019005,-1.3081925,5.645496,0.51347286,2.2026305,1.9445308,0.27421337,-0.22799651,-1.3731232,-2.7420037,-3.2986383,-0.8231561,0.13860938,2.7237787,0.430454,0.34203422,0.6888709,2.2406452,1.7131422,-0.13283123,0.13050361,3.2737975,-1.0588115,-0.21740352,0.017438916,1.7151608,1.129853
Hs 606.T,1.1968229,0.7929796,0.67161506,-0.67241365,3.4193215,0.052784644,3.8522627,-5.85588,0.8293125,2.8705935,1.8518329,-0.20283008,0.99718565,2.690768,-3.28923,3.3897889,0.5277939,0.60918105,-3.637377,0.39488915,-0.8202069,-1.9507798,2.1774416,0.663314,-5.871089,-1.1261758,-2.1596706,3.5959964,-0.4659303,0.8791773,-2.6998816,-8.144415
ML-1 [Human thyroid carcinoma],-0.03403306,0.29611477,0.17249322,-0.1829402,0.983477,-0.1081187,1.2694857,-2.1020496,0.2775501,0.70810384,0.6584974,-0.1478503,0.11146757,0.8822966,-1.1582534,1.2340447,0.053748555,0.13026342,-1.5098131,0.021749241,-0.0218358,-0.56661934,1.0797381,-0.16393135,-2.110138,-0.4901517,-1.0242876,1.0068955,-0.11506881,0.47779056,-0.81083184,-2.643174
HT-29,-0.70954394,-1.8200529,1.1213651,0.4636904,-0.4488094,1.3290032,-1.600977,0.4921716,-1.6743363,-1.86894,1.0144091,-1.0814918,1.0678196,-1.3637859,1.8157816,0.15061034,-0.9290598,-0.5680236,1.2620233,0.18761206,0.30877972,1.3477609,-0.16553396,1.2621416,0.8499414,-1.5371234,0.42045295,0.1095528,-0.76453954,0.15115689,0.9413127,1.8548987
COLO 320,-1.0848781,-0.08482743,-0.043467306,0.34211934,0.06306786,-0.37631664,0.2672529,0.710095,-0.21022917,-0.6422808,0.60990363,-0.6211258,-0.0032078587,-0.16048962,-0.44802728,0.14821738,0.042246424,0.85644525,0.32394117,-1.0690769,0.56852597,-0.26085147,0.27339467,-0.73225325,0.4227048,-0.2143988,-0.12552261,-0.4029721,-1.4692996,-0.39256272,0.18644466,1.2680357
NCI-H2342,-0.31260377,-0.82318807,0.69845587,-0.15603329,0.10331268,1.2020279,-0.61688936,-0.8316237,0.059223123,-1.3336561,0.5316509,-0.60410666,1.3081114,-0.18083397,1.0444028,0.41214672,-0.55038315,-0.46574336,0.6137958,0.5032861,-0.0040601017,0.95054734,-0.33049628,-0.00840088,0.3191579,-0.62791485,-0.065080255,0.33559608,0.14290228,0.265883,-0.10205217,0.63314706
SNU-175,-1.1563435,-1.3470759,0.9944373,0.032327782,-0.32262906,0.98519814,-1.3851507,0.25888968,-1.003164,-2.0570965,0.41038722,-1.1757362,0.84060216,-0.9006293,1.8372629,0.39244333,-0.53406334,-0.32375285,1.0311728,-0.17598967,0.33633703,1.3124274,-0.76817155,0.07023786,1.4126538,-0.75781924,0.08261244,0.19414388,-0.6188577,-0.18214682,0.70798844,1.9285059
SNU-C2A,-0.47728783,-0.6071943,0.6879328,-0.31356668,0.017821237,0.8730699,-0.3881222,-0.64915204,0.034019925,-1.6395988,0.534734,-0.4190879,0.8465895,-0.6527728,1.3452268,0.043425668,-0.73782724,-0.057024952,0.6852666,0.51089346,0.29340205,1.2064476,-0.46891937,0.4471184,0.42325065,-0.4395438,0.04453683,0.41962498,0.47287163,0.27511916,0.30494055,0.71021473
SNU-407,-0.9840816,-1.4561626,1.0546486,0.071553364,-0.29643574,1.1558346,-1.2329029,0.25283784,-0.6721377,-2.2981987,0.62238586,-0.9881871,1.0111022,-1.128938,2.1572182,0.23990968,-0.859128,-0.14878646,1.0180109,0.37356105,0.541201,1.5771997,-0.76109886,0.24584499,1.1887912,-0.71301746,0.39490837,0.322401,-0.21658932,0.06500062,0.86134386,1.7471448
42-MG-BA,-0.36399537,-0.03654673,-0.076983616,0.1432702,0.91897583,-0.29343536,1.1426005,-1.7080313,0.3638498,1.1206707,0.9124527,-0.14794874,-0.13208066,0.7280554,-1.3196352,0.6796292,-0.110976815,0.54253584,-1.2873935,0.33471617,-0.22187854,-0.23301157,1.4360787,0.2928582,-1.8461974,-0.24992122,-0.48992416,0.9877638,-0.5089448,0.383501,-0.37483683,-2.7901635
AU565,-0.53735864,-1.23832,0.48061472,0.01040335,-0.33657697,0.8551365,-0.87935364,0.2676013,-0.57367057,-1.4353461,0.59495384,-0.90168196,1.1250166,-0.55953246,1.1956632,0.24309205,-0.38760018,-0.26029414,1.1135697,0.28821054,0.65594363,1.1501448,0.08507457,0.7240597,0.95501924,-0.70765007,0.21377209,0.20578362,-0.08282529,0.08313563,0.29967642,0.9686362
SW780,0.19401526,-0.40743387,0.68812966,-0.3286199,-0.15528111,0.9691695,0.16955018,-0.5165773,0.22742811,-1.4051179,0.75242144,-0.47129378,1.0228248,-0.4543268,0.96363574,0.12603523,-0.37710577,-0.0995923,0.37731412,0.7345128,0.15100306,0.64793974,0.21430324,0.5378124,0.3097127,-0.6251606,0.1450704,0.30182678,0.09795104,0.17520438,0.11150962,0.025124066
C32 [Human melanoma],-0.38835818,-0.12161509,-0.030428499,-0.026726328,0.32851034,0.01746548,0.48800594,-0.25324944,-0.1614538,0.38000843,0.5627501,-0.19995534,-0.09744948,-0.031345975,-0.79490983,-0.089052625,-0.25193805,0.04812221,-0.70839095,0.08251861,-0.21576165,0.27573562,0.7282715,0.34919298,-0.6140352,-0.5006014,-0.1657277,0.057233498,-0.51768446,0.17006008,-0.041101873,-0.7086217
HuH-28,-0.073993534,0.016459402,0.12285285,0.048663493,1.0283886,-0.16863559,1.1653097,-2.0006087,0.24747938,1.2089926,0.7448614,-0.21504474,-0.036839653,0.93109167,-1.3486261,1.0720406,0.038615923,0.36835313,-1.6114497,0.22749129,-0.30140033,-0.5484378,1.3682083,0.26573104,-2.2294614,-0.4441476,-0.660884,1.219295,-0.5926186,0.3105209,-0.59337616,-3.0777838
MDA-MB-415,-0.27195776,-1.4443357,0.6653017,0.10718243,-0.35769168,0.8749019,-0.814058,0.03486652,-0.7198559,-1.224014,0.66078633,-1.048722,1.1545295,-0.7083573,0.92937243,0.66887957,-0.29145813,-0.55456346,0.8175487,0.04481571,0.8609349,0.8435971,0.15572931,0.71457374,0.78187424,-1.2713623,0.061027944,0.15791897,-0.3173442,0.2018035,0.23403911,0.9409573
LN-382,0.56528705,0.08982912,0.3442289,-0.035312377,1.7611463,0.10267065,2.1239169,-2.8136418,0.4203379,1.6466457,1.1441797,-0.35732618,0.36684695,1.3856167,-1.7478156,1.833762,0.38313967,0.26519778,-1.88651,0.08280244,-0.4681715,-1.038386,1.3605067,0.3382819,-3.162188,-0.6115905,-1.1270211,1.6217959,-0.36147743,0.35815525,-1.1087161,-4.2017612
MHH-CALL-3,-1.7599874,-0.74939924,-0.23979822,3.6157086,-0.6657341,-2.031015,-1.5995638,6.789909,0.9761576,1.8500783,2.9104702,0.24391198,-0.1411207,-2.4706666,-3.5340698,-3.0770357,-0.7803137,0.57062817,3.2071154,-0.08023997,1.0051811,0.32908258,3.1392589,1.8092717,1.3836663,0.21449974,3.8106208,-1.3903565,-1.3885552,-0.39260614,2.206754,1.0072781
MDA-MB-468,-0.4107454,-0.7278068,0.4706751,-0.17556103,0.43882662,1.0983964,-0.34487417,-0.65293944,0.65242326,-1.3267598,0.5910711,-0.38159037,1.0601666,-0.27657723,1.2003574,-0.047432505,-0.8435078,0.16892143,0.9034588,0.9375208,0.19353367,1.2277004,-0.059399344,0.49375755,0.48033983,-0.27413484,0.21812165,0.6838175,0.5402805,0.5519139,-0.008937106,0.46186852
MFE-280,-0.62445307,-0.15263534,0.29053164,-0.43221253,-0.036456432,0.4734685,-0.23694044,-0.814715,0.1577299,-1.3992264,0.3226645,-0.2675229,0.8136998,-0.1255581,0.93815285,0.40868142,-0.07527724,0.2967286,0.45715445,-0.07011686,-0.049534917,0.5334171,-0.5364561,-0.44428003,0.5910499,-0.123234905,-0.34865835,0.2288739,0.10386522,0.0190065,-0.021599386,0.52915627
SU-DHL-4,-1.2739692,-1.0666535,-0.47867674,3.2291622,0.39209604,-1.6116023,-0.8899909,6.7909627,1.7905828,1.8081534,3.5578675,0.44782427,0.15006709,-2.4196327,-3.722789,-2.7124891,-0.8802172,1.0858434,3.0446272,0.26377478,0.5928294,-0.16763568,3.4498813,2.395756,0.46859983,0.44404778,3.3857682,-0.607103,-1.0166538,-0.26152754,2.068478,-0.1794457
SNU-81,-1.0724454,-1.945839,1.7201302,0.26073945,-0.047925115,1.6451036,-1.500366,0.053872272,-1.1375073,-2.8500876,0.7743992,-1.4473525,1.4469192,-1.4013168,2.915404,0.6260636,-1.3092883,-0.4806415,1.3399353,0.3895411,0.7281282,2.0900824,-0.82806075,0.67895246,1.3360196,-1.2951803,0.4121017,0.48620635,-0.18499121,0.29600477,1.0852551,2.0709867
IMR-32,-0.49912235,0.076130256,0.5356202,-0.508603,-0.20455006,0.7077299,1.3518533,-0.99156505,-0.68305856,-0.80882275,1.5785443,-0.5602071,1.6551628,1.2170107,-0.93414444,0.9687031,0.5037785,0.22282714,-0.58270246,-0.96777934,0.17647792,-0.2032412,0.63905764,-1.1163324,-0.50034726,-1.2283621,-1.1765065,0.10026725,-1.7345915,-0.4805055,-0.61787057,-0.14119977
ACHN,0.025249714,0.039840102,0.56730527,0.03091358,1.0689871,-0.026018906,0.3171177,-1.8360896,0.6628991,0.40707552,0.38007298,0.07097737,0.01967996,0.7079403,-0.5153166,0.82620436,-0.465918,-0.12373029,-0.8886547,0.19952239,-0.39636305,-0.078969896,-0.0027083308,0.3594595,-1.6668315,-0.39639705,-0.5559072,0.73220855,-0.09304948,0.835495,-0.76074916,-1.5619023
8-MG-BA,-0.47062305,-0.11530281,-0.0072412156,0.20980142,0.30259776,-0.28586906,0.6252167,-0.23628552,0.23003018,0.47393474,0.3388532,-0.16327971,-0.18287502,-0.12648346,-0.6188875,0.03797135,-0.17448206,0.42989054,-0.49297592,0.060976468,-0.1914709,0.07255922,0.8909334,0.20100047,-0.761182,-0.18780388,-0.06013634,0.18550508,-0.32130483,-0.045242816,0.0735358,-0.941744
KMS-28BM,-1.0931188,-0.23589492,0.15553519,1.7717249,-0.1328449,-0.82999617,-0.5876833,3.4264348,0.68289083,0.7508829,1.4545279,0.17177135,-0.092131525,-0.823451,-1.8156843,-1.5936514,-0.5130834,0.37094063,1.8087229,-0.23596378,0.09271374,0.2092714,1.129537,0.9710691,0.6274721,0.36622652,1.5220729,-0.8485897,-0.665395,-0.6195478,1.3304422,0.7297146
HCC1806,0.066545114,-0.06993485,0.5811943,-0.5202398,0.32149896,1.0004847,0.6019618,-1.2455287,0.65089566,-1.4650186,0.6833996,-0.4138131,1.550808,-0.28006598,0.85739243,0.69790494,-0.42597276,0.28304827,0.31841215,0.9253168,-0.25246137,0.5798501,0.29194745,0.12711816,-0.35352623,-0.48015234,-0.15387183,0.6826685,0.72911555,0.069952056,-0.33253878,-0.7290588
LN-235,0.40760267,0.4946406,0.47698265,-0.12620385,2.3014143,0.014214739,2.6298769,-3.9156377,0.37951058,1.6112344,1.2377971,-0.21849242,0.4043617,1.6701555,-1.9962177,2.0895092,0.10342394,0.14290428,-2.504179,0.29733297,-0.5939244,-1.0882388,1.5390607,0.081043765,-3.8477938,-0.7110745,-1.5100584,2.0339024,-0.3298959,0.7605091,-1.4167055,-4.6948433
NCI-H2052,-0.13704978,0.0887,0.09127502,0.17034966,1.0192758,-0.2977184,0.9996028,-1.7187021,0.51692456,1.0030092,0.6604909,-0.09180764,-0.23702417,0.517098,-1.2528815,0.7337235,-0.2067513,0.3468563,-1.3764753,0.2658513,-0.27535415,-0.16809529,1.0402269,0.42455247,-1.7920456,-0.16956857,-0.5424435,0.8523007,-0.34847447,0.68555593,-0.5657822,-2.3568354
SNU-398,-0.5000457,0.2188366,-0.029586062,0.17178957,-0.0054262057,-0.027910512,0.526804,-0.23838703,-0.15445235,-0.29973322,0.4288271,0.033926602,0.2477828,0.26651126,-0.7476265,0.0025654319,-0.04918071,0.38979393,-0.22556041,-0.49641603,0.37684396,-0.10150232,0.3241866,-0.39554283,-0.32552743,-0.3676738,-0.4264821,-0.15902074,-0.7243989,-0.083581656,-0.22504018,0.27781528
LCLC-97TM1,-0.092295565,-0.35637197,1.202872,0.058755625,0.50623816,1.1194128,-0.43605193,-0.7686626,0.3352823,-1.1427898,0.43671173,-0.102139644,0.70643616,-0.4488725,0.93047637,-0.104110494,-0.68239915,-0.43560836,0.596595,0.8554548,0.104336485,1.2382097,-0.6078975,0.4777724,-0.049296286,-0.3876724,0.27763385,0.537279,0.40313914,0.5953605,0.09091513,0.44449705
SNG-M,-0.06623105,-0.21895349,0.5797271,-0.2570631,0.33955514,0.3714312,-0.61765844,-1.1480699,0.10961176,-0.5425146,0.45708767,-0.2504091,0.5735532,0.30911094,0.60686046,0.41902635,-0.40515107,-0.14363931,0.08071962,0.19669317,0.12686746,0.55939573,-0.16393559,0.2351889,-0.37456694,-0.54102254,-0.39024305,0.45392728,0.119955644,0.66000664,-0.33938748,0.1080524
PaTu 8988t,-0.23085499,0.084527135,0.012430016,0.03633242,0.001486145,-0.084402725,-0.026950816,-0.33260143,0.09850047,0.07547251,0.25284487,0.008147031,-0.09646708,0.22277775,-0.2898487,-0.10289554,0.07522748,0.22195266,-0.25608224,0.044909395,-0.021646192,0.00020682067,0.12615095,0.12548049,-0.22711433,-0.0047579273,-0.28479657,-0.10890192,-0.20464191,0.035486393,-0.091568485,0.030418219
KU-19-19,0.045619734,-0.012561116,0.25218537,-0.1572088,0.15495473,0.7243452,0.038319886,-0.87878114,0.6594043,-0.7607053,0.39258626,-0.27831492,0.61134565,-0.04606292,0.18644403,0.22234263,-0.20169775,0.29728213,-0.25873503,0.5022782,0.29347607,0.25133198,-0.05718998,0.2136743,-0.2058117,-0.23234178,-0.48238465,0.31172156,0.3690687,0.19308025,-0.23088008,-0.06766239
JHUEM-3,0.045636497,-0.034496233,0.7158779,-0.37516522,0.906714,0.48779175,0.3833349,-2.1470094,0.65211535,-0.45070818,0.36735114,-0.03351332,0.5506644,0.66878575,-0.11901565,0.8266143,-0.4598791,-0.12742245,-0.68524516,0.54513866,-0.16937217,0.24767753,0.13474217,0.2665298,-1.3827629,-0.6255836,-0.49069974,1.0117942,0.35105214,0.82794875,-0.6259973,-1.4142507
SK-RC-20,0.56682277,0.26497704,0.6162625,-0.16619156,1.6348308,0.21904683,0.9652488,-2.6283164,0.06425853,0.72243774,0.6890477,-0.22739881,0.43145835,1.2963454,-1.0455277,1.6777351,0.1096931,-0.26571408,-1.4159743,0.09654584,-0.5204724,-0.7060289,0.49791414,0.27767268,-2.4110062,-0.80470794,-0.86482215,1.1662517,-0.31638995,0.67377436,-1.1937547,-2.6937892
REC-1,-0.7661278,-0.93590635,-0.38022885,3.1991947,0.72932935,-0.92220235,-0.79856044,5.710734,1.5518011,1.7850025,2.9691274,0.23136872,-0.02823915,-2.1165497,-2.9251974,-2.466927,-1.0599242,0.6810723,3.0607233,0.5122025,0.29063696,-0.04221055,2.9184966,2.1508462,0.112876505,0.32789496,2.9181468,-0.6360185,-0.7427954,-0.17175132,1.6324464,-0.05308478
LN-308,0.092376046,0.071952425,0.07063788,-0.13129297,0.94068146,-0.022526562,1.0565863,-1.8628155,0.07623131,0.6051221,0.7414788,-0.08233218,0.31871086,0.7945593,-0.8967024,0.88747597,0.14779608,0.21498324,-1.1178236,-0.01854893,-0.2870561,-0.30832836,0.8459779,-0.1961191,-1.641406,-0.29695502,-0.6949059,0.74736804,-0.3685366,0.34007397,-0.5756282,-1.8578581
SNU-16,-1.2321739,-2.1723595,1.3646619,0.61523324,-0.41419056,1.3260416,-1.9718304,0.50058216,-1.3573939,-2.4228852,0.5434143,-1.5460703,1.1181638,-1.2334225,2.155193,0.4742427,-0.97426546,-0.5532095,1.0592734,0.16187203,0.8542053,1.5818517,-0.8954195,0.5189099,1.6997454,-1.156578,0.5228222,0.2182519,-0.49082658,0.038246103,0.9218553,2.4632244
A3/Kawakami,-1.083367,-0.08733693,0.11284736,1.6741585,-0.47707823,-0.8462096,-0.51523346,3.2247803,0.32363957,0.49483964,1.0390136,0.18108603,-0.2306362,-0.6854555,-1.909838,-1.3035326,-0.13455789,0.19369519,1.35267,-0.5111366,0.49888906,-0.00688906,0.97221017,0.50488293,1.040583,0.4653423,1.3301237,-0.9475427,-0.7144714,-0.71056736,0.9666237,1.0554001
8505C,-0.089555,0.13251647,0.037562914,0.12245859,0.6712013,-0.15259501,0.5046596,-1.2034442,0.5223513,0.8580033,0.42397478,-0.07892996,-0.34457394,0.44065228,-1.1126409,0.4125012,-0.20445348,0.36131573,-1.0999726,0.10274697,-0.12592982,-0.30785844,0.79593766,0.42060915,-1.2924631,-0.082474455,-0.48606065,0.5302406,-0.24715881,0.39627722,-0.57322204,-1.6368243
647V,-0.031402186,-0.12573978,0.6859731,-0.06650555,0.5492769,0.9077205,-0.26110825,-1.172784,0.60525954,-0.6813822,0.48583993,-0.14156476,0.81729466,0.11866126,0.3092568,0.31786513,-0.6583283,0.006964702,-0.09866695,0.7396085,-0.16383362,0.6627177,-0.18334514,0.37043744,-0.45681655,-0.39458618,-0.13347222,0.6281803,0.2680704,0.58671886,-0.4847166,-0.16072069
PL-21,-1.1893095,-0.7483519,0.42384264,4.83477,-0.44235817,-1.9164768,-1.2154683,6.8251076,1.0143461,3.2065582,2.3519053,0.14160725,-0.44207594,-1.9037181,-3.1457834,-3.9323633,-1.3016577,0.3753625,2.9612832,0.71891207,0.2171585,0.4623768,2.8570356,2.5094275,-0.6794216,0.05303398,4.1683545,-0.96513414,0.008632023,0.030435568,2.0722888,0.78977597
NCI-H2444,0.03229127,-0.15616614,0.80105245,-0.10150316,0.46780252,0.7854606,0.2614243,-1.1508633,0.5454449,-0.56621736,0.6114898,-0.09621679,0.7448176,0.053809896,0.050495565,0.49063778,-0.34894043,-0.048904184,-0.115008116,0.81161314,-0.21995208,0.5894731,0.12533063,0.45062417,-0.42005366,-0.33568844,0.043849595,0.6352905,0.41887024,0.4886853,-0.3031134,-0.6954412
KYSE-450,-0.13154885,0.1697512,0.28612214,-0.75476676,0.3010379,0.6029465,-0.008697098,-1.2431854,1.0586287,-1.5821767,0.44383907,-0.2651231,0.96394944,-0.09970909,1.2567856,0.30071312,-0.6836839,0.7581421,0.6529814,0.4609258,-0.20718643,0.86855894,-0.69285905,-0.45449635,0.30527228,0.25688577,-0.28231946,0.6144936,0.6796844,0.17972189,-0.06538625,0.32477385
MV4-11,-1.1226096,-0.498532,0.51779354,4.2646785,-0.3858913,-1.8880463,-1.2417458,6.0897512,0.77767926,2.7763674,2.1955116,0.17736971,-0.2700188,-1.4762094,-2.987243,-3.665955,-0.9142456,0.13839905,2.7479925,0.64280343,0.21220104,0.64185774,2.5451403,2.1685743,-0.5305893,0.053525556,3.702926,-0.96734226,0.05622757,0.19725925,1.8625171,1.0276814
RKO,-0.34544083,0.06759664,0.15808335,0.20293245,-0.11917583,-0.16136813,-0.060426094,0.182245,-0.1183902,-0.18738025,0.09060921,0.053333435,-0.041930128,-0.03989746,-0.16852422,-0.46594062,0.07572442,0.08880982,0.2919632,-0.029643975,0.08312282,0.2273711,-0.0006995946,0.068747684,0.18074995,0.11920333,0.039277226,-0.13566923,-0.2000612,0.022326175,0.061256472,0.5780735
Rh18,0.90385747,0.52585644,0.31425372,-0.31755817,2.7995026,0.330427,3.0958385,-4.66291,0.6479333,2.5130625,1.6552893,-0.41261372,0.7879973,2.1750333,-2.8555303,2.927178,0.42369163,0.4518459,-3.0452142,0.112711504,-0.40562674,-1.513048,2.2569063,0.26138,-4.9811363,-0.9847843,-1.8696527,2.735835,-0.5569062,0.7727016,-2.1505797,-6.704206
TF-1,-1.1885487,0.007584654,0.46244854,2.8895733,-0.7345862,-1.2885839,-1.407912,4.7907095,-0.043277934,2.0830433,1.804711,0.31328923,0.28907427,-0.9936203,-2.5371804,-2.9790463,-0.09047416,-0.28389558,2.027456,0.6216716,0.16983493,0.7587603,1.8162577,1.74244,-0.32147914,-0.31272322,2.6719747,-1.1685404,-0.3851259,-0.09632789,1.4787955,1.0570819
LS180,-1.1277524,-1.8755234,1.5847471,0.517475,-0.3531095,1.2006773,-1.6323503,0.5862827,-1.4202423,-2.4895582,0.6684544,-1.3202536,0.99044585,-1.3645846,2.3333187,0.23721372,-0.97251165,-0.5599954,1.1631048,0.24886455,0.9066982,1.8060421,-0.8289423,0.6388986,1.6139976,-1.0390712,0.56824976,0.1997732,-0.4042578,0.06918585,1.1596317,2.3382432
SNU-626,0.22678448,0.29675478,0.3447557,0.0058153905,1.263037,0.1491678,1.5091046,-1.9349065,-0.09013903,0.87510943,1.0734305,-0.42241716,0.5580971,1.0472677,-1.188329,1.4973825,0.25989947,0.0798399,-1.4592615,-0.14868385,-0.21214995,-0.61367625,1.1141596,-0.22860798,-2.398748,-0.584962,-0.9679298,0.79537445,-0.67347574,0.07710506,-0.8862578,-2.7904415
OC 314,-0.3021751,-0.05456523,0.15339099,0.010727823,0.098279454,0.077918686,-0.20454834,-0.69737345,0.22447294,-0.17371398,0.31147176,0.07911201,0.06793627,0.19441052,0.16317452,0.14232634,-0.108473256,0.0645089,-0.10475311,-0.008629637,0.03298547,0.27218953,-0.02895353,0.10413569,-0.2664829,-0.2853781,-0.54524595,0.103356585,-0.14282236,0.25974637,-0.2073889,0.05211322
SBC-5,-0.6345236,0.18759981,-0.116387,0.07930442,-0.15336864,-0.070216835,0.29489416,-0.28376195,-0.16988084,-0.22376117,0.18138453,0.0013815537,0.31829777,0.27423558,-0.55016583,-0.13142899,0.025653351,0.27154452,-0.07874636,-0.3354145,0.15661508,0.07985738,0.32959312,-0.45697302,-0.17320696,-0.3455192,-0.49149126,-0.18678953,-0.50754386,-0.08587606,-0.19197021,0.33052602
MSTO-211H,-0.14160995,-0.051642463,0.10559441,0.23609686,0.34733507,-0.33526984,0.44509983,-0.43793163,0.33414263,0.39369434,0.26088658,0.12557444,-0.34172457,0.061573274,-0.54214203,-0.04708926,-0.14407878,0.41800588,-0.40030393,0.15199001,-0.010154689,-0.028473727,0.3617784,0.25848246,-0.53886324,0.1672069,-0.12407068,0.12800363,-0.17279097,0.119167365,-0.008111931,-0.6393225
RS-5,1.8258045,1.0204337,0.82475746,-0.89667666,4.202612,0.49017552,4.555363,-6.867968,0.87949187,3.5386293,2.2562418,-0.43968305,1.4810524,3.33192,-3.952865,4.4861455,0.9843704,0.44521564,-4.359189,0.23206882,-1.0496144,-2.7467952,2.6111817,0.6208504,-7.110722,-1.5487386,-2.722935,4.332139,-0.6012735,0.8566242,-3.5652978,-9.871077
Hs 934.T,1.8663976,1.1505084,0.9547003,-0.8725116,4.1428795,0.4673048,4.447189,-6.817619,0.96391386,3.445841,2.146492,-0.1633639,1.3276596,3.282146,-3.9663646,4.1470003,0.75304705,0.26960522,-4.321108,0.46970496,-0.9701992,-2.4740994,2.2994027,0.65684855,-6.994343,-1.4212797,-2.7455604,4.264038,-0.50726104,1.1350219,-3.3997626,-9.420277
SK-OV-3,-0.22584267,-0.072138734,0.040013805,-0.3294261,0.37492973,-0.008392915,0.116048254,-1.5229417,0.5894037,-0.03531014,0.5083056,0.090709426,0.18668686,0.565123,-0.42579302,0.4983243,-0.03631425,0.154154,-0.5729807,0.3567139,0.036120303,-0.060216755,0.5362631,0.26468056,-0.8623098,-0.3959624,-0.52310944,0.602297,0.25561267,0.58069,-0.49357516,-1.1188197
NB1,-0.3942465,0.15265085,0.28349727,-0.13302842,-0.10384865,0.4125923,1.203038,-0.6242544,-0.4511983,-0.4532862,1.2309102,-0.31699353,1.1822878,0.9685835,-0.79529715,0.7013924,0.4384979,0.23291688,-0.6870108,-0.7791189,0.28266445,-0.2509854,0.70378566,-0.8418982,-0.5731312,-0.9123082,-1.027171,-0.06210464,-1.1204171,-0.31447497,-0.34693298,-0.36982295
TCCSUP,-0.18209334,-0.010936774,0.07582344,0.22059688,0.52100784,-0.17461717,0.5664953,-0.9713692,0.33686668,0.5309892,0.45947367,-0.17728513,-0.22622637,0.2978196,-0.8438562,0.64230716,-0.27013242,0.59096515,-1.0429646,0.11635396,-0.29162806,-0.30040506,1.0886532,0.058274433,-1.2126368,-0.21964265,-0.2693795,0.6965516,-0.36728492,0.15822992,-0.40758166,-1.8301
KMRC-20,-0.05870244,0.2053521,0.50092804,-0.08336756,0.95038104,-0.121950254,0.29191992,-1.7550048,0.12725687,0.40556717,0.33745733,-0.021522205,0.063122526,0.77100384,-0.5043378,0.7330944,-0.21031497,-0.28375268,-0.8841389,0.10047269,-0.41741267,-0.120356165,0.14494163,0.39415818,-1.5468221,-0.5322865,-0.6232827,0.6738718,-0.14939675,0.69834185,-0.6353073,-1.4089255
KMS-12-BM,-1.0443529,-0.5869751,-0.057936218,2.62587,-0.025695361,-1.203636,-0.9726342,5.0300016,0.9940485,1.2528956,2.0026307,0.1749382,-0.19676255,-1.7650821,-2.4191847,-2.3487518,-0.66072565,0.28413957,2.363586,0.2043111,0.5209244,0.11383544,1.9102676,1.5577759,0.7011561,0.50301856,2.7106926,-0.97003466,-0.43590727,-0.44765058,1.9512086,0.59656745
KYSE-520,0.103597745,0.20415092,-0.26529253,-0.55096346,0.6723608,0.47753528,0.8218247,-2.0185645,0.92560583,-0.53095275,0.56220335,-0.089633025,0.50726044,0.6353773,-0.05812252,0.7613852,-0.10347906,0.6564816,-0.6575796,0.76341987,-0.116203845,-0.22601524,0.25822282,-0.28019434,-1.0163116,-0.10196745,-0.7685133,0.5822762,0.6048784,0.3970052,-0.6652827,-1.0869099
