,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
SW620,-1.6356821,2.5355973,-0.9439262,-1.4500515,-0.34931153,-0.96562856,1.9727523,2.1368167,0.11565584,-1.4165925,-1.4816717,-0.25415015,1.9535712,0.72544414,-1.8790054,2.0442533,-2.1131046,1.326935,-2.4950068,2.9787974,0.50635463,-1.9566412,0.7606942,-0.76951075,1.219788,0.0064952094,-0.41206548,-1.7809299,1.2173042,-3.582773,-0.8331034,-4.1366525,2.7246585,-1.3085917,-5.75551,-2.2860024,3.2723527,2.1533384,0.6181964,-4.6901755,1.3728045,2.234091,-0.3512889,0.70006967,-0.47092754,-2.4666774,3.8397806,0.90402,-0.6717097,4.130189,2.304126,-2.6055596,0.032401547,0.890228,1.1299534,0.9731866,1.569503,3.3177407,0.21982868,0.41761327,-0.82147425,1.6012177,-0.64420784,4.2058454,4.3705063,-0.8966459,2.6626449,-0.045563444,-1.3251154,1.0838501,2.5807176,-0.49271458,3.2160165,1.586694,1.780976,0.3913728,-2.3601832,5.5501847,0.41080555,-1.060849,1.9130533,0.9959912,-2.5615273,-0.962845,-0.09116565,2.127923,-0.46515006,4.5557027,-2.3913238,0.013606429,1.5773678,-4.836435,-0.4956178,3.7256243,-1.8212359,-3.2531884,3.3312082,2.73278,-2.134145,1.6124496,0.05866821,2.6330366,1.593826,-0.28850514,-3.4429212
CAL-12T,0.5565561,0.98395884,-3.5144358,-0.71405625,1.8555241,4.428748,-0.7953931,-1.476328,2.476379,1.8873178,2.2962873,1.1271169,-2.7678185,-1.303212,2.7517414,4.1623316,0.0011311173,-0.7685449,-1.5426989,1.1834391,1.0813185,1.5415121,0.089571185,-1.4454753,-0.3422751,-1.801274,-1.727132,0.03797676,2.72893,0.78943163,-0.84355444,-2.021502,-2.5644495,0.47788894,2.2488856,-1.6013094,-1.6202191,-2.231529,1.5807345,0.4878435,0.66308796,2.2370474,2.7444541,-2.9296072,-2.6745155,-0.9849174,-1.087677,0.7524088,-0.64605355,1.6902609,0.21680868,-0.38409466,3.384395,-0.9308813,0.968692,-2.070421,1.325648,-3.037549,-0.59135437,2.8581135,-0.4598406,1.0219352,-0.7387078,-1.7894223,-0.19504873,-0.061454654,-0.9307495,-1.3928497,1.1054137,0.23304574,-2.4196582,1.0619113,-1.149786,0.9897105,-0.72126764,-1.5742301,-1.1149145,-2.1914308,-1.6938561,2.1373088,-3.7628024,0.110486224,-2.5900774,0.41349387,0.5781513,0.48114526,-2.7059226,-5.869187,0.48462182,-0.4800649,1.1319547,0.55594593,-1.5427378,-2.0723817,0.36615327,1.0085986,-2.5322897,-1.4106755,0.1427627,-2.0749674,0.9268621,-1.244993,-1.4403552,-0.95803666,1.2166677
JHOC-5,1.5232557,-0.32858926,-0.5511649,-1.663016,0.12917131,3.9096682,1.4357228,0.5619517,1.0981032,0.43789554,0.04801376,-0.18180227,-2.5270069,0.8333672,2.1509466,2.531707,-1.6986405,-2.5986784,1.7202859,-3.0087411,-0.43245387,2.1048346,0.5701415,1.6223849,-1.0146916,2.1525807,-0.3895861,-1.0854447,-0.70828056,0.49098802,4.108141,-2.4698853,1.8289526,-1.0892644,3.4974236,3.2373924,-3.8752613,-0.22538604,3.2760563,-0.34765375,3.6616275,0.2913459,0.3521328,1.8650937,0.014691979,-3.2951684,-3.4985836,0.50774986,-3.2437108,-2.403658,-0.29048896,0.7087204,-0.11006883,2.729038,-1.8481082,0.81345826,1.2857826,-4.205164,-0.56641614,-1.8627698,-0.57287717,0.56149936,1.5097964,-2.4907618,-1.545955,0.6158293,0.42949378,-0.6785953,0.5961027,-0.55427676,-1.6468078,-0.0842893,0.86074847,-0.2868554,-0.63402116,1.0002329,-0.033465058,-0.48869544,-0.90827036,-2.9240696,-3.3061533,-0.9914557,3.5755703,-2.779594,-0.6075284,0.7637704,0.3999717,-3.677426,0.94647235,-0.18197459,0.66084766,0.4791637,1.4721317,-2.3135738,1.813875,-0.7848663,-0.5240873,-0.7988261,3.6650481,-1.4969211,0.25170958,-0.4913426,-3.1850734,0.65450215,1.6085442
KYSE-30,2.890533,5.860511,-2.3711662,-1.9001459,3.7278228,-1.1851342,-2.0403876,-0.62045723,-1.1951354,-1.00263,2.5482287,1.6120781,0.43165395,-4.6502132,0.28020865,-0.33516788,-0.12368215,0.48359373,0.8549206,2.659787,2.1119335,0.23269935,-0.7095134,1.2216895,0.21893385,-0.77551377,-1.5254152,3.879241,5.0312705,-0.6319096,-1.5896324,1.4772049,-3.6514795,-0.9115891,-3.3185093,1.020058,-0.8863736,1.2284532,-1.1070122,2.831214,0.82374096,5.0501885,1.4166377,-2.5296767,-2.233306,2.4554205,-1.9635112,-0.43617195,-3.2930098,2.189324,0.7530675,3.4831667,1.5198652,-0.43981493,1.277677,-5.183352,0.15505606,-0.9738401,-3.8536339,0.9388808,-1.1507714,-0.6681512,1.5602386,2.374968,-0.4795439,2.7550724,1.5057707,-1.6563029,1.5415162,0.5341713,-0.3527742,3.313114,0.57288873,4.7654877,0.23839778,-0.87772495,-1.2485483,1.6393349,2.3790267,-0.730568,1.0669549,0.24508995,-1.9773529,0.5467684,-1.3446863,-0.9837979,-1.7229911,1.8075303,-1.4226605,1.446064,-2.2663634,-1.5462819,0.6583636,-4.5453525,-0.14373766,2.848692,-0.4087975,-3.8213122,-3.0611963,-2.2417622,-0.4545911,0.47976893,2.9011483,-1.4169481,-0.6803179
HGC-27,1.1882236,-0.34843618,2.0778012,-1.3933073,-0.37746012,-2.6998446,-2.442643,1.9125825,0.90551275,-2.2062752,-0.39885825,0.60943407,2.3086429,1.8818327,-2.315531,-3.4703188,0.8299809,-1.2606715,0.1587529,-1.1866513,-0.44802722,2.5451572,-1.6788677,0.3384605,-1.4414691,-0.619405,-1.8716679,0.66051424,1.3456621,-3.4121823,-5.138547,1.5299757,-0.9698766,0.15305066,-1.2072524,-0.26324493,4.982388,0.62115765,1.2733984,-1.5795649,-0.6922713,1.2971708,2.0752957,-0.79976106,-0.42400455,-2.001177,0.7226993,0.0546337,5.9068556,3.4449246,0.8057975,-0.44544965,3.2293978,2.1249094,0.09632024,-0.46527842,1.437724,4.9246407,-1.1938169,-2.0642078,-1.5712827,1.7270968,-1.1071253,2.2058105,3.3681145,-1.4557729,-0.13318437,2.2263637,-1.8563733,0.89288026,1.7942375,-1.6525568,-0.2002846,0.43580234,1.5475489,-0.9416329,-0.6097879,0.7533364,0.090065286,2.9625618,0.01106227,-2.2084708,1.250447,-2.647151,0.32386464,0.41707948,-3.2170298,-0.5965745,1.4139986,0.45869097,-0.5821018,-1.5834594,0.07163261,2.0537572,-3.366379,-1.6477821,3.9933486,4.7184834,-1.1110773,4.0016418,-2.4457135,0.035540372,-1.06586,3.0893903,0.8866868
MDST8,-2.4033992,2.236899,-0.023169428,-3.7224984,-0.79270476,-5.720335,-0.30645585,0.98322505,-1.050893,-0.46126458,-0.51413655,1.5194011,4.3659368,5.2031975,-0.8424256,1.0875688,-0.24645296,0.87448394,2.6907053,-0.40392274,-3.466641,-1.0405025,3.2280302,-1.4411206,-0.59217405,-4.691631,1.8520018,2.8509357,0.36903,-0.33130488,1.0473232,-1.9235,-5.658338,-1.6965938,-1.6760759,1.5011946,0.34231013,3.8480632,-0.8333702,0.72098523,-0.23107646,0.88506424,1.0483215,-1.678,-1.925487,3.1315944,2.034307,-0.64763033,-0.7037236,1.0433584,-0.7931093,-2.8991032,-0.92315376,-0.8342085,-2.0127583,-1.8126922,-0.69357675,0.72764266,-1.1488194,3.180657,-0.58096224,-0.3493236,-0.10080236,1.7871017,-3.6284006,3.5262578,-2.0542932,-1.9493582,-1.3140726,1.2453312,0.17179905,-0.009724081,-2.5421724,1.3231614,-0.7209902,-0.4349528,-2.2905953,-1.7353297,0.58588344,-0.22845699,0.5059794,-2.6896777,-3.626557,1.7593797,0.45255923,-1.8711187,-0.918137,1.4970106,4.0251727,6.141646,-1.5089695,-0.9217749,0.6249752,-4.2134633,-0.073849395,4.3746705,2.7277217,-3.381645,-1.5390222,-2.0712404,-2.9829607,-0.20939673,2.6477742,-1.365056,3.7311146
NCI-H2171,-1.3926677,-1.8665289,2.4007373,-2.0112522,0.4163347,1.3197795,0.33049113,-0.3936351,-1.1890057,0.35286844,-3.2342389,1.2646487,0.005373668,1.4459592,-0.07978552,1.4100208,1.4785537,2.1725605,-2.3885646,-0.28239912,-1.542137,1.7879428,-0.5901496,-1.1353726,0.9953847,0.51514447,3.859566,-0.56917644,-2.2312634,-0.7199293,-0.5016719,-3.883388,1.1622508,-0.24660903,0.73940086,-2.2726736,1.5874671,0.42558703,0.75602096,0.092656165,-2.4549613,-0.6267269,-0.7121755,0.083827436,0.19984296,0.4681186,3.448474,-0.20315523,3.9331143,1.0404603,-0.9886312,-0.6039586,1.048271,0.13790569,1.3878934,3.32069,-1.7565002,2.1497304,-0.83044064,-0.8262514,1.4798561,0.6276825,-2.0546618,-2.1973128,0.53254074,-0.4913054,-0.3685101,-3.1060019,0.16838993,0.9831207,0.88530564,0.76549,-4.387571,-3.021578,2.92104,0.0031111538,-1.7608443,1.2226951,0.7853,1.1264232,-1.032265,-2.3767824,-0.08556223,1.8559681,0.3647778,0.18937205,-2.1150978,0.31839943,-2.0941563,-0.52814245,0.6314129,3.6612847,-0.7608593,0.8508342,-3.7869465,-1.9665775,0.47835216,1.8444514,1.0429934,-0.4206637,0.02816844,-1.6550586,1.9402567,1.3007362,1.8078898
SNU-520,-0.6487456,-1.9972717,-6.14995,1.2309015,-0.74854666,0.91731966,0.57656753,3.4877956,-1.1179037,-2.24552,-3.5646093,-2.5718565,1.9555309,1.2530369,-0.22075629,-0.9126636,1.6704909,-0.51991254,-2.4303627,-0.4531613,0.4562239,-0.66221285,-1.625937,-2.0809536,1.4461507,-0.35475507,2.022718,-2.0096948,-2.7055948,1.7727846,-0.13219158,0.7600923,1.9225448,0.53623575,-0.3640505,-1.7700958,-2.078777,-3.4400127,-6.1966085,-2.0586994,-2.2464957,-5.477539,1.9695427,1.3119305,-1.4979982,2.688568,1.2436342,0.2122654,1.5383846,3.6357749,2.3894389,0.8552097,1.2718467,-0.40846068,-0.41215095,-0.83475983,2.7744458,-1.762418,-0.09303116,-2.4347143,1.6130617,1.0837075,-2.933914,3.526191,0.18677089,-1.2273874,1.4202013,1.6873691,-1.7954212,-0.28893858,0.3438568,-1.8775904,-0.68204415,-0.9479001,-1.6175205,-2.0371993,0.45143852,-2.8423772,0.90367126,-1.3658292,-1.1502874,-0.1458948,2.375642,-1.0911832,4.1632547,0.6322403,-1.4076169,-0.5406838,-0.4983747,1.9246732,0.1366022,1.7544494,0.69691914,3.9843483,-0.52377844,0.19035898,-0.028747112,4.5670557,-0.8622992,-0.49269342,-0.56913984,0.18682429,-2.4861228,0.057913907,-0.7424312
OCI-M1,3.089605,-0.55221164,3.065412,0.12072577,-0.019591361,-1.0931876,0.79506683,-1.8889998,0.9000118,0.61043894,4.316046,0.0808067,0.021641918,-0.92599684,-3.4155753,-1.0485834,-1.0273942,-2.2425237,0.8353531,0.83401406,-0.06419134,-2.1538563,-1.0103434,1.1884227,1.1148143,2.6155002,-2.189082,-0.91011584,1.7987858,-1.7748067,0.47902617,0.88336337,-1.5140098,0.41069415,-2.0809894,3.3396828,0.4643976,2.2577782,-0.10300339,2.0197322,1.0184606,2.9498904,-0.10252861,3.2008164,-0.26011124,1.2287399,0.06947982,-1.1856228,-2.110563,2.8944592,-1.97462,-2.2294605,-1.769882,-0.65316796,0.44041735,-1.674814,-2.0006623,-0.28558367,1.7182329,-1.6480397,2.1299183,1.9723836,-0.41892833,2.197877,-3.0879474,-0.39070386,-1.260856,0.60575664,-0.58838475,0.5660652,2.2722876,2.1856093,-2.0861335,-3.0448368,-0.5362203,2.3271153,3.267859,1.5444843,-1.6489676,-0.43772286,3.774921,-0.88499135,-2.7860808,-3.2013955,-2.2930777,-3.854718,2.633128,2.4592662,-3.4153595,-0.66448903,-2.7548933,-2.3322186,-1.0612388,-2.0196388,3.8108342,-0.87357575,-1.4989074,-1.9692566,-1.439298,-0.9258982,-1.1444156,-1.100878,1.727387,0.4542861,-0.3457736
HEC-251,0.9396545,-0.8388087,-1.7266062,0.99186206,1.3082725,3.8751163,2.0687532,0.6383327,1.0398984,-1.1660849,-0.7814052,1.9127808,-1.1283417,-1.4741421,-0.10750659,1.0825342,-1.366041,-1.0959358,-0.12514365,-0.7260042,0.38400033,1.3343675,-0.16269544,0.681998,1.6268486,3.1875553,0.62410414,-3.0034258,0.76412904,-1.1334596,1.800324,1.3555666,1.4524399,0.50290126,-0.14367655,-1.6839367,-0.8670805,0.11267084,1.3760434,-1.3182055,-0.13315676,0.8415294,0.003100574,0.4799974,0.36942798,-2.725515,-1.3487258,1.3954631,-0.25899407,-1.4331747,-0.51309407,2.7415514,-1.140383,2.4546647,1.6515954,2.2095907,1.2989652,-3.7743778,-0.42126796,-1.2402976,-0.40456057,0.5000096,-1.1132101,-2.4439194,-0.042859107,-0.71269965,-0.008244127,1.2360393,-0.6215529,0.6601081,-0.46627173,1.678341,1.3586357,-1.49731,0.243354,-0.29964826,0.8817235,-0.12760656,1.0439035,-0.053398117,-1.0746888,0.9476859,2.4789584,-2.1329358,-0.91932595,3.4131663,0.8046236,-0.79949576,0.021282917,-2.0253882,1.1905998,1.0132322,1.1635861,0.786361,-1.5950884,0.19131026,-1.2496452,1.4156562,2.4063067,1.2658868,0.44210017,0.29258788,-0.0955318,-2.3313713,-1.413593
Caov-4,-2.5593042,-1.4323711,0.35631895,0.54507905,0.69066983,2.7772906,0.8625159,0.46856084,-1.4035466,2.708491,0.147979,0.24647196,-4.4455295,-3.1004672,0.055660143,-0.6797598,-1.1740214,3.2583435,3.8107908,0.9109334,-0.17453359,0.20260921,-1.8233018,0.472798,-0.99515474,-0.35132048,2.6717584,-0.12915643,2.0877097,-1.4479945,1.4702523,-2.1066396,1.8723301,-2.0990703,-0.70872104,0.855457,-1.5728068,0.77141964,0.6780879,2.614283,5.620247,-0.38444695,-2.8114886,-1.8783998,1.0160639,1.2685105,-0.37441713,1.5053304,-4.2343273,0.5522395,0.85638964,4.5582004,-0.25775862,1.9266515,0.62208456,4.5559473,3.5346575,-4.6387634,-0.11633282,-1.6121515,0.79886776,-2.246807,-1.3647546,-1.2837162,0.883603,-0.22164366,0.39346182,2.996865,1.0624855,0.7632832,0.9298519,1.5594163,1.6672126,3.6235855,-1.5092757,-2.2323766,1.4602263,0.6121351,-0.57819724,0.75073385,0.1751995,1.2449756,0.5674136,-1.0078169,-1.5301293,2.7601812,4.5232377,2.6613224,-1.5705333,-2.3391159,0.93138975,0.5901511,-1.9075544,-2.3576808,-3.1198938,-2.6007,-2.5541735,-3.6277077,-0.738824,0.12037578,-0.8452702,2.8406346,0.14747918,-3.1027727,-0.47907442
JHH-7,0.739316,0.2655334,-2.1189637,-0.9542079,-2.1229727,-1.5022541,-1.0704076,3.4241116,-1.8198605,0.25985932,2.329971,4.028237,-2.8030994,-0.6445171,-2.1457257,-0.8145907,-2.899883,-3.8924613,-1.1346788,0.5879229,-3.235631,0.24727896,0.79619753,-1.1768142,0.5182858,-1.9841632,-3.2283273,-0.88494605,0.23282711,-2.4067554,1.1391641,-2.2065392,-2.5570164,0.97277075,-3.418156,-0.75376475,0.5498399,0.595928,0.019308805,-0.218505,0.2290213,3.8623676,0.8201418,1.581788,1.3402021,-1.1518874,-0.9851701,0.60515827,0.5444039,0.5529563,2.2743545,-1.007968,-0.14990008,-1.2427366,-0.67276376,-0.8941209,-1.8047781,2.3537016,0.312338,-2.8119493,1.8822932,-0.05866093,0.013732305,3.0548668,-0.79495966,1.128638,-1.1344678,0.19629423,-2.5667737,-1.2092482,0.5943165,-1.3757403,4.8992906,3.0166953,-0.93762887,1.2110243,0.11688928,1.2186415,0.5914099,-0.16559848,1.1126585,-4.541279,-2.27651,-1.97106,-1.6115327,-1.3500887,3.1656954,0.54530305,-0.8210244,1.8792415,-1.2553784,-1.3325988,-1.8575703,-1.7592952,0.989956,-2.1412032,1.5913632,1.3303181,-1.3220478,1.2464871,-0.9558227,0.6029706,0.024535388,-1.0444257,-0.6298627
KCL-22,-0.44107336,-3.122774,1.7278847,-0.5518279,-0.56133854,-0.47260806,-0.05759166,-2.0436544,1.9595757,1.4141055,0.7280808,-1.9307377,3.5342817,-1.3210238,-1.5981512,0.3934953,1.1785727,1.0303224,-2.4831066,2.0889688,2.966064,0.3875363,-0.9293097,-0.527326,-2.1230793,1.1027507,0.15040752,-1.1090709,-0.2997757,-2.92748,-2.833948,0.14410631,1.6976016,-0.21699515,1.6943275,0.97471124,0.65314317,0.6404811,-0.00912375,-1.3972607,-1.1402422,2.2621868,0.5061268,-0.35244775,-1.1664963,-0.51344323,0.3658106,0.9502204,4.128825,2.9518392,-0.17320101,-1.9722648,-0.07408118,-0.12280703,0.3457883,-0.9183117,-1.608254,3.37114,1.4187047,0.36014706,0.061651,1.7131765,0.63974595,-1.0939441,1.1484319,-1.1181641,-2.8342519,-1.6653495,1.2185487,0.6359773,-0.10203758,0.23678464,-1.7840569,-2.7452984,1.7825242,0.8257819,0.29045016,3.618285,-1.1681182,-0.3773772,-1.8030074,2.3659403,-0.45495957,-0.092700206,1.9362826,-1.3431091,0.060078077,1.230629,0.42483303,-1.0718589,-1.1942042,2.303725,-1.6011614,2.354532,-1.6199844,-1.4494936,0.54769075,2.1970541,0.5392957,2.157744,1.0800301,0.0727883,1.9705553,3.5967607,-1.5200543
LS123,-0.158134,2.0615852,-1.9171543,-0.42466003,0.61998725,1.1194876,-0.0020151157,-1.193587,2.0354378,-0.5221898,0.18518505,2.8768232,-0.9127399,-0.23564714,2.3400476,1.3729045,0.9931936,0.57075405,0.18016095,2.389778,1.8462228,-3.426124,0.6619135,0.42663902,1.6636328,-1.4079486,0.15159467,2.2895117,1.4213953,-0.6118797,2.4466493,0.2644537,-0.3266593,-2.109431,-3.129297,-0.24258798,0.1360188,-0.607159,1.323412,1.6456543,0.7343154,0.57059777,-0.351143,-1.1602894,-0.815053,-0.32084903,-1.8120489,-1.3141451,-4.41796,2.8644264,0.17979005,-0.5162045,-1.9370005,-2.595729,1.2500553,0.30421454,2.551162,0.97669715,0.8567978,2.9555948,-0.7253566,-0.9561146,-2.4438188,1.4555407,-1.6728071,-2.1160874,2.7333782,0.91114914,-1.5889361,-1.4229736,1.3338742,-1.0640259,0.20717329,0.76602066,-1.9826783,-1.4806812,-0.32174736,-1.4538265,0.35072815,-0.26517117,1.022747,3.4422274,-1.3433706,1.5954626,1.0423639,2.2442296,0.85651207,0.19691691,-0.4654976,0.83927494,0.70214564,-2.1134877,-0.07239203,-0.178849,1.5135564,1.2520758,0.3049849,-5.1288986,-2.8062065,-1.6137723,0.17878835,3.8458042,0.9960223,-2.2897332,-1.6476058
SLR25,0.7321234,0.26640183,-1.6282554,1.74731,0.47336066,3.740971,-0.06250782,-0.35992527,4.1565833,0.06617203,1.0454215,1.7378978,-0.50365645,-0.28045344,3.302189,-0.21483728,-0.672431,1.861301,0.3384097,0.9901545,-0.64234674,0.6112461,0.9462293,0.5949821,-3.2626073,0.4442567,-2.4292963,-0.51960695,1.6614463,-0.2302188,0.33238995,-1.5547118,3.5083754,0.15667161,4.0020647,2.753946,-1.2492417,-2.3573775,-0.7695321,0.47218668,0.8209812,-2.0915368,2.4828568,2.1064785,0.6381616,-2.2178068,-1.5226961,-0.70381415,-3.8370023,-0.33461583,3.1290631,2.4519665,-2.436173,0.58866775,1.0558778,-1.3249121,-0.23747383,-0.32823834,-0.17680655,1.088694,0.6875762,0.076193035,0.8385059,-2.2135987,-1.6229874,3.1306112,2.301928,2.5159068,-1.8788723,-4.0010805,3.7399697,-1.6142378,2.6221802,0.7660389,2.2898228,0.4355349,-0.73978305,-2.0248215,-1.2968879,-1.0725763,-0.25137654,-1.4309402,1.4488919,3.1538343,1.8570117,0.5312024,0.4401629,-3.023816,1.1556128,-0.5085741,3.3403962,0.51097417,0.9489421,0.3768938,0.08895767,0.3811494,-1.7947999,-0.6423911,-0.055087887,-2.2725124,-0.49477088,-1.5008222,-2.7020974,0.17251763,-1.108801
SNU-398,1.6601355,1.8277007,1.1212071,-1.3396077,-1.5421355,-2.242015,-1.4447404,2.056417,1.0384442,-2.5593314,-0.71698684,-1.0580645,-0.1965344,-0.18492399,-1.5686322,1.2314122,-2.611757,0.28191814,-1.9815664,-2.3710597,1.2656019,2.772665,0.27153894,-2.0053647,1.2465125,0.5716545,-1.1374485,0.14054716,2.775824,-4.285216,-1.8982934,-5.116949,-0.09311129,0.9712492,-2.7215278,-0.8017698,2.6800108,0.93113196,3.5356565,-1.4925957,-0.7760375,1.5539821,-1.3276757,0.7784431,1.3810656,-1.7152152,2.0528781,4.1274276,3.5384905,-0.40418687,-0.8541145,3.0737355,1.9309868,1.9015402,-0.34593225,-0.48111576,-0.1957874,4.588641,-0.31364527,-1.9868166,-2.129664,3.3083572,0.29143304,3.5819416,-0.069530025,-0.8497731,-0.11544719,-3.399767,-0.630245,-0.29580715,-2.3000288,2.23255,-1.5632036,4.361777,1.4189997,-0.42324227,0.12485358,2.0980191,2.384733,0.27518657,3.763375,-2.9235125,-1.1025555,3.0034935,-2.1465485,-0.90035826,1.7752274,-2.9947731,-3.4828637,-1.8468837,-0.63039166,0.18791193,-2.3818626,1.7007747,-3.548124,-1.2819899,3.5000017,3.6939197,2.9676406,4.496991,2.8785636,-0.92090005,1.3389388,2.5758488,-0.062300388
SNU-46,0.8910135,-0.9376843,0.5434397,0.85889417,-0.29542655,0.7952845,0.13279626,-0.74443674,2.029988,0.7721986,-0.34178817,0.88333255,-0.07015289,-0.98379594,1.975456,-0.7434055,0.9143149,1.2785062,-0.008878738,1.2732486,-1.8965327,0.40887505,0.07235203,-0.8756468,0.07953001,-0.7225693,-0.8710709,1.1160085,-0.60476243,3.2649083,1.9464839,0.15524863,-0.16951449,-0.20615028,2.0806715,0.40394008,-0.5916248,-1.5504621,0.33813977,-0.5793543,1.0265808,-0.2936047,1.2052733,0.4245153,0.632574,-1.5588456,0.033628285,-1.0320865,0.7398361,0.008636698,-0.2315188,-0.22837016,-0.20538327,-0.8075147,-0.84420633,0.7073138,-2.3299909,-0.47014123,0.45476332,-0.12855606,0.021748737,-0.7837358,2.3440604,-1.157022,1.4026419,0.8890987,1.7891937,-0.71419597,-0.27052265,-0.40857542,1.050101,0.4657581,0.18092652,1.4308505,1.8995664,1.3497796,-0.15685141,-1.0413646,-1.2051136,0.6903779,-0.17545645,0.76840293,0.17897399,1.4581914,0.25506687,0.70724696,-1.1529349,-1.6960472,1.3363506,-0.52282155,1.6369766,1.3864421,-0.057219505,0.6983164,0.9517727,-2.080731,-0.7124228,0.5009778,0.5458402,0.095455736,1.6590192,-1.6705614,0.89683986,-0.054479554,-0.4714558
MDA-MB-435,-2.9689028,-2.690729,-1.1104922,-0.20625302,-0.36935952,-0.34302875,-0.63424003,-0.3465804,-0.6987754,1.2165982,2.1128967,-0.4081575,0.010373995,2.5114188,3.956015,0.56575495,-0.52389157,0.09762584,3.3792267,-1.9478486,1.4905541,0.8145297,-1.3028485,1.424394,1.3817168,-1.233081,4.526067,0.72307163,-0.96166277,0.2037709,3.8066459,-0.55346626,-2.0648017,1.4654953,-0.7179018,-3.8176885,1.402067,-0.8104524,0.5217717,-0.48191696,0.09753518,-1.9835336,-0.570428,-1.8807784,-2.1535194,0.91698176,-0.67256486,-0.0150206555,0.7055303,-0.45078498,-1.1858089,-4.605323,2.2487097,0.9083184,0.54756653,1.4057825,-0.3737289,0.9694499,2.698441,1.8785826,0.9315117,-1.4338667,-0.7262812,-0.9905449,0.20791231,-3.3130045,-0.12498847,-1.0618178,-0.7251378,-1.0625459,0.05061014,0.6746553,0.025675833,0.31108466,0.4905392,0.37938944,-1.1127195,-1.4206779,-0.289501,2.2072256,-2.3110712,-2.4851594,0.064832866,-0.3108633,0.93087465,3.0313895,1.1128167,0.56580174,2.5525794,0.5440494,1.013802,2.6715915,-2.5412662,3.3691761,1.5338703,-2.980352,1.4985055,-2.6919224,-1.036744,3.4130936,-0.3816946,-0.16605632,0.60161144,-0.30125263,-1.1150243
HCC1500,0.081001386,-2.040252,-1.8095434,0.65429926,2.1579962,0.662901,1.7807935,1.3862437,-0.5634109,-2.9519453,1.074444,-1.3364213,-0.056564994,-1.5624427,1.2884005,-0.60872227,0.812081,-0.33338165,0.8595281,-0.7963008,2.401902,1.1273992,-1.7736727,0.34300187,-0.60440964,1.9956502,0.29556704,-1.0260179,1.4234954,1.5033324,-1.6265448,2.2921536,1.6533788,1.7386916,2.6514294,-0.8750992,1.7911068,-3.2921422,-1.2293819,1.290134,0.44393396,-0.43574485,-0.634668,0.9167232,1.6641777,0.45000562,2.435083,-0.45752764,2.069975,-1.330433,-0.34258282,-0.13865152,2.8339694,-0.44473684,-0.4639493,3.9959013,-0.031151488,-3.4319236,3.7280421,-0.47200072,1.5233191,-0.5007153,-1.4528157,-0.9332397,0.21987492,0.027449504,1.0023283,-0.18740627,2.5701544,-1.0834873,-0.21814424,0.4329368,-0.021144487,-2.3857715,-1.199759,-1.4955593,1.0011284,-1.4492432,1.322795,-1.145035,1.0745906,-2.0065315,0.12950748,2.9886765,0.41477948,-0.122107804,-0.28202805,-0.7572587,-1.6173637,-0.1518381,0.7681008,0.95807576,0.50540715,-0.835421,1.2405927,1.4482626,-1.7462018,-0.6208311,-0.4757162,0.59818316,-0.35015208,-0.64352244,-2.8589003,-3.632511,1.2748599
LMSU,-0.013546646,-1.2032857,0.29449198,-0.64154357,-1.0890932,-0.85496503,-0.57179004,-0.030464858,2.6422234,0.54858786,-0.6072841,-0.21415015,1.5606675,1.5526851,1.9111522,1.5807685,0.8563227,2.048192,0.77886516,-1.9118155,-0.7197429,0.013485811,0.53313595,-0.6205704,0.28191552,-0.560813,-1.8811954,0.3776639,-1.1308646,0.19546685,1.4295669,0.34223562,0.5151896,-0.91267985,2.6624238,0.41508934,1.2719544,-0.56282175,1.8534825,-0.8714063,0.21570987,-1.5488099,2.3750181,0.69108546,0.44448632,-2.7453802,-0.22873993,-1.5123247,0.79168427,0.11500287,-1.72062,-1.0254581,0.3261506,-0.30473503,-0.48215446,-0.58640814,-1.1096345,1.8981919,0.8175507,0.9461291,0.21866722,0.6447445,1.0955029,0.57055014,0.024277888,0.65509075,0.5983951,-1.3287667,-1.5513647,-0.69605786,-1.2550253,-0.0007263422,-0.77961737,-0.26759624,1.4354534,0.54853183,-0.12621038,-0.5554581,-0.46726158,0.92368937,0.29527926,1.3580766,-1.6617231,1.4116181,1.7867887,0.34797904,0.37271526,-1.6264703,1.0604433,-0.1104261,1.8058082,1.4151275,0.029771792,3.4672337,0.84914535,-2.1355002,0.5331609,-0.12746577,1.6365756,2.0254948,1.6124729,-1.3807288,1.6314178,1.9078019,0.6722641
