,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
HMCB,-1.6198473,0.6664581,1.3308742,-2.6404908,2.794889,-2.8867817,1.6707349,3.9069774,0.10411667,-1.414745,0.2427516,0.51878095,0.19053495,3.2305043,0.42740843,-1.5604283,0.53652316,-1.2231302,2.7708654,2.8216124,-2.230541,0.6217066,1.8767178,-1.2515119,-0.21938628,-1.7546444,-0.7529676,5.5939255,2.1646574,-0.25188574,-1.1606878,-0.3731438,-3.6980915,-0.3737205,0.6509938,-2.729681,1.395671,1.0984077,2.2880478,1.7719169,2.3590882,4.465325,-0.107755825,1.4151646,0.48839113,-1.2098659,0.79812956,2.3162088,-2.5614107,0.41178676,-0.3020336,1.7722545,-1.9079746,2.754733,-0.19030273,0.37469873,-0.63236016,2.2976453,2.0885477,-1.9600894,-3.8826115,1.2667915,-3.0857363,-1.611773,0.21212211,-1.4701593,1.6865273,2.217313,0.7679236,-2.383527,1.2197012,-0.89432603,3.4211156,2.485732,-2.7500987,2.331883,-2.7068634,-0.3250922,-1.2571639,0.8548183,2.5813334,-1.3345011,1.4221053,-1.937839,-3.197037,-0.94130117,-1.6683122,4.131303,-0.012176996,5.1331325,-3.35862,-5.537774,-0.38028315,-5.985804,1.9551306,1.5664749,0.56849563,0.14547662,-3.99086,-1.0469393,-2.9079428,-0.7168733,-1.2736033,-0.95323753,4.6836667
OCI-AML-5,1.5123161,-0.9519941,0.3663981,-1.1058363,1.8615992,0.7743507,-1.1980946,-2.3200705,-1.4590876,1.5887358,2.2508643,0.112583004,1.133916,0.71899843,0.42723605,-0.78314626,0.98205686,-1.985628,-0.115855545,-0.52523696,3.7217484,-1.6618278,1.145139,-0.22904527,-0.69795215,1.2165636,-0.61869,-1.8664813,-0.7629918,-1.3321292,0.15825653,0.31752953,0.34250015,2.3825111,0.73596555,1.1844302,-2.363402,0.14600526,1.0379293,1.0828389,-1.329138,2.7085402,-1.9183508,0.33654281,-0.44465864,1.0371957,-1.5223293,-0.9289907,-0.2922168,0.8911151,-1.0438969,-3.593879,0.7398193,-0.5902798,1.0041171,-1.9058158,-3.277652,3.805198,0.5481771,1.5866748,1.9500611,1.542209,1.8241282,-2.182875,0.9452908,-1.9905814,-1.2759296,-0.88795906,-0.030597374,-1.0764306,2.4642403,-2.6888676,-0.98962975,-2.043867,0.5135286,2.2982812,0.9085946,3.9158685,-1.3254334,-1.5464052,-1.2876772,0.27836847,0.91413665,-1.0723165,0.66775167,-1.3657278,2.4493082,1.7865249,0.44525737,-1.134986,-1.7627631,1.1666055,-2.0482426,1.7881038,1.2334063,-1.7714313,1.4093779,2.1262195,-3.1260433,1.0266136,0.18240018,-2.4128761,-2.0790324,4.2968893,-1.5539505
SNU-601,-1.9744954,6.2650166,-2.0458455,-3.8891022,2.2878,-1.8142298,1.5161264,4.3537264,0.24725649,-0.5922904,1.926395,4.190507,2.2473013,0.0730768,-2.9772427,-2.1222827,0.20145492,-1.4732493,-0.13167495,1.1477232,2.6318293,-0.16187096,2.011445,2.2874253,0.2393679,0.09248842,2.9863179,4.486294,2.0605552,-1.4221324,3.7897477,-0.47411194,-3.3864274,-6.1248026,-2.544975,-0.5145169,-2.7455442,1.6998976,-5.794533,-0.20596832,2.2423964,1.6637037,1.325388,-6.322099,-1.5314939,3.449856,-0.63635314,-1.5975987,-1.3172795,4.058434,1.4012434,0.05142644,1.5434186,-2.2909954,2.2931037,-0.8099874,2.1170032,-0.66975737,-2.5819745,-0.28794748,1.5004625,-0.3996245,-2.5634308,5.0116673,-0.63458,1.8129625,3.0739071,1.1940534,-0.61863005,-0.5436057,5.199508,-0.35261723,-0.7066867,1.9882481,-2.0692906,-4.576618,-0.55830675,1.294657,1.451785,-2.1676204,2.600724,0.6435491,-4.0670476,0.023298383,0.17890704,1.3448167,1.4143351,5.9788475,-0.59423304,4.029363,-0.06040734,-3.2163546,0.56983864,-1.4377348,-4.4031334,1.3000292,1.7060599,-0.58478427,-3.5901203,-3.797286,-4.4044414,3.027023,-0.710787,-7.698107,-1.8641474
ST486,0.97597516,0.4216305,3.2670796,-0.27221134,0.5198132,-2.0463324,-1.910118,-1.5527947,-3.4961038,-2.993096,-0.57897997,-0.9615892,1.6874508,-0.09697079,-2.9624648,-2.08707,-1.0509286,2.2359195,-0.026454844,-1.411742,-0.045206755,-2.4474316,0.5839019,0.7169045,1.2373929,-0.4128758,0.06541081,-0.53083014,-0.030927688,-2.587892,-1.7878047,0.38299868,0.44917578,3.0941308,-3.2197387,-0.5600292,3.2014966,1.2953277,1.5967345,3.7776124,-5.7920837,0.40345737,-0.16474704,1.2608608,0.6025561,-4.411939,-1.3274872,-0.26213062,-0.5164447,-1.7167974,-0.24290189,-1.1967205,0.3872947,0.7485552,2.1007159,-1.6276248,0.24882145,3.1496572,-0.96717036,-0.82731086,0.3481068,1.5072374,0.28182155,1.6679533,0.15232018,1.4873393,1.197783,1.0809933,-0.27938223,0.08234061,0.31985044,-1.0599732,-0.27986157,-0.74220985,1.6319494,1.3191936,2.105053,5.6484046,2.5512109,4.2860317,0.34901196,-0.6042602,-0.29169983,0.89970386,0.56716675,-1.2279571,1.4450759,2.8397975,-3.796188,-1.9173353,-1.4690827,-1.2196026,-1.5174332,2.100024,-1.5191274,2.8169994,2.7854092,3.855321,1.3261127,2.3660145,-0.29240552,0.86236393,2.6307495,1.9839604,-0.8408731
T-47D,0.91255456,1.1403313,-1.6280168,1.6279079,2.123454,-0.0042470694,-1.6441607,0.80416673,-0.34281647,-2.4561484,1.8604543,-3.3093588,0.120476365,-2.274409,-0.02732066,-1.6846926,1.7575345,-2.4121368,-1.8876969,-1.267407,1.1624516,0.91882163,-1.408071,-1.0040615,-0.94266045,1.3625915,-1.6336496,-3.4163275,0.7563905,0.07235573,-2.2911851,2.9817505,-0.4024176,2.0956607,-0.93443716,1.6418316,3.9519286,1.3542709,-0.432102,1.9804887,-3.5544994,1.5799578,1.1192706,-0.599513,3.281165,-0.073612526,-0.7901971,-1.2452351,0.38735026,-1.119736,0.50475156,-1.1698418,4.0661464,-1.2188447,2.4790187,1.2562072,3.1740975,-1.9579248,3.528575,0.49576345,-1.0467151,0.08910742,-0.8873589,-0.5354112,0.44405237,-0.1784764,0.47768596,2.073211,-0.13118197,0.7106121,0.65792924,0.766241,0.7045804,-2.0147588,0.21691757,0.8927674,1.3518289,-0.9532365,-0.60564536,1.5945963,-0.6629199,-1.8714652,0.79032475,1.5949687,-1.620587,-3.6982625,-3.6580257,-0.59550655,-0.8960952,1.7927688,-0.8028066,-1.059125,1.879868,-0.9439252,0.63622993,4.3051863,1.431439,0.37670028,-1.5593796,-1.0172371,-0.5188414,2.2064118,1.2251599,-2.237272,0.41437715
CW-2,2.6758323,-2.4780178,-2.2700388,1.124296,-1.5896606,4.433335,1.9188427,1.5656234,3.4493413,-0.16852972,-2.4985163,-1.1613176,-1.5712118,-0.2307801,-0.38140616,-0.37901598,1.5693904,-2.1990168,-0.626468,-1.4811069,1.5897646,-1.6464658,-0.3013465,0.6106191,1.0325222,-1.4406981,0.7838829,-1.0311632,-0.5270399,3.617982,2.028901,0.0988888,1.9931608,-2.1091843,3.0269692,0.43077996,-2.4348795,-4.2737837,-2.863828,-0.6145382,2.5995936,-2.8038273,-0.14355554,2.5761352,0.83415157,-0.14813405,2.1892228,-3.6727324,0.41215214,-1.323588,0.8011341,2.3285046,2.0060513,3.141345,0.0841582,0.7913087,0.36722344,-4.7942233,1.8282659,-2.3484654,-0.113905,0.3772078,-1.7575293,-0.23483564,1.3238267,-1.6405584,-1.2980937,0.07069947,0.42588115,-0.4899062,1.0653256,-3.9056253,-1.7665888,-1.179307,-1.0459166,-1.296977,0.23201676,-1.2099503,-1.3341124,-1.5548128,-2.405931,1.0095347,0.625814,-1.3493546,-1.6288803,-0.5710737,-0.5961191,-2.804675,-1.4942925,0.27818227,0.13855377,-0.7802094,-1.1692694,-3.0046966,-0.4465186,-0.5810868,-0.12170109,0.20083717,-1.0216174,-3.9393482,-2.0169616,0.120658286,-5.8733797,-3.3148637,3.2570877
Hs 751.T,-0.87038845,-1.1731237,1.9157022,3.1365325,-0.78218913,-1.053468,-0.7868959,0.89225006,2.2641027,1.9146576,-1.3304324,1.4569546,0.6633846,1.0485787,2.7471316,-0.06684631,1.7775208,1.2930253,1.0343935,-0.6259551,-0.77754414,-1.6312704,0.5288136,2.8579538,-1.7152375,-0.11096573,-0.10845037,-0.67024606,-2.0026984,-2.018045,-2.3496172,2.4155777,1.0554087,-0.2709832,2.0810683,-0.20546088,2.3189676,1.4835694,0.90831995,-1.5185598,-1.5792228,-0.63262194,0.23067051,0.5145519,1.9524205,0.88389975,-0.13229626,-1.6348659,2.6104891,-1.7601409,-0.482917,3.0820575,-0.13029899,0.61577,-1.4878334,0.084970936,-2.1170278,1.3227345,-0.21868885,-0.12332232,3.1416304,-1.5749918,1.3000537,1.5701693,-1.7699932,2.0745072,-1.0057943,-0.56837296,-2.1153271,-1.2513108,-2.5742078,-0.08229345,0.64396334,-1.300225,1.3580148,-0.74881554,0.64916146,-1.7713609,-0.24245808,-1.3126388,1.1097116,0.6876173,-0.065421686,1.3465607,2.3612537,0.53882855,0.48242232,-1.619845,2.355188,-2.576879,2.6504,3.5962605,-1.0791157,2.9931157,-1.0529314,-2.4523866,1.4392315,-0.92888135,-1.0504788,2.7264132,0.53118134,-0.37264138,1.8791056,-0.1300785,-0.036985874
SCC-25,1.4120396,2.3134558,0.62929887,-0.8120451,2.7123272,1.4222457,-1.1324842,-3.56435,2.2351606,1.4868978,2.5121057,6.2437735,-2.587214,-2.6627536,1.3637958,-1.9796356,2.6746988,-1.8485895,-1.2779863,-0.55411345,-4.1979117,3.5004134,-2.5378854,0.866133,0.36480218,-3.683264,-1.9351457,3.8934944,1.786748,-0.009728581,0.26578575,2.1376607,-4.7142982,-0.23780301,2.722863,3.6518197,0.26851377,2.7075472,0.027868688,1.9544871,-0.8318201,2.8207648,2.9450865,0.37431246,-3.0563295,0.6972344,-0.99875605,-3.1177242,0.6461166,1.7038381,2.4937272,-1.2080281,1.1690248,2.8551607,2.4669425,-2.085175,2.231282,-3.9322395,-6.209606,3.9627936,-3.6517715,1.2982858,2.2666588,0.3844329,-1.6219867,2.0575821,0.4078738,0.22752231,1.4994104,2.6714525,-0.0029029548,-4.371594,-2.749438,-1.0019007,2.2584088,-0.1981532,1.4059647,-1.9261901,-0.18730065,1.9496746,-1.8546889,-0.14095968,-3.2121086,-0.94152975,-0.4165357,-0.046449125,-2.8304765,-3.547174,1.9353945,1.886782,3.3426328,0.081890725,1.1312258,-2.5076022,-1.1379809,0.62773293,1.8760027,-3.707975,0.062903546,-2.0839732,-3.7801955,-4.050789,-1.7115773,3.1080658,7.5987186
NCI-H2291,3.737403,1.1617345,-0.9714539,-1.6891497,4.394964,-1.2875707,3.284541,-0.45658022,2.4986157,-1.5350366,-2.207734,0.7855728,1.1216964,1.9585857,2.8923335,1.9524677,-0.28723738,0.5036151,3.5665576,0.1890116,-0.08972437,-1.0399165,-0.16660507,-0.9703556,-0.6743874,-0.124071196,-0.9078206,3.5493364,0.11555362,1.8915381,-1.410237,-0.9655099,-1.4194659,-2.4419687,0.17911719,-2.232488,-3.4948258,-0.6778837,-0.9833567,-1.4344195,4.4313993,-1.9540263,0.93097264,-1.2947607,0.83965147,1.7310886,-2.4863443,-0.5062326,-4.9619646,0.5383822,0.9226945,0.8450339,1.7141286,1.3393314,-1.0387939,-2.7588623,3.6672266,-3.24109,-3.1126697,-0.36562485,-0.92633325,1.4128073,-1.4957567,1.3038313,1.026167,0.6763024,3.115254,-1.9171022,-1.0811428,1.6582607,2.65489,-0.105209045,1.5158197,0.7266679,-4.3260365,-0.10500024,-1.781624,-1.2483698,-0.70454586,0.53842115,-0.40747088,1.9465525,1.3448416,-2.3312123,1.0168844,-1.4976933,-2.2513752,-1.0390255,2.2857056,1.0562654,-0.87821704,-4.018725,0.56179637,-1.9479685,0.93097574,0.16608427,-1.6070428,-2.3379714,0.38054097,-1.6167729,-0.82587945,1.6942818,-2.749533,-0.93112904,2.8501465
RCH-ACV,0.14067285,-4.7180586,3.1362636,-0.30897093,-0.98708236,1.7824723,0.51373196,-0.9238055,0.52188647,-2.306119,-1.388488,-2.4181333,3.668005,-0.47854713,-2.7502465,-1.8734034,-0.6892002,3.7303421,-0.8593621,2.2587166,2.4813879,-0.12808007,1.0456599,2.4415488,-1.7270026,0.4983933,2.0527456,1.0248694,-1.2767084,-1.1313235,-1.9347986,-0.9894571,3.3598135,1.0389103,2.051773,0.26516455,-0.5634892,-1.8096993,0.5615052,-0.90555704,0.50558335,-1.4355103,-1.3417464,1.81889,0.75937825,-2.9183218,0.2312526,-2.4598923,1.6262633,-2.1719737,-2.235349,0.054025367,-1.5973983,4.720296,1.070917,2.035715,-0.43492505,0.4084214,2.4151635,1.0685482,1.2665513,0.5796873,-1.0492404,-2.714033,0.3370373,-0.5513465,-1.5524418,1.8917145,0.7526481,-1.2039707,1.2062706,-2.8635695,-0.31762728,-3.8209653,2.9321177,0.1216141,-0.44265592,3.8702126,-1.3342392,0.5704786,0.6716032,0.91000324,1.824254,0.4435095,1.0506401,0.38716444,0.17555758,0.43923184,-1.6619653,-0.7148402,0.27815527,-1.6823494,-3.5420194,2.3821921,-4.4709177,1.5540649,2.4921398,1.9388196,3.2513742,0.4135095,0.21956012,0.38993436,-1.3094027,1.5352635,-1.1511536
143B,-3.1768928,0.40591443,0.7408593,0.5109612,-1.0597752,-1.0529487,-1.5997629,2.4304812,2.3052096,-1.2498915,0.16138169,-1.6164466,1.2077513,2.8121207,-3.034097,1.373303,-1.6754645,0.508534,0.91406393,-0.20724882,-1.4529388,0.40342656,2.1377542,-1.2291467,-3.7787979,-1.3449335,-0.98990643,0.9566106,-1.1006248,0.703034,-0.9495762,-1.2229903,-2.0670254,-1.4913005,-0.32136816,-2.0297656,0.46299246,1.3586354,0.48265728,-3.3227177,1.1562234,-1.2746022,3.6109996,-2.8140845,-0.1861745,-1.7101603,0.9889046,-0.52711743,2.5764205,-1.525292,-2.6256423,-1.8166752,2.2405307,-0.9198427,-1.9819391,0.64939314,1.1631051,0.04805052,-0.32833937,1.9285395,0.23059331,0.2933599,0.1525934,2.6592233,0.8163331,0.49777308,-1.2441442,-0.783897,-0.61629015,-2.1601925,-1.548753,0.9975747,0.5290194,-1.3953637,0.69837946,-1.7906747,-2.6138232,0.10242805,-2.3101795,1.4255883,-0.6048698,0.29566076,-2.0563397,0.723615,0.22565177,1.717357,-0.17510395,-3.247553,-0.04483861,0.90704685,0.2619695,-3.0738733,-0.81575674,2.651332,-0.7928308,0.22444163,2.9504461,0.49861243,2.1036043,-0.005719172,3.0119886,0.9385457,0.5075099,0.6677475,-1.0219773
SK-N-DZ,-2.6438744,2.5922658,2.1636198,-1.8638077,0.5657564,-3.1101336,-1.9279966,1.3226284,-4.3845973,-2.1716413,1.1994524,-1.2977891,3.0305474,0.1604121,-1.5597063,0.43907735,-0.4814861,2.5117135,-3.0002117,0.34210098,-1.0306265,-2.4921525,0.4763472,0.3205269,-0.36313376,-1.9592758,1.3134856,-1.8111783,0.17543013,-3.5889258,-2.7631793,-2.6586468,-1.7072453,0.23321594,-3.8395498,-0.812033,4.3320804,3.2320676,0.34909746,1.7205149,-5.9708486,5.390275,1.3187826,-1.8953443,1.5565459,-0.7614901,-0.9367875,1.5435882,2.3448157,-2.526809,-2.3324962,-1.8344226,0.2514246,-1.0215799,0.6088825,1.493379,-0.44606206,7.2654247,-0.79369974,-2.3899932,-0.112937525,-2.0508237,-2.2053392,-1.7346869,1.741662,0.9509928,-2.2305114,-0.7533872,-1.2572038,1.1349963,-0.33005276,2.1129568,0.18048756,0.6047561,3.5984533,-0.024641931,-1.4020423,1.8881011,2.4513242,3.3334904,-0.7218909,-4.513379,-2.3393312,0.48001203,0.6338783,1.2139682,0.5835773,4.490788,-0.21246856,1.7643586,-0.5160818,1.9005293,1.6054386,-1.6210519,-7.139059,2.902365,2.9889107,3.6784787,-1.2710769,1.0954142,2.3282075,0.2581604,4.5446124,2.0498102,-2.6942744
CHL-1,-1.2628708,-0.8340496,1.4396969,-3.2103825,3.2093992,-2.426802,0.8038222,3.1672757,0.38893542,-0.028415281,0.37430975,0.072814256,-1.0017734,1.3535899,1.2643985,-0.80013645,0.6344659,-1.7390622,1.403735,3.3562884,-3.3436737,1.0618912,0.7005966,-1.8063444,1.1203506,-1.7547168,-0.3190992,4.583399,1.6682332,-1.0017147,-1.4180133,-0.7558413,-4.7098064,-0.29677415,1.5738127,-2.9135761,3.0900426,0.8819057,3.0330424,1.9403766,1.5347087,4.5703044,0.1489923,2.1318243,1.3146516,-1.3520455,-0.27822718,2.559257,-3.2801158,0.4753898,0.7990505,-0.32088915,-0.39144012,1.8155553,0.4020511,0.9628324,-0.74516916,2.9767296,2.5170016,-2.6501148,-3.3161309,1.9164197,-3.9958432,-2.638917,-0.9577704,-1.7015209,1.6389208,1.7993737,0.2084016,-2.945559,0.74916935,-1.9640853,3.9925008,2.4972034,-3.2752676,2.3866587,-2.4428778,-1.0443249,-2.0538733,1.9227071,2.3388877,-1.2040598,-0.31572574,-1.5384104,-3.8149319,-1.3196177,-2.3546917,3.4741838,0.08099014,5.968108,-2.596781,-5.342479,-0.82873046,-5.7250404,1.9928176,1.1234856,0.54839325,0.016028699,-3.9873643,-0.2595108,-2.0625553,-1.4401609,-1.3730702,0.12591702,5.2883797
TM-31,-1.5518247,-1.0151995,1.1742057,-0.069055475,-0.9341657,-1.2149407,1.6150951,-1.2081219,-1.7751477,-0.07952812,0.8660693,0.5653521,0.4024012,2.2278538,-1.2314843,-4.9220796,3.2031918,0.24637264,3.2415168,0.21978715,-2.8826334,-3.4264019,-1.1015892,-1.7880931,-1.9216703,-1.9068114,-2.6867425,2.7797146,-0.20853616,-0.85688496,2.1891541,4.027402,1.8629019,1.0478601,-1.9736108,2.3184736,4.0306697,2.1372168,-2.3993833,4.473901,0.31506163,3.430277,0.32461458,3.3044229,-1.501864,-4.2067423,-0.8923095,1.8430021,-2.363757,2.1539207,0.14513668,0.6217749,-0.5630274,2.9842129,-1.4258081,3.8506386,1.6706048,-0.8891578,-2.9069123,-0.3728371,-1.2692645,-0.9126151,0.95013624,0.31599024,-3.022651,5.453563,0.9712202,1.4903266,0.59594876,1.9676695,-2.462969,-3.0970898,2.8989682,1.0707651,-0.05193256,2.6590128,3.2541301,-0.58206403,0.25810888,0.1838675,0.7519887,-1.2610253,1.2119362,-0.71332914,2.150324,0.71847993,1.9197072,2.0797298,0.042368688,2.7140787,-0.897674,1.2239138,3.642208,-2.0514078,3.1907747,2.0976086,4.423154,-2.8016896,-4.8111315,-3.9864187,-1.227048,2.2127407,4.312693,-1.7267601,-0.35466847
MOLT-4,-2.488229,-5.3297324,3.4211287,1.1673692,-2.3173418,-0.6615574,1.1879827,-0.7256673,-0.481785,-3.732331,-0.7056131,-3.317093,4.0770574,-1.3503798,-2.4364507,-2.7299478,-0.48901477,2.761359,-0.14977291,1.3132576,0.07783383,-2.600986,1.4002075,1.1085728,-1.9414002,0.015623301,4.1420918,-1.4116838,-2.9843526,0.8141105,2.1169267,-5.896029,1.1273447,1.4750257,0.41671756,-0.67472017,-2.1586182,-0.11240855,-1.774621,-0.6586231,-1.7999512,-0.8901212,1.4584172,-4.2350683,1.0081576,-2.8319533,-0.35786846,-1.9796209,5.051065,-4.215278,-0.8407789,0.63227654,-2.9194827,0.55307233,-0.9251163,3.3009794,-0.358581,-0.16697192,1.9307325,-3.2372465,1.7484884,-2.0123448,-2.515905,-2.0763266,1.1731746,1.7453854,-1.2996992,-2.3239431,1.6335399,-3.15742,0.07197781,3.155593,-1.6833311,-1.5111092,0.97132754,-0.1961007,-0.19946198,3.0627127,0.08978298,3.2369049,-4.9898286,1.3331287,-0.7489517,1.7656984,0.8467431,-2.0150352,3.307475,-1.27213,-2.7901754,-0.4400253,-3.3624797,3.3344703,-3.1007137,0.12093957,-3.0530593,0.43065882,-0.98104256,3.8704898,1.8932701,-0.96657944,2.2428656,-0.3648453,1.8982843,1.4114282,-2.481916
SUIT-2,-1.0492893,3.4593399,-1.0314953,-3.1462662,-2.8128784,-0.6253821,-0.13945699,3.3973238,-1.7369797,-1.3474022,0.17482619,-0.40306577,-1.0715894,0.83791924,-0.89730537,-2.1591272,-2.0091505,-3.8654044,0.5270916,1.4701636,-6.085432,-2.0563192,1.5801708,3.0782897,0.2609301,-2.9487743,0.6306133,-3.0020742,0.29990956,2.9962473,4.4554276,-0.75435716,-6.3827276,-1.0428343,-1.2567662,3.7586768,-3.6289496,2.460349,-0.5527154,1.5350707,3.5332355,2.4950788,2.3953118,2.0336986,-0.35506055,0.63144803,-1.7681925,-0.4252481,-1.6153674,0.8563806,-0.9304436,-2.304394,2.6636968,1.1567528,-3.5396173,-0.76948625,-1.2120106,-1.3295492,-2.277639,-0.6030578,0.28583562,-0.49426973,0.0060752966,2.4250872,-1.077712,2.232159,0.76192427,0.2770607,1.1859449,-0.20802626,0.060032126,0.25662017,4.313611,4.221058,-1.5814489,1.0919847,-1.1368135,-1.0318457,-0.4663043,-1.5096172,-1.0506163,-2.4086335,-2.9390242,-5.533945,-1.3897492,-0.55647457,1.8396837,0.22431579,1.1924824,1.4303061,-0.93810844,-0.6640843,1.3368173,-4.6633506,-1.446883,-1.4484793,-0.03062433,0.84016275,-3.8540773,-1.8876225,0.3673593,-1.8631904,1.2482735,-3.327584,-1.3606937
OCI-Ly3,2.4499462,-2.7941918,0.646872,0.5802058,-2.7866266,2.606537,-0.21264236,-0.40358204,-3.9617813,1.5623968,-0.75528014,-0.5420662,-1.8465036,1.768582,-4.4583545,1.8448323,-1.6288469,-0.9038478,0.05837877,-2.728291,0.38977277,0.57774335,1.6297548,1.0155147,1.7128453,0.20991667,1.4284718,-1.8167484,-0.10988253,2.6184404,4.0898843,-0.8756234,-1.8312452,2.6367,-0.71889424,-0.2609955,-2.6325903,-2.4798894,3.171911,-0.098828934,-0.6712309,-0.29556108,-2.8041406,0.48354578,-1.51166,-1.5654262,-0.351628,0.23026651,0.47748268,-2.8273778,-2.000105,-2.1733854,1.9299155,-0.85376126,1.271694,-0.5316948,0.20100291,0.008132458,-0.53969395,0.17412862,-1.0918903,0.50975287,0.45149913,-1.1702151,1.7221277,-1.9543356,-3.933816,-0.6710919,-0.41328627,-0.19109727,-0.4151345,-1.7629794,-2.8375177,-2.615486,-0.07582617,0.16236901,0.09288959,1.5569446,0.72726756,-1.0594213,-0.7788967,-1.8608247,2.3205583,-2.6875124,-2.030472,-0.030631453,1.7757149,-1.5351063,-0.3425452,-1.9264638,-0.19011898,0.58643484,-1.08655,-0.7048782,-0.4464749,-1.1407874,-0.4682183,1.2485765,2.384831,0.7570767,-0.79867685,0.11861035,-0.15777746,2.4005628,-2.0666895
NALM-1,-0.020413935,-4.383601,2.3582406,-0.057287022,-0.42720172,1.2229489,0.35629427,-1.2876931,0.34841102,-1.7039511,-0.35797566,-2.7722254,3.9643152,-1.7455001,-1.6908306,-0.6256001,-0.23877893,3.4134223,-1.5745214,3.255475,4.437747,-0.43961495,1.075424,2.4068375,-1.6076918,0.91119736,2.1538336,-0.14703391,-0.61775625,-1.0036604,-3.1480546,-0.5401821,2.4884753,1.317434,2.474255,0.4436621,-0.43563232,-2.3933978,0.63336664,-0.11481351,-0.69008297,-1.4226819,-1.1294743,0.3581144,-0.011451662,-1.2728751,-0.79501593,-2.8994625,0.2980529,-2.0291677,-1.43355,-0.6668121,-1.4481871,3.0354614,1.0529068,-0.036264047,-0.6936728,0.8213423,1.969123,1.5219989,1.6083429,0.7844038,-0.35900852,-2.53642,-0.18109164,-0.45124936,-1.0451034,1.8575438,2.2240925,-2.5459146,1.1501442,-2.1885352,-0.9337261,-3.21167,1.9223056,0.22617954,-0.8511725,4.0145726,-1.4044492,-0.05770284,0.016862243,1.9179184,1.0995339,0.88988805,1.8975066,-0.24488762,0.10127199,1.3440641,0.00032263994,-1.1916367,-0.8945802,-1.6142066,-2.3784513,2.1522157,-3.212504,2.7247071,1.703519,1.8183264,3.1035187,1.8191252,0.039409347,0.70665497,-1.5667315,2.0094228,-0.41971618
Capan-2,1.1803019,3.37162,-3.0291703,-1.4118822,2.9150465,-1.2569302,-0.6652805,-1.1615665,0.9879382,-0.8321622,-0.021107614,0.6629991,0.56333554,-2.7025256,1.9158206,-0.8119045,-0.33003852,-0.85581505,-2.312711,2.3716488,0.5317399,0.48974428,-1.3760455,-1.0701423,4.095466,-0.2432599,0.200335,0.45528936,0.6382878,-3.5792587,-0.22173995,-0.57429266,-0.91732514,-0.9838587,-4.3938675,-1.2493991,1.9823498,1.5778505,0.74919116,-1.5661844,-1.3203396,3.087439,1.4695578,-1.6214677,-1.5469874,0.1332464,-5.2508574,-0.105348825,-4.958916,3.180643,3.2304747,-2.2152643,-1.1340889,0.09592973,2.7801895,-3.105224,2.2812788,0.74777955,-1.3678266,0.5199768,-2.8867743,1.4392393,0.21617545,1.9508206,-1.5883878,-1.086562,1.8139199,-1.4704672,-1.5405434,-0.8945351,0.8975587,0.34969974,2.9828491,2.5838199,-1.0297121,-0.3350481,-0.8618814,1.9390522,1.3077351,-1.6426294,-0.57226783,1.3504559,-0.7587156,-0.29723713,0.15224417,-0.2961519,-1.2952067,2.2776902,0.47655353,0.27926898,-1.601414,-1.5867333,1.5982233,1.2604685,0.23045577,1.0789887,1.7041938,-2.1463687,0.20241034,1.8134009,-0.14237908,2.6495664,2.9930735,1.4629185,-1.3634982
RVH-421,0.44138056,0.19794622,1.782931,0.041794423,0.59895957,-0.48660797,-1.1253301,-0.34087288,0.18502814,1.4024081,-0.090841085,-0.10212078,-1.0526382,2.2737477,1.6567651,-0.8471308,-0.34772342,0.22299595,1.4594476,-0.86811244,1.4769276,-0.12516153,-0.50369525,0.31066355,2.6099846,0.7697727,0.40205178,-0.92814904,1.3151605,-2.8061733,1.9691676,2.9233444,0.48974445,2.2421446,-1.8024915,-2.0914125,2.9761915,0.9849858,2.675116,-0.58500504,0.65506685,-1.1689339,-4.1331735,1.7732365,-0.44933704,1.3666552,1.8723782,0.2785585,-0.17667736,0.8510906,-1.0660138,-1.7980174,-0.9975033,0.9785897,0.8282298,0.3073839,0.07982382,2.1326356,1.3630942,3.168458,-1.3547455,-0.9368586,0.22685346,1.5517474,-0.4071464,-1.705541,-2.8023312,-0.79575133,-1.0836384,-1.997638,0.36215463,1.3620626,0.013087645,-0.28317612,0.4126303,1.0543433,0.22622037,-0.1361844,-0.4611375,-0.6072374,0.44429016,-1.03828,0.5405915,-0.040546253,-1.5668244,1.4107926,-0.081238866,-0.34944034,0.38868323,-1.5063233,1.0716262,0.5076169,-1.9770609,3.1819236,3.245154,-2.6046228,0.65914917,-1.484319,-0.17000964,2.284646,-0.730477,-0.51213473,0.5339562,1.2426832,-0.7982577
