,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
Caov-4,0.6577993,0.16483402,0.67189384,-1.5784678,1.1582825,0.18289477,-2.8543854,2.9108098,-0.17143066,1.3193636,-1.3647032,-2.3837218,0.4465236,-1.0922736,0.020691004,1.3619733,-0.565039,-0.45438418,2.1261191,-1.3718796,2.4983568,-2.348434,1.9974495,-0.8280246,-1.0011628,0.47349304,0.32266137,0.82103634,2.298617,-1.3394197,0.31142017,1.6540171,0.78867775,0.38035843,0.88223314,0.117030255,-0.017913707,0.90023786,-1.610562,0.5169797,0.9235257,1.0293052,1.8384556,-0.054576967,1.3162248,2.0631413,0.83573216,-2.13042,1.1428051,-2.4915063,-1.8655629,-0.85719496,-2.2774057,0.5438108,2.7550824,1.4751606,-0.26702064,0.84720457,-1.92641,1.214824,1.770136,-0.447857,0.20770133,0.6007999,-0.8933157,1.1921427,-2.9389434,-0.036720358,-1.3070351,-1.4580342,0.04767138,1.5692625,2.0997865,0.058800038,0.3328435,-2.4148867,-0.2212382,-2.0790567,-3.4442983,-3.5441427,-0.7566575,-3.2721012,2.4797544,-0.81148875,-1.3844421,0.03302379,-0.9065085,0.64879245,1.1373268,-3.4631114,0.6300576,-3.8415973,2.167693,4.1274505,1.7002519,-0.5479284,0.21627995,1.4046191,0.124368876,-1.1982244,0.20347369,0.6481181,0.4845321,-3.424913,-0.74709773
SK-N-MC,-6.2185245,-7.1926904,2.829144,-5.0405927,4.88487,8.970683,10.869295,5.088428,8.2302265,7.5035505,4.1394796,4.379756,-3.707574,9.841287,-3.166881,-4.2183347,3.5333502,7.1462526,-4.4696765,0.7826256,1.751389,11.253194,-2.5378745,7.4681377,0.44249567,-1.5263706,5.4493313,4.673471,-0.35860354,4.260641,1.8411826,-8.912195,-3.2563965,3.806671,-4.714821,-9.145495,0.22222763,-4.3273797,8.07076,-4.594431,3.2591727,-7.779504,-2.7191346,4.3368683,-6.091333,-10.771963,1.7687935,3.4796076,-0.11746162,7.2609453,1.0133891,-8.537608,2.1799214,2.1674228,-18.296103,6.0463667,8.409028,1.5321286,13.542556,-15.482155,-6.2787256,1.8848537,0.27274877,0.78806067,10.527542,-9.806646,8.427772,-4.3907094,7.768215,3.1764998,-2.3700511,-10.988797,-7.025492,-5.82625,9.600878,-2.056578,6.012219,14.079487,10.631101,15.536466,-2.6896107,13.646975,2.8524747,5.4917316,5.7812,7.894589,-8.021027,-6.620314,5.906024,11.543454,-2.4829965,11.313213,-10.159407,-7.006747,-0.21498437,-0.05946699,7.1696773,-11.239016,-2.0013993,5.16026,3.518253,3.4021347,0.24075654,5.258159,0.891912
BDCM,-7.133578,-7.74952,4.8392687,-4.556501,5.6982255,7.413556,8.697083,6.116298,6.8176894,8.655008,4.681566,3.3471293,-2.2026083,9.995334,-2.29751,-3.9386785,3.2692702,5.15542,-2.88202,-1.891629,3.2583048,10.042275,-0.506883,7.51936,-0.2594579,-2.6448743,4.3943233,3.2732794,1.3674327,4.522001,0.49678737,-7.980715,-2.1946735,4.507869,-4.3665223,-10.587701,0.63503027,-5.1677322,7.8318095,-4.7745795,3.072992,-4.855482,-1.7051967,5.087851,-5.132755,-9.927712,1.4807384,2.65954,-0.9474759,4.281558,1.0703332,-8.912385,1.5796467,3.314852,-16.50949,7.5272417,8.750274,1.426784,11.273495,-14.457881,-4.1457944,-0.30202824,1.2442957,0.50839293,8.65963,-9.785931,7.317789,-3.463342,7.755379,4.4196873,-2.6171749,-8.972319,-7.267012,-5.601921,9.278638,-3.1138773,4.659703,11.286712,7.970944,12.93199,-2.4029188,11.014106,4.5838957,6.416059,5.3123894,8.261059,-7.2901835,-5.6585965,5.2691817,10.740239,-0.75371116,9.563816,-7.566087,-6.3618903,-0.49481815,0.9099195,6.8015404,-9.922371,-3.231808,3.4106503,2.8652313,4.090458,0.34221485,2.6731272,-0.50403184
RD-ES,-0.15881544,0.2929981,1.9208763,-1.1396492,3.222534,-0.24166745,-3.6172268,5.144898,-2.01259,1.2541219,-3.2129667,-3.463646,-1.6369095,-1.8357989,-0.32876304,1.4344642,0.72347766,0.008469742,4.3254094,-4.0373363,4.846774,-3.7419677,1.6489232,-1.2352265,-1.3047336,-1.3394238,-1.8274121,-0.84624875,3.0015543,-2.1189923,-0.9093037,1.7154082,2.0127842,-1.721533,0.9936843,-1.0509871,-0.14803079,3.2141511,-2.5251749,-0.8573622,3.0180068,0.8971434,3.184305,1.6016625,0.18106751,2.5404088,2.0002668,-3.4256032,0.7795554,-3.3921208,-1.6751261,-1.7273208,-3.721273,0.39417183,2.9454494,0.5524356,0.59443784,0.424564,-1.6147821,0.24453714,2.8611019,-1.5360949,-0.38874578,-0.76572174,-0.41822264,1.6517636,-3.5041003,1.4204174,-3.7764852,-2.5089333,0.3384996,2.9538305,2.9372628,0.48331872,0.038904518,-4.0118103,-0.101678014,-3.0538938,-4.9676075,-4.6149364,0.24221827,-2.949693,3.9643042,-1.211508,-1.7277073,-0.15016231,0.73067015,0.22174974,2.338233,-5.4009376,1.0047636,-4.8793254,1.9360331,5.2198095,4.177766,-1.9185823,2.2777674,2.5862665,-0.15510803,-0.6155712,-2.493799,0.6728073,0.59702706,-3.1555274,-0.5570085
HCC1143,0.108980246,1.0547101,3.5465734,-4.287317,5.7562733,-0.99666095,-9.955998,11.611401,-2.1252182,5.6678476,-6.0924735,-7.3641033,-0.19964448,-2.6516716,-0.39869317,3.9983811,0.45224386,-0.45996043,7.8645744,-7.3254185,9.623779,-8.628331,6.286957,-2.1988013,-3.9817324,-0.7923695,-1.5977805,0.9133634,8.220476,-4.2893867,-1.0419208,3.9795358,3.9857218,0.40423506,2.4126196,-1.9452807,0.81051886,5.162474,-4.7841215,-0.63908917,4.7139134,3.4844623,6.9771934,2.0413485,1.8031566,6.1476755,3.6873324,-6.177208,3.3988593,-8.2811365,-5.262426,-3.531784,-7.711347,1.7857547,8.195731,4.504032,0.09647247,1.3982234,-5.5064225,1.8749706,6.544399,-3.067329,1.2748483,-0.5463554,-1.4011317,4.006503,-8.829052,1.2081385,-5.9641466,-5.1835365,-0.38869202,4.979376,6.100172,0.09488203,0.67934597,-8.819113,-0.9005461,-7.653513,-11.98614,-10.847648,-0.62680745,-9.232322,8.941152,-1.8838545,-3.6077106,0.4199336,-1.0502081,2.1208968,2.827958,-11.5506115,3.2061594,-11.676167,6.7774415,11.971794,7.3692455,-2.440802,2.6011684,4.6896186,-0.7457,-3.2040136,-2.192158,1.7367798,0.22423628,-8.582821,-1.7579811
BT-474,-4.2821374,-5.9323974,2.6056657,-4.2749376,3.0828977,7.989434,7.6741886,2.910399,6.907485,6.4827943,4.4705844,2.9402485,-1.1419628,7.7399597,-1.6801656,-2.6622066,1.4427178,3.9756236,-3.8115816,1.117093,0.94667363,8.67758,-1.6469394,5.55713,0.3924492,0.019512538,5.7376895,4.3292747,0.40877295,3.7863896,1.7625508,-6.2990847,-2.4911861,4.559551,-4.341642,-6.517184,0.20015645,-5.4690995,5.8046703,-2.7486265,1.2379966,-4.931217,-2.04761,2.1825135,-3.2164586,-8.025974,0.33125925,2.3837764,0.14892241,4.502267,-0.18954952,-5.8938518,1.7981386,3.1132028,-12.985096,6.361043,6.57824,2.0858734,9.361501,-11.080659,-3.99161,1.5262558,1.1696076,1.3312963,6.6768064,-7.263641,6.51999,-3.7711089,7.6247873,2.9916842,-1.376324,-7.8970456,-5.816836,-5.3868666,7.5065203,-1.0521206,3.9658706,10.191903,8.223275,10.786815,-2.8287745,8.726763,2.356948,5.3515334,4.397181,6.4408097,-7.3176823,-4.638679,3.6128757,9.991758,-1.9302855,9.038493,-5.4727035,-4.377837,-1.5122967,1.3882154,3.775939,-8.930285,-1.7130998,2.6748242,5.101514,3.1322165,0.08271842,2.1360312,0.29926574
HH [Human lymphoma],-6.665909,-7.201591,4.234712,-4.228604,5.3908906,6.8938775,8.615236,5.806832,6.4883037,7.90982,4.2367606,3.5236664,-2.3151,9.418581,-2.2531826,-3.8537266,3.2399266,5.2300496,-2.9539542,-1.5422499,2.8990672,9.605462,-0.7747661,6.9400253,-0.12356931,-2.5188732,4.0947123,3.19333,1.0955312,4.0659027,0.63786405,-7.767837,-2.2757778,4.1209416,-4.049746,-9.857705,0.48655194,-4.630953,7.44692,-4.541247,2.946486,-4.9752855,-1.6671673,4.823988,-5.180778,-9.488822,1.5200644,2.686706,-0.68265176,4.621796,1.0878562,-8.504819,1.5669572,2.8642218,-15.944845,6.6744466,8.062882,1.3070687,10.950945,-13.833002,-4.303914,-0.04680579,1.0311284,0.2115591,8.520087,-9.186431,7.0864244,-3.3473406,7.176591,4.0040503,-2.430276,-8.814248,-6.8592644,-5.230183,8.790891,-2.7464237,4.6622725,11.047595,7.870759,12.524511,-2.0950909,10.748093,4.141796,5.920528,4.9153476,7.689261,-6.948208,-5.5573196,5.0679064,10.029176,-0.98363954,9.267235,-7.642203,-6.2553673,-0.38485962,0.7123557,6.469704,-9.513698,-2.8146217,3.626953,2.565925,3.642582,0.20145722,3.0410533,-0.13736653
PE/CA-PJ41 (clone D2),-2.0989258,-3.110228,0.2797311,-3.9356904,1.127582,6.5282655,4.5052366,1.1421741,5.63529,4.9612265,3.198882,1.916572,0.48209113,4.7587566,-0.42057464,-1.4204437,-0.13034545,2.8790073,-3.8374326,2.46953,-0.75636613,5.745687,-0.8120081,3.4768906,0.15584943,1.7087463,5.4275427,4.727169,1.1729853,2.560733,2.3763714,-3.3312783,-1.4962248,4.5642886,-2.5405934,-2.4127529,0.3465368,-4.639841,3.5112658,-0.5918458,-0.22247636,-3.9936643,-1.536211,0.012814838,-1.1121854,-4.6571207,0.10858314,1.6647123,1.5849402,2.826006,-1.4639798,-3.0404792,1.947935,2.529041,-6.964133,4.973336,3.0115952,1.5806736,4.8677382,-5.958803,-2.4479618,1.6547724,1.7001637,1.8033887,3.6778507,-4.1103306,3.677707,-3.4641993,6.1195416,1.2843417,-0.7920436,-5.891675,-3.2374144,-3.5701902,4.537759,-0.5608657,2.9532063,6.37717,5.042058,6.3705263,-2.6068988,4.695601,0.8350454,3.0238068,3.039159,3.7749317,-6.1697206,-2.766788,1.4566895,7.0693717,-1.571491,5.352499,-2.4063213,-1.5338922,-2.0577958,0.83852047,0.6477989,-6.1382604,-0.46919712,1.0701334,5.027645,1.8486595,-0.6657416,0.5006043,0.023957409
TE-4,-2.8177,-5.1458426,1.3042071,-5.1686077,1.8551731,8.933076,6.397436,1.6051303,7.0724735,6.2111955,4.7013884,2.9405591,0.038831726,7.0286956,-0.8373917,-1.8287808,0.107190445,3.4001231,-4.912914,2.9589994,-0.7722965,7.9969287,-1.2104067,4.7428803,0.45171776,2.0109463,7.064713,5.5133905,1.2154623,3.4226928,2.732101,-4.827493,-2.062408,5.9772377,-4.1613436,-4.0193586,0.020520024,-6.4957433,4.7487326,-1.2333179,-0.057197012,-4.8084164,-2.5271149,0.77454895,-1.8961211,-6.506235,-0.098231785,1.9252403,1.4418312,3.9834867,-1.6802518,-4.4183674,1.8499233,3.2770667,-10.226196,6.7519507,5.179066,2.1602755,7.363471,-9.011449,-3.4910245,2.163315,2.0916955,2.1284246,4.970179,-6.022234,5.4090943,-4.3317304,8.099446,2.3057065,-0.86971724,-7.5111876,-4.754886,-5.147748,6.537537,-0.86681813,3.915567,8.858358,7.4823256,9.103217,-3.164719,6.531423,1.2258655,4.582651,4.0356145,5.237022,-8.366391,-4.1761055,2.2357554,9.793955,-2.0653174,7.5649576,-3.2468894,-2.446313,-2.241488,1.799291,1.3338405,-8.226109,-0.7686972,2.0417619,6.775191,2.665255,-0.68431705,0.7532489,0.24524283
KMRC-3,-1.8926796,-4.1216807,0.26203245,-5.255911,1.7460414,8.796334,6.671208,1.1317339,5.8300047,3.760509,3.201891,3.6561453,-1.9812433,5.5980115,-0.9374826,-2.2671719,0.6195789,5.196963,-5.453939,3.670122,-1.7559022,7.214194,-1.2533854,3.7550294,1.2603103,1.9900321,5.9623146,5.1378407,0.68403614,1.768626,3.644377,-4.4094057,-1.5904385,4.2080445,-3.7157843,-1.8199518,-0.63136727,-4.53723,3.6570218,-1.0378631,0.6073758,-6.379235,-2.9707012,1.3771367,-2.9321113,-4.917511,0.9996527,0.90855986,2.320379,5.0755725,-1.1314068,-3.6838253,1.5615119,0.8886204,-9.359258,3.8194175,3.8767357,0.8172069,7.1445756,-7.758782,-4.1202197,3.2268038,0.91266733,1.7844136,4.960044,-4.889253,4.6743617,-3.716521,5.589383,0.6256763,-0.52235067,-7.619751,-2.7207303,-3.0695724,4.764702,-1.5182604,5.083122,8.297891,7.251076,9.068305,-2.3604436,7.262496,-0.07837498,1.8666673,3.1831331,3.3137646,-7.742426,-4.7101555,2.38835,8.281611,-2.5761087,6.737216,-4.2646413,-1.9744396,-0.99267274,0.1624097,1.3294864,-6.538902,0.7424732,3.640531,4.706165,0.70160174,-1.3546821,2.5694757,1.2874306
Mono-Mac-1,-0.989782,-0.1238935,1.4823049,-1.1220974,1.5847445,0.13965768,-2.681678,4.3472767,0.20607385,3.7446108,-0.90361184,-2.7118254,0.9923378,0.3299147,0.3835415,1.5872687,-0.24665497,-0.9943534,2.127857,-2.3716843,3.2354555,-1.6027503,1.4187937,0.385179,-2.1928394,0.3894048,0.015094794,0.7506045,3.490311,-0.21267718,-0.7170401,0.991341,1.2544355,1.9509009,0.69958067,-1.739514,0.7523484,-0.16508442,-0.692778,-0.33005565,1.3185114,1.6066821,1.662699,0.67412966,1.4552562,0.73645693,0.44883505,-0.6032382,0.78027004,-2.9894748,-2.5882027,-1.5556046,-2.0832927,2.4997702,1.5186021,3.5350056,0.0912624,1.2678211,-2.0843847,-0.7588259,2.0304203,-1.8477564,2.5233479,-0.2252458,-0.09963036,0.21042226,-2.1397948,-0.10615119,0.35533467,-0.7205927,-0.16300112,0.6787569,0.562166,-1.1954992,2.1321583,-2.4014277,-0.98749286,-1.9986424,-3.0891025,-2.85765,-0.40893337,-3.4162405,3.6700714,1.4283811,0.0094455555,1.5951297,-1.1680377,0.30323234,0.5292989,-1.9451134,0.8976426,-3.313547,2.2998145,3.387868,1.4837146,-0.025374252,0.85359216,-0.059133824,-1.073658,-1.8817403,0.9974247,1.8835405,0.14875886,-3.7934647,-1.3388579
Karpas-620,-6.081452,-6.1476007,4.190671,-2.941655,4.7032166,5.0080066,6.8024654,5.3095565,5.146559,6.9433103,3.5226672,2.4652293,-1.5771636,7.9634113,-1.9114718,-3.210593,2.7859282,3.7769349,-1.5598614,-2.3897407,3.3470025,7.5977497,-0.4839407,6.0511813,-0.45088515,-2.9042914,2.7150338,1.9802346,1.0892936,3.674427,-0.058659397,-6.38171,-1.8025621,3.1674192,-3.1355805,-9.077925,0.7104995,-3.6358979,6.4786577,-4.096595,2.6989114,-3.2124846,-0.84292245,4.1815405,-3.9500742,-8.098179,1.1880913,2.3005188,-1.3920182,3.2376273,1.2232764,-7.358558,1.3178759,2.7952664,-13.351501,5.9103017,6.9517217,1.2363801,8.806625,-11.4457655,-3.1478152,-0.8926251,0.85627943,0.040662963,7.0554857,-7.906939,5.729051,-2.4879265,5.917098,3.7799702,-2.2601743,-6.817647,-5.9816985,-4.512539,7.2726603,-2.538766,3.2754788,8.851913,5.795934,9.86774,-1.7392557,8.653421,4.289441,5.3881435,4.0414705,6.802736,-5.04447,-4.194223,4.3805394,8.018785,-0.5952357,7.5861306,-6.2382445,-5.341958,-0.5437543,0.72922087,5.945578,-7.7525816,-3.0645332,2.3858225,1.8045278,3.6409883,0.5874649,1.9285216,-0.5057603
KYSE-70,0.5166003,-0.35572815,-0.90329075,-1.6556214,-0.507854,2.0155013,0.12139396,0.37548056,1.8749174,1.7480986,0.8059265,0.1731177,1.1255496,0.9770492,0.37344104,0.64261127,-0.90058464,0.06374845,-1.4636432,1.6515249,-0.7003183,0.9753294,-0.13600926,0.56088835,-0.47132024,1.6146963,2.0554671,2.0930543,1.0884068,0.60917157,1.1383922,0.35540664,-0.01684441,2.4482844,-0.29289013,0.42799917,0.0033644363,-1.6834818,0.4829442,0.72474045,-0.76281637,-0.4782245,-0.6727316,-0.9375223,0.874891,-0.53883266,-0.46562833,0.42048794,1.0233914,0.34805793,-2.0870585,-0.19177055,0.16323963,1.3634951,-0.2956749,2.220979,-0.076674506,1.0970358,-0.28090933,-0.66385967,-0.2696598,0.3878707,1.6482215,1.0384227,0.09015333,-0.40989628,0.021539915,-1.6663209,2.2549632,0.06175918,0.15289041,-1.4657872,-0.20288259,-1.493926,1.2345449,-0.19053818,0.27748317,0.9117823,0.57714486,0.33522272,-0.99365664,-0.624909,0.05566383,0.83776,0.3769839,0.7267476,-2.2814715,-0.47991124,-0.26726362,1.2933457,-0.68395185,-0.04054742,0.83193123,0.9170379,-1.0006094,0.6251146,-0.74925166,-1.5978408,0.14918157,-0.35208324,2.4506412,1.04081,-0.42105833,-1.355433,-0.24685791
CAL-33,-2.6389496,-4.6352053,0.5861757,-5.6096935,1.7352235,9.4572115,5.8629136,1.7736452,7.4384017,6.806538,4.5616097,2.780632,0.45401436,6.903436,-0.46487612,-1.6213199,-0.37100056,3.5876298,-5.509677,3.4360871,-1.2064941,7.715831,-0.82109714,4.82526,0.32823998,2.6881263,7.679367,6.294522,2.0396352,3.4883404,3.3881721,-4.360829,-1.5617034,6.5985,-3.968309,-3.342402,0.1954999,-6.764309,4.5671463,-0.7417547,-0.31510055,-5.179113,-2.6460798,0.22299144,-1.6217409,-6.1144495,-0.0054072663,1.915428,2.2411675,3.5962899,-2.7007594,-4.193963,1.9810851,3.56368,-9.402732,7.3396387,4.7010703,2.2379816,6.4570804,-8.50966,-3.2152295,2.2284615,2.6838918,2.5542939,4.5365634,-5.816995,4.8785696,-4.638735,8.502348,1.78541,-0.8368523,-7.894757,-4.396441,-5.1179953,6.3033147,-1.1487293,4.1239386,8.39159,7.049709,8.570132,-3.4584432,5.92457,1.1943295,4.344171,4.015002,5.104281,-8.984102,-4.099679,1.6900908,9.860635,-2.071538,7.1085515,-2.5291386,-1.8606948,-2.537407,1.5694895,0.8084245,-8.289974,-0.49262336,1.6195222,7.4377637,2.6898634,-1.1707174,0.05279538,0.110714085
NCI-H358,0.056531228,0.692417,2.9353104,-3.9188454,4.7831764,-0.5949687,-8.421484,9.73621,-1.6269277,5.0448103,-4.711596,-6.154151,-0.003033772,-1.7877369,-0.12859432,3.5090818,0.3209027,-0.5345388,6.008371,-5.9416156,7.76935,-6.8297215,5.3542056,-1.7058629,-3.4757848,-0.39493334,-0.94097656,1.0245086,7.0670033,-3.4597332,-0.9376888,3.2612119,3.502334,0.98061025,1.8032178,-1.6482664,0.6889788,3.8682115,-3.7971656,-0.56586856,3.904054,3.1311321,5.7159123,1.5453081,1.578647,4.9971356,3.084519,-4.934946,2.9492474,-6.8902054,-4.8158884,-3.0191386,-6.4423757,1.8850319,6.7665915,4.396935,0.120223165,1.3044932,-4.7724104,1.3925078,5.506043,-2.6081643,1.6367105,-0.2789352,-1.2025975,3.1568258,-7.2843184,0.6214639,-4.367868,-4.122503,-0.43191493,4.019668,4.8399906,-0.28465295,0.93711853,-7.3271112,-0.7240898,-6.2978287,-9.963539,-8.937911,-0.52129924,-7.9042535,7.322796,-1.0987164,-2.8529682,0.73347676,-1.2652915,1.5311133,2.128067,-9.288856,2.8123472,-9.776976,5.924213,10.131858,6.169798,-1.7294118,1.9475851,3.7985415,-0.7399738,-2.8035836,-1.5128086,1.737374,-0.10536781,-7.373217,-1.5864824
TE-14,0.21279874,-0.24768311,-0.17082107,-1.4983459,-0.34977114,1.9880576,-0.77405566,0.65383786,2.3266459,3.292026,1.1382027,-1.0897249,2.341135,0.806538,0.20510261,1.3965437,-1.3381476,-1.2344687,-0.6638662,1.0805348,0.011708504,0.7363723,-0.15695505,0.9363727,-1.0411354,1.9418617,2.3981466,2.1744616,1.5580776,0.9504095,0.4168848,0.4123754,0.07794544,2.9778244,0.024370287,-0.7122374,0.455522,-2.07203,0.39030454,0.64153653,-1.2696146,0.6240651,-0.010106717,-1.3662875,1.9709613,-0.91875756,-1.0983502,1.0688932,0.80834883,-0.44110596,-2.3642457,-0.04055858,-0.18663003,2.9594777,0.059401993,3.5637238,0.17992066,1.8678336,-0.6347925,-0.9618463,0.5489627,-0.35225344,2.5092278,1.016936,0.20362847,-0.06413761,0.04597951,-2.0810113,2.8845115,0.7281268,0.11991673,-1.139311,-0.8420687,-2.3096538,1.9708091,0.3799325,-0.8710971,0.3126017,0.08595507,-0.4582119,-1.4378818,-1.8089799,0.7234206,2.0312274,0.64733064,1.5099508,-2.1154406,0.0167506,-0.5620088,1.1943059,-0.2974592,-0.14997496,1.8931206,1.5173452,-1.0827397,1.1967441,-0.781333,-2.1159086,-0.6750205,-1.3981205,2.9565418,1.9074419,0.0032858686,-2.4985046,-0.8782096
SK-MEL-24,-2.442779,-3.0106275,-0.31862566,-3.7014492,2.1172311,6.003902,7.393877,2.3233361,5.4345355,2.8013647,1.2648499,3.1121635,-3.106124,4.722787,-2.5779305,-2.8056643,1.7719461,6.9802294,-3.6696885,2.0443544,-0.3292122,6.347427,-1.8671638,4.04737,0.32124898,-0.4111384,3.4114285,4.1606073,-0.47318,1.5236923,2.4149256,-4.777607,-1.9351099,1.479134,-2.3161688,-3.1127977,0.1578627,-1.0930631,4.5852365,-1.6251334,2.498263,-7.09388,-2.0077515,2.1228454,-3.8839827,-5.5822363,1.8614953,1.7288508,1.5305022,6.0734987,0.38945654,-4.3475127,1.7353863,-0.25762177,-10.460818,1.55297,3.3794837,0.40031826,7.959232,-8.42054,-5.229112,2.8146772,-0.70913196,1.04202,7.444902,-5.0862846,4.443356,-2.806405,3.124334,-0.2737219,-1.5909845,-8.231786,-2.3421345,-2.1906729,4.4150753,-2.0732784,4.7678905,9.156515,6.3973,9.483748,-1.6688532,9.144045,0.48143312,0.62161106,2.3387835,3.3963451,-4.7709036,-4.245256,4.280477,6.0705676,-2.9014635,6.109696,-7.1570883,-3.0954106,0.34897172,-1.8027419,4.6142,-5.9431815,0.22397538,4.1744866,1.6655731,0.85077345,-0.2528964,4.3874087,1.3341184
HEL,-1.0857451,0.031741172,3.2765894,-1.7444965,4.492444,-0.94567525,-5.209546,7.3267093,-2.5522094,2.747195,-3.5912468,-4.231216,-1.7550653,-1.367136,-0.3407941,1.8983182,1.3374101,-0.025624368,5.361938,-5.8198757,6.5928907,-4.7256145,3.8277304,-1.3517091,-2.108585,-1.8774269,-2.2676203,-1.0017664,4.2692504,-2.73568,-1.3545983,1.6109432,2.517147,-1.3875887,0.8711315,-1.9907331,-0.056484856,3.3625338,-2.8550007,-1.3755481,3.9824185,1.9180088,4.416407,2.672709,0.098979056,3.3998404,3.1145406,-3.9122565,1.0862195,-5.4185867,-2.0388007,-3.0580235,-4.877614,0.6661262,3.7333312,1.8829209,0.86264575,0.16418172,-2.48294,0.25836608,3.6905966,-2.218141,-0.025550507,-1.1979479,-0.39271143,1.7067033,-4.72402,1.8964338,-4.3493643,-2.8373542,-0.3426444,3.7259815,3.1515596,1.1920912,0.4806169,-5.50621,-0.0883807,-4.4270773,-6.6716595,-5.749932,0.31270468,-4.34714,5.9313545,-1.1713381,-1.8909098,0.47936264,0.13228253,0.27778187,2.4852118,-6.9753537,2.2519157,-6.624042,2.7062454,6.5096307,5.685985,-1.8333532,2.6472087,3.2368443,-0.5572503,-1.1165358,-3.187693,0.299395,0.36556074,-4.592125,-1.0329409
BT-20,0.15727714,-0.045105316,0.37247884,-1.1051869,0.12291856,1.0563186,-1.1123334,0.943317,0.8966285,1.4814793,-0.09935841,-1.3526269,1.3024198,-0.15586643,0.11813134,0.99981797,-1.0152937,-0.63533396,0.8975311,-0.3568107,0.92376703,-0.7323264,0.76208687,0.072071,-0.6497204,0.68683904,1.0865113,0.8803494,1.1688066,0.017816413,0.40325686,0.95194936,0.18953258,1.1617626,0.46305114,-0.31488785,0.1950911,-0.60102123,-0.33712214,0.66350394,-0.16686428,0.7640202,0.7277096,-0.7328152,1.5215439,0.2392398,0.015114002,-0.60374796,0.5274984,-1.1874233,-1.2632513,-0.08548279,-0.80939716,1.3498656,1.0143276,1.5688075,0.16571406,1.0887352,-0.76132584,0.39992103,0.90712774,-0.22155425,0.7968312,0.7058238,-0.37320116,0.3545639,-1.1296225,-0.53343034,0.37396535,-0.37708974,-0.13783167,0.3792926,0.20293298,-0.7731328,0.54703754,-0.5473525,-0.32064593,-0.6428308,-1.1498773,-1.7683084,-0.9254402,-1.9668499,1.296439,0.26936066,-0.43447962,0.5547988,-0.9392103,0.25705174,0.40097788,-0.75159985,-0.112723395,-1.2102517,1.4461402,2.295369,0.12153994,0.23241064,-0.30309075,-0.2871961,-0.14629394,-1.1528475,1.2343174,0.9569359,0.19683586,-2.2639563,-0.75488937
YAPC,-0.32146,0.85901904,2.2448244,-2.8603323,4.104592,-1.0566711,-6.5626144,8.337549,-1.7862272,3.7382393,-4.3232026,-4.6284947,-0.56980693,-1.2184484,-0.104982,2.5390115,0.84066,0.036741365,4.6457944,-5.0908194,6.4205027,-5.7093863,4.6585894,-1.7140405,-2.5477793,-0.80810916,-1.4656177,0.28770554,5.7037544,-2.9727461,-0.5995677,2.306286,3.0814457,0.25565618,1.339565,-1.3016557,0.39503503,3.4901004,-3.15465,-0.97385854,3.3806944,2.089623,4.4739804,1.8389497,0.65556353,4.3657956,3.0141096,-4.124155,2.5576317,-5.540739,-3.7960627,-2.934576,-5.302653,0.8753702,4.974077,3.347737,-0.055989,0.51316714,-3.949286,1.1924012,4.381248,-2.026782,1.0262588,-0.61533207,-1.0513631,2.2778578,-6.042687,0.98527205,-3.8647673,-3.5173848,-0.052710876,3.019726,4.1024375,0.32439467,0.32180256,-6.1875334,-0.161676,-5.3853755,-8.118276,-6.889688,0.11881396,-5.8981214,6.1651325,-1.3383046,-2.2406797,0.15647942,-0.4590464,1.0101216,1.6408553,-7.8059335,2.4083745,-7.5429196,4.096063,7.4691186,4.7969933,-1.834065,1.9177382,3.5217433,-0.51695913,-2.0430183,-2.1217906,1.057645,-0.35614282,-5.4352674,-0.93447393
