,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
NCI-H1755,0.00744541,0.7705718,2.4229364,-2.5532026,4.4289646,-1.2801923,-5.279532,8.295151,-3.1032324,1.6304926,-5.3023014,-4.498689,-1.8756669,-2.719914,-0.832163,1.6711279,0.9528171,1.2907327,5.670761,-5.6756744,7.535048,-6.477534,4.528565,-2.294673,-1.706684,-1.5968903,-2.438078,-0.39231646,4.53206,-4.1331887,0.44973373,2.387024,2.4002256,-1.9042693,1.3867271,-0.54022664,0.10623621,4.702433,-3.6017966,-1.0620635,4.581067,1.0398936,4.893064,2.8011467,-0.3562342,4.9881735,3.598153,-5.8009715,2.345863,-5.467422,-2.2870533,-3.397951,-5.536914,-0.8172436,4.8373175,0.9344963,-0.43420693,-0.22177413,-3.4644203,2.1201503,3.57906,-1.3231487,-1.3405129,-0.60560054,-1.1186254,2.3123562,-6.478412,2.3620102,-5.982433,-4.640878,0.37709057,3.4999793,5.3208485,1.9366165,-1.1564453,-7.0319977,0.4159232,-5.0349636,-8.532869,-6.865068,0.115992755,-4.5841317,6.9275284,-3.2182033,-3.5062234,-1.082985,0.504585,0.8238844,3.3777668,-8.792146,1.6617947,-7.598638,2.3050084,7.4866624,5.1145577,-3.2814722,2.556979,4.39451,0.24493392,-1.4441304,-3.5427458,0.11977971,0.495468,-4.6822715,-0.56548524
L-428,-6.88435,-7.471135,4.1437087,-4.706038,5.692268,7.837262,9.4139805,5.8652143,6.927718,8.097125,4.3601623,3.8893585,-2.9218745,9.839871,-2.3768775,-4.1945024,3.5735424,5.9705434,-3.6765578,-1.1939542,2.7523742,10.269365,-1.0619552,7.245949,0.20581645,-2.4359405,4.471974,3.6030154,1.0883707,4.1133246,0.96425706,-8.482409,-2.3447156,4.239793,-4.4781203,-9.794426,0.4140224,-4.6484275,7.742288,-4.758261,3.105635,-5.8376136,-1.8481315,5.008393,-5.8067794,-9.92445,1.7889019,2.7274451,-0.35398108,5.279304,1.1091568,-8.852815,1.7100353,2.6260204,-16.820139,6.7974706,8.509068,1.2134976,11.956171,-14.667843,-4.7961097,0.38630918,0.8070605,0.24236602,9.128131,-9.564464,7.70495,-3.619109,7.435883,3.7013943,-2.3720782,-9.729857,-7.04532,-5.456448,9.20164,-2.8636067,5.4142985,12.044582,8.825623,13.573983,-2.2692692,11.855684,3.9235125,5.958572,5.2069283,7.8433175,-7.6798887,-6.1044817,5.2146454,10.668353,-1.2768657,10.172444,-8.337977,-6.6028924,-0.5010951,0.45737568,6.7506623,-10.084423,-2.577425,4.373561,2.7851052,3.473858,-0.045211658,3.7704637,0.26393747
OVTOKO,-0.10737761,0.33678487,3.2976313,-4.174144,5.3053164,-0.665392,-7.4215164,9.634449,-2.909997,3.3264477,-5.2826443,-5.2051554,-1.7481502,-1.9012947,-0.4601054,2.639685,1.1615766,0.367682,5.954148,-6.018211,8.152654,-6.742855,5.7479544,-2.4736197,-2.2134633,-1.1821593,-1.7908235,0.09430352,6.020576,-4.432539,-0.20990285,2.543472,3.2165914,-0.3613712,0.95268846,-0.8500554,-0.09084106,4.4889874,-4.3002915,-1.4508865,4.478371,1.9652085,5.4389834,2.8882637,-0.055188973,5.628216,3.8971367,-6.3031588,2.8834503,-6.4992704,-3.78246,-4.043019,-6.7946157,-0.11182766,6.2199793,2.9070404,0.5617994,0.15621482,-3.8150365,1.5958922,5.0678644,-1.7454741,-0.12710994,-0.7012816,-1.4972798,2.9301105,-7.3710175,1.7011964,-5.609004,-4.6967597,0.08079353,4.33908,5.7214,0.8978536,-0.098933,-7.8762674,0.67932737,-6.0814567,-9.551884,-8.061705,-0.030020503,-6.191988,7.31091,-2.638535,-3.1192112,-0.52271414,-0.92633677,0.92107373,2.8242068,-9.278758,2.8716164,-9.077611,4.4400363,9.398152,6.566851,-2.4986033,2.2854,4.676562,-0.022206929,-1.5829178,-2.9515612,0.3183052,-0.045932844,-5.9688873,-0.64966667
8505C,-0.8745788,0.48732606,-0.6058273,-0.40741473,0.8139909,0.8449547,1.7237061,1.5799205,1.1486009,0.50822306,-0.9803246,0.28501683,-0.8231834,0.289209,-0.39089558,-1.1629106,0.37689254,2.3937001,-0.72993284,0.2751564,0.31159204,0.4534187,0.3471727,0.29296535,0.10256436,0.19403441,0.5599014,1.5348947,1.0518135,-0.17862615,1.2214395,-0.8496125,-0.06010792,-0.0561814,0.5301903,-0.060120888,0.58085835,0.42666006,0.73690087,-0.118488714,1.1192739,-2.881332,-0.13446113,0.36513487,-1.2821065,-0.3993777,1.1943008,0.14734285,1.5780787,0.9688591,-0.28217784,-0.9615721,0.43837515,-0.51390135,-1.8408885,-0.08603324,-0.57872665,-0.5318083,0.99760884,-0.8208775,-0.8972891,0.807037,-0.10854257,-0.122794956,1.9094824,-0.40111852,0.21650779,-0.12811333,-0.21168175,-1.4435273,0.010434638,-2.327475,0.3342926,0.45089868,0.1477292,-1.0655229,1.3181612,1.5224571,0.535692,1.2686064,-0.29706407,2.0376904,0.8809143,-1.3612938,0.109439075,0.4140853,-0.8866217,-0.66579247,0.74520385,0.007134769,-0.97590256,0.92441106,-1.792029,0.0065731127,0.16466904,-1.5644195,0.76913065,-0.67589027,0.8179661,0.59616786,0.26870793,-0.21906446,-0.3940647,0.7255321,0.6365301
U-138MG,-3.0463924,-3.7545743,0.15715952,-4.9619827,2.9432971,8.376971,8.871582,2.5940323,5.727545,2.890216,2.0658998,4.68841,-4.518688,5.9084563,-2.2372577,-3.735446,2.6662133,8.378183,-5.591028,2.8164067,-1.1855128,7.723663,-1.9552268,4.384895,1.5948472,0.05743392,4.451245,4.7840433,-0.17930089,1.1897537,3.642122,-6.1222754,-1.8356497,2.2451808,-3.3319814,-2.8079362,-0.61404485,-2.092429,4.6941276,-2.5260499,2.452084,-8.726239,-2.9378004,3.2022283,-5.3226395,-6.036914,2.533496,1.5150726,2.4960043,7.242778,0.07477382,-5.284353,1.9712251,-0.9564445,-12.418161,2.0169432,4.097294,-0.26690826,9.4301405,-9.825275,-5.8264093,3.6808362,-0.5051255,0.7753477,7.8140497,-5.7585006,5.438063,-3.4141781,3.7657177,-0.18712279,-1.2812933,-9.672668,-2.4975462,-2.162279,5.008891,-2.326057,6.685654,10.3705845,8.112821,11.782015,-1.1955556,10.798257,-0.0033492278,0.46478808,3.183955,3.4148154,-6.830383,-6.0044217,4.0191207,7.8790293,-3.2472043,8.021233,-8.185194,-3.8992977,0.49500334,-1.9899172,4.1934032,-6.7625113,0.9111529,5.825615,1.8721937,-0.15384309,-1.3914343,5.8872504,2.1694415
DM-3,-1.9601686,-3.1977007,-0.35444233,-5.1285625,2.0356832,8.441587,7.8675756,1.3768276,5.085356,1.9936106,1.9990585,4.5232944,-3.9156637,4.806847,-1.8123168,-3.1244698,1.8017126,7.4787,-5.832367,3.4986315,-1.928232,6.787772,-1.6496407,3.4184418,1.9680192,1.0313549,4.7099247,4.802517,-0.17052835,0.56130964,4.1802006,-5.085127,-1.6359289,2.4804244,-3.2600906,-0.927558,-0.9772285,-2.4647799,3.4999583,-1.7941415,1.6004317,-8.124333,-2.9623234,2.495143,-4.3290267,-4.6123667,2.1400306,0.78490734,3.0268373,6.556759,-0.4777073,-4.1294775,1.6885699,-1.1371983,-10.087684,1.5987667,3.181244,-0.35098025,7.8337107,-7.718908,-5.20917,4.036333,-0.4820497,1.1503707,6.1587014,-4.6036882,4.4299083,-3.2337945,3.369173,-0.664055,-0.7286089,-8.57435,-1.470822,-1.5117389,3.7298481,-1.9506139,6.3553195,8.883952,7.2941766,10.102623,-1.1780558,9.030199,-0.61288315,-0.23569617,2.6224074,2.2663417,-6.756056,-5.583615,3.1768885,7.287328,-3.1790392,7.0218363,-6.7296643,-2.6754386,0.1375839,-1.7015849,2.428571,-5.650719,1.5251955,5.308304,2.3477685,-0.7527724,-1.6490433,5.0571566,2.1394205
COLO 741,-0.23821214,-0.57054317,1.8107923,-1.2190125,2.097134,0.736173,-0.7277124,2.350348,-1.2769691,0.14895436,-1.3704745,-1.3014406,-1.6510293,-1.1773849,-1.0861675,0.28850803,0.9323974,0.51673496,2.714036,-2.6843772,2.9367847,-1.6148851,0.5089561,-0.49163917,0.016323028,-1.7369249,-1.1844858,-0.7251162,1.2082021,-1.2689761,-0.54117996,0.3229767,1.3706268,-1.47513,0.17677723,-0.7969566,-0.5234372,2.3298576,-1.0886471,-0.7289951,1.9973607,0.49338973,2.1142223,1.479546,-0.35861707,0.8754528,1.711582,-2.3559415,0.29016998,-1.258469,-0.37978613,-1.4465497,-2.2335973,-0.10477236,0.97916317,-0.30960444,1.0295045,0.00056303944,0.11494083,-0.23110418,0.880368,-0.367417,-1.2846885,-0.8914381,0.6555843,0.83052033,-1.6218529,0.7953038,-3.0534585,-1.6334625,-0.36724487,1.1544776,1.9415718,0.3962675,-0.37918243,-2.3383446,0.77357715,-0.76968443,-1.8833586,-2.0441267,0.15137476,-0.6585114,2.2653687,-1.3785597,-1.4102799,0.067197405,0.37353,-0.73275536,2.2719467,-2.8759012,-0.27293804,-2.0341282,-0.027779141,3.5503392,3.2083693,-1.260401,1.8172164,1.7150037,0.22191587,0.8311591,-1.8199751,-0.052831482,0.63878196,-1.3252702,-0.010158561
SNU-C1,0.17705122,1.3715115,0.054843068,-1.2986448,2.0715168,-1.0565783,-4.8758545,5.951496,-0.37203318,3.159439,-3.1173267,-3.8052227,0.6007346,-1.2976813,0.27259994,2.5026662,-0.19746296,0.37383014,3.029011,-3.2487628,4.183367,-4.223027,2.4730144,-0.5818989,-2.7793045,-0.01794004,-0.8994764,0.8168733,4.5948625,-1.1111913,-0.40359646,2.5782292,2.8088236,0.85456,1.7234253,-0.5759853,0.7751712,2.4563775,-1.998732,-0.055877693,2.2703884,1.102634,2.803191,0.16230097,1.5309755,3.1422465,1.5889261,-1.9373804,2.1022925,-3.9571426,-4.176674,-1.3732998,-3.1803935,1.5355752,3.8947113,2.8864348,-1.0751033,1.2039106,-4.1260304,1.2403581,2.9728525,-1.9450918,1.9750386,0.0044147186,-0.6053781,1.7074493,-4.536991,0.37399438,-2.1517942,-2.7255282,0.19892307,1.3327565,2.927431,-0.24488498,0.31254834,-4.0817285,-0.71224105,-4.1758933,-6.188695,-5.4312825,-0.12868023,-5.14172,4.354392,-0.66562164,-1.7329792,0.5181346,-0.13755369,0.90432954,0.8904671,-5.5727143,1.1140026,-5.8438044,3.194531,5.3747015,2.6087756,-1.9329962,1.5713339,2.2439892,-0.40997675,-2.2285933,-0.71880716,1.7915362,-0.20805535,-4.9816203,-1.2214217
OAW28,-0.33239722,2.0764666,5.687516,-6.0150766,9.708977,-2.413265,-16.242617,19.324383,-4.2840776,8.555675,-10.225065,-11.861713,-1.4151187,-4.2796416,-0.29352045,6.144266,1.3516409,-0.68023896,12.613819,-12.333973,15.744667,-14.090651,10.101169,-3.9233387,-6.476719,-1.6463543,-3.4755466,0.7234882,13.229245,-6.9983945,-2.3231142,6.1709514,6.8165913,-0.046218038,3.8438714,-3.300854,1.111711,8.740122,-7.937314,-1.7248688,8.444987,5.407456,11.295483,3.8819351,2.1257055,10.292402,6.4783807,-10.111359,5.162361,-13.649383,-8.424221,-6.056907,-12.642602,2.2321856,12.927729,6.7913914,0.0026626252,1.5625775,-9.135811,2.7408183,10.773605,-5.341603,2.1030066,-1.1148347,-2.3365548,6.150838,-14.375465,2.8783107,-9.98931,-8.588679,-0.40216613,8.6391735,9.85589,0.7696282,1.0059813,-14.488832,-1.3116006,-12.753435,-19.62391,-17.296583,-0.2732932,-14.434536,14.367639,-3.194195,-5.68649,0.7124038,-0.8850868,3.1588356,4.5788426,-18.940865,5.6478357,-19.006145,10.51395,18.658033,12.550898,-4.4169354,4.729685,8.313519,-1.262964,-4.9559584,-4.631856,2.5436845,0.21737121,-13.338703,-2.6625156
SIG-M5,-6.5072985,-7.5951867,4.2297516,-4.9498954,4.868017,8.217264,8.371653,5.4180875,7.0786605,8.774962,5.0791306,3.2985992,-1.3455493,9.988066,-1.6404834,-3.3714726,2.5368476,4.4357038,-3.9326148,-0.5100319,2.0570743,10.024877,-0.71036685,6.9169307,-0.033724368,-1.1229641,5.648401,4.099809,1.943848,4.405231,1.0749849,-7.483531,-2.158469,5.887963,-4.5689707,-9.352063,0.4629597,-6.388151,7.3114614,-4.0077105,2.0440576,-4.7175426,-2.277063,4.1859183,-4.2809696,-9.555987,0.87805915,2.826504,-0.19606024,4.4006534,0.0049648248,-8.062204,1.7255467,3.729679,-15.496151,8.137326,8.096224,1.7125294,10.342298,-13.731847,-3.9835682,0.25067407,2.3710046,0.5760459,7.807759,-9.122055,7.269562,-3.9324293,8.630839,4.312348,-2.149409,-9.102896,-7.136739,-6.0987415,9.482567,-2.3120217,4.546874,10.996492,8.351704,12.461332,-2.4183822,9.571945,3.888591,6.7512345,5.434469,7.8795953,-8.331162,-5.6363955,4.0482306,11.163657,-1.0536226,9.325187,-6.3546495,-5.55065,-1.1867219,1.6323676,5.284224,-10.200283,-2.9404342,3.084267,4.5378203,4.0050325,-0.28577402,2.09893,-0.3904196
NCI-H2030,-0.56550294,-1.3622804,-0.28520823,-2.9088619,0.20753683,3.5088933,2.0184855,0.19958536,1.6097707,0.69554055,1.3565135,1.3803915,-0.29992175,1.9310095,-0.10734406,-0.5883594,-0.00086866505,1.8331053,-2.2577457,1.2375433,-0.61526304,2.007079,0.2825957,0.7161697,0.6320264,0.5685767,2.3271217,2.1344182,0.7794317,-0.011453595,2.4274833,-1.1733074,-0.390317,2.0017617,-1.3254473,0.8106387,-0.7023274,-1.9046465,0.69016343,-0.37905926,0.17393664,-1.8444669,-0.23888798,0.553118,-0.39910275,-0.736471,0.61538273,-0.70148337,1.2911994,1.411668,-0.84843206,-1.6271763,0.40963066,0.2210682,-1.9182941,1.4215282,0.4378055,0.3584598,1.3138455,-1.2752792,-1.5212791,1.3676326,-0.028910242,0.95806414,0.822795,-1.3309249,0.5515904,-1.5936673,1.5465449,-0.27280554,-0.14865968,-2.6536388,-0.2224108,-0.8162176,0.61786854,-1.159938,2.5550547,2.3072782,1.5646037,2.0467272,-0.85267365,1.2855332,0.43281054,-0.058852114,0.28293505,0.22419617,-3.0567002,-1.8051238,0.68737835,2.516325,-1.2852931,1.6796619,-0.72300386,0.60361785,-1.1022751,0.14679609,-0.51103145,-1.6331232,0.59079176,1.212827,1.6976551,0.2338862,-0.9211498,0.008625455,0.6311372
J82,-0.47136474,-0.6801121,-0.29041272,-2.560005,1.0762836,3.091484,1.7088166,0.8434897,-0.088530265,0.06864599,0.17541462,0.93161225,-1.9219873,0.39637575,-0.7844449,-0.10350813,0.7853669,2.5690787,-1.5811816,0.16737401,0.29739043,0.47145462,-0.2760379,0.46812782,1.0995879,-0.6184517,0.5366207,0.99667305,0.62373966,-0.99245375,2.4547038,-1.0696864,0.7377644,0.2377165,-1.3048195,1.0392408,-0.9428222,0.43747038,-0.40387648,-1.2799361,0.7947307,-2.1116602,-0.3016578,1.4027126,-0.7593453,0.117902994,1.2361814,-1.6126682,1.0863569,1.3304224,-0.75084114,-1.5254253,-0.54932827,-0.587301,-1.2664217,0.20140758,0.19597085,-0.13267869,0.91128033,-0.826272,-1.1895108,1.3394859,-0.7124053,-0.043662082,0.7000066,-0.45271105,5.814247e-05,-0.53007317,-0.84428257,-1.1649972,0.25195825,-2.4380167,1.2851876,0.115365446,-0.2636815,-1.6820652,1.8695159,1.555245,0.9706506,1.4319978,-0.21965551,1.7424951,1.0889503,-0.9321186,-0.5468881,-0.12758651,-1.7583307,-2.0674903,0.9555416,0.8177462,-1.8225223,1.3199623,-1.2011107,1.1711569,0.20003441,-1.0974115,0.89863956,-0.22322388,0.60152626,2.0712285,-0.077826336,-0.5508176,-1.0758938,0.67116743,1.1095015
KNS-62,0.7885493,0.9624686,-1.3248998,-1.6979773,-0.41766626,0.7831084,-2.3743916,2.1065485,1.3958546,2.9474335,-0.5888205,-2.0327551,2.1602883,-0.55384076,0.116027504,2.0522602,-1.5755332,-0.0766999,0.02416418,0.026808258,0.65330034,-1.5764668,0.554445,0.3632556,-1.9763607,1.5243759,1.3005414,2.3476007,3.080116,0.12763633,0.9705902,2.0155065,1.5891678,2.8085792,1.1388599,0.5862895,0.7638648,-0.21895075,-0.5766236,1.0913069,-0.23297107,0.5961133,0.58175856,-1.3981476,2.512278,1.051459,-0.20405033,-0.02638647,1.8553072,-1.2376812,-3.7802231,0.33508813,-0.83789796,2.4109335,2.688304,3.0061693,-1.6547099,1.7719648,-2.9804003,0.885951,1.1080122,-0.6581808,2.7328074,0.7934417,-0.49904865,1.0706264,-2.2423081,-1.4409215,0.68475425,-1.1041592,0.14786983,-1.0280505,1.3538622,-1.5155704,0.81353986,-1.362178,-1.2795115,-1.7623616,-2.4258263,-3.0059328,-1.1936471,-3.7150166,1.6479641,0.3480518,-0.6317827,0.76520795,-1.2793924,0.57893246,-0.38997456,-1.4427155,-0.5689741,-2.9055502,2.850105,3.5269358,-0.46151307,-0.35714558,-0.47048488,-0.21722789,-0.3770392,-1.9002961,2.1105824,1.6952838,-0.42418852,-3.5821247,-0.8214686
HSC-4,-1.4467939,-1.8973982,-0.97198904,-3.3633935,1.9106661,5.5392165,3.597925,3.0283613,4.5167246,4.2854085,0.9879608,1.8366884,-1.056842,4.016089,-0.20757103,-1.1622254,0.41267553,3.5135887,-3.534885,1.9783353,-0.70986795,4.205707,0.2575533,2.5647116,-0.02885318,1.5321836,4.367217,4.1067557,1.9644287,1.771471,2.852225,-2.2205846,-0.25491214,3.3285363,-1.7083757,-1.5921624,0.17301725,-2.6449878,2.6825948,-0.60538185,0.89753574,-4.89679,-2.0757465,0.90594566,-2.1534023,-3.2580066,1.2315165,1.0608139,2.3331392,2.3641381,-2.4573555,-3.2180092,0.8137238,1.3158685,-6.175581,3.9969563,2.2843385,0.7462902,3.5993476,-5.601857,-2.1356215,1.5097964,1.583515,1.4242448,3.4942052,-3.714377,2.182158,-2.5109708,4.2989545,-0.41816387,-0.1807334,-5.7100244,-1.6441027,-2.2771885,3.6756947,-2.179175,3.4248424,5.0303516,3.48019,5.313952,-1.7190332,4.270977,1.0713112,1.169973,2.331973,2.6219578,-5.533559,-2.6031227,1.2407697,4.761391,-1.2938179,3.4624608,-2.5757432,-1.095906,-0.562892,-0.68609834,1.8726206,-4.912578,0.41425678,1.3644483,3.3029432,1.3511647,-1.1347692,0.36616144,0.4491487
EFM-192A,-1.0044775,0.15838206,3.4229975,-0.6887947,3.5244076,-1.0169967,-3.820782,5.3183556,-1.5298283,2.332405,-2.9045691,-3.6629558,-1.145854,-1.0749538,-0.33530906,1.1796086,1.3260877,-1.0634521,4.999324,-4.624896,5.5724998,-3.4288638,2.8573253,-1.3167351,-1.3179576,-1.75487,-1.7716016,-1.243555,2.8839982,-1.9483982,-2.3891065,0.981537,1.4879462,-1.9673349,1.0263243,-2.8743412,-0.018276349,2.7670248,-2.1263783,-1.400432,2.433704,2.0881033,4.018683,1.939211,0.17056386,1.7850385,1.724426,-2.08903,0.37238333,-4.043315,-0.51199937,-2.0033433,-3.9060748,0.950096,2.055287,1.3443245,1.5140693,0.22100976,-0.548476,-0.55407083,3.2019947,-1.6884651,-0.372915,-0.98761916,0.4947471,1.6896359,-2.7903974,1.0738715,-3.36701,-1.4548105,-0.20835252,3.3180475,1.6064187,0.27957633,0.9484452,-2.8034892,-0.5393563,-3.028569,-4.4025617,-3.9737878,0.36469477,-3.1260414,4.5468416,-0.20680828,-1.1214823,0.89820325,0.80992705,0.6939746,1.984595,-5.4364376,2.0216248,-4.0316844,1.6691014,4.109031,4.8050857,-0.7293721,2.5849729,2.1884606,-0.6414967,-1.1187639,-2.8824837,0.8360231,1.1404481,-3.0136628,-0.7857114
MDA-MB-453,-2.651466,-3.0896907,2.7083313,-0.9629422,1.3187398,2.5383828,4.093859,1.4976058,4.132125,4.406258,2.174518,-0.9333309,0.5365655,2.8193998,-2.1383746,-0.6841875,0.41844746,0.71070194,0.66279006,-1.2894548,3.3461406,3.9235284,-2.3001933,3.5099876,-1.0288656,-1.3694685,1.6493609,1.427619,-0.6548776,2.4306583,-0.83755803,-3.4549472,-1.8526181,1.2382879,-1.3610224,-6.1603804,0.9382958,-1.7409314,3.3704624,-1.9819685,0.83676785,-0.93313605,0.4681384,0.70604104,-0.14908805,-6.0360756,-1.0884259,2.5508003,-1.8566504,1.8614933,1.155479,-3.0224862,0.38215712,3.8897326,-7.465038,3.7303603,3.9950051,2.7056854,5.59078,-6.9452996,-1.9365822,-0.16998774,0.8125134,0.1029789,5.147512,-3.3927648,4.301846,-1.4514146,3.2489884,2.3060563,-1.0831329,-3.9151747,-3.74624,-4.321935,5.2394295,0.85100937,-0.505731,5.5649033,4.3845487,4.7335043,-2.2773952,4.487128,3.3024983,4.4004617,2.0800922,5.265308,-1.5332261,-1.4958994,3.3485878,4.224133,-1.6601294,5.1797204,-3.3614492,-1.9589127,-0.40386373,0.81738406,3.999526,-5.384459,-2.4890447,-0.113265105,2.724471,3.4411848,2.1346576,0.22117698,-0.48169732
Panc 05.04,-0.15043333,1.1810019,3.8115454,-5.1419563,6.9645886,-1.5446612,-11.023406,13.700057,-3.1126952,5.9461765,-7.265476,-7.840139,-1.3072338,-2.5428689,-0.6015709,4.3698506,1.2283915,0.4023604,7.933415,-8.530882,10.977763,-9.589062,7.740184,-2.775426,-4.185396,-1.3934463,-2.2635512,0.54797417,9.0196,-5.3797684,-0.7104846,3.8583076,4.929653,0.22676712,2.1081252,-1.86068,0.6183804,6.185045,-5.5689573,-1.562856,5.87802,3.3209949,7.4468265,3.2666156,1.0159167,7.5094867,4.97699,-7.3239646,4.237005,-9.153856,-6.0364227,-4.7602367,-9.130948,1.037359,8.773624,5.0765457,0.04493999,0.94739884,-6.1759973,2.1978858,7.1152244,-3.0157914,1.090871,-0.7986659,-1.6844938,4.1782203,-10.1361,1.7619619,-7.1738777,-6.248367,-0.3093721,5.2413836,7.360883,0.7704632,0.44133204,-10.439744,-0.22532363,-8.888857,-13.701006,-11.541393,-0.079559475,-9.804026,10.274018,-2.6024506,-4.117354,0.2225022,-0.9497245,1.7910986,3.2971854,-13.28515,4.0074067,-12.9553995,6.7797422,12.827738,8.518162,-3.2545004,3.3589947,5.863991,-0.6570876,-3.144103,-3.5833242,1.3591846,-0.2009628,-8.881869,-1.4754293
RCM-1 [Human rectum adenocarcinoma],-0.32201505,1.01396,0.40764815,-0.5862402,1.4424337,-0.9655113,-3.2308073,4.1659193,0.22844386,3.1368976,-1.8627703,-3.1904283,1.0430208,-1.1399181,-0.35317597,1.8344339,-0.26611015,0.13577728,2.3475728,-2.512265,3.2308507,-2.7892747,1.399225,0.12481638,-2.4211807,-0.28235838,-0.4498346,0.9008642,3.3142858,-0.32263955,-0.7936689,1.6307875,1.9679534,0.6585175,1.6184397,-1.4256238,1.18082,1.7587098,-0.97660094,-0.1866606,1.506969,1.0909777,2.2357886,-0.09273586,1.5531448,1.5203724,0.46908608,-0.3801208,1.2842768,-2.8200853,-2.6228592,-0.5118865,-1.9752964,2.1784878,2.531634,2.429815,-0.76577646,1.3478687,-2.6756873,0.37103236,2.0297923,-1.5553551,1.654079,-0.08888179,0.2023454,1.2788781,-2.558214,-0.34571353,-1.2863692,-1.5090612,-0.292659,0.24608473,1.5947434,-0.7844559,0.81734526,-2.3841634,-1.4355203,-2.5329642,-3.957631,-3.739555,-0.44535834,-3.4209597,3.4791036,0.46537554,-1.1067924,1.4345039,0.31328198,0.9306223,0.74130744,-3.7118618,0.6280456,-3.7195325,2.4020777,3.6471183,1.6628778,-1.0493613,1.557289,1.0604991,-1.0741408,-2.082768,0.048845496,1.982807,0.39234585,-3.6564462,-1.1969228
CAL-12T,0.4408682,0.08100033,-0.87664914,-2.4041202,-0.4487756,1.9223692,-1.3253875,1.055628,1.6773967,2.5888243,0.60579944,-0.7778854,1.8866745,0.9517361,0.5901356,1.2932614,-1.1748283,-0.10685398,-1.4466149,1.296923,-0.29242596,0.12919806,0.7760308,0.31064945,-0.8122737,1.7420181,2.253067,2.5154557,2.354803,0.12505063,1.5841031,0.8480424,0.6479683,3.4414752,-0.22568187,0.8988404,0.064711325,-1.7943339,-0.18122862,0.8302331,-0.7707202,0.13159378,0.03980894,-1.0670462,1.8065451,0.40255934,-0.20244145,-0.13770851,1.6574118,-0.61557007,-3.131412,-0.36169887,-0.43027988,2.0102522,1.2614017,3.2760453,-0.68120676,1.4207339,-1.6965299,0.21946537,0.54635674,0.29019317,2.3445551,1.1707667,-0.6680281,0.2739864,-1.109611,-1.6962796,2.0276597,-0.45765576,0.081001796,-1.3399098,0.491333,-1.7449939,1.0667465,-0.8956577,0.122139625,-0.33453852,-0.7030472,-1.1596823,-1.2468853,-2.4361174,0.86650914,0.78647894,0.046147436,0.5873678,-2.677733,-0.08055159,-0.51972634,0.5894265,-0.49815482,-1.2708908,2.2528942,2.5109324,-1.2537903,0.7071048,-1.3125582,-1.0423548,-0.082452424,-1.219025,2.8753812,1.2021482,-0.85989946,-2.635464,-0.3745805
CL-40,-3.3528695,-4.714031,2.2790997,-3.9342647,2.931176,7.174624,5.541375,2.4455504,5.707616,6.1866446,3.804523,2.466355,-0.7734642,6.4013753,-0.7595787,-2.0302107,0.9727201,2.8048735,-3.9901009,1.4835052,0.5186265,7.235084,-0.55047095,4.4806714,0.6421721,0.86190766,5.477644,3.7553566,0.8478481,3.0396776,1.7272085,-5.0127516,-1.569823,4.616462,-3.8329935,-4.8122563,0.079983786,-5.4014854,4.115911,-2.2743382,0.39856413,-4.0949984,-2.1402154,1.9704163,-2.6632462,-5.925351,0.09516897,1.7328566,1.0798273,2.8752782,-1.3279825,-4.9215913,1.2233487,2.7634737,-10.164347,6.3300667,5.463098,1.5454758,7.222493,-9.001568,-2.5271597,1.4437441,1.823844,1.3740498,4.66271,-5.9862056,4.9240346,-3.2942708,7.0783043,2.4865294,-0.5389795,-6.332475,-4.4082265,-4.244009,6.3535957,-0.8739029,3.5119734,7.578439,6.585827,8.660227,-2.225673,6.420356,1.883625,4.589507,4.1984777,5.3564796,-6.9533043,-3.9360504,2.4330692,8.657666,-0.9463676,7.225638,-3.535858,-3.5641704,-1.3600966,1.152913,2.2082644,-7.249746,-1.048647,1.8015522,4.7476916,2.2107658,-0.30841392,1.2616053,0.15791324
