,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125
RERF-LC-KJ,1.5882181,0.17977488,2.7438397,-1.0725508,0.98559296,-1.5817574,-4.8540535,0.5724551,0.28169248,3.8978307,0.7115889,1.2268511,0.60846585,-0.0038877316,3.1209836,-0.8377726,-0.75276446,-0.29891956,-0.7548581,0.7890012,-1.4525939,1.5907673,-0.5751422,0.4829472,-1.067627,0.17431039,-1.2891862,1.5467854,0.94488263,1.8726498,1.6170148,-2.0466897,-0.36764747,0.7017206,2.2017126,1.0689507,-2.1155653,-1.1447382,2.0844226,0.19061105,2.280936,0.92499703,-0.77342725,-1.2088215,1.4991945,1.6285619,-0.109360754,1.6263165,-1.1058254,2.1240733,0.46716854,-1.8224237,0.3785254,-0.9359181,-1.8678138,-0.059618086,2.9056392,1.0531635,1.5946997,-0.27327755,2.8386352,-0.72437865,-4.2348394,-1.8146209,0.6609419,-2.0284178,-1.8083912,-2.7301846,-0.79357374,-2.9366763,2.196093,-1.300466,1.6885691,1.7615784,-0.18007804,2.6735997,-0.40829557,1.4735783,2.591461,1.5665874,-1.2153436,1.1108856,0.74162275,2.3925436,1.3921087,1.6842251,-0.78137094,-1.192303,1.2785106,1.7646126,3.3991787,1.6344157,1.6680118,2.7971666,-0.23037456,-0.7232092,1.7169925,0.92103744,-0.46567547,-1.0177907,-0.118452966,0.4494879,-0.39045385,0.60265493,1.0157198,2.6006026,-1.1561114,-1.8650147,2.3810685,0.30499792,-4.183184,-3.2436774,-1.8276501,-0.8378591,-1.565421,0.081115775,1.4361659,1.7439733,2.3138573,0.6387948,0.049033135,-2.1566627,-1.1431197,-2.0171676,2.2138097,0.9516143
SK-N-FI,-3.4764714,-0.67305917,-1.4712812,-1.6210529,-1.1269662,0.11371915,-0.7648716,-0.6201651,2.2369874,-0.09720744,-1.8282477,2.610756,0.22683921,2.7967296,3.2736728,4.895255,-3.1335397,3.6712644,1.3868097,2.6129541,4.1093035,-1.1542536,0.32799187,-0.5155521,-2.9743338,-3.2216578,0.10802001,-2.0467951,-2.243366,-1.2687336,-2.274715,2.1523638,0.86215866,-2.2774038,-1.7208991,0.69408387,1.1950774,1.9575074,-0.836562,2.0208764,-1.9093921,-0.5344278,-0.5053391,2.058944,0.6079832,-2.773642,0.84871817,1.2116768,2.1477268,4.389601,-3.0617657,1.1358991,1.565311,0.28668517,-0.77905375,-0.9260509,-0.5373428,-0.3472185,-1.5229958,-2.2015483,-2.1313338,0.052577496,0.3875463,3.0255623,0.8738773,-1.8089826,-0.87599736,-2.0967727,-3.5853477,1.9818538,-3.996336,-2.6077058,-0.83501005,-1.4630779,-1.2068988,-0.61349994,-0.76684564,0.3546408,1.2148802,-0.813461,1.5389111,0.14803128,-0.904254,-1.8384959,-1.4662653,-0.7034375,-4.0039606,0.1395301,-0.096710935,-1.4965717,-2.797066,-0.53139096,0.9883435,-2.06974,2.176884,-2.9082482,-1.2376676,-0.955814,-1.2298115,2.7285724,-3.2196884,-3.070627,-1.4194145,0.03368765,1.3361359,1.5806729,3.4379816,-1.8443083,0.29647744,-1.8803897,-1.5414375,-1.8235115,-1.4141557,2.52158,0.39557663,-1.7126606,-1.6218795,-2.8066752,2.6223967,0.47316748,-0.17332388,2.305646,5.5233526,-5.022969,-0.92250484,0.40996474
SNU-738,-0.62432337,-1.980517,-0.18455173,-0.7051954,3.1774008,2.4934392,-0.7919045,1.4916877,-2.489622,-0.62152296,0.62208235,1.4650226,2.6136236,1.0578268,1.7156175,-0.60007423,0.99195355,0.7600564,1.4057915,2.2433,3.5762997,-3.327094,-1.9263082,0.11115549,-1.7141154,-3.3126476,1.5504209,-0.8978871,2.1980107,-0.3773512,-0.27035877,-2.842632,-1.1348004,-0.69715357,1.2688202,-1.4566374,1.0173951,-4.0635905,1.7395263,-0.31534725,0.65498495,1.1448139,1.4768225,-1.6770438,-0.33224177,2.8412285,-1.0759109,1.1876124,0.40848505,0.5329592,0.5595624,-1.5238503,-0.17946592,-0.2359646,1.8202912,-3.1294606,1.6817585,-1.8710246,-1.7029521,-2.0945506,0.7957377,-3.48366,1.8028364,0.11512894,-0.9630991,0.6355487,-0.4468429,1.2355496,-1.2329617,1.4528226,0.43039018,-2.7413712,-2.0162365,0.38961035,0.03755693,0.76201546,-0.5695486,-0.84688854,-0.053701222,-0.7718799,3.3697023,3.0002239,-0.33452383,1.0675513,-0.33931896,1.0641828,3.2976637,-0.9662527,-2.8291256,-0.2012833,0.8029673,-0.8946146,2.3562977,3.5482037,1.241492,1.3181803,3.0613673,0.089708,-0.99188983,0.55134696,-2.1925771,2.1292746,0.6934725,3.311393,0.5894804,0.74698836,1.7303543,0.744251,0.1722723,-0.08620466,-1.1228431,-0.6726738,-0.12735866,0.19458996,-1.1069081,-0.023977617,-1.6431731,1.8899783,0.29554,-2.4946415,-3.2329688,-0.61914134,0.37658954,-1.4805617,-0.23848107,0.14590128
L-363,-1.7238585,-0.27612704,-1.2851697,-0.3671285,-2.685182,0.13131166,0.7173492,0.66589355,2.5382798,2.3514445,-0.56850576,1.8111749,1.9731715,0.053276584,-0.13192564,0.46731135,-1.3352606,1.3101798,-2.7360892,0.20384355,-0.9490733,-1.5873567,-0.41403693,0.42952842,2.24853,0.8622513,0.46964645,-1.504995,-3.6386452,0.7587551,0.3377665,2.0205297,3.0813317,1.267354,0.16013525,-1.0427846,-1.7823188,-0.5820623,-0.53533036,1.422074,0.018147979,-1.8027303,2.104827,-1.5361099,-0.6950029,-1.8207644,-0.48963752,1.8516446,3.3278756,-0.17951307,2.6401641,3.5451007,2.5450132,4.11367,-1.723705,-1.518108,3.4002278,-0.99099636,0.48618653,-0.026941612,-2.4974697,-1.1099594,1.526976,-1.8012471,1.0921546,1.9680103,1.8142555,-0.10857732,1.9376962,1.316213,-1.6250463,-0.89648175,-0.18776791,-1.1569111,1.0809923,1.258571,0.52377677,-0.6388944,3.0319388,-0.30035377,-1.152714,-2.5173025,-4.2332006,0.008665655,0.06646642,-1.1986258,-3.0158982,1.5235755,0.23245229,-2.8707378,-3.0143313,-0.005764842,-0.95276093,-0.24649063,1.0431094,-1.6355767,-0.09787373,-0.76862097,0.28497216,0.07393031,-0.7493767,-0.45664728,1.0936201,2.1403623,-2.3009913,-2.725252,0.02630043,-3.3993752,-0.41431248,0.67827004,0.3097133,-0.24181814,-0.42265734,-4.0856504,0.18376744,1.4837141,-2.751659,2.391439,0.16828978,-0.81875354,0.88698983,1.1549852,0.99638677,-2.999084,-1.2530798,0.23970494
Huh-7,0.25175944,-1.1579869,-0.42290944,-0.30157757,0.8137057,0.37436596,-0.1611133,-1.8543775,0.4160355,0.31000707,-0.31883392,1.3663716,0.92110217,1.6280334,3.1967676,-1.198883,0.9570905,-0.5273957,1.2931815,3.519627,0.8941658,-0.46094525,0.02751443,1.0669985,0.1535057,-0.4210636,-0.26039234,-1.8537496,-0.19971374,3.6462388,2.9400454,-0.61424947,-0.697705,1.9155936,-1.89446,1.9630334,0.29168084,-0.8685108,2.6336489,-5.9721427,-0.2937949,-0.59608746,2.251769,1.5885365,0.03350389,2.0791833,-1.6070721,-0.09264763,0.88501227,3.6925704,-0.7927113,3.3061988,-4.5554123,2.7882686,-0.11236636,-2.725346,-0.117483005,0.5394858,-0.2976149,-0.12806332,1.409611,-0.4340836,-0.7264272,-0.94886994,-0.08912138,2.0803378,2.46036,2.451016,-1.5890735,-2.2180097,-1.2254945,0.28795862,0.6016267,0.7206838,0.014254989,0.7575734,2.1925178,-2.1627262,0.7547323,0.7094724,-1.2680169,0.30212232,1.3632313,0.99064904,0.060825236,-1.5634062,-3.8032095,-3.1950703,0.20922078,0.22419183,-1.2833155,2.2528195,-3.1950145,0.4821399,-1.1900922,1.2416306,2.278577,-2.727081,2.6190498,-0.8742345,-1.4754528,0.31254134,2.8968258,1.3954821,2.163847,-0.12595396,2.200461,5.525451,-0.10415244,0.8948122,1.7281588,-3.948101,2.464746,-5.119442,-2.5352123,0.81016535,-1.0301667,1.0523714,2.3365965,-0.8278715,0.5959708,-2.75206,-0.8741155,-1.364927,2.3853338,0.95587504
SK-HEP-1,0.08720861,-0.30534312,0.7327811,-0.74354905,3.0636983,2.2764034,0.6277679,3.0828118,-0.72038555,0.38408723,0.43509138,-0.9339161,2.2568817,1.8820579,2.4519787,0.04989439,-0.47374564,-0.4254984,1.1416701,2.5233393,2.3834662,-0.8612154,-0.46390074,0.40196195,-1.491106,-1.049911,-0.15376025,-0.76809305,-0.022593185,1.3424058,-0.9536795,-1.1777294,0.84751505,1.0709327,-1.1581858,2.1114302,-1.4202883,-1.5635346,1.7627759,2.3782234,-1.7412264,1.4179096,1.9657826,0.15851523,3.1062107,2.3138583,-0.44128147,-0.17974937,1.7017965,0.65967184,-0.53431404,-2.3633924,0.520007,-0.12638941,-0.19604622,-0.5964308,0.23507611,0.16346529,-2.391401,-2.110819,-0.2024408,0.40438506,2.697089,0.11126195,0.6942995,-0.18243054,0.80749166,-0.8467912,-1.0461683,0.89148366,0.19023858,-1.7502457,-0.50671446,0.79855406,-0.3875561,0.30671963,-1.8328792,0.23376665,0.7029258,0.03183288,0.96599996,1.2630689,0.37373042,-0.36423105,-3.550483,1.0080602,2.3978717,0.98073846,-1.2815751,-0.44023705,-2.319362,-1.1447166,2.250767,0.71064365,0.57157195,-0.12490629,-0.64169365,-0.38286826,0.06266416,0.13453959,0.135307,1.1229279,0.65123796,1.5753282,0.51763266,2.4849172,0.6598443,2.4916248,0.06892184,-0.7207961,1.0318806,3.7975717,-0.54029673,-0.2887776,0.58147436,-1.1593964,-0.3308346,-0.17029995,-0.56098455,0.45108,-1.7875186,0.8289559,0.61038005,0.010394625,-2.1536992,-1.2150316
A-673,-2.728762,-2.4978304,-1.2823478,0.0017515495,-2.2946932,1.6844356,-1.0285752,3.04164,-1.4580072,-1.4761193,-0.44234532,-0.6550978,0.21747062,-1.3943002,-1.5339115,0.70415604,-0.9326215,1.085252,-2.419262,0.25800756,0.8592262,1.0310836,-3.5188546,0.32056364,0.99143624,2.9142435,3.4011054,-1.4207741,1.4416825,-2.2805972,-1.0401503,2.10443,0.07938222,-1.1765192,-2.1589537,2.060848,-0.9182877,-1.3240436,1.20523,-0.41407436,1.2876797,1.0490803,2.6949902,1.8557196,-2.816912,-1.4884329,-0.45678085,-3.2330034,1.3043342,1.2466942,2.069146,0.89984316,-0.55121595,0.94061714,-1.8569019,-1.2758557,-3.4782155,1.3169442,3.1541843,0.014327986,-2.1882613,-0.32845363,1.6359508,-1.463757,-0.49389246,2.8416264,1.4018781,0.10237721,-1.9287916,1.5078372,-0.33229432,3.2451766,1.1276453,-1.6200196,2.7359364,-2.5392125,-1.4779773,-0.040776968,-1.6305804,-4.050816,-0.8196891,-1.1838772,0.044475522,-0.050708435,-1.0125656,-0.5540317,-2.1257138,-2.4301622,-0.7747493,-2.140316,-1.0703559,0.15324901,1.0116998,1.532117,0.7028915,-0.8843577,1.7922169,1.8850979,1.1320442,1.3420542,-1.0727556,-1.9631256,1.7080977,1.1090963,-0.0074543823,-0.38888896,-0.584744,-1.4554894,1.9539877,0.3336175,-2.2230885,-1.1957786,-0.09942781,0.058213018,1.0448126,1.5364239,0.28209928,1.169262,-0.9220048,2.4544492,-0.5208123,0.5982938,3.7613983,-0.85597897,-1.8159379,0.39233088
HEC-251,-0.122822486,2.354031,-2.7250364,-1.8154348,-0.6858145,-0.9521626,-2.386424,2.309017,-1.4694738,-0.16304843,-1.9223582,-0.048888654,-2.4684718,0.3773428,-0.123387545,1.3437337,0.2842157,-0.24649432,0.24684373,1.1203727,-0.44604778,0.19483753,1.7517898,1.1805862,1.2791095,-0.012913888,-0.5404886,-1.9994873,1.7312043,1.130884,-2.365741,-0.506796,0.34550464,1.0668712,-0.14835282,0.47268358,1.0087664,-0.8588272,-2.7358446,0.25119781,-2.142736,2.848272,-0.111498706,-0.40868998,-1.4860468,0.26070216,-1.5528992,2.4220917,-0.9140955,1.4529653,0.65615666,0.9050062,0.38632458,-2.8124926,-1.5492272,-0.8118106,-0.009147481,1.5418566,0.0870667,-2.8812494,0.66555226,-0.52581525,-2.5277677,-1.6439346,0.5430757,0.3764234,-1.8741674,0.5985108,0.35900527,-0.38309893,1.594661,2.7495477,2.633522,1.3618569,-0.929239,-2.1858525,-0.120202415,-2.8855703,0.7359095,2.0376217,-2.3011765,-3.6168354,-0.92293286,-0.36212277,0.23822355,-3.3876266,-3.337201,-1.3154411,-1.8981661,0.7967273,-1.8898475,1.4422768,-0.89957017,-3.2877078,0.029843457,-1.910826,-2.4421365,0.21578392,0.2765032,2.0320477,0.9147927,1.7159542,-0.057671867,0.27554178,-1.2068791,-0.9230442,0.20921308,-0.24185748,1.6128699,-1.1012723,1.8561023,-1.1628454,-1.3033907,-3.2461796,0.41192123,0.49012247,0.34968778,1.0432069,-0.6782217,2.5510955,1.8319509,0.094378114,-1.2921084,-2.4870915,-1.1806804,1.2467844
Hs 766T,-0.7529463,-5.1005096,0.82692623,-0.12397334,1.679202,-1.9736558,-3.1285818,0.7811754,-0.9041534,0.17003682,1.3752123,0.08857266,-4.2234907,-2.72073,-1.1036066,-2.3665655,0.42463103,1.9006189,-0.7196241,3.0442097,-1.6834896,-0.43251243,-2.3249779,-1.6098502,0.39145505,-1.5081692,1.7858825,0.19942936,3.5872087,-3.1731632,-1.9884524,-0.31184262,-1.6832794,-1.2303075,1.5936364,0.21078113,-3.2306235,1.060381,-1.9880003,0.25864726,0.31518096,1.0009637,-1.0176365,-2.322036,-0.72738564,1.4313831,-3.0295427,0.464612,2.9851367,3.2952754,-2.8851948,-1.5194983,1.0763745,-0.23122256,0.41745144,-1.7196265,-0.9089765,-0.63333654,1.263154,-1.8076388,-1.4477794,-4.8352327,-1.0633651,3.003332,1.1280077,0.7826216,3.1173863,-2.0671716,-3.3086212,0.9349055,0.88314444,-1.2991756,-4.3274894,-1.9772133,3.8136215,-2.615023,0.9461903,-0.40937564,-0.34350556,-1.839462,1.1398028,1.9319094,-1.2532216,1.1024462,-3.1990666,1.1405485,0.5106587,-0.85113096,-2.3947117,2.0108583,0.49329495,-3.3571744,-0.07750447,2.8866591,-1.2896537,0.68979245,1.6753758,-0.8739853,-0.13773692,-1.7816857,-1.1507769,1.8630159,-2.0304246,3.5392728,1.4867067,1.125912,2.879125,-1.6101384,3.8112192,-0.1454624,1.4711932,-2.9615793,1.687422,1.9001067,-0.05130802,-1.3593218,3.56592,1.7924836,-4.718992,0.9774995,-1.753252,0.30232745,2.6793911,-3.8893805,-0.6315214,-1.4325931
HCT 15,-1.7480795,2.9135723,-0.6436634,0.23523663,-1.3875046,-1.2283949,0.21246152,-2.7016227,-0.77444947,-0.04754376,0.64155304,0.08316745,1.506361,-0.0055452883,-1.1065271,3.3176532,1.55077,0.15513472,-0.6244075,-1.9048374,-1.0609658,2.6218767,1.8927937,-2.6748562,0.5132843,0.32225966,-3.5683734,-0.10643759,0.2182639,-0.680756,0.029706255,0.2634928,-0.13836834,0.2963959,-0.6980046,1.062501,-0.7373172,0.572759,-1.0714477,-1.1331888,-1.4447372,-1.4179054,0.04293681,-0.7244289,-1.3354665,1.5610287,1.2444506,1.5333741,-2.430203,-1.8969584,2.0280313,-1.3192273,-0.36549896,0.9031629,1.0532917,0.38511533,-1.6519372,-0.028967414,-0.9084427,1.2292813,1.1168453,-0.8645623,-0.2315099,-0.21889621,0.49070856,-0.23080346,-0.9656868,1.0392591,-0.53356856,0.66755915,2.271834,2.6399803,2.2251778,-0.2900853,-0.5362238,0.2556885,-0.5290334,-0.34033924,-0.95041853,1.1764612,-1.518791,0.8519175,1.6571331,0.40996003,0.6374329,-1.1568156,0.6561708,-2.983033,-1.1113552,-1.6457139,1.416364,0.35085443,0.15616536,1.2747179,0.28312874,0.8920117,-0.7448472,0.30816868,0.36778176,0.5097763,1.3635535,0.6953128,0.56854486,3.0992298,1.1949561,0.86795413,-0.70852286,0.7996658,-1.0243361,-0.55947495,-2.0249536,-2.0266898,1.1562634,-0.500216,0.56787354,1.2963173,-1.7838774,-0.30118933,0.6592907,0.38683376,-0.7630695,-2.677333,-0.7481443,1.383586,-1.7978928,-1.7793615
MDA-PCa-2b,-0.09601296,0.6190152,5.128559,0.25756553,-1.6263119,-2.8225086,0.013781041,-2.4306405,1.7473439,0.98094356,0.98529726,0.9291116,1.6161592,0.8822591,2.4429412,-0.21857025,-2.6779718,0.056536272,-3.45512,0.51630944,-2.748584,0.83178216,-1.1010996,2.5894113,0.11786424,3.372582,-2.6247072,3.3850253,-1.2089638,3.2056432,2.6573613,0.33999687,-0.31826743,1.0777196,0.2782393,2.1400132,-0.007892836,0.3953194,-0.059451796,1.0171062,-2.0465662,-2.2013555,1.8852378,1.5963255,0.010833316,1.5017147,1.6319975,2.0791597,-1.281674,-1.920973,1.5061504,1.5881221,1.8706646,3.0189655,2.5831609,-1.2776358,2.1157486,-0.79856575,0.8048358,-3.277123,3.107921,0.19662341,-3.2840874,-4.991745,-2.0303576,0.06938663,-1.5035491,-0.116087705,0.5858142,0.36784336,-1.827482,1.1800269,3.5400054,2.4844995,0.16935499,-1.6277163,-0.5373628,-0.6968268,0.3872301,-1.4562962,-1.7733978,-0.028991818,-2.157958,-0.20429367,1.0669451,-1.1763866,-0.56244236,-2.5473056,0.5716986,0.1800466,1.6793604,-0.19009638,0.5344243,3.0156875,2.447452,1.729152,0.27734277,0.9139909,0.9008845,1.1630508,0.13340485,3.2903972,-1.1754427,-1.740713,0.8138488,1.1181092,-0.4216377,0.13906664,-1.4404181,-0.1153579,-2.852243,0.22130196,1.799067,2.3906016,0.7577629,-0.14105162,-1.2957298,2.30431,2.4541478,-1.1041374,1.9297903,-0.86188173,-4.3457994,1.0351961,0.13459067,0.7515139
HCC366,2.6763866,0.77187043,1.4555621,1.154877,2.191599,2.4816718,0.82419455,2.1407747,-0.66500854,-0.82274324,0.5514627,-0.8610541,2.3052318,1.3601476,2.4394364,-3.1795504,1.8402123,-1.1426837,-0.33670303,0.86535954,1.7519573,-2.0164022,0.7723023,1.9639112,-1.2448703,-1.5715115,1.5686688,-1.4204834,0.61834884,-0.065675505,-0.15265383,-2.5615835,0.71863794,-0.28526556,0.06285527,-0.021062948,1.1397389,-0.82362235,1.1539425,1.7648153,-0.0010777172,3.1288471,2.074558,-2.2071116,2.647362,2.9517198,-1.5802485,-1.2091792,1.7768753,0.98680615,1.0799646,-3.0834346,0.6383837,-1.1613469,-1.6980463,0.46860436,2.5102904,-1.1485201,-0.8487218,1.4962405,0.3289981,-1.2335912,0.5491331,-4.057189,-0.41626656,-0.530171,1.210297,-0.67252773,1.8774602,-1.5856812,1.2892675,-0.104438975,-0.81146646,1.282763,3.2688196,0.5711724,-0.61139214,0.65119034,-1.1136571,0.8775081,0.045232527,1.5306435,-0.22494856,3.403899,-0.48104176,0.29711345,0.812072,1.0250896,0.64171606,3.666461,-0.082681544,-0.18746811,0.35232255,1.2547582,0.50551885,-1.491773,1.0890018,0.84110594,-0.9798892,0.46585882,2.8722858,1.9966229,1.4410017,2.43356,-1.2856833,1.7935275,-0.69596255,2.3186984,1.722089,-0.09889201,0.5690547,0.20707157,-0.21099904,-1.4795245,-0.22986007,0.89063025,0.18030012,-0.97662294,1.011924,2.9581196,0.89751995,-1.1041486,-1.5566385,1.3118976,0.046064556,-1.1579806
NCI-H226,-1.993878,-0.34180373,-0.15731041,0.13000846,-0.07158862,-0.72939914,-2.8381119,0.3278552,1.4021157,1.2805868,0.65510136,2.1858308,0.075877056,2.5248811,0.74142593,-1.2056309,-0.20335798,3.2598953,1.176466,-0.17517322,2.4753296,0.56067383,0.06842516,-1.5391153,-2.1735866,-0.8499193,-2.0203722,-1.026359,2.26799,-3.2009737,-3.078217,-2.0015383,-0.53074723,0.09385585,1.7391027,-0.055775,-1.7472751,0.44217765,2.4740853,2.4473667,-1.7007251,-0.8339107,1.4872575,-0.03397443,-1.6231846,2.964018,-1.8865168,2.1052854,-0.6383298,3.7446823,1.0973442,-2.4406192,0.5562935,-0.16281632,1.9957507,-2.7548075,0.6483626,-0.9696757,-2.7221775,-4.992847,1.3880374,-2.784469,-0.527889,3.4549367,0.90058804,-0.324189,-0.53544587,-0.27576277,-1.7623546,1.9869179,1.8551697,2.494944,-3.3322973,-1.0085701,-2.2914186,0.9650615,2.9481196,-0.15239203,2.9001825,-0.3115368,0.69360346,-0.31505078,4.265994,2.0224223,-3.8729336,0.6713984,3.482444,0.1311826,-0.820037,-1.9650357,0.8963768,-1.7630703,1.6874566,1.9748999,2.708969,-0.23972854,0.9249693,1.7934831,-0.14690164,0.37217495,-2.054764,1.6985593,-0.8865867,3.787247,1.8879477,3.0352225,-0.5857768,1.0521796,-0.9703706,-2.297768,-0.98129576,3.5744681,-0.6654181,0.13802204,-1.8663462,1.1434246,-0.73601544,0.5420084,-3.110049,2.2285259,-2.9534438,-1.4846859,2.2755067,-0.898483,-2.0915334,-1.8737471
Hs 683,1.3668578,-2.3667574,0.13713866,-0.7487205,0.37467724,0.22538653,-1.8438573,0.6989448,1.7573231,0.4623525,1.2999165,-0.22921671,-1.4296193,1.4995072,-1.0145679,-1.0373348,0.8047495,-0.6193279,3.0278897,0.53018856,0.99178255,0.8016164,1.1151723,0.11318358,0.7830505,0.8055426,0.05254121,-1.6917982,-0.9647587,0.86493987,-0.01754555,1.5082375,-0.80062705,-0.30029908,0.54254127,0.9945691,1.3708199,0.6510989,2.183972,-0.15634844,0.63964325,0.43776655,-1.4112859,1.366709,1.315493,-0.032306418,0.7962725,-0.9570005,2.6238039,1.3405977,0.1046152,0.9483745,0.28404078,-0.3446181,-2.3398216,-0.1414868,-2.1014514,-0.10750039,-1.0017844,0.0858302,-0.12371904,3.074433,1.2523546,2.584746,-0.1591038,0.96331745,2.0141814,0.3529268,-0.85863644,-0.021507196,-0.46293595,1.057042,-2.346514,1.1279477,0.56415296,-0.03819807,0.78782535,1.2700815,1.1647558,-0.9504758,1.0659956,-0.43133834,-0.082136236,-0.81976825,-2.054801,1.8350928,0.6531495,0.22943127,1.8565859,-0.9779618,-0.8249594,-0.20056404,-1.6277877,1.1068054,-0.7116781,-1.8066217,-1.5162488,-0.009738654,1.5842025,-0.08366879,0.5014266,-2.497448,-0.5530537,0.35016784,0.3449793,0.4625456,1.657136,0.45320377,-0.7945281,-0.8286682,0.3662998,0.6349293,0.50905824,0.8658668,-1.1136565,0.7020281,2.407359,-1.599146,-2.3975124,1.6857466,0.8282803,2.056614,2.624633,0.90157276,0.27697703,0.17445128
KNS-81-FD,-0.3737834,-0.82203126,-2.2751336,0.5990355,3.7083893,-1.4945123,-3.7528126,0.51809156,-0.8676483,0.61056745,1.2929802,1.5600327,1.1972626,4.110176,1.8059033,0.5438955,-0.8399198,2.938726,2.3091624,-1.3019301,3.1060379,-0.15760358,-0.29768297,-1.4354583,3.7745826,-0.5625276,-0.7017299,-3.6298444,-0.18488313,2.5785966,-0.8623519,-1.026673,-1.1856346,1.9790821,0.44628772,1.4155504,0.8112029,-1.2660098,1.7853026,-0.54150134,-0.4059097,-0.6509923,0.81204325,0.24711213,-0.8167008,3.5728765,-1.8746508,-0.29178995,1.978744,3.0371614,1.7504089,-1.4942366,0.13864878,-2.2459018,-0.62316436,1.1573067,-1.6886744,-2.5265021,-2.1580815,-3.4988286,2.467168,1.5530548,1.0150683,3.7013574,0.24426912,3.725256,2.1341372,0.6572981,-4.249844,0.24556838,-0.34245035,-0.13885546,-1.7171745,2.641873,-1.6033922,-0.41889068,1.5029991,0.4781679,2.516635,-0.2648126,1.5250977,-1.2998775,-2.0630627,-0.3874956,-2.606158,0.674651,1.7599455,-1.1036882,-0.28296918,-1.2884067,-1.5489681,-1.0067089,2.6384618,-0.69150543,0.59827197,-0.4967239,-2.3328106,-0.27704492,0.52397645,-0.3613134,-0.01542978,-1.0497091,-3.622498,-0.39728385,1.4654225,1.1088928,2.1069577,-0.6941365,2.6314847,-0.7387771,0.7189235,0.5737238,-0.6367713,0.1330579,0.15152487,-0.5834826,0.3443532,1.7428192,-1.6287793,1.2581558,0.64449793,1.6117878,3.0947177,-1.6243696,0.24035929,1.0215489
FaDu,-0.8896762,-0.5213643,0.5726834,-0.11596482,-0.0712851,-1.2469628,-0.6574388,1.090114,-1.0017608,-0.24982893,-0.4490555,-1.2061374,-0.98726344,-1.3405823,-1.0405439,0.65812737,-0.8187562,-0.19299883,-0.9874672,-0.072338685,-1.3194283,-0.15583546,-0.7151823,0.0040184725,1.3871521,0.24942479,-1.3245332,1.449826,1.2584122,-1.1971202,-0.19050828,-1.92059,0.43096727,-1.4128779,0.42176142,-1.294822,1.6392859,1.619506,-0.546884,0.99445873,-1.3570132,0.20152532,-2.1342726,0.39867592,0.994385,0.2677967,0.43759233,0.016462244,-3.4168615,-1.912338,-0.27633306,-0.25690466,-0.45351154,-0.89828736,1.5949615,1.8841989,0.14382818,0.8285062,0.46182963,1.4521289,-1.9020462,-0.6448111,-0.7167844,0.60166353,0.25146508,-1.0324278,-1.3083711,-0.64551085,-0.45384222,1.1981808,2.951573,-0.64745706,2.674787,-0.3162019,0.63677555,-0.6434626,0.6660757,1.0726423,0.189725,2.5463428,0.80581695,1.780018,-0.45431346,0.954795,1.5525167,0.2799854,0.35436293,1.0418555,-1.4233452,-0.40993264,-0.6066892,-0.13802928,-0.9540429,1.0494945,-0.7361233,0.4613741,1.2769451,0.74282104,-0.5633035,0.6731393,0.07366623,-0.19208938,2.077361,0.31269777,2.5383666,-0.13890077,-0.26463425,-2.180901,2.7012925,0.8354262,0.06975924,-0.8641286,-1.8521461,-0.50890416,0.37827772,-0.5798286,-0.38173532,0.8884007,-1.0434079,1.958077,0.51618993,-1.085258,-1.1111273,1.2087551,-1.1057693,-0.30465534
