,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53
EM-2,0.2812191,1.4864855,0.5789099,-0.5803597,-1.3889253,-0.25714406,-0.698629,-0.10268248,0.879802,-2.990863,1.8799762,3.225338,-1.2197992,0.16810185,2.131903,2.7199361,-3.951448,3.1078084,3.5968773,0.39894807,-0.39806437,-0.007812299,-8.276786,-2.3354502,-3.1180332,2.0483286,0.034842074,0.7601255,1.405741,-2.283135,-2.702557,0.6318125,-2.9953818,-1.5350672,-3.0615702,-1.898021,2.319828,-2.8458955,-0.060145937,2.9948924,2.364816,0.324812,0.32943588,0.76737124,2.5318158,5.603221,-0.5763575,3.2560368,-1.6964763,-0.7516197,3.3191078,6.1537676,-0.9549028,-2.018206
CHP-212,0.33563015,0.030931622,0.1943844,-0.6396132,-2.8578124,-0.56863534,-1.8184417,1.5024309,-2.1254222,1.1813188,0.7882444,1.4052234,-0.5612002,-0.2912838,-0.03568809,-1.9919796,0.008568585,0.5194279,2.627634,-1.4232262,0.087837845,-0.20772909,-0.23837018,-1.390775,-2.402098,0.06062921,-0.3495618,1.3023793,-0.293551,0.5439078,-0.91433173,1.1956238,-0.04450989,-1.3346574,-1.6154206,-0.42957115,-0.73192114,-2.0251188,0.19092424,-0.42915857,-2.4501147,1.4130921,-1.0472457,0.004068613,1.2131515,-1.7167422,1.988704,0.6725719,1.0845441,0.30812094,3.5185614,1.3063083,0.855103,-1.1884435
TOV-21G,1.0806886,-0.470617,0.31579322,-0.46492594,-0.9422386,0.23955248,-0.54421484,-0.124349914,0.35635114,0.15048972,-1.0700647,0.0032798895,0.88972306,-0.020893797,0.21565071,0.080737576,1.3496217,0.19004989,0.7430432,0.4333483,-0.1425722,1.0066067,1.223768,0.3543883,0.3822086,-0.35616836,0.5409609,0.59979916,0.49696225,0.2508897,0.15570559,0.27721193,0.021575643,-0.5874014,0.08236291,0.208818,-1.2801046,0.019978467,-0.68202233,-0.7948551,-0.40521425,-0.26532748,0.87118953,0.6341559,-0.9150255,-1.647744,0.70281595,-1.1190352,-0.05086792,-0.33681574,0.23917368,-0.4369793,0.08286054,0.1271166
LS123,-0.60392344,0.39556724,1.3991376,0.90136963,1.6119757,0.003663987,0.7921694,-2.848346,2.742702,-1.7839899,1.8109148,-2.1100738,-0.5707121,1.4562398,2.5910616,1.7640716,-2.5158556,1.7039994,-2.0551314,-0.12876147,0.644841,-0.84257805,-0.6071425,0.82902867,-1.5224786,2.4741664,1.5472547,-0.20754793,-0.7425947,-2.970646,-0.18671604,-0.6576302,-1.0385563,-1.4081619,-1.1005776,-0.506806,0.16117994,-0.64781505,-0.022460504,0.07482538,0.2001454,-1.2729225,0.14100027,-0.27829826,-1.1531162,2.4615424,-1.4247209,-0.03673415,-1.3319521,-1.0162117,-0.57805294,-1.1792738,0.6495748,2.0126593
Hs 274.T,-0.45882034,-0.5459458,0.35204554,1.5960109,0.7061485,-0.41480595,-0.16660266,-1.76223,0.38218474,-0.21248183,1.6337048,-0.5129064,-0.14394946,0.66146505,1.1562196,0.04361149,1.3090276,1.1182811,1.4338984,0.67745495,-0.50248975,1.3584387,0.016886309,0.27991682,-0.023019087,0.5639061,-0.030782305,-0.306818,-0.42136627,0.38368106,-1.4599998,-0.74980754,-0.30640697,0.7442565,-0.43205982,0.8250741,-0.099458896,0.3466392,-0.027659321,-0.27178994,-0.3098599,-0.15449697,1.6943322,-0.25553793,1.1970237,-1.318412,-1.0943549,-1.0208759,-1.3713771,0.45150408,0.28245702,-0.13024454,-0.8437573,-0.6292171
KLE,-1.4972166,0.10011311,0.345272,-0.65169156,1.0973059,0.27083665,0.7611569,-0.022536445,0.47282112,-0.10575801,-0.76971996,-0.34579083,0.8189913,-0.38702002,0.39179257,-1.2620027,-0.47804663,-0.38116705,-2.1954348,-1.8109479,0.5730319,-1.6178931,0.8127574,0.67599964,1.2514007,0.4780132,-0.15588142,-0.49431336,-0.15196413,0.14305472,0.51975226,0.20402057,0.8742509,1.1009717,0.9050116,1.7200086,1.7081559,0.4630492,1.1631277,-0.62065077,-0.4263214,8.615106e-05,-0.5699781,-0.5587296,-0.23807909,-0.37544805,-0.75321054,-0.0060787774,0.32110214,0.4925177,-1.6860455,-1.529033,0.44284886,0.18511085
NCI-H2081,-1.5632461,1.4348859,-0.902664,-1.5066267,1.8373203,-0.9411602,-0.86992836,2.5588367,1.9310639,0.88850176,-1.1781081,-1.1956282,-1.7898371,2.285545,-0.22040412,0.27768272,-4.382833,-0.3495175,-3.5932097,-0.8313059,0.823335,-2.2100897,2.65774,3.138525,-0.85707563,0.0049562305,-0.056095768,0.19815348,-0.49266636,1.3155906,1.9056182,-1.1692975,-0.8823985,-0.4987661,0.39281806,-1.1636829,-0.6103417,0.3915604,2.8550377,2.6588998,0.24217759,-1.6780995,-1.2773174,1.0108827,-1.8496919,0.8603422,-0.18786928,-3.7779458,1.2254558,-0.9953551,-1.6954224,-0.08887228,-0.6834148,2.019443
Hs 821.T,1.9641558,-0.058189668,0.97524023,0.30913615,-2.000011,0.38577497,-0.8071082,0.6346117,-0.18403849,-0.11279677,-2.4589732,-0.4248011,0.5108719,-0.16265237,-0.17377096,-0.48940343,1.461765,-0.09260771,0.71339196,1.5852121,-0.7602737,1.2422915,1.527063,-0.33457047,1.166547,-1.0885775,0.2433991,0.014828935,0.099122226,-0.25088403,0.8721718,0.8494504,0.23563021,-1.2696524,0.44341478,-1.7677639,-0.9815109,0.99756515,-0.65150535,-1.4569795,-0.13881193,0.44875184,1.3804793,0.37075508,-0.8044708,-2.225016,0.26598468,-0.8327778,0.31729978,-1.2630186,0.5027177,-0.09666611,-0.74306816,1.0357885
SF172,1.0517296,-0.18908665,0.48342514,-0.38418934,-0.87900376,0.26949248,-0.7566301,-0.122847155,0.22328919,0.23908435,-1.3672704,-0.001160841,0.90852815,0.06088739,0.2531717,0.18151641,1.4405376,0.17454734,0.38158348,0.2557693,-0.10498213,1.1229295,1.2737262,0.2437839,0.49173382,-0.5964728,0.04141906,0.66234684,0.67468,0.25373057,0.17151666,0.3167014,0.12472057,-0.607435,0.17065763,-0.39783764,-1.1980251,-0.0523385,-0.61821514,-0.86916304,-0.49646837,0.44938865,0.89040774,0.5156723,-0.9605007,-1.8152894,0.8674612,-0.9454365,0.046877466,-0.30485106,0.30476055,-0.4253101,-0.043971386,0.055131976
Mino,1.0571198,-0.24140504,0.310081,-0.3998036,-0.8580894,0.20224304,-0.6435215,-0.12943637,0.57436794,-0.0622209,-1.3744267,-0.057214215,0.8188653,0.0049541444,0.22069888,0.116148405,1.3937263,0.25364238,0.5516308,0.46158105,-0.07681115,1.1135169,1.2633275,0.33837396,0.43854535,-0.38175052,0.60838264,0.5312134,-0.2854008,0.3298427,0.14764455,0.9594263,0.046673477,-0.58874756,0.03428046,-0.38002622,-1.5246427,-0.0056154337,-0.62690866,-0.8416453,-0.47081795,-0.15752925,0.84721714,0.54625255,-0.92347157,-1.8794452,0.8217957,-1.049639,0.019858614,-0.30046245,0.28378713,-0.17359158,0.0315558,0.15046456
NCO2,2.6355762,-1.2877123,0.1120481,-1.1236198,-1.660843,1.4692546,-1.8652195,-1.2340338,2.6247575,-0.8196158,-0.16100217,-0.18294963,0.7034505,2.1096158,0.49435803,1.9485807,1.0287937,1.9147753,0.5222143,3.063167,-2.7437909,1.6615276,-0.4282276,-0.23446932,0.31809422,-0.79478097,0.77540684,2.166849,-1.6498246,-1.3897316,-0.80746275,-0.52400315,-0.531791,-1.8668042,-0.57213527,-1.9902654,-3.2921267,0.30155146,-1.9272028,0.44961017,1.0436246,-0.9583002,2.1107593,1.0910534,-4.050181,-1.2010914,-0.38747418,-2.3322835,-0.8153316,-2.053535,0.03981576,0.45519918,0.49524698,0.9933672
DLD-1,1.1410071,0.45737407,0.001254037,-0.28216428,-1.0954479,0.9895885,-0.29338753,0.23177664,-0.09276545,-0.39849573,-0.91732407,0.63149965,2.1566076,-0.36803585,-0.76037985,-0.89838165,2.0566492,0.07784562,1.1646847,1.1116602,-0.43363088,0.96532995,-0.058058098,-0.36366758,0.65746355,-1.9311141,0.8564636,0.16329965,0.13246907,0.40257102,0.14685301,1.2161181,0.79949516,0.4080505,-0.013989262,0.28533643,-1.299546,0.14828722,-1.0510188,-0.60114795,0.00710437,0.5411594,0.7475746,-3.800355e-05,-0.795346,-1.2958461,0.39703697,-0.40760103,-0.066183075,-0.72623545,-0.18923838,-1.006259,0.0422604,-0.4202212
BHT-101,0.36458167,-1.4810802,-0.8528906,0.39535153,-0.36282817,-0.19765984,-0.2720865,-0.40616834,-0.08741189,0.83747864,-0.510067,-2.52641,0.39186552,-0.97848576,-0.05106759,0.72923595,0.16341196,-0.557943,0.2525991,2.6172104,-2.0646603,1.9555672,3.7950766,1.4712489,1.3505979,-0.54152375,1.5359347,0.4151187,-0.68252623,-0.56778896,1.2105572,-0.5335159,1.4266204,0.19891037,0.17461559,-0.60860306,-0.85412127,2.4377818,-0.11718255,-2.1398172,0.711052,0.94921255,0.37325135,-1.6684505,-0.080067426,-1.5638071,-0.9651186,-1.243244,1.129022,0.51555836,0.38104585,-0.3391129,-0.48487458,0.74500215
Malme-3M,-2.5751336,4.363308,-3.6972852,-3.0777416,0.12525001,-0.080139875,-1.2245505,5.149024,-0.92544687,-1.399342,-1.0644507,-1.740527,1.9312663,-4.8953233,-3.9738553,-2.1620312,-3.4058287,-1.224007,-1.3599535,-1.4156368,-2.5705934,0.77178645,-3.3958888,-0.924709,0.5697085,2.299944,4.8200417,3.3188322,2.0822995,0.069319434,0.39731354,4.7368326,0.5265163,2.3422272,3.0341098,-1.3212234,2.0924265,0.09579921,6.3350825,3.42697,1.2751653,5.323815,-8.707264,-0.21587431,5.6893,1.2621714,-5.085579,1.3571236,0.6722277,4.3190346,1.5667183,4.3452687,-2.6882224,0.30724478
KMBC-2,0.364507,-0.42453444,-0.8282176,0.091992006,-1.1748954,0.19305584,-1.6744663,0.7290563,-1.0839293,0.15785643,-1.9251842,-0.70012844,0.18983606,-0.6478242,0.5142082,-1.4717276,-0.116227515,0.54495937,0.67616457,1.0294476,-0.47268796,-0.2753857,2.339024,0.48312533,0.5874305,-0.9816088,-1.4071293,-0.6585897,-1.6144588,0.947582,0.7980169,-0.4032477,-1.3768692,-0.35534692,1.2273957,-0.3103297,0.46786654,0.29758602,1.5326096,-0.20541403,0.24045195,-1.9861479,-0.01271522,0.050165474,-0.84044826,-1.3064605,-0.04660763,-0.75216305,0.01735414,-0.5951844,0.22019348,0.19163272,-0.09797999,0.29138735
OS-RC-2,1.0391206,-0.432382,0.3025079,-0.40518495,-0.8387432,0.2326233,-0.6483713,-0.121097915,0.36367935,0.07927534,-1.1147639,0.046908014,0.7944591,-0.120962985,0.4148857,0.05284819,1.4592675,0.09886127,0.89451617,0.77728343,-0.08766549,1.0479125,1.2472658,0.38859838,0.4851431,-0.5696718,0.3222863,0.3025486,0.15041086,0.2769221,0.16233712,0.34062272,0.1305336,-0.5525665,0.31714463,0.6492163,-1.3551288,-0.017925112,-0.6404307,-0.82448083,-0.47664544,0.25891766,0.98333436,0.5547866,-0.85044825,-1.8366234,0.9643869,-1.1207263,0.015402439,-0.29847234,0.27710673,-0.36491594,0.035133276,0.170756
Mel Ho,-2.2622962,-0.21585771,-0.27463743,-0.06952323,0.15355498,0.7770895,0.2871375,1.0425007,-0.118684344,-1.4465126,-0.12721059,-1.2695845,0.41541064,-1.371558,0.47768098,1.3909893,-2.617313,-0.8400032,-1.0802772,-0.26149863,-0.52540344,0.5484212,-0.6273941,1.4827416,1.2317042,1.2215172,0.41065896,-0.48900515,0.9317857,-0.29040828,0.38329834,0.82633823,-0.75724953,0.93204397,0.7521133,-0.042342376,2.8768094,0.65958655,2.2278314,0.056745462,0.73395884,1.4510083,-0.64493734,0.27285293,1.6249595,0.47350198,-2.40398,0.69628006,-0.56124043,1.6127917,-0.14221877,0.70732087,-1.5551032,-0.30363762
CMK-86,-0.45151287,-0.96480083,-0.03528638,-0.31215417,0.08448044,0.66926813,-1.0950698,-0.3196171,0.76367605,1.2475189,0.41732302,0.399365,-0.028623458,1.8042643,-0.25304103,0.06009614,1.120088,0.39005327,-0.38971698,-0.82099986,0.5953491,-0.25323,0.59545493,0.9701036,0.11596657,0.22419408,0.76300436,0.6751261,-0.6380121,0.7840329,-0.5235153,0.17681772,1.16928,-0.29313368,-0.50600326,0.55904806,-2.267401,-0.5989751,0.45706904,-0.62705827,-1.9136783,-0.15063776,0.052586567,0.6159221,-0.782455,-2.3377683,0.7967861,-1.4983791,0.4244347,-0.22610544,-0.18410894,-1.5144345,0.26686895,-0.2830717
NALM-6,0.81476504,-0.11394954,0.54878104,-0.40237936,-0.5698986,0.45151362,-0.61475027,0.1619477,0.09573044,0.00527972,-0.83632934,0.48686516,1.1447111,0.16931194,-0.00028820336,-0.13086383,1.5288166,0.039993238,0.743759,0.5504323,-0.1289022,0.4718204,0.79191524,0.38812187,0.58683574,-0.64602244,0.24827546,0.07907103,0.2870677,0.37899512,0.21330616,0.43707576,0.45956194,-0.05183299,0.21342239,0.94247305,-0.67848086,0.21648657,-0.74822736,-0.7206153,-0.16478574,0.096346796,1.0742251,0.69249165,-0.42787918,-1.7381717,0.5311537,-0.667328,-0.06853017,-0.45279485,-0.19943385,-0.75448173,-0.09594701,-0.49568397
SW480,-0.5267456,0.36020952,-0.13370089,0.76901174,0.041850254,-0.56302965,0.3451526,-0.355835,-0.1211365,-1.8488927,-0.5075024,-0.97670496,0.90506697,-1.271518,1.8952103,0.6024959,-0.78725034,0.41063386,0.15917817,1.3839902,0.4521933,0.3850402,0.38954052,1.203521,0.2810365,0.18943325,0.29239666,-1.2393909,0.0892741,-0.16173822,0.39392692,-0.82418215,-1.5538722,-0.051317737,0.11274795,-0.35866207,1.9341128,0.5886245,0.48612934,-0.61572015,2.1134896,-1.3349177,1.2835355,-0.1835094,0.81217253,1.3881196,-0.15372252,0.39787048,-0.5694724,-0.6452157,-0.56189114,-0.22077096,-0.2553545,-0.52305114
SH-10-TC,-0.5902123,1.0724883,-1.3478352,-1.5296589,0.95026565,0.11905553,3.875749,0.8708587,0.31868008,-1.2329698,0.6224137,1.7157007,-0.06379889,-1.1159298,-1.2223766,3.6109495,-4.774686,-2.0610638,-2.5625322,0.3101642,0.8111532,-1.4736044,-6.3911657,-1.0446142,0.7171951,1.2591594,-1.3648539,-1.5599579,2.6296349,-1.5342189,-1.3260121,0.2205435,-1.4873223,1.5521469,1.3329273,-1.8777341,4.06432,-0.7843563,0.9508509,2.3258703,3.4349113,1.0327866,-1.1312122,-0.89134526,-0.8299545,6.4252086,-2.8970444,3.4823895,-0.778041,1.6117407,-2.0633712,1.7455661,0.35280627,-0.49467146
KALS-1,-0.060531385,-3.0767126,1.3054259,-1.2029443,-1.0363169,1.6210685,-0.7469148,-0.8523968,2.8490877,-0.045082934,1.5176514,-0.8444199,-0.32086986,2.3374276,0.32900515,-0.020551223,-2.3653095,0.68622345,-1.3017559,-2.114757,-2.5393846,-0.896271,-0.23677015,0.5641398,0.44213197,3.1547382,-0.22966717,1.2444078,-0.9534924,-1.2753736,-2.9249113,-0.4037069,0.7972617,0.6918628,0.6027545,1.0659312,-0.033113733,0.8906552,2.2782662,0.14696658,-3.1142437,1.3790749,0.16518131,-0.01824427,-2.8783536,-3.9451373,-4.1077495,-0.13939308,-1.3118434,1.3101078,-1.0449696,-1.7228612,0.26819813,0.8161808
EFM-19,-1.0074276,2.6065981,-0.67490745,-0.6989751,2.062044,-0.6237368,0.51511794,1.667363,1.4687448,-0.17233539,1.6877515,2.1351285,-1.3601243,2.0302029,-1.5941869,-0.09301257,-1.6475998,-0.6016977,-0.68834066,-1.757948,-0.0049594156,-1.4119649,-1.5020804,-1.7265775,-0.0096103,0.925573,1.6237112,0.24476568,2.6154268,0.41383886,-1.0776423,0.14958361,0.7961001,0.5090712,0.72141355,-2.2573082,-0.16402915,-0.9413297,2.2346873,3.3252723,-0.6240014,-0.90270174,-2.7876236,1.2499988,0.579968,-0.44632268,-1.818655,-1.2962335,-0.095182404,-1.0192769,-2.3987577,1.089185,-0.78330106,0.30112195
SLR20,-0.5319276,1.5826042,0.40179196,0.32533905,1.8611023,-1.0921916,0.756476,-0.0042885914,-0.4176162,-0.4010224,0.12104134,1.2572349,-0.0054263473,-0.53973913,0.80484796,-0.24502665,-0.3842087,-0.24069773,0.5252118,-0.2007565,1.3464884,0.1294799,-1.6749474,-1.1547935,-0.1743874,1.3565509,-0.095135145,-0.7792542,1.6439201,0.46681073,-0.5099315,-0.41577438,-1.3556044,0.6741037,0.83760935,0.5582479,1.8828866,-1.3168834,1.0899585,1.41607,0.44864374,-0.9746271,-0.7401739,0.48624086,1.5915345,0.9448012,-1.0996537,0.11912542,-1.2570783,-0.10366187,-1.1062813,0.97766966,-0.62685466,0.08943522
COLO 775,1.5144548,-0.61424834,0.5272057,-0.46211407,-1.1905304,0.34724227,-1.3119655,0.23429205,0.6880635,0.6896837,-1.9906067,-0.23085845,0.6460107,0.0024751574,-0.2807792,0.51011795,1.9362676,-0.23093897,0.15768513,0.19661385,-0.1651293,1.3375397,1.5746421,0.12763381,0.64351535,-0.5429782,0.3013388,0.8472874,0.33915582,0.28506863,0.36007962,1.4792606,0.54343385,-0.9318715,0.3240401,-0.5531367,-1.3866525,-0.12074445,-1.2203115,-1.2094531,-0.6149497,0.3096332,1.2470168,0.92785233,-1.0443304,-2.2693021,0.619964,-0.84242606,0.3025211,-0.5332725,0.35668868,-0.20843412,0.1644324,0.6830197
NCI-H522,-0.7999383,0.8715086,-0.43513992,0.83061993,1.1000113,-1.298616,-0.18990557,-0.6548043,-1.7921259,-0.08196663,2.4562063,2.6906152,-0.017554715,-2.0589578,0.68706,-0.21660069,1.3615098,1.2571942,0.9159094,0.31086916,0.4252758,-0.045379892,-1.2358475,-1.2027863,-0.4447005,-0.877648,1.7890655,-0.26397252,-0.59448653,1.3857669,0.7521658,1.9536107,4.5725174,-1.4408983,-2.7827008,1.5720682,-2.7767837,0.23163083,-1.5794181,-0.6539436,0.89179665,0.30248857,-1.3198832,-1.1729263,3.040226,1.5727217,4.2360783,0.23841615,2.2738187,-1.3856295,1.9158171,-1.7612014,0.17934752,-1.8357575
CAL-148,0.13794753,1.3862249,-1.5451304,0.87078995,1.136952,-1.4466873,-0.1442144,0.41358432,-0.7537514,-0.3208365,0.58080083,0.4537676,0.026077794,-0.961134,0.37616956,0.35395902,-0.10807639,0.5042948,1.5034218,1.5507336,0.5980146,0.8362224,-0.9929492,-0.4419629,-0.13432963,0.20606238,0.5938674,-0.4190215,0.74002707,0.6918186,-0.76743245,-0.233559,-1.732586,-0.33927232,0.5372941,-1.0540414,0.7604615,-0.78093493,0.7706582,1.8721247,1.4166992,-1.2827904,-1.0499012,-0.17744654,2.0286973,1.6509312,-0.7453933,0.26391897,-0.5407297,0.20320803,0.09902902,1.5331768,-1.0245402,-0.45217416
SNU-410,-0.63047916,-1.1503434,-0.051115014,0.052788883,0.0998456,-0.73783654,2.784113,-1.441938,-0.3842287,-0.51994526,1.0095665,-2.007842,-0.6860997,-2.914764,0.18675926,0.15921329,-1.0387533,-0.6772258,-1.0613688,-1.2357752,-1.7839998,-0.19084534,-0.096453175,-1.1189535,1.6638634,1.6310802,-0.5872321,-1.5319475,0.20221202,-1.7924086,-0.08109211,-0.46898913,0.84025204,1.4730918,0.5439832,-1.2973449,3.9943156,1.6714194,0.77458686,-2.6110754,1.2485716,1.7395356,-0.07068058,-1.6016252,0.9395236,1.5846229,-1.929391,2.6759682,-0.2408758,1.760182,-0.6492642,0.066283114,0.91077757,-0.13456005
JM-1,-3.220932,0.8487123,-1.032429,0.6715741,0.5030593,2.6569548,-1.1368697,3.4653563,0.6547569,-0.19232364,1.4815952,-1.6393985,-0.4661256,2.2939534,-2.8581355,-1.7079619,-0.030773139,-0.77189547,0.55073786,-2.6479938,1.4674597,-2.0738714,0.7954416,0.87403595,-0.94973457,-0.512586,1.0118229,0.9573728,0.13549049,0.6387763,1.5444691,1.6963136,-2.1987128,2.448857,-1.2281718,1.7300546,1.9847076,-1.3761572,1.8175745,0.76251805,-2.5113754,3.5442545,-1.1494484,0.99999756,1.5379062,-1.8447149,-1.2033169,0.4804033,-0.25905445,0.6633859,-0.93412685,0.71141094,-1.1021788,-1.9570231
SJSA-1,-0.6266281,-0.85698396,0.9030259,1.3061231,0.056994975,0.6730901,-0.21005903,-1.5569878,-0.77375406,0.10094911,1.3430396,1.8335903,-0.83628315,1.4750317,1.9990561,0.5215458,-0.06191712,0.9906828,1.2454768,0.41372243,0.8008006,0.45035735,-0.65734446,-0.23350078,-0.21855825,-0.8153865,-1.72222,-0.7171076,-1.5493578,0.197471,-0.26418042,-1.2070351,-0.074009076,-1.1001297,-1.7425303,0.10711709,-1.1426263,0.0046063587,0.6172612,-0.7152504,-0.02430477,-1.7819253,2.4844909,-0.08626128,-1.0761733,0.1779053,2.0133383,-1.3793652,-0.19335678,-0.8838926,0.6283203,0.0943384,-0.2217952,-1.2487495
HPB-ALL,0.9476429,-0.26918745,0.13908926,-0.38861695,-0.7355539,0.22594412,-0.9481472,-0.22650556,-0.0015384927,0.53306055,-1.2813288,-0.061461084,0.99870497,0.0336214,0.16410841,0.29595217,1.3833112,0.08040403,0.53567415,0.8406327,-0.3328584,1.4420166,1.3330932,0.3632951,0.57875913,-0.42641872,0.032545924,0.7382528,0.27334222,0.25753203,0.27281103,-0.26257926,0.081242435,-0.56908107,0.09349407,-0.19626343,-0.965742,0.11151741,-0.55839473,-0.9246438,-0.36466628,-0.2451025,0.9613012,0.38095376,-1.0739788,-1.8796564,0.40334195,-0.829895,0.0069409376,-0.112338,0.40146586,-0.2391696,-0.05497983,0.11924071
NCI-H1666,-1.1635484,2.0845528,0.4411643,0.16059104,3.1751719,-0.6194706,1.1446226,-0.757084,-0.39297694,-0.06822682,0.9996961,0.2699668,-0.61044174,-0.16947673,-1.649826,-3.1257231,1.280761,0.45953935,-0.93464094,-1.4849054,0.97587174,-1.879042,-1.6929697,-1.5826138,-1.5995413,0.3985008,-0.6215472,-0.7120553,-0.22647342,0.70720553,0.56106853,-0.28285578,-1.01384,2.960286,0.5719762,0.81922334,1.6895254,-1.0713832,-0.5228845,1.4227732,0.32326573,-0.48601788,-1.7407871,-0.31424528,1.3724673,2.1813948,-0.4807344,0.5790011,-1.1816108,0.114325546,-1.2376759,0.52661103,1.4887602,0.2519306
HT-144,1.1988944,-0.38583535,0.20647241,-0.13186309,-1.2133619,0.794911,-0.73984754,-0.009307719,-0.27086034,0.20820794,-1.7001522,-0.3708946,0.37725437,-0.123214476,-0.35628888,-0.17494656,1.6517363,-0.25636384,0.78712636,0.8032106,-0.5508109,1.0660496,1.6303586,-0.2675672,0.5735667,-1.2876745,-0.13161004,0.38255078,-0.7784618,0.14192109,0.6369083,0.61996734,-0.10173922,-0.6316014,0.22398506,-0.96456456,-1.097676,0.21335703,-0.88412166,-1.173948,-0.1627549,-0.40998557,0.84891236,0.5476665,-1.7347378,-1.8885905,0.92073876,-0.61434907,-0.1503915,-0.32615244,0.22078028,-0.15257582,0.31491986,0.25728092
M-07e,1.2389224,-0.56671673,0.86766803,-0.81762487,-1.2130151,0.47141457,-0.7035222,-0.21620904,0.96648455,-0.9216539,-0.7850291,0.08575896,1.0890017,0.5768192,0.7042615,0.8081504,0.70068896,0.5954408,0.18802917,0.7220079,-1.1695497,0.9975155,0.6174386,0.44955987,0.09080615,0.13170098,0.40735275,0.9033782,0.0099799335,-0.5071919,-0.26426604,0.38949388,-0.0541988,-0.45772114,0.072104074,-0.16382039,-1.5957996,0.3965599,-0.72250235,-0.28122252,-0.17729113,-0.25172186,0.7707754,0.85456383,-1.6216123,-1.618475,0.13901976,-1.3457828,-0.30650383,-0.60001063,0.30770448,-0.21294752,0.27214214,0.03804502
SUP-M2,-1.3695292,-0.6119647,0.9619331,0.50140995,0.47441456,1.6945436,1.6662278,-2.0199609,-0.34012946,-0.904561,0.98361516,0.63577145,-0.85348475,1.2409525,0.5085298,0.9399235,-1.9368111,-0.2686465,-1.6345967,-0.93615884,0.22513357,-1.7211808,-2.547403,-0.4819651,-0.33459857,0.4486284,-2.1462126,-1.1810778,-2.310765,-1.5970219,0.22828288,-0.7559454,0.29777995,0.31989738,-0.101418614,0.62253046,0.31511298,-0.059811786,-0.17755292,-0.63488144,-0.17965867,-0.6085107,0.09032541,-0.9657242,-1.5139923,2.6005514,0.02432993,1.1856409,-0.1962423,0.23827888,-0.30709594,-1.3856889,1.6091319,-0.24389096
WM1799,-0.47467297,-1.0315019,-0.38889065,-0.62695646,-1.0926033,-0.37591508,-0.76028866,0.17245397,-0.77695984,1.2162758,1.268204,-0.17523667,-0.14519635,-0.3294317,-0.27871436,-0.7781562,-0.06669697,0.1374821,1.4705139,-0.13917367,-0.7169241,0.7703181,1.3274736,-0.06185509,-0.61275566,0.15289944,0.828978,1.3764682,-0.9211664,0.29609135,0.06897621,0.27877858,1.2416046,-0.065229855,-1.2136884,-0.18421566,-1.263322,-0.087988526,0.6737757,-1.183127,-1.2236953,1.7577242,-0.8576961,-1.0681548,0.3614006,-1.5377939,0.46369377,-0.67623353,0.8479488,0.6701,1.9322959,-0.1369903,0.5861629,-0.6049273
HuH-6 Clone 5,1.8858472,-0.7472237,0.1218982,-1.2544451,0.25879645,-0.31372282,-0.39857978,-1.7291765,3.0926318,-1.6617528,1.5006086,-0.27836403,0.85483456,0.9522214,1.6531545,0.83555865,0.3493198,2.3026514,0.48387605,0.88750505,-2.9323425,0.3590277,-0.422198,0.8792667,-0.49671388,0.8390586,0.8701189,1.3619068,-0.8953494,-0.06561762,-1.5885597,-0.6844114,-0.98554116,-0.112413816,-0.13544327,-1.3852623,-0.932707,0.54448706,-0.9790753,1.5125688,1.6371273,-1.9083724,1.2382722,1.4595647,-2.173179,-0.67531395,-1.2306628,-1.575623,-2.248722,-0.92438626,-0.8348895,0.270693,0.37074053,0.1460893
OAW28,-1.9541825,2.0663176,-2.6954296,-0.7969688,0.6297279,2.5922358,1.0893359,2.073642,0.14929321,-0.6322481,-0.30717954,0.3849814,-0.2744968,1.4911042,-2.807937,2.1097107,-3.1997046,-1.6796386,-4.300489,-0.14617407,2.4758468,-3.5263655,-6.2912693,-0.20441322,0.33441773,-2.8811734,-3.2060785,-1.9020026,-2.5588827,-0.97343415,0.99727726,1.0560849,-1.6289802,1.3221837,1.9490831,2.173434,-0.2708766,-1.97925,-0.41255915,2.9996288,1.7765424,-1.5915627,-0.8159128,-1.6226194,-1.5089657,9.143374,-1.132934,1.0236936,1.6570787,-1.1497536,-2.404851,-0.39759934,0.89082426,1.5986389
PK-59,0.46420875,0.4327095,-0.6954843,-0.85812,0.07235368,-0.33271754,1.99407,0.42169052,2.4809973,-2.8650446,0.101831555,0.05585994,0.5735135,-0.25836083,2.5284688,3.928976,-4.7892227,-0.81658727,-1.0840119,0.5717636,-0.81702596,0.49453405,-2.8100595,-0.22789535,1.0179185,2.388236,1.318353,-0.71051,2.6502204,-1.7922765,-1.747463,-0.18892607,-2.8497863,-0.6887244,1.1563874,-2.6015105,3.5319788,-0.19297658,1.9348156,1.8850381,3.4669943,-0.7798339,0.25502518,0.79301226,-1.6018592,2.9070761,-3.6758385,1.5478595,-2.1919804,0.28305513,-2.3957093,0.62831056,-0.6750785,0.39060867
