,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106
SET-2,0.5574601,-2.0285044,0.72393334,1.3673532,1.4093304,0.408471,-0.7132821,2.0688272,5.3499026,-0.585112,-0.9489191,0.31848347,-0.5857881,0.65473765,-0.2458716,-4.749383,1.9760892,-1.2583065,2.0285985,0.6277115,3.736707,0.9731181,1.358786,0.12891354,-1.8523786,-0.45237434,-0.10512494,1.6378962,-2.704088,0.5766169,-1.4599532,2.4804251,1.1671356,1.7403836,-1.039837,-3.6755822,-1.8055259,2.3764453,2.9724114,0.2951743,-0.38381606,3.0386086,0.71982735,-1.2986757,-5.0124717,0.59020454,2.730207,2.4661245,0.23560348,-2.2054021,1.3442403,-4.164351,-4.5257416,-0.2821567,-1.3864787,-0.845477,1.3593942,5.9499946,0.48923433,0.21761397,0.101628065,1.4861072,-4.676048,-1.2071589,3.6344104,0.82734513,-9.29543,-4.6166086,1.32247,1.3371947,1.1400325,-3.886856,-5.0490284,-0.51844275,-0.7474861,0.7025857,-1.7600937,4.2858825,-0.6057236,5.1212025,-1.6800009,0.00463748,1.2719033,1.7641,0.45401263,-1.535467,-4.1150713,-1.8798084,-0.11472139,8.142918,-3.645296,2.322307,3.7000082,2.8038554,0.06617847,4.0614862,1.4610834,-1.0612444,2.7517302,-1.812909,-4.7913933,0.7128143,2.4075832,0.64177895,0.21200636,-0.31435597,2.7061033
MOLM-16,0.3294359,1.537132,1.5521467,-2.0573678,0.63299936,-0.86482227,-0.2095632,0.86347944,0.61938083,-2.2071834,-0.06911492,2.0487907,-0.48687527,-0.8655494,1.2873045,-0.9144727,-1.1405343,0.0676111,-0.9043106,0.5867878,-0.80008227,-0.6873812,-0.44121823,-0.9624324,-0.063828334,0.24683845,-0.99045295,-0.08236444,-1.0606773,-2.1483846,1.8534172,-0.79907477,0.9191809,-0.047978655,0.25003925,0.79868203,-0.27154082,-0.17056651,-1.2704241,-0.9395305,-1.2110587,1.1166927,0.29998466,-0.63581264,-2.1294987,0.47994867,0.7051492,1.1175004,0.3781106,0.31886286,2.0750022,-1.3275808,-0.18183546,-1.4487681,-4.0416236,-1.1396523,0.84317154,0.14697053,1.1114179,-1.0673183,0.9208807,-0.6151062,0.70045745,-0.0868593,0.26881552,-1.0479641,0.021550864,0.8731321,-1.195552,-0.56221986,-1.3954991,0.6012004,0.73995084,1.2087663,0.5280465,0.4729309,-0.9869404,0.28376192,0.2643358,-1.0917557,-0.9403327,-1.4083812,1.2867825,-1.65769,-1.0929153,-1.7443943,-1.9721826,-0.32751787,1.0493369,0.56002027,-0.14472833,-0.25092176,-0.38082334,-1.6271782,0.9972186,2.0151377,-0.65014523,1.9349855,-2.8517714,1.9579144,0.69820786,-0.70203465,-2.5254126,1.0848036,-0.024826854,0.72439283,-2.3915863
Panc 03.27,-1.4863123,-2.2023916,-4.648164,1.9798911,1.3929447,4.729005,-0.630721,-3.5612576,0.78914785,-0.66480327,1.1542761,-1.7681544,-0.5123809,1.1904304,1.8468227,0.63865566,1.7297536,-1.238645,1.312381,-0.02417478,3.2779553,0.92972594,0.34762156,-2.3028994,1.2231542,-1.0917426,-0.18922934,0.04530251,-0.32453436,2.1379473,-0.68679166,0.0134771615,1.2892022,-4.1130443,-0.22860299,1.4441777,-2.07907,-0.81670785,1.828812,-1.6003997,1.4018154,-3.5302608,-1.8193529,-1.6066828,0.99622583,-0.7772094,1.1988404,-0.76613414,-3.144224,0.3588627,-2.260602,1.4960335,0.57112026,3.3064144,1.1228795,-4.066975,4.591473,2.6162734,-3.2257586,0.03019353,-2.367924,1.1489263,2.11324,-2.8568287,-0.7106284,-0.7562846,0.271703,2.2644014,0.67538804,3.749527,3.4212456,-1.748295,1.4070954,2.2164998,1.2935717,-2.0329566,0.76114476,-0.079338714,1.2067528,0.030172884,1.1948858,3.980083,-4.1360326,-1.0609853,1.5148007,4.2794957,2.8722637,-1.937845,0.10556863,-0.15834585,1.8718147,-3.0938654,-0.79186153,1.6085252,0.16194046,0.605496,0.3664757,-0.6395571,2.0787911,-0.5565484,0.12565786,0.9865204,1.1539196,0.71672356,-2.1068904,-1.2982165,2.5719755
YH-13,1.0279924,1.5654576,-0.40843126,2.3937185,-0.8172864,-3.6989288,-2.6509576,2.6597657,1.7407894,-1.6592709,-0.06087117,-2.5095649,-3.0725787,-0.008406736,3.100995,-1.5148071,-0.3774721,-0.22986126,-1.1933923,0.9531224,2.7663324,3.0770833,0.22047105,-3.6581874,-1.1062064,0.19108331,-0.8583388,3.5101085,-1.1319567,-1.6509141,-0.67518485,1.7483449,2.2176855,0.7697699,1.1807113,-2.3642526,-1.79683,-1.4309084,1.8628833,2.14331,0.1037904,2.256999,3.8879313,-0.027244352,-3.0763113,2.3035822,1.3895277,-0.7645471,3.1858995,-1.6420312,0.36390108,-3.8116884,-0.5191084,0.4213844,-0.32341614,-2.7415829,0.1186924,-0.12797533,2.578289,-1.7104189,-1.6783795,-1.1354206,0.3311544,1.0415233,2.1280193,-0.18791467,-5.2154403,3.3353612,-4.8956327,1.0677359,-1.8703865,-1.61451,-0.15801314,-2.2564673,3.9337356,2.588682,0.85579014,2.7503688,-1.0504009,0.5529907,-1.5515668,-1.8163995,-1.0041251,1.8205875,-1.2216083,2.5704503,0.3079576,-1.8214562,-0.20035204,4.41048,-1.0231243,-1.32316,-1.7134366,2.9781785,1.1685385,1.6696434,2.3806155,3.6061854,-0.3489317,0.91524374,0.59498155,3.5178208,4.868799,-1.5102577,-2.9349642,-1.6059453,-0.7467707
A101D,-0.31436935,3.3118145,1.0957385,-0.9470862,1.2754296,-0.8422312,-0.41353422,3.8938315,-0.41217333,-2.5809166,0.7571354,-0.32063997,-1.8536237,3.4633315,0.31669602,0.3497616,0.50791264,-1.5942259,-2.1130414,1.3597699,-1.1173517,-0.427701,-2.2937078,0.36228773,-0.71531725,0.4199885,-1.4749182,-0.6989728,-2.1656425,-1.7536713,-0.83539367,0.23782885,-0.14608926,-0.60053736,-0.49593717,-0.49431428,-0.05869021,1.2960501,-0.24112846,0.7145837,-0.3333364,1.1320293,2.0367887,-1.0218242,-2.4719367,1.8419219,1.6345252,1.4045724,0.686512,-0.65331364,3.1573045,-0.866098,-0.33805174,-1.1508081,-3.326895,-2.0419712,-1.2280777,-1.2279195,2.1202745,-2.34294,2.2821443,-0.4294505,1.5686055,-0.6299629,0.033521533,-0.5197936,2.4666858,1.4021633,-1.9252044,-2.7295651,-2.2675948,2.7517316,0.8564129,-0.4115709,2.0166285,2.683326,0.21429545,0.10643222,0.17825137,0.055472016,0.12178358,1.4410098,1.4278048,-0.8716245,0.04622942,0.49094534,-2.92815,-1.0556343,0.7374172,-0.044952363,-0.97176003,1.3361584,-0.2162134,-2.9052842,1.9830874,0.24141869,-5.4100204,2.4197378,0.22103691,4.440195,2.321859,1.167273,-0.46838897,0.2799486,-3.4317026,0.6481253,-1.4815199
HuNS1,0.8593822,3.0169747,-0.8774755,1.6508524,1.5102068,1.8403457,0.7505331,4.399255,1.4230182,-2.7045562,1.5639035,1.7356855,0.22132936,2.5259786,-0.39306796,-0.5516914,0.020176705,-6.2709246,0.42124325,-2.3666756,-1.8195349,-1.2039115,-0.7355562,0.3952459,-2.224999,-2.6158888,-2.6871552,0.8326885,-6.5715647,-0.18154487,-6.1245885,1.933295,3.210466,2.314616,-0.244628,-3.8155863,-3.8941307,3.2075295,5.748265,1.0083168,0.19202808,2.009305,2.253645,-2.140803,-4.321497,1.5572112,3.510389,4.303057,1.3612609,-4.4705095,1.4785419,-4.739453,1.4492441,2.2357209,-3.227533,-5.1862354,1.018311,-5.74723,-0.48515546,-4.992194,-0.29003963,-2.1565442,-2.3406196,0.4556686,-1.7539535,-0.054123193,-0.46031785,-1.4286352,1.4349039,-2.1635518,-4.859481,-1.0610408,-0.30035454,-0.80427676,-1.0448961,4.0797653,1.5120677,-0.34539923,0.76913506,2.8141942,-0.056304336,-0.95267,4.688919,-2.686165,2.4280002,-0.4322631,-0.43770516,-3.2539575,5.6625214,2.702602,-4.1942143,-1.2581216,-0.5605206,-0.4248819,-0.99905753,-0.37210977,-4.0110044,-0.4088829,0.061007943,-2.2176595,0.3946043,0.80951476,4.584821,-2.1470232,-2.2291572,-2.4928935,1.1718411
Detroit 562,0.37200674,0.47804284,0.80924934,-1.7056438,-0.16989374,-1.7587858,-0.5728458,1.5752559,-0.5042846,-2.26683,0.16954215,0.5508882,-0.8600386,0.41725177,0.27072102,-0.9704099,-0.4860297,0.609874,-1.3851335,1.3143227,-0.6540822,-1.2468024,-0.20384139,2.6426983,-0.3773436,1.0396646,-0.6177354,0.87596935,-1.1470842,-1.9489586,0.36867672,-0.43206763,0.300537,0.14603227,0.71888745,0.22172558,-0.56853443,-0.93971825,-0.27261442,-0.9755243,-1.9832709,1.4363819,0.39890307,-0.20082735,-2.3410423,0.7932427,1.11661,0.7671166,0.71365696,-0.37296534,1.3782845,-1.6922851,-0.83714455,-1.2362784,-0.79885983,-1.0508517,1.119683,0.88987756,0.94720495,-0.96660227,0.6938566,-0.9792914,0.15958002,0.46493313,0.98625934,0.013156233,-0.6280346,-0.48823065,-0.5884664,0.3220556,-1.8944895,0.2541465,0.118088186,1.1061015,1.2178588,1.2627194,-0.40422517,0.10655164,-0.10180363,-1.2457263,-0.8307475,-0.79960126,1.5912211,-0.66922057,-0.7533277,-0.56462073,-1.9858779,-0.31689313,-0.9872419,0.3906489,-0.30908573,0.5102445,0.67592436,-0.6402757,1.0110568,1.5194156,-2.243014,1.5593698,-2.2185724,0.63460064,0.047205828,-0.73096365,-2.0545578,0.38834387,-1.5375723,0.42832217,0.28276026
GCT,1.6958183,-1.0773711,-1.0943571,-2.4565568,-0.7159287,6.9299583,-0.67628795,1.181383,-1.1196172,-2.612184,-2.0480313,0.93448406,-0.78281057,1.7628185,-1.9574566,1.4270035,-5.0538673,-2.9031534,0.4086755,2.6620064,0.6823405,-8.334001,-3.0514731,0.107735686,0.3978291,-2.194874,-3.82784,-0.24378768,-0.8054788,0.2940588,2.2190619,-3.1174762,0.6730456,1.6038976,-1.4211521,-1.7722148,-1.8150574,4.140667,1.6915244,3.3368788,1.7084233,-2.2084334,1.6275876,-4.4896026,-2.9079897,1.117524,-1.8520856,3.1228569,4.5134196,1.8165352,-0.31052887,-0.82824856,4.081911,2.1491747,-2.862953,-0.61196464,1.0395619,-4.366189,3.5010102,-0.9395946,1.0134302,-2.506388,4.0815425,0.41256154,-2.37996,-4.057505,4.1850967,2.9902,1.5325865,-4.8616457,-0.90241385,-0.36466745,3.3451397,-3.7021766,0.09711146,1.551182,0.45315295,-1.0141559,0.7153239,0.83651555,-0.6922491,0.93719184,0.33242184,-4.285053,2.2757628,3.2592697,-3.808031,-1.8139889,3.828313,1.3706968,2.2543864,1.6458809,-1.2595897,-4.1755114,-1.1168466,-2.056026,0.60349995,-1.8539405,-3.2904043,0.56571996,1.7718554,1.5036922,0.30830857,-0.7138082,-0.25445905,-0.48032656,0.8688167
SF295,2.5166686,0.78776205,1.2518808,0.65886885,-1.1191624,1.5604204,-1.4478695,-3.0184674,-0.30878413,2.4554505,-2.4124112,-0.88749677,1.3731403,-2.3977184,4.3989973,-0.55172217,-0.34540254,3.2376204,1.8106786,0.2812397,1.4779377,3.334553,2.8119817,-4.4014983,-1.8467087,-3.990604,0.20410115,1.0455728,-1.5483757,-1.6963525,-2.9821832,2.593448,5.583857,0.6885071,3.202714,0.82911664,1.8699355,-2.3784454,4.3655663,2.693565,-0.13272455,2.5352552,2.5483181,-0.7833924,3.1944036,0.2281776,-2.7406733,1.8419967,4.129254,-3.7278783,-3.9035354,-2.7796183,3.7594304,5.1038647,-1.5604267,-2.2196994,0.8817545,-2.7302375,2.2791479,0.31560692,-7.8772855,-1.5535716,1.339325,4.947191,3.4629993,-1.8744488,-0.73174745,1.2564015,-1.0380491,0.7913555,0.6429925,-0.38245082,0.4699759,-2.2776344,3.35977,2.7067106,0.1549191,2.208444,-0.66259557,-5.115424,-3.4465768,-2.5038414,-1.4197613,-0.8406203,-1.0883664,0.09714937,4.740236,-3.3014345,-1.4577926,2.9791102,0.13861403,-2.844825,-3.300356,3.1153963,-3.7617364,-0.37511003,2.6312432,1.7944959,1.021833,-5.691568,1.1290934,4.546527,8.827232,-4.6171875,-1.208604,-4.15242,0.11437547
Hs 766T,-0.64990306,-2.860109,-3.3994327,0.11365488,0.8987796,3.6595135,-1.9655728,-0.5168628,1.4072975,-0.1827968,1.2015209,0.2108323,-3.020507,-1.7878293,0.5631025,1.1194324,-3.730538,-2.3559284,-2.287725,-0.6758098,1.0442853,0.20795362,-0.9751699,-1.7690753,1.534967,1.430051,-5.514244,-0.5079521,-4.114448,-1.6041516,0.8395733,-1.1548054,1.0265874,-3.477556,-0.47596592,-3.8839235,-0.13203552,1.6470352,2.0516493,-1.3826035,0.2636183,-1.9808742,-1.141989,-2.3991108,-5.896131,2.2132347,-0.05428672,-2.599487,2.9845228,-2.023279,-1.3303636,1.7308242,-0.18759514,3.5075572,-1.6628512,-0.5762036,1.3481674,2.4040575,-1.3126732,-4.327802,-1.7585782,-1.7719927,3.8067782,-3.2237167,-1.7664737,-0.02345632,2.2078428,2.2549717,-2.2248735,0.04810673,-0.7979912,-0.08202773,-0.6137643,3.400107,-1.3903341,2.7783926,3.809014,0.68036926,-1.0868804,2.2521548,-1.4153143,1.5775754,-3.0599802,-3.0706894,-1.5309249,-0.5860083,0.14275184,0.28011417,1.9900402,-3.1242237,2.2416906,-4.414813,1.8423676,0.19449562,-1.8338823,2.7354696,-0.14191294,3.203453,-0.3304689,3.2956958,-0.20074694,-1.4806781,-0.3704894,-1.3122369,-1.8847123,-5.973125,2.49465
KO52,2.7521093,2.7655103,0.7476156,-4.3313665,1.2478921,-0.5314888,-0.12519595,-0.37284502,0.11524083,-0.6057642,-0.4252734,4.6691365,-1.3093584,2.8390326,-0.7579533,0.028016701,-1.2647753,-1.1480908,-1.0554186,1.9882979,-1.1858149,-4.1040487,-0.69401467,3.7007787,0.43565744,-1.8534708,-1.5191184,0.4551426,-0.7861043,-1.6725818,1.9331669,-0.08940041,-0.14317894,-0.054429524,1.3147335,0.027695611,-0.6941373,2.5537956,-0.6162713,0.47362405,-1.0913057,-1.5300117,-0.9407257,-2.792769,-1.9366341,-0.041110277,0.67110395,4.6061783,-1.758125,-0.07679075,-0.66279376,-3.8551953,2.0570014,-4.4097195,-0.93405175,0.2616879,1.0509994,1.6752428,1.4057039,-1.264734,3.388306,-3.2343752,-2.1917195,6.529804,0.21505553,-0.6002612,0.24157488,2.7419786,0.42285636,-2.5821626,-0.92402816,2.259785,-1.1364284,0.12659007,0.9705285,1.8715029,-0.8844968,-0.77698225,1.3982204,-0.2003876,1.0393405,-0.0365962,2.5848691,-0.24956797,0.22089319,-2.9661708,-2.833392,-0.42081666,-3.6808453,-0.16809666,-1.0945038,4.067931,-0.195007,-0.8940825,-0.9736557,2.7999043,-1.0030768,4.3187294,-2.3970125,0.79917026,0.9536043,-2.111555,-4.1545963,-1.123168,-1.1655831,1.6341405,0.9372946
Mono-Mac-1,-2.0977497,1.135893,-3.3375943,-1.2531142,0.6936392,-1.0034534,0.8519912,0.24695006,-1.1169682,0.61216575,0.60613126,-0.1667934,-1.0766246,-0.3918417,-2.9259357,-0.5738745,0.109001085,1.2634877,-0.8424236,1.1396517,-0.6116879,0.8644628,2.2931464,2.8029644,0.41609547,1.2765003,3.3136516,-1.8730153,3.5774534,1.5231978,-1.1123871,1.239857,-4.1605573,-1.7785112,-1.8131969,0.90192413,-0.7408667,-0.874858,0.7005651,-2.5513,-1.3355551,-2.7194438,-5.099243,2.5501997,5.373213,-0.9394207,1.0951372,-2.2559361,-5.4038134,2.333116,0.45786673,3.3195949,-0.22031346,1.4337041,1.5984468,-2.5647702,0.56737673,0.9133425,-0.72707665,-0.84475195,-0.9917318,1.6313629,1.3405632,-0.009857316,-0.10283017,0.2819448,2.6631777,-2.4563258,2.818654,3.7495604,0.14586501,-1.0548615,-0.488145,0.8817132,-1.5312916,-1.4659753,1.6974417,-2.229563,1.5503446,-2.0963686,0.37334457,0.9950419,1.3836331,-0.51556957,4.520042,2.3143196,2.555845,1.2105652,-2.3220963,-5.165785,2.5259273,-0.8325271,1.5959452,-1.3473674,-1.2092212,-0.38253874,-1.0879182,-2.3763561,-0.8524516,-1.1600319,-0.021063015,-2.0844994,-3.6150799,1.3449804,0.31309566,1.8160578,-0.36669645
NCI-H1793,-4.5926166,2.1651747,7.3676596,-4.5701942,-0.7387661,1.4185383,4.323003,2.683292,-2.7045228,2.7574663,-4.464214,2.448033,-0.18924767,4.613693,-4.5101037,-0.24303842,3.1012774,-3.6910472,4.1598296,-2.1603394,-0.48071578,0.7941147,-0.64752614,5.2743707,1.8358824,-6.697355,7.907327,-2.204177,4.9602804,2.7732694,-2.5590649,2.5082574,5.482993,6.7831388,-2.1009328,3.56017,0.042019755,1.0672009,-4.8251944,1.3067857,6.5413284,-3.6611867,5.316753,-2.0965202,2.5510702,-2.277154,1.2959498,1.7018161,-7.665091,3.2958987,2.8349123,3.420826,-2.0534425,-3.5824237,4.29747,3.3896565,-5.844244,0.042632,-2.8689408,2.6245835,4.007901,5.600985,-5.9710035,-5.110634,-1.9246864,2.8258796,-0.04832287,-1.9775058,6.351885,0.90856934,-0.42921412,8.103267,4.4725676,-1.8261566,-0.16794503,-5.4943795,-6.095928,-1.7404028,-1.7724428,0.69084793,3.6122165,4.391054,0.95304567,1.372062,3.8820071,-0.17371285,5.267275,7.1717615,1.4532747,-0.45134148,-8.096822,3.7323124,-2.930604,0.74167264,4.6313305,-4.3030734,-3.058265,-2.9186583,3.4286754,-1.378009,-3.9919276,-3.9559226,3.5544252,-5.2260585,8.412309,-0.4615053,-0.864784
SNU-520,4.515291,2.9611847,-0.46100885,-0.40747473,-0.9050265,-1.1107802,-0.42752868,0.080584206,-0.76236,0.112293094,0.5447527,1.857384,-2.7548327,-0.18221101,0.29060394,-0.7208311,-4.1069174,-2.8092022,-1.9767764,0.103885114,0.34685695,-0.51433945,-0.027222984,-2.087441,2.0683002,-4.9554563,-3.62807,5.573825,-2.7830951,-2.234014,1.4832548,1.4257011,2.7033262,0.31595924,3.2192016,-3.272702,-2.5577605,1.0990864,1.1337892,1.0397484,1.2510945,0.4088556,0.51365757,-0.9746274,-4.863758,-1.2612395,-1.3479023,1.0844728,3.0901058,-2.4876347,-2.4398818,-8.33996,2.8747134,-0.9302059,-0.9108605,-2.5160294,0.31594658,-2.4587364,1.6414154,-2.7669685,0.43197775,-6.7034936,0.18792255,6.909904,0.7360643,0.19230124,-5.018005,6.983055,-6.2645397,-4.104528,-4.3929486,-2.5609999,-1.6796945,-1.384986,1.3037459,5.8964605,1.5861163,-3.4903033,-0.47376066,1.0009886,-0.38440126,-1.1270838,0.5747194,0.3497157,-2.136899,-2.38086,0.7353783,0.06255239,-3.5036554,2.173023,-3.327957,1.207389,-2.3966405,3.5626273,-0.66339314,1.2062318,0.7214461,4.68403,-3.1589487,4.1068454,1.6164223,-0.22730753,3.056575,-5.0759573,-1.0711673,-2.5862052,0.9806538
SNU-81,6.969006,-4.534279,4.24112,-3.0715828,4.2901034,5.3894296,8.529223,-6.4426003,6.488053,8.2877655,-6.3049912,4.358018,4.379173,-7.174954,-8.794242,-5.900978,-2.9013522,-0.61566573,0.6106906,-1.9865175,1.9472585,-1.6278081,4.9869337,1.6678574,7.8279347,-5.1531677,-0.29085538,5.8608513,-3.539744,-3.7168996,11.358174,7.391035,-2.936363,-3.6970382,4.0561404,-8.300664,3.0706155,-0.7361276,1.116831,0.040296137,6.7893395,1.7487032,-1.0297086,1.8867418,-2.4381049,-10.721174,-9.398231,2.9951777,0.2623757,0.87454957,-2.0653784,-9.8561325,2.6835287,-12.509044,5.1563663,5.3385973,-0.123266816,3.365081,1.0834389,8.28068,-1.9975252,-8.438488,1.8627971,4.48729,0.5647637,0.22393347,-4.960009,-3.3101428,-1.3153988,-6.851192,0.02986893,-6.0679975,-13.452643,1.9414687,-8.036281,4.5977077,-2.136034,-6.8099093,-2.2281437,3.073055,-4.9593987,-0.8928529,1.1582005,2.934202,-4.528673,-6.2642975,-7.4938197,3.1482108,-6.5947704,8.392741,-5.1274076,7.6042085,5.2674847,-2.9364228,-5.683468,2.98624,2.0757399,-1.4614947,0.8811369,3.4144487,-2.094266,-2.455042,4.3351817,-1.0282685,3.21777,5.0470686,4.964176
CAMA-1,2.379528,1.0302777,0.94501746,-4.705374,1.8545358,2.900535,-0.8026371,-1.8896176,2.7426224,0.30702388,-0.99951583,0.58669794,3.9044442,-0.11022663,2.5200768,0.67113304,2.625242,-0.25922436,2.604935,-2.265303,1.1925186,5.23386,2.8182082,-1.3039427,-0.48627257,2.2386658,1.4101994,1.327859,-1.2819633,0.1313735,-2.2894275,1.5493699,3.5320897,0.36212018,2.9552615,6.5213675,2.6730466,-3.5856156,0.0786016,0.3943913,1.099427,-2.1184206,0.5042093,-3.1453474,5.828309,-1.3932371,-4.5914216,-0.42011663,0.02736032,-1.1037756,-4.2852798,-1.1833918,6.242275,1.3970678,-0.6723863,5.464111,3.0379992,-0.34858724,-0.1195328,1.9285213,-4.003189,-0.9946803,-4.2919397,0.64092404,0.9304526,0.6117942,2.0501893,2.4128168,0.96605664,1.5364635,4.231916,2.0851111,-0.3733461,-0.24931319,0.50197816,-3.2424982,-1.1694566,3.3020282,-2.3783827,-1.6107812,-1.3880517,4.517243,-3.337029,-2.5136564,-0.072003424,2.883811,3.5597277,0.19929552,0.7124227,1.9997971,-0.8645324,-3.8476236,-3.8181107,0.9221128,-3.3610349,1.5386539,2.570003,1.438504,0.6171381,-1.5173491,1.0929772,2.9689765,5.091646,-2.4943004,-0.75210583,-0.9158645,1.5521488
OCUM-1,0.3644747,2.9485006,-1.7584844,-0.43504778,0.74829865,-1.788286,-1.1696982,1.583268,0.07704075,-1.6585833,1.96545,-0.7329843,-0.8212594,1.6043135,-0.3650727,-0.0116942525,-0.5797325,-1.6125803,-2.2501073,-0.14819372,-0.48157436,2.2872746,0.714774,-0.23270977,-1.9628991,2.2740426,-0.27891064,2.2732496,-1.2339435,-0.7187592,0.016835451,1.0952656,-0.5616218,-0.64452547,-0.28668216,-0.27800053,-1.3561851,-1.0610206,0.07374431,-0.33739394,-1.624969,0.9920148,-1.3701124,0.8120241,-0.23388317,-0.25761616,1.4117639,-0.8450042,-1.3968778,0.110429525,1.7858858,-0.88238406,0.6385728,-1.3630718,-0.39734387,-2.130606,0.8485375,-2.5071924,0.8448161,-2.5672092,0.3276419,0.0061798096,0.35031286,0.06908947,-1.0646875,-0.2632133,-0.07244316,2.4359598,-2.507437,-1.0177808,-1.1071019,-0.05920714,-1.062303,0.8803521,-0.595317,1.1750187,1.807663,0.5029772,0.96875584,0.55302626,-0.21440575,-0.19494516,1.5984327,0.7739757,0.6817602,-0.6585787,1.0927299,-0.026949504,-0.48780844,-0.3567512,0.5428984,-3.1147506,0.5049354,-0.8371475,-0.49882352,1.1838666,1.4319164,2.1872811,-1.470859,2.3028328,2.4569063,-1.0784802,-0.22852664,1.2868335,-1.1890103,0.14845511,-0.60084283
NCI-H2286,1.6789881,3.3652165,0.94157183,-3.460157,0.96105504,-2.9326212,0.25330108,-0.32179588,-4.0333276,2.522992,-2.3633435,0.42775798,-1.7277358,0.97326136,-1.8359971,2.4424474,-5.6595,3.220613,-4.299528,-0.62932134,0.17507574,-0.08459081,5.559412,3.8418148,4.9658413,-0.43908986,-0.3892532,5.528599,3.0535774,-2.268341,0.22947931,1.5075182,-3.6775491,-2.658524,0.5328722,-4.7166033,-3.0185068,-2.6055858,5.0464964,-2.567751,-1.0337079,0.9961214,-3.7945406,1.1204911,4.5957384,-2.6988087,-6.604995,-1.175818,4.4619946,-1.4166036,-0.9961144,-0.96284,4.1500263,2.7527823,-0.44770885,4.6310997,-1.7111266,-3.7219105,2.3724945,-1.4481351,-3.9654126,-5.7841463,3.285671,6.1242857,0.30151284,0.4372062,2.1392395,-2.4699378,-2.2829182,-0.47926998,-3.170174,-4.6251826,-3.0527596,0.32801712,-5.7172475,2.7215796,2.6880343,-4.5865693,-1.272317,-6.8994575,-4.699744,-0.9777759,0.23973739,-3.1005917,6.5498054e-05,-2.4680243,2.4273524,1.4279425,-2.9886193,-6.4428434,0.41437754,-0.29544795,1.0865449,-2.7475386,-1.4803295,-1.22642,-0.20449865,-0.5023207,-4.3625984,-2.43014,2.1287136,-2.728726,0.5419464,-5.978142,-0.7997517,-2.4835393,1.9037318
RPMI-7951,-0.63097686,0.46186027,2.7218368,1.6388037,-0.92447007,-0.5409136,-2.5416121,2.941715,0.75879896,0.43354365,-0.066414244,-2.6535523,-2.2883089,1.4206595,2.3960621,0.843303,-1.5874574,-3.0209174,1.507102,-0.81750345,0.985351,0.0116950795,0.22667605,-1.3287055,0.5728519,0.21638879,0.32409137,-1.1358678,0.12213608,-0.22471455,-6.44624,0.9422144,-0.25796676,1.2971226,1.033988,2.9286687,0.27557218,-0.5114948,-0.56106865,2.2620766,3.9558783,-1.7624099,4.1463847,-1.7947493,-0.2507509,4.3848624,0.32335716,-2.4584467,4.3433084,0.28150254,2.550714,2.746438,-1.5730212,1.3767872,1.879045,0.5071919,-1.8439164,-0.92587495,0.014404461,-0.011545718,2.7444906,-0.81900686,-1.3654504,-1.7555667,-0.3528232,1.5657089,-0.8288267,-0.47290567,-0.864659,-0.0024924278,-1.164446,1.199917,3.1947896,-2.5517988,2.9510639,-0.30143535,-0.7008161,0.8311804,-2.1385555,0.5235787,-0.3010853,1.7326407,-0.5701861,2.2031527,1.1741514,2.042631,-0.1580137,0.047169834,3.4240654,-1.4321368,-1.5144446,1.6426042,-2.1822033,-0.7344395,2.5681105,0.37838504,-3.2079036,0.7083492,1.4153936,1.3144565,-1.4605763,2.6191745,2.461524,-2.5814807,-1.6767467,0.25063837,1.2096992
