,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
LNCaP clone FGC,0.9332209,-1.3171511,0.3712171,-0.9464608,0.06268144,-1.0351806,0.3358982,0.21574064,0.34493023,-0.07607699,-0.007775803,-1.1113513,-0.035266966,0.09443951,-0.6441002,0.6474598,1.6025926,-0.4666032,-2.5151005,-1.4300299,-1.742292,0.35101247,-0.38051382,1.4493177,-1.8537607,-0.9221208,0.87361974,0.67053956,0.21110156,-1.5101578,0.81836987,-0.45806295,-1.3037145,1.80162,-0.18265949,0.027526394,-0.85985035,-0.12465214,-0.15051375,-0.28519058,0.3055619,0.5818105,-1.5182478,1.6969162,0.20514542,-0.26902175,0.021218449,1.5294789,0.050759725,0.64554083,-0.8321312,-0.13867822,-0.041504867,0.13183057,0.4646787,-0.13782676,-0.66039044,0.6321699,0.0904811,-1.6338791,2.612416,0.32323572,1.0459723,-0.78961253,-0.5039332,0.3336297,-0.61991984,0.20340034,-0.38947403,0.75505996,0.47252423,0.5533258,1.1285458,0.4694446,-0.091993004,0.34322912,0.42501524,-0.16975936,-0.21925339,0.2512846,0.32618964,-0.101844154,-0.48737448,0.79390925,-0.41411018,-0.49054176,1.3562666,0.042317703,-0.67680943,-1.092234,0.79774964,0.7308891,-0.11835323,-1.6130701,-0.5729445
SNU-503,0.5526193,-0.88717794,0.2701639,-0.4578957,0.14942148,-1.056973,0.36471993,0.21261935,0.1754826,0.28675923,-0.048585355,-1.1180406,0.22212732,0.2458208,-0.28390062,0.18226108,2.108404,-0.34222198,-1.5209584,-1.8271377,-1.1334434,0.6140162,-0.018482912,1.220331,-1.3233849,-0.25665706,0.9102553,0.572317,0.63768905,-0.75513005,0.21935634,0.34118605,-0.3070013,1.0781271,0.09253657,0.41609305,-0.35149455,-0.47861445,-0.06610245,-0.3793572,0.63764197,0.44848934,-1.6663277,-0.0074267983,-0.123864464,0.05734113,-0.22183302,0.6114771,-0.11802924,0.6238882,-0.8489517,0.46739447,-0.31420255,-0.96152455,0.14641367,0.0006595552,-0.100897275,0.20273861,1.2962879,-1.3379244,1.5879656,0.023314342,1.1100816,-0.7167328,0.13837713,0.4847719,-0.1732374,-0.07134277,0.1607337,0.51139,0.837008,-0.050085813,0.3814469,0.6939513,0.18426213,0.1037482,0.06403209,-0.29993886,-0.80431074,0.31121007,0.35219872,-0.032321986,-1.0817204,-0.11520505,0.13132417,-0.35340577,1.167184,-0.29358882,-0.05076334,-0.68875325,0.3803803,0.23120707,0.024342656,-1.0095565,-0.9414794
T3M-4,0.6087359,2.1595893,0.12079093,-0.052636743,-2.0499375,0.7384687,-1.6312025,-2.5689316,-1.885575,1.5053566,-0.02551728,1.7968073,-2.4377377,-2.0116217,-1.2232691,0.19505085,0.85636806,-2.345648,-0.24047893,-1.9174238,0.69297886,-2.3555188,1.4125934,-1.767287,-0.349637,2.7631483,-2.4228342,-0.627774,-1.3376116,-1.4566917,-1.4820356,0.7631436,0.4662913,-2.388263,1.6970428,0.9349384,-0.28821486,-1.279275,-3.3088982,-0.019368723,-0.8269368,1.0238401,1.1893705,1.742402,-0.99067235,-0.46173796,1.5466393,-1.2302425,0.16314144,-0.5044651,0.5296469,-0.09304267,-0.73340017,0.77336675,-0.19020861,0.016423076,-1.2605498,0.807908,0.29854468,1.5560904,0.88149065,-0.5883728,-0.3954702,-1.4173074,-1.377291,-0.5037753,1.5155969,1.0682268,-2.700126,-0.9651962,1.4256009,1.6692541,-0.9620121,-1.243942,0.63478255,-0.441874,0.066476054,2.3035643,-0.29330146,1.4186035,2.235816,-1.6473494,-1.0411701,-1.2915717,0.5206905,-1.4361092,-0.4914536,1.3776281,-0.34399632,0.07492486,0.2671648,-0.031033926,0.55586237,-1.6551434,-1.042498
BxPC-3,1.3957951,-2.6186118,2.8551779,-0.7515143,1.6082611,0.9349636,0.03372375,-2.9957116,0.48440892,-3.06943,-1.3424377,5.4133315,0.9522931,-0.17874137,2.3276694,0.48498508,1.2775912,-2.444462,-1.6185791,1.0253147,-0.37133145,-1.8180192,-1.6440444,2.421838,1.6550002,-1.9041672,0.21711998,-1.84346,0.11668934,0.37754506,1.0682431,3.4312224,-0.14496115,-3.2438383,-2.1736243,2.277472,0.59450096,-1.0034021,0.71696407,-2.003778,-0.570181,-2.0184715,-1.7217579,-2.9880238,0.45909756,-2.0918806,2.7249603,3.524806,0.88478476,0.14998236,-0.78728116,-0.4045442,-0.2357717,-3.2959576,-1.8348885,0.72076255,1.6386137,1.7307124,-0.073954165,2.9252362,-1.0908939,-1.8179716,0.24150652,0.44111785,-0.15804225,-1.1466483,0.29081023,0.5614885,1.5790577,-0.30872074,-1.0065901,0.6626677,-1.762402,3.440625,-2.2645009,-1.4546891,0.91521376,4.1238823,-2.3253872,2.5018766,0.85243624,-3.869857,0.33302853,0.82993126,-0.7578144,0.502072,4.963128,-1.5770912,-2.1537316,-0.2944855,2.888923,-0.9567635,-2.025799,-2.9502203,1.6568514
BICR 56,0.6895336,0.83492476,2.4122915,-1.1096866,-0.22439347,-1.7360723,-0.12342855,-0.49331695,-2.159405,-0.325815,-1.3259734,-0.5330592,-1.676177,0.17623045,0.8682748,1.1119606,1.966604,-1.8738809,-1.5853246,0.55935514,-3.259929,1.2837136,-1.2239892,0.21282166,-1.3010869,-0.7855443,0.5002837,-0.12976201,0.63757426,0.28991932,0.46502626,0.36903414,-0.80163234,0.8465672,-1.3262123,1.8643644,0.103091404,0.26353234,-1.8601487,-1.32932,0.8750204,0.48144153,-1.4451718,-1.3845873,1.7534409,0.26695973,0.38862425,3.879244,0.10219408,0.41567236,1.9843132,-0.20933515,-0.40400696,-1.1066624,-0.34379706,0.87291574,-0.6721547,0.3480141,0.14661323,-0.959547,1.9310633,-1.0363437,-0.443023,-0.840701,-0.122195065,1.1003159,0.47295982,0.9138479,0.24037601,0.42219508,-0.37957078,0.23478404,-0.16879137,0.873695,-0.085258126,0.21532357,0.9721415,0.4715094,-1.3017106,0.064935885,-0.5756295,-0.9836576,-1.6480277,0.6267164,-1.4405639,-3.4423432,1.8897974,0.5662641,-1.25453,-1.77904,0.19974047,-0.37802964,0.07345544,-0.6552993,-1.3673806
SW480,0.31486875,-1.125757,-1.6543244,-0.7398281,0.74791217,1.8268939,0.37153307,0.61689806,0.8723906,-0.8096328,0.5243542,2.3579607,0.191105,-0.072647035,-1.2305726,-0.110632844,-0.847536,-1.4278672,-1.1671549,0.59891,1.1497988,-0.39252198,-0.025992766,-0.495217,0.8325499,-0.22973636,1.4635439,0.31102532,0.92447096,-1.609276,2.7574902,0.9212709,-0.36211246,-2.2691796,-0.93025357,-0.20818537,-0.2190592,0.14242819,0.2993646,-0.3858396,-0.78930753,-0.35963684,0.63848126,0.7592058,-0.14434679,-0.48330924,-0.43147144,-1.0905205,0.08748916,-0.16946973,-0.68484735,-1.7818166,0.29583576,-0.5614546,-1.2903599,1.6804621,0.40661025,-0.22986367,-0.55415076,1.0118929,-1.2305118,1.5493609,2.8886542,2.33268,2.0397084,0.48903304,-0.12716001,0.87960494,-1.2577955,1.4252571,2.1931202,-0.06404075,-0.2288304,-0.5769804,-0.7689369,-0.005867213,0.22085294,-0.17300788,-0.13423833,0.4436694,0.39762777,0.31413338,1.1931643,-1.4410217,0.072635494,0.7372985,0.049249947,1.7368176,-2.0622306,0.8046317,0.17654422,-0.43425092,0.040814284,-2.004959,0.021090457
BCP-1,0.9893932,-0.22905484,-0.55072397,-1.7502167,0.9569927,-0.5321741,1.8815534,2.8329005,0.17502177,-1.2372495,0.61725056,0.3040492,-0.69628996,-1.2465371,-2.354092,-0.83521974,1.6710799,-3.0038145,1.194464,0.786922,2.7424667,-0.041760564,0.52756155,0.8503658,-0.5025293,-0.03148833,3.0146012,0.57690006,0.40457612,-2.16235,1.6150076,1.8098223,-0.47124317,-1.2911234,2.1743257,2.6096473,0.38045812,-3.7195876,-0.5256524,-0.1683233,0.8250644,0.22974205,0.140105,-2.1878345,-0.46124718,0.2900164,-2.063232,1.3023019,-1.9677873,-0.66416955,-1.8191242,0.27232307,-0.02382046,0.26741627,-0.6061708,1.7214595,2.6567228,-2.2577977,-0.28120166,0.3521874,0.7205329,3.5744433,-0.0036235452,0.4444202,2.7630014,0.28796282,0.74370813,0.04183933,-3.2950394,-0.8088433,4.1811833,-2.408833,-2.8330183,-0.115872234,1.5637122,0.7976271,-0.56060785,0.36768526,-2.7977903,0.5973846,0.06373289,-0.006614603,-0.95159745,-0.4335084,0.29995704,-0.39561182,1.2309887,2.7434168,-0.12514661,-1.0266598,0.57578176,0.56736475,-1.0468441,-2.0485623,-2.4190817
NCI-H1975,1.008739,0.7955569,-2.2775726,-0.5760747,-4.2431087,1.1871579,-2.4097738,-2.0572264,-2.395759,-1.1990662,3.0700765,4.203954,-3.2203588,-0.14460997,-4.0516276,-4.543298,-4.0075765,-1.7881638,5.0438075,3.8243952,4.6746016,-0.5083459,4.2646346,-1.7651879,4.3280287,-2.3815024,3.2468607,0.4895076,-2.7211187,-1.1874847,2.027243,-5.535122,-1.3176485,-3.74119,-1.2284838,-1.5334165,0.9560237,1.2654374,-0.45977485,-1.5759876,-0.69946456,-3.8934648,3.3406985,-0.28344765,-0.40390757,-4.297926,-0.6481944,-3.8770025,-1.9124357,-4.556555,-3.3769748,-0.88103807,6.650199,4.611728,0.5732283,3.4655025,7.418385,0.29350284,-0.08847854,2.1806142,2.492923,3.9801662,-1.6183685,1.1201873,0.22333361,-3.210009,-3.5891566,-1.1092999,-1.8001728,1.6001414,-2.4678676,1.5157287,-4.0925126,1.778479,0.18541485,4.179395,-0.8258811,5.6509643,4.0221443,-2.7722473,1.4448657,1.4530743,1.0398812,-1.6609147,1.8876383,-1.4261899,-2.867909,-0.4693606,1.22976,1.3984412,0.96911836,-1.3540157,-0.21951993,-0.7265091,-0.8052963
Hs 852.T,-0.046560377,0.5339887,1.9127433,0.07765636,-0.124893636,-2.1957197,1.3051798,0.45747727,-1.5028832,0.96444464,-1.0166131,-1.6065357,0.8895854,-1.0915084,0.077871785,1.1799972,1.9864569,-0.5447327,0.43491614,-1.8103248,1.5074651,0.20670173,1.9606892,-0.7470603,-0.9084799,0.9750638,0.8531371,-0.24577406,0.23384963,-1.3160397,-1.6009156,0.8661975,-0.48374155,-0.03540683,1.7479824,2.4106815,0.040874213,-2.4578905,-1.0890131,0.025805268,1.0330989,0.15651865,-1.6611334,-1.3083339,-0.67517304,0.49017867,-0.63633865,-0.10139114,-1.330795,0.5110326,0.36490464,0.8829984,-0.13570338,-0.39640552,0.072638765,-0.41650224,2.190427,-0.7836495,0.75277144,-1.2338743,0.24570444,1.5883815,-0.6216032,-1.5421926,-0.4321793,0.58770424,1.0111011,-0.73786205,-2.5209525,0.44480956,3.1805518,-0.6657501,-0.52381366,1.1721312,2.0817606,0.10546726,0.15929225,0.2304919,-1.0767239,0.4192154,1.0248892,-0.08197668,-1.8503716,0.8909654,1.1652224,0.23264031,1.1744093,-0.3060558,0.5181456,0.6636467,-0.44329402,-0.6139661,-0.42886925,-1.5726454,-2.264251
MDA-MB-453,1.0190729,1.5399511,1.6955565,-0.4307387,1.0581939,-3.127124,-0.43918145,-2.5671132,-1.4103451,2.1622872,-1.9148998,-3.6585767,-0.18680881,0.28608137,1.9634782,0.48892012,-0.89535064,1.1024609,-1.1258955,-0.03756547,-1.777487,-1.0289984,1.9183189,0.53897524,-0.24921261,1.3563304,-2.0531714,-0.2424836,-0.9622117,0.53574556,-5.312328,0.5830992,-0.3027939,1.5606158,3.417346,1.3510586,-0.31458098,0.65263814,-1.0059364,-1.4143401,0.96522236,0.57946384,-0.5330059,0.8604017,0.4917257,1.1068211,0.3709402,1.3313044,0.52053475,-0.6272341,0.9503888,0.38772917,-1.2111351,0.48344707,-1.5753958,-0.24168693,1.5094694,2.3340273,0.3334591,-4.553074,2.1305923,-0.61449385,-3.586014,-1.6556505,-3.075206,0.21758568,1.2807112,-2.3929486,1.2426738,-0.82873476,-1.9353522,1.7677264,-1.1148909,1.2727896,2.0593898,-1.6231571,-0.20335437,-1.2430257,2.0643501,-1.1847441,1.0403054,0.023254693,-3.1136577,-0.61847377,-1.3238862,1.2758723,1.7423172,-1.1449894,1.3097379,1.7084372,-1.7716869,2.6810696,-2.0621247,1.4075779,-1.9336989
MC116,-1.3528038,-0.7155401,0.049461782,0.54119575,0.18582863,-0.31190643,-0.20476806,0.18602638,0.48104036,-0.051055215,0.7723566,-0.46539727,0.66164213,0.098753296,-0.88398546,1.5343497,0.7864527,-1.0053378,-0.7884067,-1.3744231,0.085803956,0.32416415,0.22261888,0.13246548,-1.0049226,0.795096,-0.21801418,-0.58084923,0.5891205,-0.9466206,-0.23062427,0.060039997,0.0007124543,0.70577514,-0.3204856,0.22455382,0.12864801,-1.1457969,-0.5364893,0.2046431,-0.1268111,-2.2783177,0.20306674,0.5522289,-1.8973743,0.48351103,0.2863776,-0.16623516,0.8816283,0.23565106,1.1807444,0.59210527,-1.1253438,-0.41005725,-1.3224038,0.35213992,-0.09771559,-0.33910874,0.28402168,-0.5986145,0.24468406,0.98548466,0.9851515,-0.6821904,-0.09532124,0.27400962,-0.039187264,-0.14544454,-1.1375294,1.415587,1.7929633,0.72128105,1.4878552,-0.2880052,-0.2922716,0.23018973,0.87783265,-0.5135696,-0.10536138,0.22759016,0.9893949,0.3471402,-0.42416102,0.6162865,0.33387297,-0.41202253,1.5938843,0.14936775,-0.36067334,-0.16589996,-0.07077856,-0.61378336,1.5855496,-0.34184843,-1.1037887
EoL-1,1.0049276,0.12025541,1.5569987,0.68586344,0.25255856,2.1593268,1.5293834,0.55354726,-3.0345228,-4.9235225,0.4145456,5.4483585,-0.28317404,1.200575,-0.6861613,0.17077294,2.2827382,2.8137333,1.2810053,0.06252846,0.8755455,1.3272,1.4784547,-2.0236988,-1.0834974,1.7215024,-0.33675852,-2.4656498,1.0165329,-2.1553454,1.7457304,-3.1320372,3.6220179,1.6599895,1.8632824,-2.1084177,-2.8651948,-2.792844,3.8169875,4.4019704,-1.4033779,3.0824068,0.80536693,-1.3704007,2.2074409,-3.1612587,-3.392647,-2.4473507,1.5537175,2.5601332,0.09759462,-1.0170845,-3.3647485,-4.6736455,1.9078944,-0.6617355,-0.9641179,-3.210218,-4.39598,0.062160864,-4.328118,0.14847119,0.3150127,-1.6438888,0.40858963,-1.9708595,0.7624372,0.45200616,2.4935305,-1.6147105,-0.8078763,-2.2014515,-1.1543648,-2.6489677,-1.8036981,4.190999,0.12271926,3.5749073,-0.004946351,0.5371845,0.08793101,4.879177,3.64392,-3.5276723,-1.2046273,-3.150623,-1.3080094,-0.9286265,1.2703738,0.8480258,2.11367,1.2975175,0.055972002,-1.1788421,1.3963053
SW948,-3.4937305,0.61781186,-0.7327856,0.8498954,1.943734,1.788125,2.797122,0.84409666,0.50254154,3.468285,-0.4978621,-0.5394681,2.2410579,0.5833,0.046914414,-1.5593135,-3.480082,2.831605,1.5561687,0.95217943,1.8975143,-0.36715612,1.190317,-1.3346763,1.8409516,-2.6706295,1.257681,0.23432934,0.0012959167,-1.8617721,0.10519177,-0.43253717,-4.561974,-0.63917583,-1.8949168,0.160306,0.32492042,2.646538,1.2110698,0.34992665,-0.85276,-3.2875278,-0.8994814,2.873065,-1.1128432,-0.67655385,-3.2447436,-1.5536671,-1.3707265,-0.2717055,-1.1469707,-1.1243465,4.557497,2.5457203,-0.30106026,-1.3050166,-0.71787775,1.472181,0.6367532,3.2873447,-2.350825,-1.3310586,4.19833,1.4879651,1.515302,0.17051351,0.7393014,-0.8717836,-0.7333989,1.7679845,1.7529722,0.9447801,-0.2100842,-1.9786003,2.4959617,1.1216109,1.0438191,-1.1811385,1.106954,-0.21302429,-1.1287287,0.02810058,4.040201,-2.0560846,1.4198195,1.1091237,-4.815546,-1.0446912,0.2317856,0.9321838,2.4325833,-1.1625184,-2.5448787,1.4315484,-0.16926096
OCI-AML-3,-1.2329894,0.0908769,1.6164255,-0.60417336,0.9585799,1.1739715,1.6663237,-2.2208538,1.87355,-0.014122993,-1.9092563,-0.23278025,3.9008522,-0.6033856,0.44269392,-2.2035592,-2.478305,8.181877,2.8286164,-2.1893587,5.0802736,0.16405737,-0.63895756,-2.4159374,2.7000856,-0.072836086,0.21093275,-3.1453824,-4.4321904,0.49376068,-3.619765,-0.5406839,-0.7167597,1.2819136,0.70150757,2.2699249,-1.126185,-0.9735186,1.4847411,0.6523627,-1.3737465,0.7181099,2.5815449,-1.0431218,-2.5372183,2.0540175,-0.72391325,-2.899814,-0.4471961,0.49432424,-0.780404,-1.8496289,0.8805296,3.9123337,2.843039,0.3637417,-2.055693,0.32996342,-4.505535,2.6714027,-5.0753436,-1.8860321,-4.751369,-0.8376198,0.51030695,-1.9305316,-0.7971789,-2.7469292,0.5789219,-0.9091611,-1.2855353,-0.32356846,0.22662269,1.8974965,1.759099,-0.5413803,0.95406085,2.4377704,2.6503065,-0.81764585,-0.12257141,0.043243118,2.516558,1.9131563,-0.9317641,2.9945722,-1.9704019,-3.708943,0.34428817,2.7435782,2.5697012,-0.9977073,1.3179743,4.400428,5.233407
NOMO-1,-0.5180374,-0.5216308,0.09063064,0.4208145,0.1643282,-0.75290453,0.39526004,0.061989456,-0.22699775,0.45974883,0.03404539,-1.3042136,-0.032462865,0.3017462,0.03916839,1.1390103,1.442479,-0.7952603,-1.0512176,-0.5998542,-0.82122016,0.32580227,0.49766153,0.9836844,-0.7464676,0.010454327,0.40712667,0.16818883,0.63784873,0.24204315,-0.35924768,-0.001190789,0.3060771,0.49348712,0.06677042,0.22705397,0.031057946,0.028686658,0.14719753,0.07130346,0.8577851,-0.35066712,-1.3425722,0.6643342,-0.6720531,-0.4785209,-0.33572865,0.48968023,0.30527145,0.3911317,-0.9247606,0.6565442,-0.5951721,-1.5906284,-0.0034810156,-0.36699834,0.24404162,0.49863726,1.6278584,-1.2019018,0.19388917,0.6629312,0.7400813,-0.11095795,0.36586872,0.772382,-0.0037064292,0.07029052,-0.74233717,0.76737297,1.1225176,-0.24158761,0.2269194,0.37296405,0.34158397,-0.29579985,-0.09924051,-1.0480076,-1.3711007,0.091958456,0.41530308,0.21170843,-1.2563908,-0.688429,0.15525268,-0.81655926,0.91127557,-0.45516977,0.42819703,-0.08991024,-0.03347318,-0.24965551,-0.23512082,-0.8585143,-1.1977038
CGTH-W-1,-0.50646293,-0.21137756,0.6611284,-0.053594843,-2.0962455,0.20517209,-1.2270529,-1.7062666,-1.1182057,0.0064429305,0.14775044,0.76086974,-1.3703616,-0.02837995,-1.5623871,1.3577687,1.0673765,-0.948411,-2.5511074,-0.0069218054,-1.4757124,0.5727723,-0.17909679,1.2227595,0.046889015,0.3726585,-0.6162793,0.003984634,0.92336416,0.2638485,0.13410005,0.64537543,0.47869998,-1.856539,-0.881581,-1.5053539,-0.46087813,0.4774217,-1.444086,-0.39613473,0.09640196,-1.3985451,0.31928867,0.81484914,-0.06273495,0.20592344,-1.0239075,-0.9750495,0.87692434,-0.025258852,0.4747094,-0.5969836,-0.2893744,-1.2298222,0.60649043,0.5556147,-0.7619257,-0.42292374,0.60878927,-0.68055415,1.6815038,-0.61041695,1.0486553,0.17898522,-0.38755745,0.707495,-0.958022,1.1318114,-0.6996341,0.66191125,1.4137456,1.0424528,-0.11947125,0.8973903,-1.1556662,0.9835734,0.1860404,1.6132408,-0.0075901356,0.83870274,1.4219134,0.5706528,-1.1147236,-1.3138392,1.4084442,-1.4249854,-0.3167058,-0.051346537,-1.365451,0.114743225,-0.7988357,1.3004029,1.6606547,0.19085571,-0.55698377
Hs 294T,-0.2436992,-0.19293822,-0.15367389,1.3117601,-0.7038892,-0.21137507,-0.07928716,0.4995477,-2.4547076,-1.4071909,0.52333313,-0.922916,0.8023715,0.52665377,-1.0451043,1.6422826,1.2272649,-0.5434422,-0.3035045,0.25748795,0.15429945,1.2457948,0.9679482,1.287911,-1.0953856,1.3942771,0.43476272,-0.054789484,0.1936421,-1.027741,-0.44324115,-1.2228861,0.54784673,0.92816246,-0.15004615,0.2075544,0.14295143,-0.63458335,0.041050117,1.2813542,0.41149127,-1.3233002,-0.23285425,0.5980499,-0.77155197,-0.47356147,-1.3696188,-0.39594942,0.5125879,0.43787524,-0.020480365,-0.07228482,-0.8978685,-1.9816412,0.6665931,0.73495734,0.43965822,-1.5921166,1.371413,-2.0543246,-1.5676702,1.7550346,-0.29985812,1.0165372,1.1153153,0.18216032,0.17641798,-0.86624455,-1.2240689,1.5502987,1.700023,-0.56366867,0.77729917,-0.8915125,-0.05515758,0.24557921,0.38399452,0.81394404,-0.9701868,-0.06972602,1.6177636,0.3818057,-1.1456571,-2.335812,-0.7500637,-2.6247585,1.1211911,1.309761,0.7387051,0.49380028,0.61514896,-1.2402359,1.8730978,-0.010043513,-1.8177904
BHT-101,-0.24480975,-1.2513766,0.42520672,0.14136988,0.17098513,0.5120475,1.8586917,0.42192182,-0.24837492,-0.9686309,-1.088295,-0.3545691,-0.3859739,-0.47349378,-1.291367,0.38805658,0.87297004,-0.8330851,1.6634319,-0.5833256,2.2017875,1.9067361,-0.42067465,1.1407948,0.79952353,-1.3508188,1.357902,-1.1955416,-0.37680605,-1.3021121,-0.6627053,0.8698507,-0.66081274,-1.2210728,-0.2645906,1.3009231,1.8247643,0.23010956,0.79849166,0.88558805,0.8572015,-3.5261655,-0.41731966,-1.0838512,-1.5103265,1.7803743,-1.8441107,-0.6501932,-0.6943934,-0.6865977,-2.6472447,-0.72205627,0.85639644,-0.5413,-0.69350666,2.042506,1.1071757,-1.2044084,1.2429893,-0.17379068,-1.7964817,2.9023716,-0.35322917,2.1100025,3.153605,0.85607016,-0.0021097884,-1.1884468,-3.0751884,1.3521955,2.9782755,-1.4793937,1.0435889,1.3234992,0.9647003,-0.3832809,-0.05305898,2.470628,-2.2041066,0.22397202,1.5634705,0.067404486,-1.3660234,-1.4083226,-0.58857995,-0.011259611,2.3636665,0.22603612,-0.023398012,0.56459284,1.0115318,-1.0517848,0.82408375,-1.583032,-1.4284563
NCI-H1648,0.71714646,-0.27928025,-1.6564895,0.63560504,-0.9228593,1.6588442,-0.9846209,-0.95719963,1.2189616,-0.28424174,0.2948488,2.4803724,-1.5724531,-2.1028056,0.7086109,-0.32161832,-0.6674763,-3.6560671,0.89009005,-0.5548066,-2.223153,0.4072262,1.1985981,-0.2642249,-0.11636444,1.6651399,0.9072417,0.7608088,3.2716327,1.3964019,2.7151928,0.6723687,-0.9602572,-2.2604494,-0.5032132,-1.3675202,0.14525194,1.3185511,-1.1654325,-1.1351733,-0.030200453,0.11116363,0.8624297,0.3535699,2.587519,0.9608837,0.8401412,0.14971854,2.13367,-1.8022476,0.16273335,-2.9674652,-0.38871887,0.013683703,0.25695908,2.3844092,0.07275531,1.3142958,1.494725,0.9392588,1.3973515,1.1980598,1.0391484,2.619243,1.1432937,1.7902886,0.34483582,1.7386415,-2.3040507,-1.032748,1.0551462,2.9022465,-1.0360786,-0.8433905,-2.1370175,-0.9060825,-2.6327972,-0.041109197,0.40884918,-0.16574046,-0.7675423,1.124162,0.2706126,-1.6805166,-1.1593174,-1.9893763,1.5183789,1.8140701,-2.2969315,-0.4755895,0.85711294,-0.060304374,0.7344832,-1.756847,-1.6083548
SW1271,-0.8753073,-0.46927935,-5.6643596,1.5765148,1.5477338,2.8228378,-1.2122687,1.1301672,0.30175954,-1.1887006,2.645548,1.352241,-1.0078483,0.07759076,-2.672091,-0.35900715,-0.8146358,-4.7980022,-0.5524378,0.2899496,-1.5318815,1.185351,4.1549006,3.1501894,0.0907346,0.33829233,4.0027866,2.222271,1.9376469,-1.1690724,4.831722,-1.6761477,-0.63833886,0.38234794,1.3070213,-3.7470443,0.18559372,-0.24996608,-0.06844193,-0.9911324,1.5028639,0.06893641,-0.12663314,0.66060585,2.6684992,-2.813604,0.2967448,-2.0682938,-0.734291,-0.44836414,-2.231071,-1.3732698,-2.1629562,0.999389,1.037668,1.812833,2.9149168,0.9545919,2.5685663,0.023510799,0.7633922,3.583495,2.9788444,3.0298853,0.7852894,1.379116,0.6268783,1.1460449,-1.4764564,0.6935611,-0.9606399,2.0445087,-1.1049789,-0.8562832,-3.9500535,-0.44438967,0.18799657,-0.19840679,3.9263523,0.35694116,-2.451398,3.2980597,1.8511733,-2.7833633,-0.17067215,-2.2481565,-1.0961789,2.2415812,-2.6870992,-0.43603837,0.708188,0.5721309,1.0304633,-2.4439764,-0.7190315
KYSE-180,2.0858326,1.1734425,0.8585022,-1.0796119,-2.492247,-1.3664489,-0.33431196,-0.39520532,-0.43652797,-1.3031472,1.802218,0.8511842,0.1708617,-1.6292355,-2.015725,-0.8208542,0.10672214,-2.112823,-0.7074362,-4.0400677,1.1996622,-0.9019523,-1.5925698,-0.27124688,-0.4568047,-1.721523,-3.8215723,0.3012587,-0.49990958,-1.5654432,-0.9762183,-0.16806868,0.982973,-2.6681952,0.8042677,1.7395877,-0.65336585,-2.4419525,0.23096259,-0.64624584,2.9224436,2.121452,-0.7948395,-0.6213571,1.1638983,-1.7167994,2.509915,0.74940896,-2.5298023,-0.7156644,-0.59835386,1.0144006,-1.7301928,-1.7919192,0.23395638,0.38916183,1.1130502,-0.6388291,-1.5762014,-1.7911041,1.7754713,-1.6316289,0.20855367,-0.06769664,-3.6850166,0.58372635,0.9845964,-0.7187281,-2.4410448,-1.0342933,1.0424739,-2.5776825,-1.1050887,0.885026,-2.3781762,-1.1637801,-0.9271636,5.070194,-0.15967265,1.4368508,0.9344676,-1.3477061,-3.056867,2.5770977,0.61654013,0.53208643,1.4340485,0.37541342,-2.255261,0.7748043,-2.4055393,2.3093069,2.6062984,-2.6673532,3.7023795
Huh-7,-0.17585215,-0.54969746,0.41376096,0.41375953,0.16202854,-0.9724989,0.44021672,0.055984527,-0.30648682,0.41886675,-0.12596235,-1.3869225,-0.13235387,0.2301439,0.15547206,1.2247746,1.7870508,-1.3826225,-0.8824936,-0.6126954,-1.2118143,0.544687,0.34979945,1.2957796,-0.909665,-0.3363626,0.7653558,0.38606527,1.0364745,0.117946945,-0.11158952,0.14800057,-0.4649283,0.6512918,0.2012449,0.18710859,-0.15398589,-0.5879997,0.097681284,0.06203072,1.0306586,0.116980635,-1.4964656,0.24163696,-0.049505867,0.26777184,-0.48243493,0.46042794,-0.011663048,0.47067538,0.11669701,0.8193677,-0.62024903,-1.8434162,0.012881756,-0.37664387,0.3344591,0.25480384,0.71521175,-1.212629,0.5781564,0.16870798,0.8944917,-0.37299162,-0.050263405,0.6442636,0.21098596,0.4795381,0.67939794,0.3546742,0.9709071,-0.006647542,0.049025558,0.5208671,0.3583284,-0.194045,-0.19266915,-0.46159616,-0.99370146,0.22912621,0.62891215,0.099244356,-1.3271167,0.12175861,0.36045516,-0.6661756,1.1126364,-2.13053,0.6586717,-0.34994686,-0.34704292,-0.13069396,-0.38876605,-0.8870638,-1.0322183
