,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86
IM95,-0.83918184,-0.43548656,-0.73397255,1.4283751,-0.8054134,-0.5405331,0.26572147,-1.0886444,-2.2678654,1.1068925,0.11424068,0.6043123,-0.59475136,0.13897058,-2.0211115,-0.34068957,0.13999568,0.86123896,-1.21391,-1.2746246,-0.40142047,-0.38351205,1.5579693,0.40270996,1.3395464,-0.14393309,0.6562497,-2.1175616,-0.13689408,0.5456074,-0.9259333,0.17038906,-0.24451357,-1.9009119,-0.44227087,-1.8532858,-1.8658221,0.27764812,1.7094619,1.0738959,0.8495367,0.4816289,-0.7217997,-0.78555006,0.38159725,-0.1398549,1.4810269,-2.7355232,-0.4504718,-0.16349667,-0.2700835,-0.31407464,-0.73647237,0.579025,0.26028123,1.4565182,-1.8869992,0.29749733,1.1369473,-2.2447236,-1.669098,-0.63982505,2.068076,-0.80704576,0.10335775,-0.13433208,2.6002915,-0.36203367,1.8287518,-0.15942378,-2.387608,0.90932465,1.1196396,-1.2348496,-0.2784973,-0.030399911,0.84371245,0.25294766,-0.45575398,-1.7553927,1.4628363,-2.6081986,0.7916827,-0.16113153,0.61162066,-0.859914,2.8489537
PE/CA-PJ15,-0.9958193,-0.50184155,0.8814745,1.0340401,-0.9465314,0.31766215,0.73969316,-0.5974055,-2.557375,-0.0010211915,-0.8334311,-0.7132491,1.2873247,0.4928689,1.3158205,-0.86034834,1.3367536,-1.4471531,0.8808553,1.2602044,-0.38878798,0.66043764,-0.93348515,0.29939544,-0.52894104,1.0616516,-0.7845586,0.17893937,-0.69061726,-0.27373517,-0.007990724,1.3044698,-0.34943214,-1.7573178,-1.5789858,0.9881019,0.2755029,0.8788881,-0.5367186,2.0571477,1.0815915,0.274108,0.79955906,-0.4074773,-0.42609656,0.18747097,0.01334415,-0.78447247,0.029316658,0.87328756,-0.12634428,-0.31172648,-0.008059531,-1.4021262,-0.9046158,1.6743103,0.6778231,-0.045907434,0.6436612,-0.07654799,-1.2941542,0.06773003,-1.4890243,1.6256387,-0.92206615,0.15303433,-0.7142477,0.9917364,-0.21170318,-0.25987902,1.4029171,-1.5655161,-1.329818,0.33821404,-1.1613753,-0.5022942,-1.6408352,-0.16085541,-0.18083712,-0.6105385,-0.5280849,-1.902118,-0.09372427,-0.5443357,0.24705803,-1.4573605,1.104815
KNS-62,-0.30227908,-1.0276676,2.65831,0.51199293,0.087725386,0.6684455,1.0573514,-0.85523236,-0.52441955,-0.88196903,0.7881378,-0.7109365,1.0447228,1.0387874,1.2411572,0.50250083,0.3161019,-1.5798037,0.10815506,-0.71191645,-0.9335758,-0.5808709,0.6282128,0.6867455,-0.26156846,-0.6112051,0.40163139,-0.1789499,1.25913,0.591443,0.39548588,-0.08487279,-0.675751,-1.3429918,-1.4171023,-0.32170066,0.11689527,-0.683111,0.3464399,3.6831837,1.0661973,-0.48175046,-0.2628911,-0.017543934,2.6820977,0.8142654,0.48950458,0.30925345,-0.81883234,1.2267637,-0.76782846,1.6436065,-0.4065618,1.9402926,-1.7444489,0.87109095,-0.3563913,0.2938992,-1.3721406,-1.2279456,-0.28672886,-0.08574525,0.27804703,-0.18170165,0.9395236,1.1631167,-1.3700128,-0.5275716,-0.73236275,0.6688377,2.5994391,-0.2893967,-1.2276465,-0.7491676,0.23641957,-1.8332796,1.8504575,-0.19555955,0.88358986,-0.24606906,0.7576142,-2.8817134,-0.74064374,-0.39138088,-1.0261477,0.9661636,1.0582408
NCI-H322,-1.073179,-1.6741017,0.27881867,1.2849995,1.8883797,1.7757305,-0.59506893,-1.5220879,-0.55377233,-0.39644983,0.5561987,-0.8953366,-2.1427393,1.3939253,1.4250355,-2.2234182,1.4651707,-0.98456776,1.6734942,-0.29418373,-1.5811592,0.7657756,0.7454103,-0.271161,-2.409229,1.5257735,-0.5723411,1.6599487,0.13342568,0.8819922,1.9522288,1.1476668,1.0986353,-0.58350277,2.068211,0.84394264,-0.287536,-0.4106564,-1.4170762,2.5699492,-1.4049823,-4.151917,-0.30441672,-0.80848247,-1.3814404,0.9220524,1.1444848,-0.9281461,2.0646837,-0.2016112,1.2657945,-0.9240528,0.6303709,-1.2378234,-0.3242612,-2.1162374,-0.6141542,-1.0445464,-1.4211384,-0.18334739,-0.056217387,-0.6967343,-0.97290176,0.20360903,0.45278427,1.8548545,0.3226177,-1.2591054,-1.6727575,0.11851728,1.296839,0.49278486,0.7940883,0.8883455,0.1349867,1.745463,1.1948698,-1.5850514,-0.039852265,-0.21797203,-0.58284825,-0.74052453,-1.1017344,-1.68374,1.2008382,-1.0410317,-1.2439624
KYSE-270,-1.6220515,0.69369256,2.4082055,0.07403913,0.88214463,1.0676136,-0.51233506,-0.5925539,-2.7133574,-0.048052628,0.19355929,-3.8848119,2.6533844,0.78734535,1.5795252,-0.65383726,0.050236195,-1.3420492,0.223705,1.9442037,-2.2160423,-1.9444841,-1.6334662,0.2979088,0.1562285,-1.0972569,-0.43308702,-0.27454498,-0.10002077,1.0318007,0.28699806,-1.5493591,-1.7384865,-0.96966094,-0.8246138,0.5186981,0.14908876,-1.1184263,-0.928415,2.7332723,-0.25602314,2.0342283,1.4391531,-0.8161117,0.80735683,0.77086264,-1.0497565,-1.082327,-0.07242148,-0.37522098,0.030024005,0.69649327,0.6609806,1.2454957,-0.44847828,3.4606144,2.2254837,-0.9080835,-1.3213375,0.40384656,-2.5913591,-1.1407613,0.74369425,1.2729462,0.40650982,-2.4635446,-0.06094622,1.0148723,-0.7454031,0.56450456,0.34901118,-3.0142274,0.956591,-0.90345496,-0.3745808,-0.86587477,-0.16044524,1.289352,1.4257718,-1.7330108,1.0884784,0.32074842,1.4723123,0.387772,-0.30306268,-0.37033147,-0.74917126
GMS-10,0.20306179,0.08367946,0.6548476,0.29165173,0.050251402,-0.14207381,-2.598258,-0.51129544,1.2646029,0.42113808,-0.651927,1.5371444,1.8552169,-0.17563,1.193587,0.7005385,0.18361603,1.5213279,0.480194,0.86073685,1.246201,-0.520995,-0.6347284,-0.4815652,0.93314266,-0.4027666,0.6815888,0.8783192,0.58873135,1.9229071,-0.46538982,0.30895385,1.4027171,-0.47140384,-0.19961263,-0.5577555,1.0216839,0.71082747,-0.032726895,-1.7034603,-0.40456212,-0.097351894,0.7845727,0.9775558,-0.4162984,-0.53935397,-0.9127958,1.3534733,0.11940372,0.681141,-1.3676481,-1.2366115,1.5203825,-1.0969938,0.63061684,-0.05991844,-0.28080368,0.6284169,0.46331066,-0.40809906,0.11163743,0.14033973,-0.22045411,-0.13616541,-0.05337255,-2.1355727,0.2761901,0.14291066,0.29362828,0.77300406,1.515194,-0.3783823,-0.78516245,1.141362,-0.5413235,-0.5669095,-1.9580126,2.5682168,-0.16827907,0.8182869,0.14547798,1.7259334,0.6593302,-0.91241616,-0.7365016,1.0489066,-1.0478717
MEC-2,0.61449075,1.2147083,0.23860806,1.4085823,1.4131482,-0.6814921,0.32828647,3.733263,0.43591398,0.11554536,1.6300629,-0.7584443,-1.2867031,-0.43015477,0.22447228,-0.28910083,0.9708903,1.1630353,1.1562358,1.5735683,0.9079151,-0.5649415,-0.00643206,-0.28528622,-1.1368479,0.041688964,3.260172,0.5394712,2.6528242,-0.05714771,-1.4620346,-1.0196908,-0.00927902,0.6906109,-1.3907151,-0.125355,0.64913094,2.625336,-1.3058972,-2.6916125,2.154932,2.4645534,0.42491072,0.58826697,2.2529118,-1.7347376,-2.8750672,-0.21606998,-1.4485227,0.8944188,-1.0173901,0.460644,-0.0014030114,2.350148,-3.181405,-1.485854,-1.9718719,-0.44490865,-1.1056653,1.1066242,1.186886,0.15454799,1.6506592,-0.5037789,-2.3443222,0.6819549,-0.765752,1.3157648,1.0901805,-0.33907747,-1.8520797,1.1424646,0.6815984,0.5205258,0.5275118,-0.8603596,-0.74621767,-1.4516199,-1.7180598,2.4852316,1.9395345,0.0068172812,-0.28606015,-0.14214242,-1.3260559,0.48630628,1.7207794
GCIY,0.15574907,-0.6809925,-0.63878024,-0.31885296,-2.086054,-1.6470257,0.9380804,-1.0626936,0.9527402,0.8577966,0.7371469,0.83394825,-0.025320806,-0.080613285,-1.6311501,2.1349423,-0.5859252,1.6455274,-0.693716,1.0724498,0.6435214,-3.0802417,0.7341401,-0.0028308155,0.15828374,2.0700123,1.5809302,0.77383614,0.14263543,-2.1649108,1.0693899,0.58296144,-0.45105016,-0.28171873,-0.011826765,-0.51564837,-0.9238765,-0.989425,1.09983,-1.1826932,1.6145358,1.104393,0.5097151,0.7323099,-1.6695702,1.9641123,-1.920669,-1.205657,-0.049739793,-0.32826152,0.50854516,-2.1215174,-1.0301911,-0.12841968,3.2103229,0.6387865,-0.81345177,-0.80309534,1.3900045,-0.7603912,-1.0466192,-1.0802132,-2.1202855,-1.477907,-0.873785,-0.3038741,-0.69607097,0.49949294,1.1832162,-1.4090106,-1.2191651,-0.78264415,1.7759176,1.1357663,1.0350522,-0.31578425,1.2945445,1.0014751,-1.6089338,0.08266928,0.14055245,-0.034954406,1.1620637,0.1713407,-0.95647496,-1.7998767,-1.0383724
Caki-1,1.0150023,-0.5729337,-0.4034338,-1.0639116,-0.71811694,-0.63157797,0.9861407,0.5064978,-0.93857527,0.57222295,-0.6589821,0.35130817,1.0850302,0.31020957,-1.0066748,0.73041695,-0.90106076,1.0576133,-0.5263133,1.523594,0.5642727,-2.3765469,0.43995386,1.3732584,-0.19688699,-0.55500036,1.2641932,-1.1746545,0.9088785,-0.69820225,0.65907246,-0.063755386,-1.5358554,0.6411251,-0.3014929,-0.35955036,0.027633887,-0.21431305,0.8984469,0.49626103,0.99698824,0.71715534,-0.30240786,0.76692283,-0.9565832,0.325896,-1.4252231,2.1085832,-0.6970147,0.2584381,-0.7333312,-0.42138067,-0.3129779,-1.4059825,0.30305934,-0.8450827,0.35538873,-1.3466005,1.1392126,0.77078694,-0.81797296,-0.4208013,-2.8321981,-0.63073426,0.5180917,-0.6008229,-0.9093839,-1.0232873,-1.3995726,-1.1328719,0.19600873,0.46191147,-0.8410552,1.8283354,0.86566305,0.051848903,0.8827243,1.1350592,-1.6659096,0.43398926,0.33565816,-2.0539076,0.17210776,-1.2920297,-2.5229428,-1.4415507,-1.2622296
HCC1195,1.9306673,-1.6914359,2.0739346,0.15976386,0.028755382,0.2127242,-0.4395873,-1.5152665,0.59043336,-0.2798582,-0.44690844,-0.55203146,-1.1404388,-1.1552267,0.18644227,-2.011399,-0.31819198,1.6566411,-0.6133745,-1.3990206,-1.572235,1.2734019,-0.45787972,-1.7865865,-2.2867243,-1.3128277,-0.27028796,-0.16820529,1.6178793,-0.097987585,0.99034286,-0.83922666,0.8080056,0.52932215,1.6997789,-0.1269697,-0.026221175,-0.7728178,-0.57630044,1.4409777,-1.3162833,1.0996897,-1.3522466,-0.6197636,0.034289733,-2.6279287,1.4102206,-3.7713053,1.1022937,-2.1731837,0.016912773,1.5555646,-0.31275752,0.8808385,1.8387231,1.1516399,-1.3442335,-0.37466803,-0.48783952,-0.0041928664,0.8559613,-0.18216947,2.0454667,-0.12146564,0.24733631,2.8824756,0.19821583,0.043014288,-0.5867241,2.4645987,1.4979706,0.75558084,2.058806,-0.09246476,-1.0070039,2.0046432,0.40329182,0.51013476,-1.0970677,-0.7134279,-0.19687426,1.2234291,-0.8733784,-1.0405222,-2.302992,0.5259077,-1.297393
RCC10RGB,1.505109,1.0958767,-0.9540951,-1.6673297,-1.8689185,1.5751009,-1.0171434,-0.7648546,-0.8130026,-0.1716113,-3.3741486,0.109031916,1.4027361,-0.91234666,0.23379257,-0.7518483,-0.6234555,2.7253695,0.79091805,1.7924502,2.560652,-2.227443,0.7187405,-0.5790055,0.15074815,-0.16293593,-0.44865787,-1.4825115,-0.23806863,0.77089804,1.8475342,-0.70909774,-1.788872,-0.2843159,-0.6588466,0.43351594,0.35291603,-1.0224608,0.30196843,-0.098801106,0.015254574,0.17123249,0.079176225,1.8801856,-0.9147134,0.008648707,-1.7080613,1.3718112,-0.519292,0.73329216,-1.8245926,-1.1916476,-1.3498498,-3.1138787,-0.38594222,-0.047090985,-0.437768,-1.5474962,0.70664763,1.6545029,-1.4763356,0.8660563,-0.7089577,-0.87709427,0.9524125,0.4248766,-0.3892916,-1.0973687,-1.5329232,-1.5916382,-0.9622168,0.37163776,-1.0524039,1.1359528,1.1948676,1.5154943,-0.08841551,1.24613,-1.7437886,0.22476435,-1.241194,0.06641394,0.78116333,0.68464714,-2.2436895,-1.9936402,-0.7641446
SW1116,-0.32893527,0.15962993,0.8838051,0.47418645,-0.033506483,0.8121866,0.4160063,-2.6616087,-0.53613406,0.7553696,0.3630726,-0.07697716,1.8228421,0.63970435,-2.7892923,0.9487048,2.3917854,0.39901212,-0.9909815,0.2004756,-1.5483911,-0.17106119,-0.16410062,0.76293576,0.6592054,-0.3984464,0.8919897,-1.5310987,0.22176856,-1.9085389,0.013730999,1.8495378,1.784603,-0.8612242,-0.9285836,-1.2007496,-0.80258876,-0.16954823,1.2866616,2.0765839,1.6210965,1.5141331,1.5941052,0.1233914,-0.21506722,-0.71474653,-0.3495297,-2.2020261,-1.1064744,0.3910665,-1.2657644,-0.4040323,-1.5910146,1.3791044,-0.36737517,1.3681582,-0.47200862,0.77566206,-0.29931936,-0.10685256,-0.24991383,-1.0890893,0.539842,-1.8948994,-0.31190673,0.8445653,0.36448646,0.17537561,0.67262024,-0.44868696,-0.71325755,0.6509664,-0.270638,-1.1842144,1.1504768,0.939954,0.2431489,-0.73223686,-0.952477,-1.5504922,0.39438552,-4.0723953,0.19085507,-0.7759819,-0.99198174,-0.97399694,1.4996545
T98G,1.0213742,0.6036488,0.85759425,-0.58777136,-0.17211574,-0.81518555,0.50862473,0.5696235,0.8655898,0.5673455,-1.9248409,0.011785226,-0.47343117,-0.40098277,0.043124557,0.9323949,-0.051989675,-0.27717566,-1.2982795,-0.88379425,0.85369706,-0.30160832,0.20286863,0.18264344,0.43179178,-0.019924227,-0.42596647,-0.9004783,0.7371051,-1.0914708,-0.47793323,0.83820593,0.64784026,0.785647,-0.6964129,-0.56742865,0.8387588,0.3921359,-0.2843584,-0.4226309,0.35385412,-0.008830005,-0.81902647,0.4543365,0.63823545,-1.3462812,0.73803484,2.8116567,-0.80451447,0.8125575,-0.8255329,-0.4745423,1.9372922,-2.224365,-1.1250644,-1.0625381,0.6603744,-0.06029374,0.59808713,-1.105628,1.5120959,0.22639719,-0.36316586,0.52140117,-0.8785083,-2.0888546,0.749353,0.38659263,-0.33418033,-0.7367157,1.8977897,-0.63328606,-0.2604985,-0.6529081,-0.7058227,-1.8470328,0.56624866,1.6829078,0.66020876,0.8380186,-0.058093548,0.42766786,0.3985064,-0.30141252,-0.16516766,0.605839,1.004222
SK-MEL-30,1.0923817,-1.8455446,-1.002885,-0.082694426,-0.4306677,-0.5615717,0.81547654,-0.9797783,0.7907146,-0.92873824,1.5708604,-0.19017538,-2.0635376,0.1499503,-0.04979722,-0.48160356,-1.3064026,-0.9471818,0.19656235,-2.1663208,0.085092746,-0.052407764,-0.6739965,-0.036303468,-3.1999793,0.76022893,-1.000969,-0.30802923,-0.34181455,-1.1436515,-0.3692377,0.029937614,-0.07252802,-1.1156223,0.44241604,-1.39435,0.8272068,0.2008446,1.5758433,-2.0910487,1.5761108,-1.2921461,-1.2614756,1.1247938,-0.1514051,0.73307383,-0.24562308,1.647295,-0.12267068,2.131148,1.1909239,-0.9543713,-2.5793445,0.47957656,-0.25660563,-0.9691879,0.0020500347,1.703005,-0.38331094,2.0221765,1.7948759,0.05956889,0.36648527,0.4869408,-0.118299626,-2.015384,0.7189025,-1.0976386,1.443606,0.21476758,0.4903303,0.2620579,0.85191774,0.55389315,0.03779739,-0.52127624,-1.2689548,-0.59805655,1.6867497,-0.832148,1.3309236,2.409421,-0.830077,1.8498454,-0.3076077,-0.7731372,1.5481846
SW1417,-0.6990239,-0.012337437,0.8296514,-2.0580719,-0.44859466,0.2844801,-0.4834917,-2.1167264,0.90586936,-0.16673027,0.38186228,-0.5917879,-0.8584734,-1.6182673,-1.5709624,2.0780282,0.99804085,-2.3897197,-0.00026929402,-2.4414625,-0.5705071,2.3015263,1.0152539,0.5134712,-1.8487846,-0.504815,-1.1683195,-2.2028434,-1.3790672,-0.8522938,0.07170488,1.3286303,0.91978365,-2.3108978,-0.22873278,-1.4682981,-1.6687932,0.4601903,0.29914472,1.0444605,0.7923663,1.0977722,1.5643042,0.48494402,1.6287035,-0.45097336,-0.9798056,-1.8399236,0.04126797,0.03725446,-0.7877916,-0.23872031,-2.9084544,3.3789988,-1.0376588,-0.71682465,-0.38073885,2.6860921,-0.36807564,0.815894,-0.2796773,1.4653774,-0.22395878,0.30591395,-0.4515331,-0.032183778,-2.4711368,-0.26063347,-0.14925784,-1.8140627,0.6246615,0.8673973,0.99004537,-1.1555843,2.0101578,0.07338451,1.4052587,-1.6991502,0.32253927,-1.4873198,-0.63248706,-1.9102099,-0.33631855,0.69588566,-0.2730667,0.33257404,0.16434433
NALM-19,-0.6139621,0.98779976,0.12984543,-1.5823581,1.3754987,0.5588847,0.1623093,4.2362595,-0.60557896,-1.1687955,2.3202937,-1.2405896,-1.3549939,-1.5955921,0.44115356,-0.19949704,0.28834352,2.6338847,0.5787126,-0.05112634,0.43835986,1.2150884,-2.1384077,-0.9775014,0.22945309,1.2187234,0.044611365,-0.110048205,-0.25465703,0.5271495,-1.1294895,-0.2372469,0.7362743,-0.59312665,-2.8480043,2.4638166,-0.09841241,0.48842147,-1.3044614,-1.7360419,1.4877845,-0.4278629,0.37011087,-2.3988762,2.8938777,-1.7279094,-2.1753688,-0.46962354,-0.5605883,0.33166394,-0.8802919,-0.6150712,-0.45985216,1.9058677,0.19235636,-1.0528562,2.4859924,-0.47990677,2.0043306,-0.6628419,0.3668921,0.46908218,-0.45773456,1.779647,1.0491984,0.55841726,1.4924245,0.3552204,1.3513736,0.86383027,-1.6462286,-0.55250114,0.62176204,0.48946375,0.5138359,-0.19615969,-2.779537,0.9844116,0.4457355,0.051785506,1.2833072,-0.35556203,-1.3255183,-0.21247795,1.5782862,0.061462983,-0.884117
NCI-H2228,1.3409433,-0.20006226,1.9992448,-0.9948855,0.85545224,1.2705363,0.7298956,-0.50767475,-1.1240386,2.9296124,-2.026829,0.37447095,-0.19929746,0.20623866,0.82161427,-0.42694595,-1.542222,0.5236255,-0.57414,-1.0223728,-0.15768883,-1.063484,-0.15955186,0.92788637,0.39617428,-0.004605852,0.93686575,0.5415592,1.0755422,-1.7659163,1.1592457,2.1057801,0.63272965,1.4713182,1.005351,-0.48576418,-1.6371666,-0.69399244,0.14730704,0.83332217,1.3645159,0.08366163,-2.137592,-0.26417688,-0.5430233,-0.25910375,1.2166413,0.31810138,-0.48469993,0.87088495,-2.3544762,-0.72676057,0.23027614,-2.0800807,-2.0990913,-0.6165388,-1.1578851,-2.5530393,0.43699658,-1.820843,1.230615,-0.03240867,-1.6754346,0.9817805,0.7437141,-0.59864455,-1.3857857,-0.15992162,-1.0048884,0.054657064,2.4860766,-0.94304806,0.39788812,0.24146506,0.1677568,0.43940935,0.18823032,1.2439024,-0.22301275,-0.07680127,-0.07698592,-1.8907814,-1.8648889,-1.4270685,0.04919311,1.3252996,-0.050797142
U-937,0.217238,-0.8209263,0.6773385,1.0554016,-0.10421701,0.083913654,-1.4711735,1.5402969,-1.0190244,1.0094653,-0.20179528,-0.17712519,-0.44638836,-0.25622386,1.7472283,0.54779005,-0.27906996,-2.1489387,-0.11652921,0.09499879,-1.9265186,-0.3801145,-2.5848553,-0.24468644,-0.678047,-2.0217252,0.8135253,0.50944614,0.76487464,-0.35694757,-1.410596,0.35225582,1.5281904,-1.1221519,-1.1665171,0.46016282,0.80514795,0.26427847,-0.7491167,-3.3144965,0.7618566,2.1621735,-0.54398334,-0.40034187,1.6612777,-0.86784476,0.5016054,0.5836908,0.6827444,-1.404313,0.014862932,-1.650285,-0.9300293,1.5144033,-3.2189274,-1.6594793,0.5123335,-0.8917518,1.3706795,0.7431937,1.0168478,-0.6490479,1.0286864,-0.24438396,-3.047057,0.88362235,1.0759225,-1.9599502,1.3372152,-2.5515614,-2.5538254,1.5281833,-0.729369,0.44311866,2.317124,-1.9220048,-0.4789399,0.4625776,0.9661016,0.6826901,-0.16883478,2.329559,-2.1887794,0.9086948,0.6452059,-1.2380868,-1.5502948
BT-20,0.20861772,0.11065248,-0.0052499063,-0.14454475,0.54678583,-0.14045167,0.062072497,-0.7187244,-1.5374223,-0.29502845,-1.0359083,-0.50826436,-1.4779989,1.3609862,1.2918744,-0.07855131,1.5239344,-2.5896606,1.9533813,1.3373199,0.67130756,-0.05205436,1.2252729,-2.1219997,0.5344483,1.5522325,-0.8532183,1.1402378,0.9865593,-0.540537,0.7759604,4.1507025,1.3451385,-1.4861628,-0.1484859,-1.8920295,0.7314471,0.85545623,-1.1542383,-0.24393073,-0.3467623,-0.6487767,-0.65225035,-0.102163404,-1.4267964,0.3658106,0.5850194,-1.6222531,-0.03888341,0.4681998,0.6792238,-0.7056422,1.6953574,-1.5001153,0.08254946,0.5815675,0.36923873,-1.1135443,-0.17589836,-0.41818464,1.1174219,1.4892485,-0.3681683,2.8102052,-2.435057,0.24176732,-0.13559163,0.67751175,0.05350247,-0.7892826,0.41242886,-1.1139536,2.7317762,-0.4712814,-0.991798,-0.08375771,1.5118331,-1.1471589,0.69172275,-0.62436783,-0.86606103,-0.01949025,0.46056336,-1.3301154,1.2331002,0.53297627,3.2573316
DV-90,-0.41076738,0.5628157,-0.3040831,1.23753,-0.04319971,-1.0223324,0.84811234,-1.3046106,-1.9845266,1.019547,-0.34048057,0.04636113,-0.9753934,2.0719934,-1.3462472,0.29606414,1.3423007,-1.5097444,-1.5769882,-0.89793307,-0.020174086,-1.4090028,0.4877703,2.2241004,1.6789944,-0.2835188,0.34913984,-1.1769037,-0.9797584,1.5526111,-2.0624027,0.9478042,-1.0990579,-1.6086894,0.6232983,-2.3609202,-1.8350282,0.6730015,1.2582071,0.51201034,0.6960322,0.21424626,-0.47166893,-1.2603757,0.38886803,-0.47779232,2.4797082,-1.409194,-0.34939647,-1.7678261,0.8472697,-0.4150629,0.3864336,-0.46920496,-0.8692297,0.7518524,-2.457456,0.2106308,0.42302147,-2.5611582,-1.6526251,-1.3632352,2.2510672,-1.5258933,0.40227285,-1.2421421,2.761123,-0.828655,1.0711046,0.16878006,-1.7750874,0.8525802,0.28588033,-0.5712039,-0.07591399,-0.30732924,0.8565884,0.06377036,0.04493121,-1.5285044,1.9542161,-0.4302617,1.3511971,0.7601456,1.5584718,-0.06404485,2.00347
IST-Mes2,0.6283004,1.8563143,0.2836924,0.25467515,1.1781721,0.045379043,-0.74139297,0.765837,0.6665498,-0.12683308,-0.43024462,0.95712924,1.8837558,0.806832,-1.3013353,0.7319567,-1.1767259,-1.5188473,-0.29435495,0.16791669,2.2045605,-0.40999228,0.6307613,-1.287405,2.4071884,-1.7424142,0.39606524,-0.78511524,1.4935209,0.98477536,1.0013235,1.7738806,0.562805,1.612045,-1.1174245,-0.8495462,-0.06741687,0.6475178,2.4148839,-0.9508304,-0.57285595,-0.3006368,-0.43475968,1.740533,-0.20244175,0.42060047,0.26315916,2.0489745,-1.7282866,-0.3812544,-1.5939273,0.61036205,1.3241506,0.28503925,-0.4853786,-0.110190965,-0.65892214,-0.5458131,1.0699104,-0.78604484,-0.7184477,1.2399169,1.5097003,0.29793563,1.3546408,-0.71564394,-1.7912445,0.49770856,-0.8836189,-0.46121424,0.8633838,1.237772,-0.8712495,0.0379398,2.9749596,0.26009825,0.9533961,2.3044817,0.38186893,0.18465114,0.2777554,-2.1570039,-0.63792104,-0.33757216,0.68708223,1.7511039,3.4734902
T84,-0.503208,0.6720087,-0.31894222,0.83372915,0.4255831,0.9019811,-0.5888144,-1.7550305,-1.3737743,0.26801443,0.28670496,-0.0009661885,0.28289613,-1.1843687,-2.270635,0.07759808,0.44998568,0.7723142,-0.2643156,-0.3971172,-1.557683,0.3218965,0.049609736,0.16044854,1.5412791,0.26965702,0.64594126,-1.685211,0.33197144,-0.5849457,0.26756433,1.2651727,0.6039846,-1.458015,-0.3299226,-1.2460343,-1.3920016,-0.74330616,1.1157584,2.7015228,0.71771795,1.2755291,0.6550468,-1.0142962,-0.42220986,-0.31058604,0.10744383,-2.8878236,0.0409294,0.63886726,-1.205866,-0.27131546,-1.3387448,1.5132214,1.251833,1.9797988,-0.6522965,0.6544517,0.20381406,0.08379606,-1.0282334,-0.74662346,0.41921875,-0.57339895,-0.5333146,1.605948,1.6110069,0.37755352,0.6509783,-0.1875646,-0.47349423,0.3342228,1.1833082,-1.4769976,0.5995539,0.056592915,1.1835605,-0.80778354,-0.8907009,-2.5287552,0.6743456,-3.9173214,1.0094453,-1.030744,-1.155404,0.09219615,1.8388774
NCI-H510A,-0.10082363,0.3514637,1.8757755,-0.7502441,-1.394529,0.8497147,-0.59511507,-0.62983406,2.102918,0.7857785,0.24959509,-0.60306776,2.7080274,0.15456466,0.73846966,-1.9751867,0.2555055,2.0475962,-0.45000318,-0.793913,-1.5555555,1.2523617,1.2644693,-0.79500735,0.13817076,-1.8120089,0.8089706,-0.048966393,1.0164236,1.4896363,0.12227623,-1.3027337,-0.11036833,0.53052825,-1.2310818,2.9097252,-0.26452443,-1.8090993,-1.0355167,2.061262,0.45107114,0.20556757,0.7735296,0.11573969,0.27449393,0.21981102,0.41469344,-2.9684284,-1.5332623,0.039007656,0.51918393,-0.014976388,-1.0117613,0.38581413,0.3950386,2.4176252,0.53033674,-1.104181,-1.362017,-1.477194,-2.2439494,1.0068995,1.5038754,0.39793262,2.9999936,-1.0634847,0.2846471,0.5196784,0.075435966,-0.061291803,-3.388164,-1.5217794,-0.35240266,1.7023929,0.0036705919,2.2616053,0.4210576,-1.3719505,-0.26372397,1.6941582,-0.11144192,0.19475421,0.8355273,-0.669385,1.6448911,-1.8458886,-3.8619182
