,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86
CFPAC-1,1.1761417,-0.48534706,1.6232855,-1.0375675,0.5020053,0.7678667,0.46040237,-1.5741783,-0.58001775,-0.21189094,-1.0857769,0.6326448,0.20206168,1.9034091,-1.021174,0.36083874,1.7924825,1.6094173,-0.16944538,-0.8206923,0.49375638,0.22695638,1.669259,-0.9121831,-2.0250337,-0.32693586,2.203888,-0.78611124,-1.1224046,-1.2534441,1.4483498,1.8135669,1.3238541,-0.65873647,0.13923371,-0.3854549,-1.2689375,0.7344871,-0.17645802,1.8676075,1.6971503,-0.5055038,1.1507707,-1.0899825,0.12685488,0.40551972,-1.3734006,-1.4893507,-0.3274939,0.24074933,-3.3237484,0.8965694,-1.373666,-0.97419494,-1.6050779,-0.577873,-1.6295061,0.7390098,0.25346598,-1.4906818,0.62138116,-0.2915065,-1.1705272,-1.8507254,-0.47014996,1.4283515,-0.21429537,-0.5327933,-0.81325,-0.59344655,1.71172,0.22762455,0.3200245,-1.0166531,-0.30703706,-0.083796546,0.6314597,-0.38468087,-0.33065066,1.3102553,-1.2373677,-2.2982836,0.17465416,-1.7847364,-2.416046,0.014981251,0.0091128
1321N1,-0.86593455,-0.99808943,0.031520024,0.8901991,0.5803214,0.723579,0.24165916,1.0489001,0.33378056,2.2778542,0.58297694,-1.4491894,-1.5585272,1.1311866,0.57816684,0.39555562,-1.4005958,-1.6259456,-0.2732553,-1.6386936,0.4093262,-0.28063938,0.53564477,0.9335813,1.735965,-0.8485131,-1.8253299,0.4136698,-0.25089747,-0.6674643,-0.74684906,-0.7137961,-0.50799185,0.6962497,1.5767479,-1.7913055,0.54790497,0.42227983,0.349662,-0.18167092,-1.8030567,-0.9788659,-0.6308071,0.050596267,0.1309873,-0.24670644,0.9353843,4.095113,-0.01891165,-0.4510471,0.5958084,0.18260907,-0.1411989,-0.1513042,1.3069286,-1.8614333,0.45717797,-1.2952414,0.056051735,-1.7655046,-0.032842334,1.1592071,0.54097164,-0.8942564,1.3617989,-2.9856648,1.1587362,-0.33976603,-0.8789004,-1.4586369,0.5693267,-0.8596921,0.5622928,-1.4094182,1.4952391,-1.163882,0.7122294,1.0646876,0.4772112,0.84198815,2.039845,0.42296937,1.1656761,0.9790486,1.184874,0.39883944,1.9711516
GSS,-0.5227926,1.6237987,-0.1698077,0.262841,-1.3358548,0.1917422,-0.26974836,-2.4382486,0.36887574,-0.5757946,0.6535074,-1.3877406,-0.9079107,-1.0387211,0.13284126,-0.86060405,0.8035867,-1.8248329,-1.7583299,-2.3206053,-0.76825386,1.5411723,-0.78273803,1.4871619,-0.6759383,-1.7670084,-1.1570572,-0.38694924,-1.1053864,0.49083522,-0.90261054,-0.88942695,-2.2021692,-0.105241194,-1.3488998,1.4920793,-0.49192193,-1.1577035,0.45979497,1.7558941,-1.51354,1.9324772,-0.6036614,1.4872656,-0.8077819,-1.2218475,-1.0107551,-1.7790802,0.7554841,-2.0227475,4.326783,-1.3419259,-1.8432288,2.684987,-0.45729148,-0.4206013,1.9420921,0.5037893,-0.11710536,1.4787904,-1.981036,0.058517985,0.07105022,0.45517516,-0.19383639,0.16777344,-1.0583576,0.30968803,1.0788553,-0.23247632,-0.3427415,0.80046993,-0.89447826,0.70599437,-0.6520466,3.804916,-0.9070801,-3.209333,-1.0245845,-1.1361016,-1.1222503,0.36596847,-1.5280724,2.2631633,0.078605175,-1.3457077,-0.9724949
Hep-G2,1.0983585,-0.48423526,-1.2096498,0.23475984,-3.2467718,-1.372587,-1.4363079,-1.4652239,1.3936243,-3.5491335,0.5804869,-0.012208996,0.5497938,0.17776763,-0.5006638,1.337807,-0.81142384,-2.2539713,-1.6188186,-1.7729944,0.20900932,-3.0956218,0.13488713,-0.87205684,-1.325976,1.8910167,-1.8578811,-0.9145247,-1.844404,0.5070443,-0.8405053,-0.44009748,-0.14215782,-1.6296846,-0.036882587,-0.46062744,0.24650483,-0.9282049,-2.4764001,-0.3130238,-0.11922095,1.3949662,-1.254546,-0.9308228,-0.6005862,0.37185767,-2.1072786,-0.8460766,1.5082216,-2.6433313,-0.044075288,0.05349128,-0.69221354,-0.61195374,-2.2559564,0.12145806,1.7122716,-0.7477956,2.7097673,-1.0217034,-0.31133744,-1.1108463,-0.6040252,-0.34116328,0.1862748,0.8295024,0.9565178,-1.3807161,2.813792,-0.07319121,-2.3902872,0.9104099,2.7724833,1.458046,0.23651922,-2.7402453,1.0191551,1.0989423,0.37763762,-2.5650704,-0.7206134,1.2586137,0.7672513,0.4424674,-1.1250615,-0.67810893,0.4423249
NCI-H1963,0.17879817,1.1889038,-0.0434884,0.5745888,-1.0171902,-0.74689364,1.5821148,0.25416008,2.2851596,0.6209798,0.661336,0.3248682,2.505353,0.058585748,0.35596448,1.1658068,0.5144179,1.4849021,0.560573,-0.10718378,-0.3942286,0.75516695,1.8445807,-0.15318882,1.0473675,-1.5019037,1.9692535,2.5485294,-0.5092015,1.4870173,-1.7918481,-1.7898202,-0.12047935,0.6944944,-0.75261086,2.4656026,-1.1049781,-0.80248916,-1.4691938,1.5561572,0.05742959,-0.5852527,1.3049583,0.35560143,-0.8511195,1.2415396,-1.1150113,-1.2458678,-0.92096806,0.4113218,2.1683562,-0.742137,0.57123476,0.13458313,-0.4504227,0.34821534,0.81690985,-0.071474075,-1.3361055,-0.37474295,-1.754848,1.3896574,0.13366729,0.449835,3.1655533,-1.4400744,-0.82507175,0.3716873,-0.26500934,-0.92860436,-2.125643,-2.2879865,-2.373877,1.7368908,-0.6174109,3.3160796,-0.8147499,-2.5748394,1.00464,1.5709779,-0.23393984,1.5044773,0.8202395,-0.34773436,1.47455,-0.44334826,-4.308131
Evsa-T,-1.2479539,-1.2304915,-0.12978762,-0.52541584,-1.0994304,-1.7152023,-0.43642733,1.0514529,-1.1292558,0.12962365,0.15302324,0.34485778,-0.845072,0.5934724,0.20971294,-0.18324934,-0.47623348,-0.70550317,1.1835328,0.36781487,-1.3010999,0.35661134,0.9654899,-0.3496937,1.9900689,0.2380256,0.01512456,-1.3225293,2.0106697,1.3923423,-1.7235446,1.2858168,0.60153943,-2.154108,-0.7526565,-1.3724523,-0.16680872,-1.2631657,0.9192822,-0.49498725,0.27350435,0.7104367,-1.790881,-1.4434383,0.8345338,-0.12617977,1.5430293,-2.7022965,-0.36913884,-0.52003986,1.9392788,-0.05755177,0.0994748,0.48339742,2.2592647,0.43850988,0.4386724,-0.8352782,-0.45740283,-2.7958474,0.46596232,0.1227392,2.3545535,0.73245907,-1.4328794,-0.13177146,1.1860199,-1.1727953,2.2491512,1.3538558,-0.85700285,-1.1281401,2.0968084,-0.31303778,-0.4525679,-0.28366455,2.6564152,0.006540755,1.3297838,-0.27696785,0.49998376,1.5355715,-0.013400383,-1.0583047,1.950199,0.2260358,0.78761685
MM1.S,-0.19444281,0.7096196,1.4401003,3.0778325,-0.1928184,1.1134896,-0.22090046,-0.10166522,-1.6013242,-0.9914769,0.08175936,0.61916804,-1.4510348,-0.97759545,0.19923714,1.9335569,0.52401793,-0.23549795,1.3866738,1.5082539,1.4070952,0.331176,-0.6267563,-0.5917916,-0.12703073,-0.62885845,-1.4669678,1.3979701,2.606828,0.4631854,-0.43741015,-0.66959333,1.6367185,1.0770738,-0.5713101,-0.79286855,-0.7140321,-1.0246946,-1.2870121,-4.2056046,2.4454203,0.08932383,-1.7176775,-0.115623295,2.1414437,-0.5175983,-0.2611354,0.17460437,0.5510799,1.4584266,-1.1802074,-1.800237,-1.1629035,0.23223454,-1.2733897,-2.4101555,-0.5878374,-1.8539114,-1.830101,-0.7168085,3.2359576,-0.4942154,1.2725359,0.52906317,2.1399355,1.3828127,-0.0052709086,0.21889678,0.90971,1.1066362,-3.8586223,-1.323627,0.96178377,-1.099169,-0.05180896,0.5604025,-2.5464132,-1.152354,0.4787584,-0.79210806,2.6831381,0.025465026,0.7942209,0.7022453,0.023107138,-1.0435714,1.8793273
NCI-H28,2.0530229,0.2286272,-1.624214,-1.9555979,-0.08110933,1.049376,0.7062188,0.4316852,-0.689654,-0.5566988,0.338068,-0.8567771,-0.07737477,0.08249742,-1.7737492,-0.63212544,-0.828937,1.0147269,-0.4630776,0.34357435,1.1369337,-2.3439636,1.2143849,0.42226574,0.80002743,0.13532874,-0.90622675,0.10246223,-0.68849874,-0.20517139,0.17910495,1.1982747,-2.0193894,0.7773486,-1.0004607,-1.7358077,1.0988606,-0.90154165,1.9693127,1.3117305,0.4395811,-0.23936096,-0.5943995,1.4382201,-2.2704403,0.7415359,-1.2251004,0.53843296,-0.6883345,1.1966033,0.56053895,-1.0272125,-1.0672086,-0.8469903,0.10990564,0.09102316,0.25745708,-2.116063,0.58147883,-0.37809432,-0.15294199,0.46589613,-1.9946651,0.24256228,0.6580254,-0.5299448,-1.0888146,0.40388644,-0.5028494,-1.8918877,-1.2251204,-0.055885263,-0.56892866,1.3522522,1.7901512,1.43296,1.2546366,-0.6066337,-0.5886966,-0.49589434,-0.21540658,-1.3719751,0.1841516,-0.017475938,-0.9853235,-1.7002056,0.82124966
TF-1,0.37152246,1.3988793,1.1310164,-2.3816323,0.79099125,-1.4242799,-1.0883247,2.1819038,-2.856495,-0.71632963,0.54282486,-0.6727174,-0.07243467,-1.4125841,0.34456718,-1.0188134,-1.7235469,0.450111,-1.6511865,0.71101195,-1.4889363,-0.5030399,-1.3858745,0.15505125,-0.91843665,-0.16174176,0.36661205,0.39278036,-1.2748524,-0.47466925,-0.0018963665,-1.6310124,-1.3722894,-0.1540148,-0.7934244,-0.40030327,-2.4767828,-1.0162387,-0.8949964,-2.599142,-0.1525552,1.8135002,0.9062036,-1.4154385,1.1078413,-0.08122566,2.2728224,-1.5943347,0.9115411,-0.5243603,-1.5865297,-0.5696511,0.8641564,2.7120347,0.2839642,0.8518048,0.30551168,-0.34207234,0.7377938,-0.032134637,0.47285435,-2.1012502,-0.42673373,0.53664356,0.45702863,0.5482748,-0.45873952,-0.07254418,-0.58698726,-0.19365822,-2.366312,0.9676685,-0.74773276,1.1680398,-1.0284941,-2.7702196,0.8190975,-0.5296165,-0.031545423,-1.3280616,0.3952512,2.23916,0.6479547,-0.03366218,-0.80890846,-0.20782518,-2.2231932
K029AX,1.2744554,-1.8058853,-0.82257277,0.48706543,1.2963243,-2.2951355,1.4305758,-2.1326282,1.1873062,-1.9878536,1.2167542,-0.4522295,-1.1211824,0.15881877,-0.81042904,0.38450056,0.3706041,-0.6216775,-0.51672816,-1.3474231,-0.44873074,-0.32572225,-0.7586055,-0.10986431,-3.0660794,1.2887552,-0.6662148,-0.8201811,1.1367816,-1.7727767,-0.08802567,0.53019136,-0.046434186,0.12739928,0.3134796,-0.36359128,2.1771278,-0.1491583,1.9524451,-2.040729,1.5793083,-1.5856895,-1.6409106,1.3911397,-0.6336431,0.01149765,0.5477998,0.6012398,0.29355884,1.6657978,2.3820875,-0.46122277,-0.7037551,0.20916164,-1.0274626,0.5741091,0.2200513,1.5071001,-0.29313198,2.5529907,2.790619,0.40479475,-0.30132398,0.8848332,-0.9787521,-1.6028062,1.0874237,-1.0390235,0.6093402,-0.5205799,0.6672429,2.243797,0.6052808,0.56883675,-0.03661174,-1.0337694,-1.5629597,0.15863793,1.6223288,-1.1273072,0.32684457,2.354266,-0.30889052,0.46597135,0.0035936027,-0.97715676,2.144421
BCP-1,-0.6623442,0.2829799,0.71439713,0.23437819,0.36543238,0.8467565,0.5673877,0.37230468,0.92642075,-1.0425067,1.4878354,-0.33154833,-0.43054542,0.20316596,-0.5518038,1.8648118,-0.37116897,-1.660841,-0.13422912,0.82663786,1.1148895,-1.0267524,0.3207429,0.48417923,-0.35643396,-0.23432201,-1.2699906,0.62165886,-0.15676363,-0.65380466,0.056053355,0.109268345,0.86165094,1.1655245,1.2214092,-1.0497978,-0.645428,0.7906655,-1.3628402,-2.6202352,-0.38532406,0.054751635,-0.75760776,-0.61666155,1.0993531,0.5960714,0.18650328,-0.319219,0.29270926,-0.27916953,1.0430007,0.3142379,0.6247546,0.7872342,-1.1236787,-1.5524209,0.024699643,-0.6566289,-1.8452768,-0.95576906,2.075554,-0.2571091,0.7336797,-0.8210704,0.7373442,0.62577975,-0.47237048,0.35128775,1.8071102,1.1021953,-3.6353908,-1.2140104,2.418525,-1.725087,-0.28633425,-0.87684655,0.46299458,-1.1209024,1.1353401,0.1334389,1.7002431,0.2635305,0.46746388,1.7132941,1.1181298,0.55225134,1.0779706
Hs 895.T,-0.4322272,-1.9886265,-0.030924562,0.00793663,-1.4764864,-0.90787333,0.8837399,-0.7498405,2.9167404,1.7776859,-1.3515253,0.22262886,-1.6431781,-2.7065058,-0.15665515,-0.18705463,-0.61592317,0.270945,-0.46359336,0.019002687,0.99894243,0.625475,-0.1607862,0.10865149,-0.028883208,0.0849546,0.05748447,-1.6584252,-0.4443057,1.394844,-0.1831451,-0.036117136,-0.36356947,0.7500712,3.0615637,-0.55056244,0.45230785,-0.19266383,-0.36728746,-1.5002095,-1.1039207,-0.8430885,0.34712777,0.99377006,0.0020522166,-1.8449453,1.733212,4.039125,-0.03295127,-1.0457395,-0.25947097,-0.7280876,0.73235893,-0.748017,0.07919818,-1.84496,-1.2481316,0.73162585,-0.512341,-0.15371442,0.086203486,-0.5787194,-1.0943269,-0.2226314,0.81438553,-0.89287966,-0.8435904,-0.88267833,-1.078642,-0.09104821,2.248533,3.3575177,-2.1824703,-0.19822672,-0.28998935,-0.790743,0.23146188,1.7036577,-0.28645298,0.94941086,1.0046785,0.8678244,-0.27001116,0.57978827,-1.2714523,1.6621965,-1.9368765
CAS-1,0.44346467,-2.1544058,1.857443,0.12034437,-0.50261545,0.09595805,0.9335376,0.12851006,2.721439,1.98186,-0.11945054,0.75673336,-0.096866116,0.03366285,-0.6244325,1.4604161,-0.5717736,-0.09889576,-1.7925858,-0.6951323,0.5283504,-0.10329522,-0.09904073,0.2699079,0.8213879,-1.1696311,0.3908657,-0.35491553,0.72407746,0.032256193,-0.9457257,-0.7789159,0.22277573,0.6893934,-0.42804328,-2.6593268,2.6270995,0.31321055,1.0969759,1.3137347,-0.5931037,0.6621773,-0.35733756,1.9804195,0.72302586,-1.8027999,0.45120093,3.1592073,-0.10798181,1.2374567,0.6405351,0.28393492,0.34141904,-0.32643563,0.13979682,-1.1362908,1.1540885,1.1830508,-1.2246408,-1.3471383,1.2151276,1.3471965,-0.2338981,-1.3745838,-0.39793596,-2.3509781,0.5217315,-0.2044446,0.06290944,-0.7209048,1.2197617,-0.89884996,-1.5568297,-1.6329532,0.52998984,-1.1456443,0.30884463,0.004445228,0.42352057,1.8567348,0.54736924,1.0530971,0.07640922,0.11410036,-1.9062568,0.16841331,-0.1205853
SJSA-1,0.5427476,0.8848437,-0.3599366,-0.4387436,-0.95401704,0.309004,-0.2686401,0.39745533,1.3515142,0.9595434,-1.1112248,0.25080812,-0.9663359,-2.1060185,-0.55874544,-0.7589051,-0.9848116,-0.24247336,-0.094913274,0.4595376,0.30349013,0.5872831,-1.1310753,-0.54963255,0.9547423,-0.39207146,0.27860022,-0.115528226,-0.07075954,1.0329533,-0.925913,0.77456963,1.497175,1.2881963,0.19603357,1.2098055,1.5500224,-0.36726773,-0.41803265,-1.373279,-0.46588355,0.88104844,0.5401708,-0.67315364,-0.87411594,-1.4167165,-0.17286476,2.8714359,-1.0380636,-0.27059084,-1.227533,-0.18649545,0.8084946,-1.4665282,0.5884095,0.27131516,0.3205829,0.2591836,-0.041692205,-0.020221679,1.0336674,-0.09048956,0.123500146,0.28291053,-0.38448226,-0.8542508,-0.048127264,0.19932187,0.4283938,-0.6224209,3.270343,0.86244607,-0.795424,-0.63705385,-0.015663378,-1.7674633,-0.41908455,1.6218783,-0.078057796,0.607652,-0.3379262,1.453309,-0.22867101,-0.6904794,-1.439884,1.6453024,1.2400228
SNU-449,0.7945264,0.6983771,0.6946659,-1.6190876,-2.5106363,0.0714724,-0.4326948,0.4896745,0.6840364,0.4755935,-1.2770549,-0.17293674,-0.91179264,-0.8457316,-1.7939032,1.0984526,-1.3892245,0.16636392,-0.2087257,0.5657768,1.0129814,-1.6301438,1.9844394,0.18032858,0.7746254,0.66143245,-0.9967283,-0.62630737,-0.60623753,1.51343,2.6008816,1.6683234,-0.0017605098,0.46767908,-0.28959912,-0.3442142,0.959238,-1.4988316,0.24609286,0.74077326,1.2064946,0.44411203,-0.3825677,-0.11392209,-1.8145972,0.88250047,-2.4857213,0.33469763,-0.6086314,0.46105996,-0.8141221,-0.51091754,-0.20893931,-0.737114,2.20958,-1.1352348,0.53847766,-1.0149753,0.77308226,-0.9931989,-0.7863156,-0.6904897,-1.6447698,-0.5761234,-0.8254472,1.0371777,-0.433847,1.2504807,0.9948497,-0.9463456,0.7200395,0.09472261,1.9115412,0.034142293,0.9541645,1.8797928,1.5216641,-0.7640478,-1.2142775,0.16590321,-1.2617353,1.9935933,-1.639623,-0.13537708,-3.3250802,-0.21550727,-2.0459108
Capan-2,0.7600448,-0.0053244755,1.1550928,-0.9219181,0.3874219,0.7143715,-0.09764971,-1.5312519,-0.35659295,0.5548528,-0.27590126,0.36810756,-1.2691376,0.4924674,-0.41265434,1.6504611,1.6469786,-0.74121714,0.07342635,-0.70502275,1.0495623,0.81202924,0.30696157,-1.3124104,-1.9671282,1.1069173,0.25194037,-0.5148506,-1.6068921,-1.8781713,1.292241,2.8456924,1.7986114,-1.8773402,0.49223667,-1.5355688,-2.096441,1.6985801,-0.99545586,0.7891749,1.4904776,-0.05128424,1.2186265,-0.27086553,1.1495651,0.31827554,-0.35811338,-1.446537,0.41750836,-0.5303477,-2.8792808,-0.12873013,-1.0690005,0.12589975,-0.36203957,-0.57123554,-1.7282909,1.5832695,0.88448507,-1.4459287,0.020854637,0.4152398,-0.44998068,-0.8180406,-0.27617127,0.91146296,-0.5507073,0.17255987,-1.051621,-1.2389619,1.2075467,-0.014461787,0.68438,-0.16088706,0.35245705,-0.25348628,1.042848,0.32868192,0.50942886,-0.022359354,-0.7173845,-2.7453837,0.500592,-1.3686504,0.06624922,-0.6667709,0.098170236
GDM-1,0.33346838,1.0247494,0.24854727,-2.9254024,2.6489549,0.61189544,-0.5214432,2.3022401,-1.2018342,0.41201317,1.8844807,-0.08053301,0.6075134,-0.529118,1.5382569,0.89859974,-0.347615,0.4422818,0.09150006,0.7935376,0.09185419,-0.23808117,-2.3602967,-0.877074,0.40866855,0.08879566,1.4479904,0.49189502,-0.68345714,-1.2338513,-0.58448243,0.063264295,-1.5538418,-0.47532484,-0.8435777,0.44000074,-0.59354043,0.08896814,-0.812213,-1.9074688,0.9395015,1.9623979,1.9317139,-0.3041809,3.4584181,-0.3113788,0.4329326,0.6798518,-0.30020234,-1.5353839,-2.673313,-0.13717791,-1.6961967,3.9288974,-0.85883474,-0.5918442,-0.07577632,0.4621699,0.28288037,-0.61557925,0.30524653,0.7774045,-1.8079098,0.8577807,0.72411734,0.89741516,0.41939986,-0.90167874,-0.92106503,-2.0386922,-2.5552568,1.7108696,-1.4789885,1.4427626,1.0057472,-3.4131854,0.878152,-0.7328367,0.30586743,0.76467514,0.8203295,-0.08825165,0.86601776,-0.008714914,0.78873885,1.1103846,-2.8319879
SNU-1066,-0.4323944,-0.57492363,-0.8845801,2.3377056,-0.49701896,-0.07552148,-0.15482274,-1.7897626,-2.5901084,0.14074852,-0.49780595,0.6680473,1.8910985,-0.101538256,2.095267,-0.66550994,1.6321845,0.93129987,1.5572586,2.1981337,-1.0693536,0.45864138,-1.3459722,1.5943959,-0.09196753,1.7646397,1.3816067,0.42308098,0.31752038,-1.0717291,-0.85445446,0.32094198,-0.53123736,-1.5914747,-0.79405546,3.1455543,-1.363411,-0.42173243,-0.30217573,1.5920968,1.1535221,0.20161955,0.6762155,-1.0591807,-0.5027629,0.13466978,-0.08558467,-1.6227815,-0.35601568,0.4889703,-0.5443502,-0.9298922,-0.6508947,-2.1370823,0.29132637,1.9970565,-0.0038423538,0.12633619,1.2401364,0.8139315,-1.2198747,-1.2294145,-2.8086803,0.091909856,0.18266907,1.0110574,0.083898395,0.3989828,-0.41474453,0.03531055,2.262749,-0.99605584,-1.4685761,1.4274489,-2.3989317,-0.022533305,-1.9684451,0.62020785,-1.5387911,-0.701268,-0.15569037,-2.36493,0.7119153,-0.6191854,-0.9359747,-1.5163395,-0.024768732
U-138MG,-0.35229847,-1.8078213,-1.9870888,0.12894802,-0.7676724,0.99147284,1.4872295,0.36711556,1.3676248,3.243754,-0.8244053,0.6550571,-1.6353775,-0.5510107,1.0313694,0.48995924,-1.1203392,0.33334783,0.03548202,-2.1414332,1.2180476,0.10084261,0.37674308,0.16917664,1.6493781,-2.0901692,-0.93343955,-1.1899166,-1.3361701,-1.9074326,-0.4699252,-1.8948863,-0.64078397,0.5695183,2.2288332,-1.9322201,1.2761136,0.52747947,0.37366557,1.2088786,-2.5580342,-2.2027864,-1.6159661,1.4444156,1.3903424,-0.915565,2.1198678,5.1143093,-0.1341151,0.26175594,1.299971,0.48050287,0.24990994,-1.9771669,1.0467495,-3.0794864,-0.18432581,0.5707964,-0.058329187,-0.79787934,0.044043444,1.1645253,0.01307866,-0.8347562,-0.6714037,-1.9680581,2.187918,-1.4583131,-0.69609237,-0.19055347,1.0128127,-0.24504443,-0.85291207,-2.5689762,0.055657126,-0.033276618,0.67803687,2.3943653,1.2641724,1.1165514,0.74149203,0.16340551,0.026745202,2.4271345,1.0765731,0.8328717,0.4358407
SW837,-0.044114336,0.6767436,0.22707425,-0.32435596,-0.73320425,0.5036293,0.8054011,-1.0793595,-0.5037611,0.6368847,0.26731944,0.3690725,-0.65997356,-0.586007,-1.2081697,-0.38449857,1.3576794,-0.8513732,-0.23716483,-0.70043254,-0.53645647,2.4123347,-0.6075778,-0.11741606,-0.21210533,-0.2891108,-0.23292145,-0.69796103,-2.1256251,-1.0084327,-0.25098658,1.9906278,0.5484021,-0.44034117,-0.51112616,-0.3988011,-0.9736963,0.9237489,1.1002431,0.6470616,-0.6825439,0.9345889,1.282591,-0.22744416,-1.0927652,0.06816396,-0.4605948,-2.4846642,0.00048998743,-1.2606934,0.23487832,-0.64862406,-1.247833,0.048625983,0.6128639,0.6170576,-0.7117151,1.0380375,0.9461185,0.23911136,-0.87037563,0.19128993,-0.5233543,0.49311396,-1.2693641,0.4298179,-1.1516767,1.064536,0.6522225,-1.1346174,0.66443664,-0.14079286,-0.95673877,-0.50286365,-0.0740525,1.3782605,-1.3466425,-0.57393205,-0.72185326,-0.73031217,-0.5174863,-1.3051939,0.134581,0.3327396,1.0312575,-0.7330552,0.87820256
TE-15,-1.5583663,-0.97017217,1.6700358,0.72759354,0.2093586,2.051551,0.50810903,0.031570308,-1.5437709,0.6374516,0.92792094,-1.4925078,-0.70950824,2.07459,2.456476,-1.1489309,0.89462996,-2.3001075,1.36136,0.3721596,-0.14085363,0.6643829,-1.3716428,0.7288651,-0.4825573,1.8693081,-0.34037322,0.6854727,-1.3665638,0.86678976,0.62454486,1.2049037,-0.7536474,-1.4078383,0.1948521,-0.06118708,-1.5988547,-0.5594303,-1.0075558,2.602866,0.17825954,-2.5453207,0.9796443,-1.4878712,-0.13576788,1.8521427,-0.031163797,-0.27928686,-0.18505895,-0.18439205,-0.46679553,0.28103438,-0.61157006,-1.7903885,-1.581536,0.3454911,-0.43890092,-1.4615328,-0.109506875,-1.5849689,-1.1692075,0.9362175,0.91233474,0.13148174,0.9130169,0.39799368,0.028737485,-1.2996218,-0.7007582,-0.89664114,2.7063015,-1.0081391,-0.8668683,0.71734124,0.2498011,-1.1629611,-0.52394396,0.7543823,-0.59060454,-0.5848083,0.33890167,-0.7744589,-0.30524948,-0.5566291,1.2037385,-0.07538515,1.721401
Ki-JK,0.45908782,-0.18207593,-1.3200651,-1.5368623,1.3176903,2.1769068,3.1020901,-1.0756837,-0.15591305,-0.32157928,1.809385,1.82608,0.43930426,-1.1640668,0.26452917,0.40573442,0.16634068,-1.686388,1.4626827,0.9630549,0.23260969,-1.1118792,-1.2622176,0.6609453,-2.0844488,-1.6046853,0.061124228,0.8791688,-1.3991325,0.23895432,-0.81663483,1.6739599,0.93033296,1.6708457,1.7148336,1.2394831,2.6028192,1.2317729,-0.3430278,-1.9163512,-2.102878,-0.8425162,-0.5376798,-0.7383681,1.1322856,1.9349046,0.18555725,2.2152445,1.3981949,-0.9861495,0.9860449,-0.21738157,1.3005788,-0.64296776,-2.230274,-0.8009699,-2.7514315,0.069803715,-0.78256774,0.80229336,1.4978428,-0.908597,-1.6742197,-0.41852745,-0.26542845,2.667303,-1.9357103,-1.1192378,-0.4241593,-0.59515214,-1.8300202,-0.7817104,-0.90059316,-0.71118474,-0.33659545,-2.851987,-0.7318646,0.6452218,1.0149662,0.93266433,-0.6957187,-2.1548924,-0.7594326,0.63979757,2.5756328,1.1024809,-0.21420728
PL-21,-0.41734764,-0.6467424,-0.38833758,2.1167793,1.1541426,-0.34816614,-2.1839836,2.6083012,-1.7024819,-0.172475,-0.07891241,1.5814111,-0.40487126,-0.31858808,0.50044036,1.5427883,-1.7828841,-1.8076397,0.22000323,1.2007831,-0.8967149,-0.12496808,-1.741775,-0.7938538,-0.44793242,-0.3609645,1.556997,0.57393295,1.3433878,-0.86984676,-0.6277337,-0.64488745,2.2920256,-0.78631365,-1.4080863,1.1866322,1.2520897,0.2737731,-0.37849545,-2.9099855,0.58588535,2.5769858,-0.9024958,-1.6771747,0.9872864,0.06677418,0.3557272,0.8511516,0.9628079,-0.60471314,0.023879308,-0.6673187,0.3545256,1.0072,-2.314376,-1.9009317,0.87596697,-0.73429215,2.2637472,0.7467155,0.7974406,-0.18091786,-0.09348679,0.1398597,-3.5576177,2.1459246,1.5313513,-2.0847058,2.0337996,-2.6348202,-3.0339391,2.2717385,0.07343144,0.93966,1.1479737,-2.8143725,-1.7971164,0.16851579,0.3203231,0.8831184,-0.8556429,0.7712765,-2.463636,0.10826023,0.9774589,-1.889608,-1.402394
SU-DHL-8,0.71927637,0.17321675,-1.4046416,-0.13485652,2.1424696,-0.30410194,1.3924325,4.702132,2.3231308,-1.9299363,3.7325652,0.79709965,-1.3283879,-0.043966293,-0.46964785,0.47694182,0.07010015,0.81878436,-0.38440782,0.9969222,1.5596691,1.2725401,-0.25470772,-0.31470275,-0.7929928,1.4544034,0.79417294,-1.1019545,-0.05036017,0.91207,-1.791264,0.8560754,0.8607477,1.195386,-2.198099,1.6520014,1.2714942,0.39024374,-1.335708,-2.0899057,0.859702,-0.86088705,-0.9806719,-0.35086054,2.3757882,-1.7868221,-1.8159232,-1.3259985,-0.07850706,0.10341867,-0.08536443,1.8630538,2.3466935,1.3282793,-2.3193455,-1.1709146,-0.077504665,0.82895684,0.121728495,-0.70042557,2.2844803,0.07969001,-0.7913752,-0.030499581,-0.60178024,1.284011,-0.20603515,0.9209117,1.9288633,0.40576094,-1.6712544,0.9308625,0.90513974,0.32127887,-0.1634096,-0.5590696,-0.86466134,-0.26400435,-0.076892704,0.9786015,0.46048886,0.6163221,-0.95855343,0.10916819,-0.7407887,1.3837234,0.93720263
