,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68
NCI-H650,-0.7991988,0.26598683,3.0398538,-0.5597656,0.638717,0.49990574,-0.77099246,-1.5809355,1.5874485,-0.57975584,-0.101229414,-2.7201202,-1.2457283,-0.052441582,0.46502796,0.059640884,-0.027453642,3.3274958,1.8696073,-2.3328953,-0.48713648,-1.4810197,1.575526,0.4527931,-4.0934296,-0.120855674,-1.3940073,2.6411204,-2.0854683,1.6569434,0.3450802,0.9787114,-0.28938335,-1.7344751,0.50879055,-0.018019274,-0.098257184,1.3023945,1.079248,-3.016305,0.034805275,0.317365,-0.1772919,-0.32739675,-3.0074658,1.2211237,0.32925656,-2.006672,-0.76776135,1.7052939,1.4923028,-1.3758693,-3.383267,0.89720166,1.1194564,-1.1775486,3.4393392,-0.1156676,-0.9165648,-0.49044418,0.99693686,0.3900116,-1.5785258,-0.05981666,-1.2390745,-3.064548,-0.18656068,-0.75457025,0.8622394
EWS-502,-0.7668197,0.54969203,-1.9894768,-1.7478206,-0.6299057,1.1836119,-0.27470168,1.738483,0.43109334,-0.5014595,0.7993694,2.649008,-0.10561594,0.6803021,-0.8060938,0.32101548,-1.684981,-0.22935617,-1.0257425,-0.27750993,-0.69758296,0.06295231,1.5271808,-0.17933974,-1.0104009,-1.6904633,0.94918007,-0.8163548,-0.48877233,-1.4174901,1.843111,-0.4759139,-0.5372427,-0.4254794,-0.81546587,-0.032549173,0.5952452,-0.48577654,-0.40379342,-1.3957773,0.09464952,-1.6007218,-0.1972962,-0.12413585,-3.0787923,-1.5411459,0.4209802,0.43100834,0.12072366,-0.21822698,1.4396522,0.89026564,0.30096382,0.32485014,-1.9730057,1.7405279,-3.651429,-0.8755683,-1.169959,0.3852089,-0.051477216,-0.4075297,-1.1818116,-1.2523099,-1.3932006,-0.43562183,0.128102,0.5916362,-0.7516225
T84,-0.5510901,-0.13304369,-0.8625106,1.1414211,2.0773687,-1.8457024,-2.3073125,-1.1218362,0.41706786,0.6358569,-0.38390422,0.35790607,0.7609357,0.94608617,-0.25781292,0.36504146,-0.28818277,-0.8563843,1.8341665,1.0328246,0.57916474,-2.0711093,-0.1493815,-1.3256013,1.5510129,-1.1229674,-1.6236978,2.1352005,1.0153952,0.4978397,-0.6177409,3.0327852,-0.22435817,0.23429814,1.8469187,0.6569676,2.2954323,-1.5042474,1.5202978,-2.2113261,1.193014,1.1743209,-1.6040211,0.09427785,0.55909353,-0.26436058,-1.4141405,0.8256344,-3.1661808,1.2787845,-0.2742573,-0.5732548,0.060034573,-0.12994778,1.1588264,-0.7263372,1.680541,2.1322448,-0.67555326,0.6862088,0.62783504,-0.11628721,-0.23934743,-1.9256301,1.1045492,0.10683064,-0.42717242,-0.4627275,0.07995698
REC-1,-0.69589776,-2.2449996,-1.1842347,1.0384316,0.4408458,-1.1863902,1.8972948,-0.7441584,-0.121186435,1.220872,-0.19342366,-0.10644988,0.9117128,1.9314982,1.0358341,-1.5677283,-0.7634506,1.3089141,0.94364834,-1.714658,-0.6748214,-0.14936301,0.3236101,0.5339217,0.535738,-0.6510969,-0.41665795,0.6979808,-0.22818834,2.3937588,2.6781769,-1.5708243,-2.2741168,0.20454769,-1.0726029,0.8888165,2.1465504,2.1347694,0.014991194,0.99412596,0.8392205,-0.37599587,0.39833754,-0.59679586,-2.3355083,-0.4826207,-1.5308514,-1.2068356,-1.1240592,-0.52361345,1.3103018,-0.028852284,-2.8209338,-1.8916101,0.8419554,1.7665918,-0.5323659,-1.1119894,-0.3587641,-0.4178528,0.47966847,0.07973619,1.091068,0.20736659,1.0302696,-1.1352361,-1.2465308,-0.51612085,1.2970786
LOX-IMVI,2.6568677,-1.7275628,0.8696377,0.4503123,0.7647833,1.1847415,-0.07377496,-0.8781792,2.2551658,-0.3359757,0.7331231,-0.7340696,-1.5631269,1.934779,0.39270094,-1.0212756,0.37874994,0.0459648,0.45957986,0.4987719,0.68698615,-0.4974006,2.237724,-0.38410333,-2.4738774,-0.843185,-1.6032658,1.7829392,0.7315331,-2.0043213,-0.30047172,-0.12867358,0.048695043,0.7307095,0.48098615,-0.86169106,1.111582,0.6765449,-1.0418626,-1.4012108,-0.91728413,-1.7159448,-0.03246214,1.2129313,-1.3150443,0.85064685,0.49024034,-1.1322029,-1.5941935,0.07288859,-1.2256806,-0.7842208,-2.1527686,0.8588145,-0.29777765,-0.15612794,3.7464118,1.884638,0.5026465,-0.1503017,0.20532334,1.403787,-1.4535352,-0.72784126,-1.4620883,-0.44463575,-1.2218897,0.5532169,0.37009794
NCI-H508,-1.3542483,-2.5128865,-2.3502748,-1.2578765,1.2375782,1.2230089,-0.7256224,0.792715,0.14222294,2.1986542,-1.3100835,-0.17966291,0.4943397,3.1195714,0.53439814,0.2036569,1.9317104,-0.30134287,0.7205662,-0.90976566,-0.6411907,-1.3906702,-1.3283957,0.13909002,1.9540945,-0.21237323,-0.4681613,-0.2609144,0.8090098,0.27055484,-2.5136764,3.7848942,0.6289486,-0.9959438,0.98367846,0.3500089,-0.08208822,-1.1063138,-0.3363455,-1.4392463,0.5482476,2.687987,0.29036522,-0.2847482,1.7142754,0.00050997734,-1.257739,1.8723532,0.199541,-2.0582955,-0.9305157,0.20714027,1.8511615,-1.4292915,2.8696775,-0.5060412,0.81113476,-1.4460938,1.0042108,2.0832875,-1.4930351,0.37131822,0.45787793,-2.105226,-0.15559009,0.14195566,-0.5653501,-2.8545203,0.72534966
HuNS1,-2.3215163,0.44769296,1.3959279,0.42173353,2.4077415,-2.4660463,-0.016122214,-2.599345,-1.2269928,0.4764427,2.2402842,-1.1261169,0.8578879,-2.125503,-0.7527801,0.22638337,-1.4865798,1.1908356,-0.649432,-2.0992796,-3.7085767,-2.5173726,2.5768197,0.8692739,-0.010894343,0.78025645,-0.07078511,-1.8914059,-1.6600311,2.8621035,0.6451619,-2.9430468,-1.4519626,-0.69894606,-1.7682642,0.06715281,-1.4103245,2.570427,0.35388047,0.84997743,0.2922135,0.55613065,1.2562081,-0.7032016,-0.9392395,0.25076175,-1.8293527,-0.28699282,0.13766006,2.7295876,1.7146235,-1.1330711,-1.5539423,-5.456041,1.213339,0.28877485,-1.5892402,-0.6880975,0.3212095,-1.2935215,-0.09448857,0.4900306,-0.45851994,0.8056517,0.71043813,1.2906612,0.9354636,-1.3710712,0.465724
CML-T1,-0.22784705,-2.2758472,0.17274061,0.2746314,-0.7419033,0.8769933,1.7719215,0.48169354,0.7563715,-0.94070315,-0.760189,0.7213595,-0.3266547,0.07651537,-2.1931083,-1.0274286,0.9376972,-0.12269374,-0.20509408,-0.67542744,0.547272,-0.32221603,-0.27936828,0.45757654,0.37869155,-1.6789043,-1.1886219,-1.4305758,0.51695853,1.0140544,0.30576077,-0.42151654,-0.07995577,-0.18096581,-0.5243996,0.48574117,0.9667523,-2.1934319,1.1298844,1.1654446,-2.3559337,-1.3987025,-1.8526692,1.0334373,-2.6480784,0.035753604,-1.3450562,-0.340201,1.957811,-2.348939,0.73760605,0.1472239,-0.2140441,-0.6001732,-0.71184874,-0.08073524,-1.3903465,-2.190047,0.2326546,-0.190203,0.42545855,-0.03152421,2.663386,-0.68764395,0.5097187,-1.0009145,-0.49878493,0.43832976,1.0504243
HCC95,-1.3496668,0.62606096,0.19398156,-2.8920233,-1.0833944,4.564029,2.6845653,3.1711683,-2.2155795,0.38991976,0.84156793,-1.094384,0.4753757,-1.9680579,2.053891,0.76609486,2.563826,1.3783013,0.17539808,-3.5958571,-1.086587,-0.667652,0.45935726,1.8476132,-2.3022723,0.8938735,0.6024426,-0.46994215,0.0085861385,-0.041863944,-1.7302135,1.802826,-0.49230623,-1.8599638,0.8435265,-1.0799098,-3.8856049,-0.14480567,-0.4602371,-2.5735953,1.9685376,2.5902362,3.1916776,-0.9492913,0.8377137,-0.99948287,-2.2948654,0.6532342,4.924637,-0.9485958,1.5219051,4.095385,-0.19874075,0.92382395,2.0611138,-2.4167092,-1.1033804,-3.866649,-0.059337184,1.314925,-1.3484962,-1.019584,0.61516285,-0.07189911,-2.641237,0.088370405,-0.074051976,-1.5309582,1.4886848
TUHR10TKB,-0.13879994,-1.9536655,0.38004237,0.402638,0.11693054,-0.20702127,-1.5332133,0.06803774,0.4059936,1.8189392,-1.0660466,-0.88346815,-0.45114928,-0.15881035,0.95008,-0.9266724,-1.3620197,1.01972,-0.40247288,2.010337,1.2159054,1.0216287,-0.8706194,-0.63441956,0.70531267,0.40963495,1.620997,-0.85842466,-1.3112235,1.6960025,1.7218919,-0.07604925,-0.86727846,0.0048782974,-1.0489522,1.0470946,0.4222123,2.84678,0.33147955,1.1713625,-1.6167121,-1.3389182,0.392902,-0.93319,1.0493407,0.65818006,0.39638895,0.45808962,-0.36399397,-0.7997695,0.10616878,-1.8621744,-1.6356198,1.2973787,0.34778064,-0.7742317,1.5307963,0.67980415,1.1641958,-0.533125,1.2421969,0.26021475,-1.6516825,-0.5804848,-0.030317329,-1.2567255,-1.2052357,0.47973382,-1.0366068
A-172,-0.7389481,3.4783404,2.8463223,-1.8636799,0.46511212,1.6088064,-0.8696044,0.7866354,-0.19621795,-0.18601118,-0.109956354,-4.0433564,-0.65528977,-2.1957772,-1.1332781,0.68358445,-0.108107425,2.4884384,-1.2383698,0.3411461,0.45654598,-3.0445666,-1.3259583,1.1963401,-1.4595125,-0.058489323,-0.13815348,-1.6000896,-1.8074411,-1.3317637,-2.8296075,1.0822371,0.26215583,0.42406878,-4.293491,0.040838093,0.33820105,-2.9628463,-1.4110073,0.40228155,-3.5487201,-0.11571346,-0.34923115,0.48358428,2.38944,0.13807279,2.46374,0.72868145,1.5726644,-0.055404633,0.9179871,-1.0799725,1.3672751,-0.8094077,0.19440249,-1.8239911,2.5801392,3.462017,1.1403377,2.7909064,1.323194,0.94659364,1.2438674,1.0357935,1.3536929,0.19956824,-0.35923135,1.9767603,-0.5481736
1321N1,4.536172,-0.77037615,0.7773305,1.9147203,-1.2920249,1.0551901,-0.28827447,-0.19505537,-0.5515932,-1.9498895,3.2742457,3.2546372,-2.5921245,-1.7308033,2.1474676,2.0000613,0.64677596,-2.4229484,-0.33703774,2.431768,2.4512818,-0.92726094,-0.32109994,-0.5289567,-1.0907998,-2.285749,-0.87554646,-0.80041987,1.9563581,-0.036495976,-0.9564355,-0.19582595,0.70779496,1.9168525,-0.11213158,1.1936724,-0.9205961,-5.4599338,-2.2516193,5.3621287,-0.967753,-3.2935376,0.3072367,4.134771,3.623153,-1.1003596,1.1461375,2.5694277,-0.084325105,-2.5437884,0.63705117,0.29786894,-2.1910682,-0.17146428,0.45746997,-2.189802,-0.3256281,5.985441,1.1489657,-0.12049501,2.1756365,2.4539587,0.53083014,2.5863533,-2.2369165,6.2276664,-0.6481452,0.8996898,-2.3696263
SNU-899,2.137489,2.296664,-0.56367064,-0.83253294,-0.4181443,-2.4949484,-0.1898037,-0.2605768,0.6135542,0.93728036,-1.5164484,-2.544257,1.3295509,0.4958123,-0.657764,-2.4853141,1.3208315,-0.97203803,-2.5113027,-1.2462462,0.98982173,-1.5818758,-4.182383,1.7137607,-0.28753796,2.7179267,-3.5175602,1.086978,1.0877272,-1.5244224,-2.3099344,3.3471313,1.440631,-2.6784601,-0.46535733,-0.97725135,1.83233,2.9014893,2.5161204,-0.7563625,1.6312801,1.7181588,2.0972486,1.8567812,-0.9353227,0.1158456,1.7252717,-0.3847422,0.9341498,1.3104886,-1.6895231,1.5895404,1.1067027,1.098608,-0.89755756,0.14945807,3.2799501,1.1706386,-0.55772614,0.4164543,-0.08567014,-4.307474,2.4388618,0.5599188,1.4485726,-4.833422,-1.2405986,-0.6773522,1.6840196
COLO 800,-1.4613112,0.95721936,0.3753175,-1.7504495,-0.5420035,0.75237834,-0.8044327,1.8505471,-1.2526138,-0.97829497,-0.55848897,0.19062717,-0.08819546,-0.06451107,1.6874692,0.80483955,-1.2656573,-0.34918827,-0.22746633,-1.1806496,0.015928298,-2.8481526,1.1299636,0.51775074,-1.454799,-1.0975837,-1.2515866,0.7177699,-1.1332998,-1.1970824,0.8762007,1.5273706,-1.615161,0.6243058,-2.093195,-0.3063719,0.26702052,0.79777753,-3.1840584,-0.36080164,0.77149177,0.21471462,1.6872267,-0.9114127,-0.39348653,1.2163419,1.0177072,-0.36914116,-1.6775852,-1.3346881,0.15467502,-2.2645986,-1.5217769,-1.9199258,0.595538,1.5903018,0.74727786,2.6664193,0.28215566,0.94231665,-1.6665821,-0.48970142,-0.8589751,0.2597382,-0.261563,3.2533877,-0.009317368,-0.1476245,1.8600918
Hs 675.T,-0.9655569,0.13088527,0.52978444,0.79186535,-2.2162344,-0.04540492,-2.6226285,1.520166,-1.8293163,1.4059348,0.28056714,0.43186235,-0.63662124,-0.46207902,-1.9423213,0.8615334,-2.062502,0.68693596,0.8164008,-0.9863688,-0.9751422,0.9262305,0.21375936,-0.7658087,1.0871181,-0.7265179,-1.4347869,-2.4479032,-0.32742882,-0.27319404,0.20758934,-0.045559168,0.9016736,0.72955865,-0.10942296,-1.3916438,0.11162123,0.69567674,-2.1376948,0.69552577,-3.221142,-1.9877098,-1.4628025,-0.9313805,0.99081296,1.9818816,-0.08793707,-0.42875874,0.30030477,1.006896,-0.978596,-2.9607868,-0.61364025,1.2117001,0.6613745,-0.7315572,0.109497465,0.25677675,1.382482,1.7991341,-0.14053257,1.201079,-0.6506707,-0.96684635,0.41155744,-0.171218,1.3135558,1.4508497,0.8670321
SUIT-2,-2.1994982,-1.827437,3.5189898,-1.5508639,2.618676,2.3185263,2.1442003,-0.7125399,2.1119573,0.8311147,-1.0185646,-3.166362,1.4447908,-0.56570655,-0.51259834,-0.07482964,-0.054391563,2.086631,1.8252423,1.0409875,-0.8344226,0.17110015,-0.5009352,-0.18278238,-1.2857659,1.249814,0.07071452,1.2716736,0.12728757,-1.661501,-0.9288036,-0.21149378,-0.23049486,1.2220296,1.4366702,2.2049432,-0.331936,-1.2194927,-0.68728346,0.9092177,2.0704105,0.84508276,0.109963305,0.9759252,3.3783383,0.20775977,0.45672178,-0.56923383,-0.52362525,0.4346742,0.42438218,2.6193945,1.173861,0.53196514,0.34423336,-0.6656642,1.1592109,1.0697678,0.6368808,-1.2895021,0.55390644,0.18105006,1.833344,0.24913919,0.26591372,-1.0589794,1.4676213,-0.22072658,-0.32757998
PE/CA-PJ15,-0.45302182,0.11322769,-0.99210364,0.92235833,-0.9431828,0.27534553,-0.9102234,0.16877268,-0.68502986,-0.28052446,-0.21626858,0.19485483,0.38261044,-1.5274643,0.8762035,0.62083197,1.1130071,0.3802284,-0.34275785,-0.5803366,-0.66566724,1.5247447,-1.0059114,1.0469656,2.159983,-0.34492642,0.0898148,-0.34351534,-1.3166575,-0.5680032,1.2177154,-0.25170746,-0.7911303,-0.8267995,0.4509675,0.034581617,-0.21414903,1.0052865,1.7953176,-1.2099098,0.8108405,2.2873008,1.3241252,-1.1841187,-0.25384718,-0.042247005,-2.2858942,-0.11042955,1.6614919,1.1353405,2.1401112,0.21280265,-2.2402737,1.6020458,1.3988459,0.41784382,-1.3811221,-2.5058308,-0.61363095,-0.12421301,0.13017723,-1.2174349,-1.4215649,-0.23751514,-1.8774781,-0.48286232,1.7863158,0.40836328,0.3484269
SNU-1076,2.679087,0.42106575,-2.1364145,-1.3001609,-0.031102292,-1.798047,2.6860535,-0.123804435,1.2295402,-0.48354542,-0.27690455,1.3218642,-1.2154574,-1.7250557,2.2195506,-0.56711996,3.6833,0.1793744,0.3815314,-1.3153683,0.8437854,-1.9791803,-2.1028774,2.0399,2.4224274,-0.38550922,-3.045861,4.4003506,-0.07890197,-0.9249456,-2.0827796,0.41845855,1.0819533,-0.9852457,-1.3296301,-0.78085405,-0.59192777,-0.16869381,2.4164555,-0.91666394,0.40844122,0.32367626,3.0506177,-2.0903492,0.29921925,-0.076012254,0.73894244,0.2092673,0.8802105,-0.90888405,0.5236741,1.0213758,0.26833165,1.8993666,0.019346502,-1.1212238,2.270914,1.5895332,2.274729,2.0072052,-1.6179222,-3.1545417,0.8375104,-0.080657035,-1.1781172,-1.6644336,0.46680155,1.5863514,3.1296892
UACC-812,0.3131621,4.030762,1.5831528,0.8719446,0.82693607,-1.3340497,0.022934929,-2.0152564,-0.9052934,0.06184712,0.68212074,-0.21959405,0.64032483,-1.4006233,-0.96568733,2.2268574,-2.827235,-0.4996376,-1.7973884,0.2841264,-1.4314691,-1.4054354,-2.6504955,0.8727153,3.4668944,1.2242489,2.5300162,-2.2539303,-0.8969205,0.36507753,1.0332503,0.630653,1.113562,-1.9844979,-0.35547903,0.10849005,-0.40169114,-3.6804037,1.6914178,-0.10375038,0.4366396,2.8144865,-2.298457,-0.3003169,3.0512228,-0.0043779127,3.3387544,0.07518514,0.78281397,-0.055683568,3.2133784,-1.3238995,3.4347408,-2.6717377,-0.4683159,1.5370423,-0.1535965,-0.36722803,-0.9026134,0.17142043,-0.2417678,-0.027390577,0.31242353,0.67117774,2.8097312,2.9188187,-0.41815907,-0.17489353,-0.18714076
PE/CA-PJ49,2.2441008,1.4819206,-0.040223718,-0.13758999,-1.1415583,-1.8050503,0.8930509,0.15590453,0.94590545,-0.96170115,-0.7076367,-1.356227,-0.10036359,0.36114278,1.8783406,-1.4801525,2.807319,-0.2938026,-2.458936,-3.370685,0.74320734,-0.5060985,-2.3079636,2.1991074,-1.0211433,1.912554,-0.33496708,1.4421492,-0.28658777,-2.5265253,-1.4432623,1.0424168,-0.33448333,-2.057654,-1.3115654,-0.35970408,0.55230993,3.2216163,1.5872113,0.97712344,2.9147706,1.6012801,2.0610924,-0.8538374,0.24124119,-0.76762784,1.2661953,-0.4760572,2.4566543,0.5308128,-0.4377366,2.004239,-0.36425447,0.082295544,0.9436474,-0.5046287,2.6856391,1.1640149,-1.2744817,-0.24943694,0.16977046,-1.4218886,0.9038608,0.49428517,-0.2589737,-1.4095746,-0.07204555,-0.75685906,0.36510116
Karpas-620,0.019408666,-1.3372506,-0.9522823,0.40786114,-0.29822516,-0.869352,0.75393385,-0.60213315,-0.19389735,0.44925842,-0.43915337,0.49440297,-0.14996853,1.6565812,-0.90483135,-1.6117756,-0.025986021,-0.32133412,-0.048931397,-0.55204576,-0.90870404,-1.0553275,1.2376198,-0.09986909,0.59825194,-0.788328,-1.1126922,0.30922386,1.1648918,1.0698619,0.41422325,-1.8710704,-0.10065642,-0.2495209,-0.49843335,-0.83579046,0.4939684,0.21912712,-0.92214704,0.4673923,-0.52999246,0.6789335,-0.3288691,0.83432424,-2.8724692,1.0424387,-2.72749,-0.55625236,-0.6208316,0.52434176,-0.050326627,-0.15818037,-0.217278,-1.5172181,-0.16980228,1.43958,-1.2558267,-1.2608285,-0.65194607,1.5323565,-0.5227343,-0.42557368,0.124973945,0.12083471,1.0311369,-0.21954338,-0.57219493,-0.3226132,1.4518882
OUMS-23,-1.1561568,1.8864983,-1.4844129,1.0022389,-0.50134504,-1.0422863,-0.40655378,1.1672399,-0.5947088,-0.7472483,0.5782117,2.1636748,0.2914179,0.3148424,-1.7014426,0.8116965,-0.9710644,0.13823499,-0.34937692,-0.42339364,1.0434599,0.099346,-0.8679165,-0.5064919,1.1368512,-0.7773867,-1.3530163,-0.070977986,1.4902096,-1.5736645,0.821102,0.026234716,-0.19327551,1.5546132,1.161156,-0.6475568,1.3058418,-1.1643009,0.8156029,-1.0499791,1.2251351,1.227422,-1.5967276,-1.7010232,-0.2617135,-1.1829869,1.2074316,-0.3471832,-1.5762028,-1.1591126,0.47176915,1.2072225,1.3806239,-0.47475022,-1.3314674,0.43688464,-0.48080128,-0.3585087,0.47503096,1.0363469,-0.7651281,0.5030142,0.98519087,-1.4150841,1.0991741,1.4979115,-0.101984605,-0.37796503,-0.7889026
Hs 863.T,-0.5955489,0.47183552,0.11913562,1.9964058,-3.4811115,0.04316166,-1.4381137,1.3007842,-1.0417166,0.88693094,0.94691724,0.5488652,-2.4479516,0.4891783,-1.6925851,0.1666679,-1.6203079,1.2100918,0.3420973,-2.1137636,-0.32987517,1.1886872,0.5527747,-0.3877054,-0.74158126,-1.2919863,-1.3044056,-1.5614178,-0.30528015,-1.0266134,1.4184309,-1.8739226,0.3683969,0.7245151,0.7095316,-1.2138872,0.4438411,0.9539776,-2.265496,0.06572811,-1.916548,-2.2879782,-0.9528687,-0.21722135,-0.27796867,1.3773344,-0.2786273,-1.4770316,1.4749643,1.4110045,-0.8336543,-1.3721906,-1.1245759,1.7832338,-0.4386145,-1.0890685,0.70180106,-0.17510277,0.6275197,1.0050129,0.058955766,1.3902922,-0.48448753,-0.8998129,0.6881534,-1.1380707,0.66303736,0.8330888,0.1305634
NCI-H1436,4.0535135,0.47964627,-2.0741389,-1.8965032,0.9052741,-0.8983438,-0.7576395,1.2388805,-3.3237748,-3.2771742,-0.22623885,1.1127826,0.0048783645,1.4884508,0.69829667,-0.36208016,0.2303407,-1.7734994,1.3832188,-1.0447417,0.30809882,0.3034831,0.03915083,-4.273606,-4.0535507,-0.5939471,-1.2556114,-1.2611785,4.8670564,2.073629,-0.002876531,1.2232995,3.379226,0.09087636,0.57890713,3.7309563,-2.5884135,-1.4207941,1.5198005,1.8457457,-0.66244674,-2.821733,4.355685,5.876335,-0.50083005,-2.4398966,-1.27451,1.9425659,-0.07561501,-3.0750554,-3.6943758,3.0242925,-2.6709974,0.7186836,-1.3584762,3.5823998,-1.7892138,2.6285787,-1.8175842,-2.3017037,1.4879609,-1.4835744,2.073708,1.9261119,-1.2898023,2.2546706,-3.3470383,-3.0919902,-0.24686338
BICR 31,2.2220223,-1.3234848,-1.8955202,1.9110655,-2.19249,0.0997591,1.3017703,1.8182663,0.23883358,-0.2188493,1.1097895,3.584121,0.5681048,0.8704299,1.9822855,1.192712,2.0878618,-0.69996804,0.22020862,-2.4318154,0.40442333,4.0405583,-0.98310786,0.18174782,2.1343238,-0.5899609,-0.24171859,1.0378543,-0.33272907,-1.6170658,0.81285244,-2.4185789,0.5962612,0.19570813,1.4671893,-0.608607,-0.03267941,1.4438171,0.813899,1.2747577,2.673107,1.2284048,1.2197934,-1.4337416,-0.06707738,-0.8477946,-1.1869391,-0.7989667,1.7874093,0.009520911,0.35315353,1.6940806,-2.9778223,3.4164758,0.4837243,0.7347179,-1.2403427,-2.3451605,-1.2932373,-0.2790506,0.021316577,0.53670096,-0.8084023,0.6464546,-1.1836559,0.22934198,1.4990054,1.140987,-0.3405979
HEL 92.1.7,1.5857732,-0.42040613,2.0843024,0.73034865,0.48739183,0.34633896,0.3715745,-3.0953028,-0.031425346,1.0117505,3.59168,-1.5749295,1.9576229,1.2589109,0.72952163,1.1612535,-3.0499885,1.2844216,-2.5880287,-1.8415319,-2.185548,-0.41342127,-0.5929888,0.8708448,-1.8676472,0.9673631,0.21048093,-2.44937,0.5587092,-1.2265865,-1.7483168,3.7390897,-0.19675423,0.5344702,2.8094115,-2.223654,2.8836346,1.2017977,1.5035684,0.713495,0.17212757,-0.634008,-1.6490558,2.7764335,-1.4860709,0.6917979,2.0103278,-0.62391543,-0.8413589,-0.41686973,0.8109185,-1.7641574,1.0800267,-2.5862918,-0.7252217,1.2049403,1.3956393,-1.9895236,-0.33858374,-1.8431435,-1.2409358,2.0583725,-0.46670493,0.6477135,0.37299678,0.29997057,-0.33969715,0.5322697,0.78215045
HuH-6 Clone 5,-0.9335835,-1.0956141,-3.5679739,-1.0475446,-0.9616109,0.23270693,-0.06819394,1.1998187,-1.4761364,1.3949181,0.20553559,4.0812197,0.50221896,3.1872704,-1.9855813,0.5704206,-2.015761,-1.5191143,-0.1299478,0.42150736,1.179337,0.42449114,-1.0275184,-3.9058416,0.48798996,-0.6949375,0.6431565,-0.58111936,2.5489264,-1.0919098,1.4264315,0.6036856,1.1239119,2.5998058,0.3731249,-0.48289543,0.5880375,0.40934473,-0.6036977,-0.89057505,1.767049,-1.962447,-0.8946588,-0.063757434,0.17562053,-3.417822,1.0578101,2.4442348,-2.018397,-2.9403794,-2.5689442,1.9849274,1.5274062,1.9459317,-2.0500143,0.4018185,-1.9467443,0.13788062,1.0849184,0.24218489,-1.7089682,-0.24857678,1.1846882,-0.97040576,0.9426792,-0.67281276,-0.40359062,-0.81473225,0.5435588
Granta-519,-1.4440627,-0.25002915,-0.54849744,0.82554144,-0.01320534,-1.8708476,1.8148427,-1.3756804,-0.85579145,1.3688619,-0.8312302,-0.5931243,1.1059595,0.95555896,-0.21062703,-2.109223,-0.7214885,1.1782148,0.11891233,-0.658604,-0.2755452,-1.0788796,0.96035546,-0.025519669,0.668879,0.014235288,0.14820677,-0.1078099,1.2020544,2.4175277,1.2655087,-2.6824524,-0.595508,0.68949974,-1.7976006,-0.43154085,0.2768746,2.1846843,-0.049174294,0.8745088,-0.75890094,0.68636364,-0.31884456,-1.5120704,-1.7168951,1.9510518,-1.8005333,-1.0817868,-0.4693215,0.120576635,0.4905824,-0.59516275,-0.8195897,-2.7073083,-0.41217214,0.42804092,-0.5709986,-1.7197211,0.17156492,0.096628636,-1.6570193,-1.5632123,-0.19015838,-0.17525029,1.59149,-0.93630004,-0.11678231,-0.14096342,0.79680556
Rh30,-1.0805687,1.8617132,1.7081763,-0.73729116,-0.119731694,0.7839729,2.5700457,-0.8005749,1.3567693,-0.5920339,1.1516373,-1.0535752,-2.225392,-0.49255115,1.4024992,0.2138883,-1.6427885,0.38588697,0.49297523,0.047346104,0.7579477,-1.657249,1.0091252,0.65091574,-1.4897985,-1.8240408,0.58457345,2.093422,-3.3293295,-1.7789237,0.3207134,-0.5416267,-3.0987031,-1.2772459,-2.3879628,0.8403071,1.3599007,-4.065066,-1.5555245,0.12127253,0.4997977,-1.1503505,0.4968218,0.04057622,-0.3590322,-2.4282305,3.883326,1.029947,1.0591261,-0.46191794,2.9295313,1.1720011,0.5558306,-2.4567597,-0.06481518,-0.7869647,0.43843088,2.4021525,0.6805343,-1.1085153,-0.25144187,2.2063072,2.4764688,2.3549073,0.5996099,1.9300408,-0.35276616,1.2280935,-0.40497214
KMS-12-BM,0.061977863,-0.80357337,-0.5203924,0.45143226,-0.35781878,-1.9142215,-1.0618525,-1.4796047,-0.53255534,0.5762378,-0.33084273,0.9387594,-0.69739556,0.63793933,-2.381464,-0.526384,-0.9022367,-0.41585544,-0.23513862,0.09130631,-2.2172918,-0.6514644,1.4539381,-0.13322501,1.0343667,-0.3342129,-0.8528463,-0.7888095,1.1518492,0.9039748,-0.6250394,-0.8977284,-0.8258989,-0.95951587,-0.20433486,-0.0586332,1.3390191,1.1189167,-0.86861014,0.09507139,-1.68576,0.008460807,-1.8873563,1.5397466,-2.3929071,0.21739322,-2.3843937,0.45879656,-1.3047597,1.1926259,0.5054652,-0.8188755,0.19499809,-1.8466992,-0.4280876,1.1828319,-1.9877088,-0.7106769,-1.3778913,1.0690036,0.046879783,0.22935905,-0.6196444,0.13169661,1.0473454,-0.15953392,0.37711215,-0.964087,1.0761241
