,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112
NCI-H1651,12.610805,-7.7025585,-17.527496,12.125465,-0.06756769,6.801978,13.767884,-14.814702,7.5798607,-8.645309,9.190866,-1.6694833,15.813138,8.177985,4.921423,-5.330608,-7.9890757,-3.0502584,12.894558,0.5801766,-16.59593,-6.1686234,12.871161,4.3260484,1.7082399,-4.1041565,12.482182,-8.828979,-0.97674924,8.740001,3.7305987,4.0701723,7.8334475,2.694482,-4.9182754,5.5108614,0.69894415,2.676599,-11.400733,-14.906315,2.504298,3.129289,0.16497761,-12.846453,-12.404176,-13.383577,-10.576743,15.681544,12.313123,13.809904,-13.629591,4.7088614,3.4691446,-2.0309196,2.8500552,-14.568938,-12.473867,-7.3827753,-18.155952,-18.571806,-11.678194,-12.435351,14.8652315,1.91307,20.65773,-6.666464,-0.36553913,-2.3071792,-7.3272085,-3.0258145,10.207603,-12.802724,4.773876,9.219834,-17.452566,11.197191,13.573218,10.051516,-7.22624,6.239601,-3.8530188,-15.035231,5.066947,12.706876,12.34267,4.185452,12.165655,10.538938,6.269468,-14.14252,-2.1883464,7.894183,-17.041868,0.6731655,-4.375465,3.4391904,11.354369,-10.006072,3.2311985,-9.117977,-6.153984,5.6216335,-8.127495,4.7954144,-6.5099435,2.4679506,1.8529005,8.025595,-17.560215,-15.000338,2.577497,-2.0954514,10.693906
NCI-H660,14.509541,-9.8216305,-21.21007,13.723609,2.0775025,7.750551,16.119669,-15.861173,8.758984,-12.2702265,11.607554,-0.1500382,19.809181,9.451797,6.3509145,-8.153775,-9.831723,-3.3212886,15.646422,-0.4955859,-22.5045,-8.481021,15.068076,3.929494,-0.37926096,-4.854825,16.299057,-11.429112,0.3924911,9.310065,4.5902786,4.2941647,10.283795,1.2687826,-4.4735637,7.447554,1.775335,3.6529598,-12.706946,-17.733637,2.2107944,2.557693,1.4283348,-15.865015,-16.310198,-17.483904,-11.721463,19.765604,14.6136875,16.88563,-16.968887,3.598244,2.4153254,-2.0778632,1.1049949,-19.419888,-15.748714,-10.293724,-23.008402,-22.920055,-15.126357,-12.388248,18.14301,4.850048,22.687456,-6.440616,-2.1788523,-4.453057,-9.067433,-5.376483,13.126039,-16.050676,6.377661,11.903036,-19.575716,14.888096,14.446296,11.658746,-7.6194687,7.703673,-3.3120756,-15.714458,2.7657287,16.053167,12.871375,6.93935,16.34981,12.237004,11.098183,-16.699207,-2.1242416,9.991762,-19.976395,4.3915205,-7.771277,3.5543177,15.229252,-13.380433,6.5048456,-11.103837,-6.775226,6.8205442,-10.825176,4.0782723,-8.614319,1.6187686,1.8015423,9.910133,-21.07523,-18.604465,1.4595561,0.5285244,13.832861
Hs 742.T,11.392539,-5.5982785,-13.837259,13.957945,-2.6592898,5.3910294,13.62402,-15.119904,7.863884,-10.104001,5.515532,-5.8365035,11.722069,5.8489075,6.161968,-3.5776296,-6.076503,-0.82176155,10.572499,2.9415383,-15.9739895,-7.6236143,11.43769,7.7061286,4.982162,-3.8577838,11.21345,-6.8813233,-1.993116,6.6930103,1.988353,5.944602,5.691886,1.5867419,-6.4987884,1.8674963,-1.821763,1.2610862,-10.993929,-13.348666,0.90065193,3.925101,0.9027267,-10.607026,-9.265545,-10.29675,-11.489292,13.414993,10.637387,11.648739,-12.068667,4.2197604,6.1839657,-1.7253752,6.9993515,-10.055631,-8.645371,-8.255051,-20.319046,-15.631287,-11.095294,-14.086198,12.569005,-0.8718461,19.821981,-6.337028,0.4919485,-2.2688248,-7.3656673,-0.39856088,6.9752607,-13.123761,3.0197334,8.861817,-17.488426,6.249374,13.195242,10.381018,-8.45898,6.911021,-6.047205,-13.909595,5.9729223,10.524908,12.786036,2.1411655,8.483378,9.116669,1.8903936,-12.004409,-0.07313774,6.628308,-15.140742,-3.052855,-1.6445177,4.5320773,6.9581833,-5.921136,1.4071652,-8.374241,-7.2130857,3.3005764,-5.0314627,5.0299864,-5.945457,4.361143,2.474202,5.238532,-14.485247,-13.332031,4.054279,-6.368055,8.523234
SNU-182,4.8398633,15.31828,27.485344,10.843956,-17.18523,-17.535957,-22.021105,0.8094356,-21.278883,4.423953,-15.743012,-15.216925,-18.364305,-7.8338857,7.6649294,-1.3348598,11.794389,-2.6666555,-20.928125,10.660642,-3.7105505,-1.1700324,-17.890131,12.146742,12.140636,13.682028,7.6601267,17.52025,-9.055713,-15.682819,-1.5491935,17.285624,-13.609524,2.000032,3.672255,-11.011465,-8.281248,-16.19131,19.450838,28.27913,-5.4696903,16.96346,-10.805003,12.456861,17.814665,22.945995,-4.7665772,-11.604412,-25.470133,-18.331224,30.255388,9.6583805,3.1929328,-2.0339777,12.421896,23.89599,22.947075,2.843574,-2.357923,13.8824005,12.690026,-12.456627,-26.09902,-4.0327454,2.3313973,-8.570461,11.968821,-11.862958,8.765312,16.850733,-15.928979,16.070435,-18.534895,-8.360137,-6.5333414,-21.724344,5.9283757,0.6050495,-8.946482,3.2258904,-10.587971,24.102736,9.319838,-10.161387,6.6111836,-17.2256,-24.14533,-17.787874,-22.841267,16.47991,16.27512,-13.801047,-3.8104982,-0.8506139,7.223278,-2.7118824,-29.68537,15.420854,-13.26192,15.016344,-13.583482,-21.423246,19.917263,12.724554,10.891309,12.653019,-10.424822,-26.83491,19.900085,31.856504,18.863058,-8.997446,-16.94071
23132/87,6.0792103,12.098905,22.534456,7.8548393,-14.711618,-14.245159,-19.64329,2.4337597,-20.404572,3.2397602,-11.565735,-11.364927,-14.158346,-5.4750805,4.089624,-2.7178867,9.57839,-3.1609108,-16.62651,7.560952,-4.3874564,0.2914545,-16.503399,8.665026,6.804976,12.632664,4.487161,16.037014,-6.142946,-13.238942,0.8045545,12.552865,-10.388668,0.46919882,4.745159,-7.087211,-4.7613916,-12.361653,18.253721,24.039745,-4.1281557,16.255438,-10.578069,10.121625,13.602703,16.957666,-2.340038,-9.506445,-21.642363,-13.394679,26.146034,8.574765,0.102558374,-2.244827,9.077286,17.361616,16.386875,4.0775423,0.81010914,10.550821,11.648048,-9.135164,-21.617138,0.6789623,0.5208062,-6.58368,9.791774,-12.061508,8.810283,12.872526,-11.804251,14.007188,-15.760765,-7.223089,-3.8530347,-16.827812,4.5938873,-0.42148775,-7.0579705,4.3903584,-9.668382,21.676285,8.775022,-6.8546047,5.264216,-13.922041,-18.86754,-15.366445,-17.449574,13.007753,15.067877,-11.268335,-5.0724807,1.4311227,3.7017393,-3.2685547,-23.646948,9.218661,-11.353215,12.432708,-13.482663,-18.291204,15.551306,11.3062935,8.687542,10.418402,-11.311908,-22.117813,14.941565,26.084805,14.89724,-3.069707,-13.351377
DAN-G,15.422955,-9.916202,-23.43136,18.909628,0.22846216,6.991669,16.49324,-16.582172,10.506864,-15.269197,12.086741,-1.8655689,21.838713,7.864958,7.2328997,-7.2966375,-10.307535,-2.3652172,16.438662,1.3531592,-27.385578,-8.378813,16.973476,6.9245768,-0.97659814,-5.5641227,18.321596,-10.086376,0.08626967,7.3509445,4.5959735,6.2908936,10.19745,-0.55885863,-6.9682384,6.5187135,1.5504587,3.5613635,-13.2179985,-20.521536,1.9914447,0.47704774,0.7707763,-16.069662,-18.52038,-19.219221,-13.083753,24.6479,13.874936,18.88418,-18.61905,1.4274887,1.837819,0.14442918,1.0909721,-22.330626,-16.458258,-13.179568,-27.274534,-25.386517,-17.77631,-13.765405,18.509432,5.943582,26.194433,-5.2000628,-4.3895125,-5.401363,-11.192425,-4.7850857,12.929545,-17.361261,6.1957006,12.489096,-21.22467,15.852635,14.979831,13.623205,-8.242736,9.868116,-3.349976,-15.77177,0.5430013,17.056349,14.993822,7.3590994,18.410599,15.275716,13.365571,-17.359074,-3.3354201,9.723972,-21.496855,6.642711,-10.208152,1.930427,16.327394,-13.534384,7.2457323,-13.006755,-8.965335,7.2429366,-10.349984,5.0743456,-8.443477,3.486763,1.5962533,11.475719,-23.24899,-20.706718,0.7302994,0.012158714,14.321897
NCI-H810,13.443724,-4.574615,-9.829297,7.5893183,-1.4029695,5.0585227,3.871941,-10.386879,-2.8628473,-6.734736,9.451967,-2.1362693,14.424589,9.653115,-2.0026917,-9.423352,-6.6157093,-3.0107825,9.082325,-0.60367775,-14.13152,-5.6515794,7.180569,1.7971914,-1.5502095,1.8684516,7.6066227,-5.794647,0.6844652,4.2106524,8.755585,4.4357014,4.606051,1.5290651,4.7953596,7.1086683,3.6835372,3.0650105,-1.0178537,-6.0906754,-1.0474876,8.965225,-4.134275,-9.133009,-8.1399355,-10.414362,-3.4909475,8.142056,2.4105117,9.019692,-3.0321465,7.746006,2.3801525,-4.0332437,1.1897212,-9.835317,-8.875216,-2.460245,-7.373127,-14.871315,-5.205996,-12.294963,8.979146,8.854758,16.483387,-7.7030425,3.21762,-7.352176,-4.399325,-0.8059744,8.592955,-4.495903,0.6876589,4.4815216,-13.692945,8.458844,13.595823,5.140899,-5.9930634,7.1186714,-4.37297,-4.982131,3.0491197,10.549971,11.525116,1.9932294,6.657275,4.0600767,4.2293158,-7.953213,-1.3862938,5.129456,-15.340406,3.0295012,-5.5024495,2.8884313,6.5094686,-11.68506,1.196968,-5.894574,-10.650793,-0.82919395,-5.6896324,7.264113,-2.2524445,4.654992,-2.4693582,3.309743,-11.257118,-5.273608,7.3319945,1.2552263,6.5251527
KS-1 [Human glioblastoma],3.4493103,6.3006434,8.766343,6.2631307,-7.426942,-6.096554,-6.0804806,-4.264324,-5.797099,2.9284098,-5.70217,-7.2287955,-4.8911333,-1.3931901,4.941709,-0.048964616,3.8918645,-2.2687109,-6.305807,6.104884,-0.24117069,-1.5989262,-3.4556885,5.9860835,8.244331,4.0164623,6.202093,3.093686,-6.082026,-3.7183094,-1.5816256,8.512104,-6.033119,3.9058528,0.46601242,-4.8838196,-5.117553,-6.1649704,4.6737685,8.201646,-0.6417925,6.5687556,-4.3260274,3.122339,7.2977567,7.7769375,-3.8092926,-3.2994845,-8.032692,-5.937698,9.324823,5.5304837,3.5968966,-0.40911037,6.772056,9.459701,8.732123,-0.12776744,-3.8754404,2.0430858,4.898832,-8.793468,-7.558437,-5.0934706,7.02863,-5.972208,6.399674,-1.8909734,1.4514551,8.210998,-5.7833486,5.3802834,-7.7777324,-3.343901,-7.631919,-7.7038617,6.019319,3.72437,-6.479896,1.6627209,-5.474164,4.7615876,6.9447575,-3.9797685,6.2588816,-7.8734736,-9.802926,-4.315081,-10.647944,5.5428333,4.766655,-5.1983833,-3.9520578,-3.4826574,5.2031116,1.244127,-10.577635,6.1493464,-7.032864,3.8041327,-4.738715,-7.3965764,7.5685005,7.3480706,4.263354,6.756294,-1.0941545,-10.29208,6.8218136,10.908382,8.835755,-6.3447757,-6.3839
UM-UC-3,27.322424,-14.310556,-35.194763,28.259737,-1.3194919,12.962638,28.24911,-29.508305,14.261008,-20.768114,18.63741,-6.3312984,33.290516,16.381134,6.916003,-11.324457,-16.245426,-4.84686,27.049074,2.9673626,-36.535805,-12.929111,25.966772,11.959363,3.388758,-7.9501233,26.50212,-17.917149,-1.8524642,15.244835,8.161677,10.052132,14.32627,3.2940364,-8.872401,9.939318,0.26262438,7.3400855,-22.04171,-32.116585,3.8212729,5.6231437,-0.76225036,-25.732647,-25.488585,-30.431181,-18.910877,33.137417,23.412006,29.509275,-28.847986,8.590559,8.690103,-2.7650154,7.162598,-32.00445,-25.855476,-17.811031,-38.933216,-39.4966,-23.561615,-27.432722,30.749361,6.34738,45.012676,-13.572199,-0.39251357,-6.3211737,-16.49999,-4.5092487,20.92007,-26.20228,8.235779,17.746784,-37.86842,22.804867,30.117546,21.569042,-17.441177,17.842962,-10.173905,-27.296276,8.494869,25.716612,28.429148,8.864494,25.827194,24.5486,13.768318,-26.279232,-3.6840029,15.421187,-35.886806,2.237128,-10.656195,8.467991,23.204351,-21.837868,6.465614,-19.35987,-17.370079,11.131881,-16.369608,12.138255,-12.393406,8.527784,2.1337507,16.357178,-35.564133,-33.30897,5.774003,-4.5771456,21.27264
SW48,24.450064,-17.449713,-39.02725,31.075567,1.2388394,11.968283,27.194847,-26.97251,18.980965,-28.741537,19.993376,-4.111054,35.417976,11.557568,13.491154,-12.785639,-17.224894,-2.5580008,27.89729,2.0305464,-49.84972,-16.167974,27.560102,11.962639,-3.6497724,-10.262188,29.577642,-15.278294,1.1796426,10.578698,7.6707673,10.572094,17.646694,-5.190309,-12.058026,10.676147,3.8698525,6.125036,-21.863697,-34.337322,2.1480677,-0.59099007,2.799962,-26.481703,-32.558697,-32.743263,-22.696693,41.42741,23.043816,32.523422,-31.405977,1.8599042,1.9754574,-0.04500252,1.3722268,-37.733627,-27.598421,-23.522863,-48.56335,-40.11,-32.3746,-21.748308,30.241564,12.3381,42.24282,-7.1684046,-9.524285,-10.872993,-19.785625,-9.426181,20.958376,-31.218058,11.170524,21.895952,-33.765106,26.040071,23.571184,22.818468,-12.091639,16.500465,-5.451919,-24.715536,-1.5805866,29.162127,22.995495,13.736645,31.995857,24.762253,24.005177,-29.84161,-5.549539,17.617052,-35.050697,13.606729,-18.30887,1.9447051,27.885359,-22.742476,14.4784155,-23.086725,-13.592465,12.3865385,-17.502028,6.9312463,-14.685254,3.7004645,2.6296506,18.925272,-39.162422,-35.062504,-0.654609,-0.41347635,25.301094
VCaP,24.2768,-12.19895,-30.910257,24.971397,-2.8476331,11.645361,23.133904,-24.139286,11.425738,-20.596378,16.27863,-6.1000175,29.743763,13.495231,6.6798453,-11.156489,-13.975695,-5.4734597,24.030561,2.3128655,-35.2546,-12.242543,22.291334,11.022554,-1.572909,-2.956772,23.188013,-15.082944,-1.7430708,12.15307,7.1339655,7.183509,11.78684,2.1670675,-7.352743,8.793892,0.5372298,6.948852,-17.233725,-27.848516,3.4033651,7.772164,-1.476836,-21.32574,-24.244867,-28.48694,-15.567769,31.34773,17.569265,25.937086,-24.259113,8.378813,6.8336673,-3.1163642,4.79111,-29.73919,-24.785679,-18.187725,-35.79363,-36.641617,-22.841518,-24.016022,27.91478,8.554617,40.18127,-11.353832,-2.5523562,-10.847917,-15.967155,-6.1647625,18.27094,-21.52401,6.66137,15.202511,-33.271442,21.190834,25.630678,20.664211,-15.529716,17.08058,-10.14161,-22.695515,4.004981,23.577818,25.272564,9.818288,23.28591,22.00409,15.315078,-22.679102,-3.0665724,14.591702,-32.506462,8.122083,-11.294926,6.9903383,21.441538,-21.83231,7.6977363,-19.023605,-16.070398,8.375902,-13.6484375,11.382787,-8.5864935,6.693015,0.8757022,15.405092,-31.100788,-29.644611,5.711615,-1.8496763,19.036293
KE-39,16.764517,-10.684315,-24.68597,20.055435,-0.0121039525,7.450607,14.518927,-16.808947,8.94807,-16.890028,14.20463,-1.1754936,24.047039,7.8383737,7.3656735,-9.607568,-11.601933,-1.8738605,17.39418,0.65274155,-31.899517,-9.0799675,17.468025,6.25983,-4.2636676,-4.7214513,19.103933,-8.606359,1.554398,6.3326473,7.031701,6.819229,11.25887,-3.1365414,-5.4408627,8.174381,4.6733093,3.7469094,-11.590096,-20.447535,1.1823193,1.020043,-0.00611249,-16.427605,-20.747017,-21.09525,-13.006206,27.006004,11.783612,20.052404,-17.814407,1.4593654,-1.1075472,-0.051242918,-1.9291387,-25.339394,-18.582178,-13.840468,-28.571136,-26.652754,-19.649683,-13.496969,18.904594,10.743597,27.58064,-5.129399,-5.462544,-8.316787,-12.054402,-5.890895,13.865745,-17.326939,6.219737,12.7212715,-20.947746,18.04119,15.503507,14.068929,-6.85989,10.48402,-2.426962,-14.520217,-2.379146,19.153961,14.733013,8.505253,20.012726,15.398039,16.757566,-18.60594,-4.7208667,10.572001,-22.994648,12.26017,-13.872247,-0.4103109,17.673218,-15.985945,9.629042,-14.5511,-10.414102,6.461955,-11.343808,5.4314747,-7.9876547,2.9319532,0.10756784,12.642977,-25.025229,-20.880571,0.93230015,1.2672995,15.417224
NCI-H2066,7.0778165,9.696431,15.763972,6.548747,-11.847779,-9.937852,-15.487209,0.33958793,-16.123083,4.542226,-7.0728416,-9.746474,-6.973254,-0.78294235,1.9729326,-3.9688756,6.294804,-4.2039623,-10.480596,6.136735,-2.075966,-0.38570866,-9.821775,7.208986,6.3001394,11.196894,5.1152997,9.141172,-6.257072,-8.739318,1.4669305,10.08257,-8.458476,2.7048383,4.647191,-4.292962,-3.8801498,-8.026392,14.374717,16.588055,-1.519107,15.432796,-10.657644,6.6180296,10.572101,11.673883,0.61623794,-7.114977,-17.011515,-9.743761,19.850422,9.997672,2.1290848,-3.1704059,7.125391,13.073073,11.207447,2.6256075,1.1402407,2.830277,9.300672,-10.298631,-14.010234,-0.21684287,7.2385316,-8.143342,9.921057,-9.244061,5.141917,10.561281,-7.906793,12.591462,-12.232865,-6.947072,-7.9336143,-11.448682,8.608309,1.158897,-7.5094523,4.592334,-7.938922,13.24758,7.276291,-4.280453,7.6765404,-11.6013155,-14.545642,-9.423639,-13.26099,9.961856,9.230222,-8.159351,-6.6122985,1.8837404,3.5527382,-0.19516036,-17.458704,5.267768,-10.502978,8.200103,-11.327775,-14.316427,11.68427,11.923522,8.549989,9.190182,-7.7074203,-15.814864,11.042972,19.188683,14.03606,-3.462389,-10.121099
HTK-,6.5892534,16.6792,27.719677,10.023184,-18.962547,-17.46163,-23.219667,0.8727905,-23.079857,7.1430616,-15.682186,-15.89468,-16.88114,-5.4453654,6.872238,-2.060591,12.182223,-5.783911,-19.996637,11.1191225,-1.0038397,-0.48146674,-17.166437,12.597554,12.371488,16.815905,7.722161,16.303211,-11.167662,-14.567463,-1.6089898,16.516605,-14.993939,4.9907384,4.6072397,-10.410461,-9.49056,-15.359447,20.942495,28.231756,-3.0174193,20.856005,-13.594613,12.700053,18.461529,22.345453,-2.4576776,-12.003941,-26.731003,-18.598965,31.58976,13.199204,4.728348,-2.9135747,13.40533,24.639456,22.0963,2.9942634,0.012713715,10.627735,14.611354,-14.460895,-25.207014,-5.0401525,6.3410153,-10.68775,14.086829,-12.664727,8.30185,17.194345,-15.775843,19.315697,-19.626265,-10.315494,-9.671793,-21.717205,8.833218,2.0495665,-11.536711,4.904538,-12.388137,22.977114,11.851944,-10.430694,9.020571,-18.29743,-25.515879,-16.75229,-24.017574,17.632338,16.098372,-13.628959,-5.820356,-0.5110509,8.272969,-0.70085627,-30.165579,13.725768,-15.8206215,15.151531,-14.146644,-21.966097,20.84122,16.341148,13.494067,13.479116,-10.466249,-27.565308,20.834639,32.516663,20.715105,-8.25113,-17.840073
KYM-1,8.473558,15.512717,24.837543,7.8179564,-18.05045,-15.196889,-22.34434,1.4205056,-23.34869,6.9233646,-12.904706,-14.576666,-12.949971,-2.564323,3.2737286,-3.1612153,10.707381,-7.114032,-16.108559,9.666857,-0.5898601,0.11980971,-15.43223,11.338807,9.5551405,17.641941,5.3091426,14.5880165,-10.214623,-13.307281,0.1307162,13.55495,-14.071276,4.766635,6.5637817,-7.966196,-7.849494,-11.777094,21.002697,24.954973,-1.5931327,21.91454,-15.590652,11.31199,16.135098,17.68387,1.029573,-11.04106,-25.269506,-15.188981,29.799026,14.44659,4.4954844,-3.0393426,11.9533615,21.100939,17.830519,3.3893788,3.394388,6.7576475,14.972671,-14.117913,-21.909523,-2.3986523,8.303347,-10.633206,13.774445,-13.356531,7.3294573,15.256436,-13.348493,19.640669,-18.313437,-10.788414,-10.76622,-18.881636,10.30088,2.1879525,-11.999693,7.120287,-12.833867,21.254303,12.25277,-8.468883,10.457576,-16.644333,-22.748325,-14.120154,-21.092232,16.71399,14.22186,-11.685372,-7.445379,1.327264,6.5547976,0.51243395,-26.8047,8.636616,-15.802549,12.751657,-15.00162,-20.650095,18.657818,17.77844,13.438391,13.070182,-10.484732,-24.673988,18.621199,29.095537,19.565538,-5.0566397,-16.117859
G-361,16.484655,-9.178614,-21.560207,18.738052,-2.6151104,8.139592,16.00783,-19.048351,9.031983,-16.312115,11.196827,-5.8396335,19.160007,7.667178,6.6986923,-7.375335,-10.181238,-0.9234249,15.417269,2.1080651,-25.96318,-10.388359,15.899405,8.708594,1.2103449,-3.7064693,14.911058,-7.137177,-0.635495,8.015452,6.159987,6.4434156,8.914193,-0.7110816,-7.1543045,5.448425,1.6873602,3.2119508,-13.209943,-18.500776,0.47217718,3.72341,0.65010977,-14.979493,-15.738904,-17.116117,-15.227469,21.284557,12.265003,17.728065,-16.9025,5.6479974,5.146051,-2.815277,4.7929626,-18.26308,-14.746166,-11.595349,-27.876886,-22.70109,-17.306667,-17.459444,17.821867,5.066885,27.16367,-8.076962,-1.3925321,-6.6081843,-11.029442,-3.235272,11.906583,-17.268188,5.602151,12.0588045,-21.708515,12.690919,17.486553,13.622347,-9.794847,9.984902,-6.716677,-17.344957,1.8910177,16.420084,16.561363,5.1264787,15.291164,13.292499,8.227795,-17.643269,-1.5177381,10.231905,-21.823141,3.0263138,-6.5652213,3.7116168,13.134682,-12.238433,5.51236,-13.781542,-11.313198,4.5897923,-9.838917,5.9275184,-7.1633954,4.588837,0.874454,9.637229,-22.074318,-19.321371,5.0736775,-5.0474195,13.6217985
MFE-319,4.901915,11.722129,22.338737,8.103899,-13.440345,-13.642827,-18.927904,2.0667124,-18.755167,1.6208355,-11.825802,-11.460446,-14.735943,-7.3167315,5.2926054,-2.347813,9.064653,-1.2709786,-17.12777,7.4457517,-5.976456,-0.80694556,-16.388323,8.576836,7.5776944,10.958615,5.07527,15.998232,-5.5405297,-13.792421,0.45546842,12.960826,-10.060395,-2.338752,4.4115276,-7.985962,-4.4979405,-13.186321,16.96147,24.151403,-5.4770293,13.148065,-8.564654,10.22401,13.40397,17.816023,-3.9043996,-9.676826,-21.18479,-14.0035925,25.540041,7.2312355,-0.24133009,-2.3007808,7.8125606,17.37586,17.05189,3.3376539,-1.6557055,12.108614,9.69344,-8.549109,-21.999542,0.8118343,-1.0046178,-6.3013234,8.600946,-11.4141445,8.931306,13.208416,-12.180416,12.239858,-15.189987,-6.199945,-2.8249633,-17.014605,3.6940267,-0.97797877,-5.569583,2.794476,-8.193523,21.841171,5.4079723,-6.8368034,3.882584,-12.54172,-18.14781,-15.898615,-16.609188,12.452425,14.509389,-11.238069,-3.8562715,1.6506741,3.7795572,-3.601857,-23.702084,11.056061,-9.09099,11.935382,-12.346326,-18.868372,15.227916,9.069142,7.5468755,9.545108,-10.595076,-21.527288,14.856144,26.09606,14.427685,-4.701725,-13.056826
SW403,14.797764,-10.5114975,-23.71758,14.973604,2.010004,7.1961775,15.895339,-16.204634,10.066392,-11.422307,13.140038,1.1975505,22.362377,10.2352705,6.884989,-7.8397284,-10.365305,-4.55652,17.193747,-0.14644068,-24.129532,-7.3011713,17.149649,3.5771377,-1.7962775,-5.3546042,17.617529,-12.217383,0.068429135,9.341107,4.4737725,4.3860903,10.911587,2.0208573,-5.5758176,8.687815,2.5242682,4.0973024,-12.609032,-20.130495,3.9735453,1.8096298,-0.3974064,-16.606117,-18.45586,-19.351969,-11.525392,23.568642,14.88675,18.958357,-17.921915,2.19638,0.33883584,0.13000019,-0.18699667,-21.905504,-17.194622,-10.912559,-23.200705,-25.423283,-15.682172,-12.067776,19.003298,4.750267,25.768234,-5.3129115,-3.9153922,-4.05991,-10.742338,-6.094933,13.857219,-15.600276,6.7498507,11.661745,-20.725035,16.97379,14.598882,12.945366,-7.3409376,8.126632,-1.924881,-16.87353,4.048787,16.875605,13.608128,6.949429,18.276537,14.431206,13.595617,-17.483698,-4.698134,10.153855,-20.777557,6.761287,-9.928616,1.4555851,17.265726,-14.932082,6.2538023,-12.187576,-6.0452704,9.062099,-11.062353,5.260197,-7.941134,1.8778201,2.0911636,11.094513,-22.912113,-19.91862,-0.15495539,2.2712994,14.483699
JHOM-2B,13.204471,-11.513817,-25.041985,16.250425,2.7468662,7.308506,17.415524,-15.184813,13.102293,-14.878418,12.395642,1.7637128,22.057253,7.1925745,10.353257,-6.557315,-10.205312,-3.4435406,17.250967,-0.3757873,-28.335503,-8.321027,17.623861,4.479179,-3.7975433,-6.5469265,18.547659,-11.349597,0.64218146,8.031162,2.795142,3.4884484,11.841063,-1.0156063,-8.673262,7.6875744,2.4606829,3.6921554,-14.680286,-21.633703,4.277768,-1.772484,2.3383465,-16.63409,-21.16117,-20.223536,-14.192758,26.669285,15.849489,20.389545,-20.209446,-0.480373,-1.1680067,0.65882933,-1.6556565,-23.936863,-18.387085,-14.137983,-28.609365,-25.75002,-19.742277,-9.797306,19.198484,5.1069994,24.35053,-2.814578,-7.7266407,-5.199095,-11.51567,-8.194017,13.3307085,-18.532661,7.985225,13.470669,-19.52757,17.69634,11.512106,14.499282,-5.8189964,7.385057,-0.98803866,-17.09367,-0.22289285,18.006742,11.92492,9.315637,20.941652,15.574685,17.143478,-19.126493,-4.0366178,11.027215,-20.503185,10.283552,-11.476452,0.16405274,18.664406,-14.474248,9.545389,-13.779592,-4.2196565,9.372891,-11.275597,2.8286428,-9.420917,-0.42906728,3.1183238,12.77309,-24.567562,-21.818657,-2.9948094,3.2603664,16.164091
Hs 274.T,3.574051,5.208267,7.541286,9.466387,-7.7836494,-6.131267,-4.2045965,-6.622698,-4.081279,1.1736943,-5.8469124,-8.279561,-5.189058,-1.5197406,7.2699637,-0.30975258,3.1103604,-0.27684703,-6.979187,6.289181,-2.8398166,-3.3202157,-1.7177781,7.537992,10.104065,2.4740775,8.34368,3.4370718,-5.6720624,-2.811174,-1.8184669,10.525315,-4.8970003,4.2195516,-1.9701107,-5.49117,-5.5136585,-7.602043,3.0507855,7.1254554,-1.9272614,6.693775,-2.1792107,1.795031,7.1749544,8.93541,-7.1168003,-1.3333824,-6.9596863,-6.5846257,7.5251565,4.1722784,4.6219826,-0.41026986,8.183181,9.556272,9.665556,-1.6354585,-8.050155,1.7897733,2.048041,-10.305627,-6.579102,-6.3362255,8.280041,-6.115087,6.4298677,-1.9889224,0.37578118,8.5868845,-5.391205,2.5660312,-7.1398187,-1.1149122,-7.831075,-8.034153,6.58878,3.6917138,-6.3855577,0.5230725,-4.7475653,2.6012053,5.800459,-3.2033932,6.0631566,-8.010476,-10.145958,-4.1277575,-11.884561,3.6408794,4.9177084,-4.683114,-4.1659136,-5.0691304,5.183847,0.6877315,-11.321208,8.202014,-6.0823965,4.786192,-5.6375294,-6.4381404,7.554948,5.530818,3.2639384,7.2918925,-0.22255257,-9.859394,5.3704267,9.681028,10.24964,-9.800949,-5.7361026
