,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112
YD-15,4.2104025,12.775496,23.902266,9.271943,-14.926281,-14.912653,-19.24173,1.6333798,-18.943645,2.921073,-13.565604,-12.57355,-16.419313,-7.7851944,6.663405,-1.6605589,10.203263,-2.0597243,-18.426609,8.624201,-4.549669,-0.7116752,-16.845808,9.766987,9.028861,11.461454,6.0060205,16.308811,-6.9911466,-13.846011,-0.868406,14.411854,-11.162111,0.55953854,3.040146,-9.169496,-6.099736,-14.179739,16.99535,25.24178,-5.0561295,14.4611845,-8.46259,10.895123,14.93778,19.64953,-4.7629013,-10.160532,-22.173622,-15.539053,26.237717,7.794203,1.276118,-2.1701906,10.011101,19.50371,18.97734,2.8694587,-2.2394407,12.796472,10.528162,-9.747937,-22.926386,-1.3453788,-0.48767096,-6.4873166,9.590345,-11.071073,8.814956,14.050799,-13.535899,13.115033,-16.230606,-6.595677,-3.7050982,-18.410805,3.574723,0.025592802,-6.723963,2.7669353,-9.507712,22.003767,7.469288,-8.175345,4.5731044,-14.07211,-20.242273,-16.284307,-18.994535,13.495708,15.422817,-11.964924,-3.5770068,0.10172861,5.344652,-3.1364357,-25.171122,12.722828,-10.612767,13.100496,-12.178425,-18.81128,16.78572,10.018054,8.4110775,10.384036,-10.085557,-23.267132,16.319921,27.428413,15.246649,-6.088022,-14.190672
GSS,4.001089,0.69804907,1.144247,3.4388309,-2.3066714,-1.2031771,-3.687207,-1.8602347,-3.9776561,-2.8619444,1.0184875,-2.6182387,1.5340862,0.5012031,0.055858962,-3.7307413,-0.3568462,0.5830419,-0.69754255,1.2542361,-6.549359,-2.1649501,-1.0320181,1.4589567,0.49368525,1.4829042,2.6054518,1.8539209,-0.039559565,-2.3053486,3.3181434,3.8375223,-0.37014022,-2.6921563,2.4981253,0.554924,1.4378312,-1.4249312,3.7522852,2.6602192,-2.4882138,3.4343708,-2.3442993,-0.575197,0.3513711,0.439038,-1.1718979,0.23648255,-3.8645718,0.09116113,4.018612,2.0042133,-0.6677641,-1.3641493,0.36916968,0.33771035,1.0911543,0.33820966,-2.2406936,-1.2440203,-0.06869249,-4.057663,-2.0341535,4.1588774,3.0572994,-2.4200737,1.5614903,-4.101446,0.36551675,2.5116029,0.03765751,0.61692804,-2.4016182,0.12976432,-2.6984231,-0.90116775,3.4043286,0.23796214,-1.4847313,1.7989752,-1.5475655,3.5895524,-0.0043274313,1.9329324,2.8706133,-1.764176,-1.2960848,-2.2080283,-1.0166577,-0.041873578,1.342893,-1.1418933,-4.171301,1.6138892,-1.6274995,-0.97464377,-2.3665125,-0.9577122,-0.81749797,-0.0891343,-5.0378866,-3.8073213,0.9926711,2.5006843,0.18707567,3.0159986,-2.5781727,-2.9189358,-0.38087347,3.748951,3.7339113,-0.19898012,-0.5353226
HuG1-N,10.156326,-7.2958093,-15.965765,12.303076,0.74326956,4.3718324,9.501797,-11.547497,6.4051194,-9.203179,9.261578,0.12042805,14.694745,5.3461037,4.8453374,-5.689404,-7.209945,-0.94419205,10.352704,0.4357943,-18.528652,-5.3890862,11.260007,3.0777454,-0.81602293,-4.393923,12.09794,-6.4100547,0.9718645,4.8840365,4.2430882,4.215344,7.7465253,-0.24665794,-4.3987184,5.306516,2.987016,1.2875882,-7.9784036,-12.651347,0.7667232,0.54763794,0.8413295,-11.163256,-12.0156355,-11.845593,-9.383948,16.290066,8.903954,12.337899,-11.419336,0.47526318,-0.33988762,0.09565343,-0.29772034,-14.612318,-10.424472,-6.9217052,-17.481718,-16.194143,-11.69079,-8.340825,11.370012,4.896849,16.675867,-3.385094,-2.7720883,-3.0721803,-7.026208,-3.3167253,8.643714,-11.579696,4.6582646,8.495496,-12.836932,10.98067,9.607326,8.103855,-4.05618,4.8707995,-0.5320393,-10.385662,0.43484765,11.754475,8.670325,3.7892215,11.923336,8.384016,9.127531,-12.751793,-2.991693,6.0665255,-13.888356,4.857241,-7.4838095,-0.66647017,10.649712,-8.67836,4.895665,-8.439398,-5.4090905,5.1137,-7.3080287,2.344994,-5.954094,1.8672073,0.36922082,7.293021,-15.975722,-12.30863,0.69477874,-0.01575204,9.591243
HEC-1-B,52.533154,-28.842564,-71.02604,55.947647,-1.5052161,25.52487,53.56732,-54.491734,28.974356,-44.7616,37.554768,-10.28676,67.34859,29.409515,15.811575,-22.812443,-32.549507,-10.340642,53.53493,4.692026,-78.15718,-26.17722,51.56243,23.24516,-0.3597919,-13.633462,53.31494,-33.898457,-2.1457107,26.750746,15.755263,18.172697,28.705173,3.70573,-17.65124,20.543472,2.163378,14.891443,-41.956264,-63.782394,7.452716,7.624008,-1.415067,-49.679813,-54.910137,-62.484123,-36.576115,70.28229,43.61333,59.375248,-56.95597,14.158025,12.48788,-4.3721914,8.642086,-67.2543,-53.64058,-39.390984,-79.291275,-79.514725,-50.631763,-50.059414,60.66803,16.344965,87.00107,-23.109497,-6.323437,-16.851973,-34.01714,-12.765594,41.23476,-51.415825,17.130762,35.61327,-72.34469,47.902466,55.367527,43.79781,-31.586603,34.987606,-17.707664,-50.729248,9.3502445,51.97096,53.677505,22.165207,54.881023,49.753098,35.34273,-51.479122,-8.913495,31.624645,-70.05811,14.549805,-26.042044,13.607915,49.46742,-45.787373,18.517315,-40.953423,-32.636868,20.7916,-32.76085,22.471653,-23.345999,14.354821,4.2829614,34.810753,-70.85026,-66.21875,8.210112,-3.843531,43.675156
SK-MM-2,12.513591,8.3887205,8.65946,3.1000009,-11.921234,-2.5256834,-11.345262,-0.8653256,-15.195808,4.4454155,-3.270521,-8.200899,0.5591131,1.9221617,-0.061276875,-6.6907644,3.2763572,-10.029911,-3.907021,4.3168664,-2.196417,-0.04179355,-5.9789953,4.7538533,1.760723,14.227229,4.2217946,3.3690813,-8.110074,-3.1474414,2.230391,2.3278012,-7.973087,2.3405693,6.946136,-0.76351696,-3.8357687,-3.4391918,11.0435095,11.289543,4.0428796,17.36875,-10.848896,3.750353,6.1628704,2.4283419,3.170319,-4.582129,-14.236285,-5.108734,15.654466,15.69959,1.6257261,-6.6361923,2.43703,4.7340717,-0.39705193,0.4530881,1.6787497,-7.568146,7.1165233,-12.866598,-5.3226185,3.6993892,13.661047,-12.226573,10.694517,-11.277769,4.706203,7.619841,-2.630357,12.187559,-12.16643,-7.4021955,-11.922764,-4.4475484,13.490939,6.8943024,-10.89777,7.3604183,-11.244479,5.9937057,3.6199992,-0.12965459,11.311302,-5.299558,-9.507781,-4.0823774,-8.089911,6.9449973,8.361609,-4.2714076,-13.738604,8.274311,2.6974413,4.541213,-9.801454,-3.5322018,-7.8659167,1.4433454,-11.2556505,-13.944836,7.8718452,15.323727,9.363187,8.192514,-6.5527864,-10.2792015,5.672847,12.609364,14.700604,2.6282609,-6.682917
OV-90,6.414978,6.1404424,9.294207,5.233626,-9.036523,-5.8755465,-10.291162,-0.18045932,-11.501355,1.7018092,-3.988984,-7.0348763,-3.496112,-0.28969684,-0.1152326,-3.1603281,3.5488503,-3.6281657,-5.5810227,4.519043,-2.9969504,0.111235455,-6.5410347,5.036322,2.6203942,7.8492484,3.2340398,6.384473,-3.7703307,-6.0981073,2.1795325,6.81366,-5.660364,1.3169749,4.5426917,-2.813674,-2.0775678,-4.0847125,10.132956,9.656557,-0.9477959,10.62661,-8.179292,3.9989915,5.632058,5.0198817,1.1176672,-3.1757674,-11.818325,-4.942326,12.8892765,6.5753303,0.091741055,-1.1462338,4.1529937,5.7796807,5.7103014,1.4744228,1.3318571,1.4406663,6.2052946,-7.8978453,-8.938449,2.7799957,5.203151,-5.155179,5.891302,-7.215279,3.230485,7.292845,-4.5562463,8.191255,-9.168579,-4.5914145,-4.971032,-6.911377,5.9589915,1.4706522,-5.433277,4.9204855,-6.646105,10.0788145,5.0237684,-2.1442015,6.3919845,-6.431762,-8.748749,-4.919772,-7.9100065,6.562111,5.8657446,-5.2442603,-5.519397,2.506773,0.89905584,-0.70177484,-10.028691,1.6457629,-6.085101,4.3579597,-9.456532,-9.904281,7.4651656,9.236217,5.3617454,7.0498767,-5.914784,-9.762426,6.0323844,11.708801,9.292716,-0.52470934,-6.5710464
NCI-H1793,23.899794,-14.120882,-33.23435,25.812258,0.2204414,11.886179,25.448215,-26.190195,14.195809,-19.65192,17.623358,-4.3415165,30.766693,13.96761,7.3414807,-10.012042,-15.293419,-3.9428751,24.750664,2.0707376,-35.220734,-11.743866,24.110247,10.337024,1.6181399,-8.404512,24.272722,-15.621796,-0.6164052,12.905609,7.3261404,9.025144,13.957384,2.2479339,-8.615023,9.472772,1.5492479,6.3523283,-20.38725,-29.701769,3.2552094,2.4951506,0.05150308,-23.526897,-24.88346,-27.72548,-18.042742,31.729399,21.627548,27.675539,-26.90507,5.825325,5.8240447,-1.796772,4.727301,-30.34778,-23.664982,-16.87927,-36.459755,-35.56595,-22.991735,-22.88746,27.504166,6.3333693,39.648685,-10.650776,-2.6247919,-5.588837,-15.33095,-5.1995792,18.969566,-24.794035,8.683879,17.024544,-33.065697,21.662312,25.354258,19.086445,-13.839639,14.966161,-7.210696,-24.40461,5.752183,23.789413,24.105412,9.571184,25.161644,22.139711,15.096046,-24.554588,-4.5958443,14.534163,-31.619175,4.2921863,-11.330448,5.8779755,22.6168,-19.74966,8.084756,-18.292816,-14.206091,10.453244,-15.585889,9.30615,-12.169412,6.438358,2.4454694,15.9964905,-33.054,-30.106821,3.406897,-3.0847464,20.290552
MHH-ES-1,8.711533,16.94463,28.017696,9.494389,-19.415642,-17.15668,-24.560795,1.9900057,-25.729355,6.2684655,-14.83759,-16.322247,-15.944636,-4.481664,3.8282526,-3.5271149,11.816137,-6.0488896,-19.10269,10.699505,-2.17862,0.06491411,-17.99535,12.568244,10.866853,18.181536,6.5028715,17.601892,-10.378951,-15.652318,0.19073415,15.860126,-15.254635,3.1639812,6.9585147,-9.472963,-8.3383045,-14.117127,23.056631,28.455288,-3.0824287,22.510487,-15.883944,12.870588,18.28679,20.841583,0.16046709,-12.655156,-27.940798,-17.670567,32.928665,14.128182,3.7836537,-3.2664094,12.54163,23.43906,20.882984,3.669467,2.3256204,9.998112,15.923256,-14.840603,-25.309479,-2.0709343,6.6999454,-11.185129,14.494329,-14.749552,9.025758,17.600943,-15.145468,20.331228,-20.23217,-11.311943,-10.083045,-21.654367,10.092131,1.251271,-11.955734,6.942738,-13.14946,25.058815,11.2599745,-9.581491,10.063333,-17.889915,-25.176489,-16.614784,-23.412775,18.42076,16.307066,-13.68937,-7.3183117,1.6107854,6.8652496,-0.5390201,-30.403753,11.448451,-16.333366,14.847457,-16.83677,-23.275042,20.58252,17.851814,14.066088,14.333483,-12.269884,-27.127504,20.652473,32.48879,21.46746,-6.3171263,-18.150164
Namalwa,22.293886,20.733395,28.51822,7.0420384,-27.078505,-11.954371,-31.089323,3.1937926,-37.150692,8.384042,-12.551779,-19.043175,-8.811243,-0.7722429,-0.14527823,-11.902788,11.098115,-16.554745,-16.295471,10.450227,-5.116235,1.0964879,-20.660398,11.834808,5.6761966,31.213655,6.4638987,16.72581,-15.276668,-14.424995,4.381526,9.764883,-19.195486,1.4810187,15.372259,-5.548576,-8.132734,-11.991561,30.297207,32.678547,3.6269307,37.073864,-24.159792,13.251722,17.949596,14.698625,6.316864,-14.206793,-36.31479,-16.779163,42.030815,29.102272,1.3418735,-11.245601,7.639011,18.453545,9.70921,4.0933156,6.549062,-2.8206441,18.650871,-23.429781,-23.04679,7.5823803,17.844946,-21.639086,21.31088,-26.381918,12.879119,19.389309,-11.978641,29.226103,-28.328932,-16.767046,-17.925428,-19.052097,22.063244,8.015768,-19.162048,13.766457,-22.194958,25.214695,8.769999,-4.7379336,17.978884,-15.570529,-26.845076,-16.762478,-22.734503,19.704718,21.358368,-13.417497,-22.07074,14.341254,5.5334272,4.559174,-30.596159,0.23722705,-18.33595,10.950595,-25.071371,-32.873066,22.442675,29.80706,20.656656,17.299484,-18.082172,-29.433136,19.109818,36.67649,30.907623,3.6923785,-19.272865
KMS-12-BM,19.223158,19.588463,27.988943,7.071538,-25.11163,-13.2361765,-29.99126,3.1065257,-34.893814,8.183363,-12.493979,-17.546879,-9.898359,-1.4050643,0.5548983,-10.267833,10.75488,-14.027996,-16.80922,10.171252,-4.3501053,1.2593071,-19.836546,11.449669,6.50352,28.379921,5.785494,17.333603,-13.776989,-14.474758,4.0850496,10.8496475,-17.923065,0.94737905,14.26754,-5.9547915,-7.299561,-12.365643,29.16964,31.575264,2.0077214,33.350388,-22.268187,13.09038,17.620567,15.777681,5.0430903,-13.538743,-34.325195,-16.646784,40.085217,25.25785,1.2126795,-8.941394,8.396072,18.869556,11.912699,4.5133944,6.378055,0.08478258,18.326647,-20.731014,-23.5118,6.5747013,14.988691,-18.939306,19.368002,-23.650707,12.059591,18.707733,-12.26126,27.519325,-26.550444,-15.430433,-15.36432,-19.144558,18.797777,6.019165,-17.012531,12.440405,-19.67749,25.650894,9.443699,-5.6998034,15.69968,-15.914943,-26.019392,-16.903887,-22.286816,19.12072,19.900703,-13.294663,-18.581861,11.871195,4.7850924,2.8736966,-30.368507,2.1478457,-17.68793,12.288264,-23.349066,-30.99844,21.6716,26.583868,18.821323,16.29529,-17.047909,-28.960905,19.335606,35.92823,27.892403,2.3028364,-18.870039
YAPC,13.654861,-9.946811,-22.69842,14.73045,0.4691859,8.248952,18.38502,-15.356187,11.7081175,-12.907969,10.290599,-0.5666132,19.633091,7.2574515,9.233887,-5.9715395,-8.98606,-4.881487,16.193733,0.17109205,-23.542812,-7.7875185,16.090435,5.212446,-1.6597189,-4.370785,16.801416,-11.558587,-1.3166131,9.89693,1.7633924,2.2735164,9.836558,1.4446795,-8.857362,6.1610236,-0.10347845,3.6864023,-15.423527,-19.823341,4.9339013,1.7087972,2.0612721,-15.428257,-17.971148,-18.4591,-13.291578,23.086279,15.489716,17.797699,-19.227413,3.1182938,2.9583921,-1.7734578,0.9346597,-20.885426,-18.048002,-13.034031,-26.564152,-25.124775,-17.38287,-12.110633,19.841084,2.7306151,24.563065,-5.4764414,-4.5652847,-5.1409583,-10.024907,-6.890363,12.6652,-16.782059,6.4218206,12.091005,-20.452736,15.741846,13.261384,14.847393,-8.215696,7.964555,-4.290361,-18.60988,1.6961274,16.375069,13.695675,8.19407,17.821894,14.691772,12.6459,-17.702856,-1.6864654,10.523175,-20.92695,6.552726,-7.4073534,3.8360195,16.45373,-13.4049425,7.0154986,-12.865967,-5.1269636,8.28202,-9.98271,4.2686405,-7.872151,0.6482217,2.8935938,11.655521,-22.50689,-21.326485,-0.046578813,1.4056628,14.500913
NCI-H1694,18.925236,-8.791327,-21.548203,15.043511,-1.0888383,10.215004,16.020384,-17.537716,6.1347737,-13.930778,12.676269,-3.7081988,22.50303,11.331207,3.2780635,-10.241383,-10.764431,-4.611738,17.827482,0.43343404,-23.759747,-9.506274,15.722813,6.136975,-0.66932404,-1.5018396,16.001255,-11.592957,-0.735605,9.819556,7.387668,4.9892554,8.512277,1.0889168,-1.3952253,8.125641,1.3417063,5.293656,-11.413171,-17.865885,1.8472099,7.423437,-2.0280383,-15.847571,-16.780262,-19.954933,-10.223539,18.880293,12.470688,17.926395,-15.213853,9.276227,5.1072397,-5.0096927,2.1786103,-20.31412,-18.569672,-10.704271,-22.396008,-25.653511,-14.829437,-18.229357,20.091003,8.025341,27.432568,-10.431972,0.050459765,-7.845763,-9.474387,-3.738941,14.141745,-14.329351,4.3668528,10.715461,-23.600634,15.596567,20.068506,13.639308,-10.825682,11.515537,-7.730492,-16.258533,4.116108,17.363152,17.863434,7.621518,16.082325,13.586413,10.136601,-16.111069,-2.428395,11.049724,-24.396921,4.3464866,-7.1473217,6.5888767,15.392346,-16.720484,5.2130866,-13.491605,-11.69778,4.081348,-10.755491,8.913933,-6.5902324,4.420175,0.31766358,10.342925,-22.025682,-19.336933,5.7397547,-0.40161029,13.855066
HCC4006,0.49729222,5.3015485,14.977004,8.6078415,-6.74712,-8.2634325,-9.524376,1.338474,-9.83434,-7.401078,-9.455768,-8.027481,-13.366007,-11.818984,7.1984305,-1.2629353,5.8005676,5.3831024,-14.348871,4.4785485,-14.037891,-3.2333667,-14.230199,5.4452415,4.36767,1.3476846,4.728058,14.461648,-0.26676285,-12.241741,-0.15414304,10.226106,-4.1690326,-10.399079,0.09714912,-7.402213,-1.4995538,-12.12432,7.806415,18.41963,-8.379314,1.3893486,1.7590276,6.611587,7.3323545,13.693256,-9.894755,-5.3717146,-12.845688,-9.550338,15.215516,-1.6595489,-3.5940328,-2.1205366,3.0240629,9.557911,12.088343,-0.1464635,-10.360676,14.190767,0.534883,-2.7783873,-16.771122,4.275885,-9.534828,-0.9570421,0.945158,-9.056841,8.408543,8.776282,-9.018489,-0.0638375,-9.08608,1.0860207,4.4222918,-12.228154,-3.8575318,-2.4198895,1.1080805,-0.7864072,-3.9373863,17.633986,-5.074195,-2.842562,-2.4741206,-4.657165,-8.975783,-14.700403,-8.749296,5.1092443,12.947527,-8.375317,-0.59397644,2.2722442,0.65421164,-5.75008,-15.614352,11.818487,0.13994926,7.441257,-7.8966904,-13.59476,8.750782,-1.4391823,-0.718178,4.938012,-8.208739,-14.035316,6.940557,17.005623,7.321438,-4.0962834,-6.4992814
LUDLU-1,26.765364,-18.895796,-42.31633,31.89659,1.4801757,13.3080015,31.161655,-30.559155,20.340328,-27.219704,21.621838,-3.43383,38.27049,15.87948,12.597156,-12.328822,-18.443995,-4.9300227,30.82665,1.9545023,-47.37014,-15.490825,30.752535,12.316707,-1.3652407,-10.396717,31.088861,-19.443472,0.023534618,14.634709,7.2927194,10.2902355,18.84295,1.0572938,-13.062946,12.116201,2.1805155,7.5293326,-24.88135,-37.872272,4.3846207,1.7811661,1.7515955,-29.569502,-33.623928,-34.90366,-23.51241,43.15011,27.208395,34.851814,-34.497585,3.9823792,5.2127237,-0.4753763,4.6276207,-38.955532,-29.339819,-23.549847,-48.400223,-44.3713,-31.865349,-24.870413,33.72858,8.27901,47.162834,-9.13622,-7.8967023,-8.723269,-21.075647,-10.0011,23.247953,-32.205692,12.362274,22.870546,-38.828876,27.864056,26.8109,24.583172,-15.1623125,17.544157,-6.7462597,-29.250174,4.1655064,30.340302,27.088856,13.100899,32.983307,27.422695,22.656973,-31.799799,-6.332218,18.999754,-37.54214,9.864121,-16.61167,4.8254986,29.79605,-24.585375,12.871011,-23.468588,-14.0177555,15.17252,-18.949236,9.141272,-15.481894,4.9189105,4.410711,20.53307,-41.603256,-38.075333,0.7158785,-1.4148165,26.611382
CMK-11-5,23.42169,-6.9083223,-22.344683,15.369988,-7.0931444,13.26872,14.579526,-19.275158,3.8015187,-17.824223,12.663404,-8.524928,24.270126,10.65202,2.255463,-13.330596,-11.296229,-8.952182,19.396254,1.597978,-28.387861,-11.767699,14.748526,8.935788,-5.4499397,6.1713443,14.615799,-12.695444,-4.1817775,10.517284,7.8723965,2.4074938,5.629518,1.5650805,0.21617705,8.012027,-0.56916755,8.04543,-9.41393,-18.844357,4.2995734,14.729481,-3.9381993,-15.5904255,-17.7899,-25.25311,-9.322639,20.179953,7.9009004,18.583193,-14.045793,16.424047,7.221427,-8.12693,3.3762743,-23.539152,-23.995869,-15.164015,-25.333153,-31.332682,-16.797342,-24.247335,22.835337,12.446011,33.44764,-13.699388,0.65045565,-16.139494,-11.87496,-4.7103753,14.983334,-12.133482,0.09756604,9.262525,-28.076672,16.490423,23.30521,20.63654,-16.075033,16.46365,-14.859176,-17.008295,0.24736974,20.270617,23.813454,10.484897,15.808908,15.967167,11.538195,-15.371138,-0.35163924,12.511325,-30.165403,11.177346,-6.801945,10.04321,17.19426,-22.429438,6.8939443,-18.681679,-16.915663,0.12710887,-9.320295,14.24059,-2.041071,6.3474407,-0.117093734,9.981267,-23.361082,-20.371521,10.375802,1.7286124,14.010864
SK-UT-1,6.264222,14.620345,24.06928,8.2329855,-16.675022,-15.149283,-20.760609,1.1406938,-20.666275,6.169826,-13.179865,-13.766809,-14.046704,-4.273399,4.8771048,-2.0844455,10.550844,-5.2643228,-16.722296,9.576515,-0.9251848,-0.16366667,-14.993404,10.927391,10.058351,15.2012005,5.9976535,14.388838,-9.513919,-12.933443,-0.86835617,13.888258,-13.202753,3.8643181,4.7965016,-8.67398,-7.7978926,-12.5862875,18.949816,24.186703,-2.4591076,18.594122,-12.91288,11.074146,15.809363,18.542078,-1.0064883,-10.418186,-23.584866,-15.505052,27.731647,11.815421,3.8928373,-2.3513448,11.3893585,20.870693,18.634706,2.8036125,1.1277286,8.697569,13.378536,-12.514903,-21.8065,-3.4406235,5.912208,-9.20644,12.262337,-11.531693,7.071693,14.828668,-13.470362,17.382374,-17.181145,-9.497937,-8.730507,-18.639017,8.004306,1.7101845,-10.24708,5.211067,-11.056486,20.471083,10.568845,-8.804155,8.38997,-15.911161,-21.942148,-14.178353,-20.426586,15.716543,13.704484,-11.684957,-5.415345,0.34635636,6.6446157,-0.5726531,-26.020363,10.736721,-14.100806,12.800865,-12.925154,-19.225952,18.042627,14.935708,12.004213,11.936587,-9.39775,-23.792795,18.154266,28.017397,17.84643,-6.3607016,-15.526916
PE/CA-PJ49,16.384508,-12.552545,-26.65557,21.501196,1.5180964,8.458333,20.615818,-19.513123,14.379657,-20.078144,13.047998,-3.1927428,22.659847,7.6401114,9.105174,-7.0930176,-11.354146,-0.50499547,18.61578,1.5137345,-33.024876,-10.790527,18.31764,8.471957,-0.25657427,-8.944967,19.413815,-11.449453,0.9849579,7.6366425,4.235647,7.1601186,12.595961,-2.7131102,-9.788982,6.3525634,1.6535901,3.7742643,-17.12929,-23.916155,1.1813363,-2.0158014,3.7887683,-18.526363,-21.6805,-21.528053,-17.174828,27.424706,17.78343,22.638268,-22.582644,0.31031072,2.8070195,-0.22492413,3.1274831,-24.963388,-18.025103,-15.56254,-34.207592,-26.483572,-22.103413,-15.356493,20.272396,6.179477,27.924028,-4.5765595,-6.1382875,-5.289355,-12.4924555,-5.8660464,13.882212,-23.490505,8.069147,15.89661,-23.170336,16.528276,15.623266,15.00328,-8.476944,10.658483,-4.1399207,-17.578184,-0.17709923,19.586647,16.094812,8.961335,21.936,16.48346,14.858201,-21.019346,-2.6565042,11.523056,-23.127436,5.9314227,-10.798081,2.2861135,18.534771,-13.852008,9.526926,-15.187805,-9.211584,8.998387,-12.0394335,3.6548302,-11.932599,2.9412556,2.6071055,12.848114,-27.216927,-24.38155,-0.5125847,-1.9554583,17.520163
SK-MEL-3,20.478336,-10.566994,-26.114532,20.955545,-2.737473,10.241844,21.011076,-23.277851,10.583596,-16.090584,13.235324,-5.9726377,23.676851,11.715161,6.858904,-8.4532175,-12.167861,-3.3256662,19.45242,2.35555,-26.634287,-11.058683,20.185957,9.443054,3.6170876,-4.6247444,18.589441,-11.272164,-2.0220945,12.379034,6.5215206,7.2117777,10.411534,2.7464464,-7.8744864,7.0208,0.24429558,4.3195,-16.895197,-23.000296,2.3703077,6.048638,-0.20476267,-18.883833,-17.63644,-20.553799,-16.492302,24.160063,17.0875,20.710188,-21.08556,8.343465,7.753438,-3.7527215,6.3383775,-21.545118,-18.429731,-12.502377,-30.137234,-28.504356,-18.344587,-21.838833,22.960306,3.6554878,33.68174,-11.450763,0.468548,-5.6018496,-12.310359,-2.9611044,15.218894,-19.559431,6.2699714,13.686284,-27.477825,15.798088,22.77918,16.227655,-13.319459,11.929172,-8.4288435,-22.847937,5.9571085,18.762074,20.867949,5.5848675,17.49376,16.79446,7.699008,-20.645905,-2.0831876,12.135328,-26.854616,0.17230792,-6.019489,6.6410236,15.947418,-14.921488,4.3189754,-15.181668,-12.877726,6.8765635,-11.975701,8.545832,-8.604368,6.1925464,1.6685262,11.590054,-26.320614,-23.851614,6.5926886,-5.630798,15.733296
RCM-1 [Human rectum adenocarcinoma],5.2597556,-5.4199333,-9.65221,8.998585,0.4511608,2.1968274,6.66308,-6.053322,5.59941,-9.68766,4.4382334,-0.38886467,7.9955206,0.3041776,6.355129,-3.313722,-3.5455472,-0.25715277,5.666869,0.4198793,-17.33665,-4.7300744,5.486305,2.785979,-2.9578974,-3.3609917,8.611713,-3.5843778,1.0233898,0.9694554,1.1770554,2.1675677,5.2155204,-3.4705522,-5.1121335,2.0510135,1.860672,0.06653547,-5.689887,-7.944745,0.5052528,-1.183243,2.9503536,-6.6659536,-9.524728,-8.190007,-7.729632,12.638172,5.1063957,8.736067,-7.974283,-2.3693445,-2.080822,0.81789374,-1.2882346,-10.940586,-7.381516,-7.2262564,-16.239542,-10.405551,-10.607143,-3.0999856,6.6678247,4.599261,9.270051,0.536492,-4.6873174,-4.491513,-4.7991967,-3.5403922,4.4510164,-9.617573,2.6849911,6.7209616,-6.868208,6.5683603,2.9909973,6.298157,-1.2008044,3.5547316,-0.7548625,-5.5967493,-3.2636814,8.522573,4.2078176,4.1410146,9.328405,5.312461,8.610875,-8.684099,0.7996616,3.740572,-8.842587,7.3521233,-6.868471,-1.995327,6.9674096,-5.308633,5.875606,-5.760192,-2.9792812,2.609982,-4.1005034,-0.06153425,-4.846597,-0.12234011,0.05574224,4.2546053,-10.848887,-8.734209,-1.524523,1.9787587,6.9754558
