,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
NCI-H1048,0.53732544,0.029346362,0.11944614,-0.5531406,0.599756,-0.49212158,0.59360087,0.30120438,-0.33804798,0.03079915,0.03522902,0.30715236,0.27160603,-0.2321245,-0.24953704,-0.45587367,-0.26947525,0.16561264,0.17501763,0.070640065,0.27214092,0.5229343,0.14579287,-0.259138,-0.3881913,-0.42315882,-0.11904565,-0.34285405,-0.4953251,-0.38882717,0.026372492,0.26842418,0.20581523,0.5392094,0.013707519,0.008135945,0.102096334,-0.042981997,-0.47085744,-0.40603942,-0.18909626,-0.14473158,0.11754534,-0.6263155,-0.3476507,-0.48023927,0.10584271,0.17747745,-0.5381886,0.04307866,0.023455448,0.036418997,-0.37189204,-0.17416613,0.25794205,-0.024534702,-0.16182238,-0.21558648,0.0005299598,-0.7607777,-0.611773,0.01131659,-0.09405052,-0.021633074,-0.12429109,0.053959444,0.4446839,-0.6482642,0.5024917,-0.13627626,-0.17055789,0.029294588,0.29328665,0.0023916662,0.65922135,-0.23567894,-0.28058586,-0.53256917,0.45467424,0.3812408,0.083564654,0.56025267,0.094987035,0.049703352,-0.42189157,-0.514068,0.13249877,-0.16634125,0.4255537,-0.3103999,-0.078092545,-0.20947891,0.3614714,-0.27492052,0.04870087,0.10350043,-0.3249059,-0.06941724,0.36061752,0.3272473,0.414658,0.029784009,-0.053333294,-0.51313186,-0.75921,-0.18550318,0.16459425,0.17693731,-0.20605953,0.25117576,0.10777205,0.2926793,0.0636788,-0.2988154,-0.1571913,0.11467308,-0.36570504,-0.0932779,-0.28616783,0.35170874,-0.093453884,-0.31388727,-0.027523816,-0.010626532
SU-DHL-6,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
A-549,0.37056524,-0.17458455,-0.057664827,-0.5281953,0.35630932,-0.35613137,0.2425045,0.3256673,-0.3495698,0.116057664,0.029965512,0.2716588,0.28618366,-0.012557572,0.051027995,-0.57898206,-0.14437073,0.27058083,0.3443838,-0.17278817,0.5823986,0.3716172,0.27899554,-0.2145686,-0.28601453,-0.30305785,-0.025156774,-0.45108703,-0.28434777,-0.5605557,-0.13629812,0.30484042,0.4160749,0.3634866,-0.10944712,0.21641967,0.34458375,0.084529266,-0.4003098,-0.15161604,0.1528504,-0.25936705,0.50152504,-0.6133406,-0.06861465,-0.2771896,0.34481418,0.17427835,-0.39860448,0.02644727,-0.10766142,-0.12382785,-0.32866174,0.24882181,0.42654684,-0.44951832,-0.2899866,-0.3102563,0.19831677,-0.45099106,-0.5198606,-0.2676112,-0.034213774,0.20512064,-0.44631425,0.18525048,0.16907686,-0.25074476,0.61186326,-0.1298559,-0.13319102,-0.06243577,0.16881755,-0.15181962,0.38325042,-0.121519,-0.55176175,-0.27270338,0.2401998,0.24715906,0.029248046,0.41914165,0.1946553,-0.077515215,-0.28589737,-0.45529994,-0.14331546,-0.14611334,0.18923095,0.0016260147,-0.42691192,-0.56031996,-0.027598133,-0.3068207,0.45666462,0.14732409,-0.42646757,-0.43709624,0.43461597,0.25858453,0.4721265,-0.23729141,0.061391342,-0.42455703,-0.47095203,-0.63519496,-0.34408635,0.10031745,-0.29489857,0.27246594,0.12774003,0.2686383,0.248133,-0.43548754,0.030928109,-0.09574252,-0.31049547,-0.45567343,-0.14568883,0.1898661,-0.008127332,-0.17186204,-0.20280606,-0.24807268
Ci-1,2.16453,0.7809294,0.8190667,-0.5991551,1.3669242,-0.106212914,1.6251258,0.3931635,0.45839453,0.031026304,-1.659038,-1.4782653,-1.0335095,0.04024642,-0.87653035,-0.39028424,0.0041497946,0.42934763,2.1293132,-0.89932823,0.4150514,-1.2189454,-0.939137,-1.0545304,-1.7594144,-0.39538926,-1.7621938,-0.44383982,-2.175166,-1.3735791,0.16875702,0.36111084,2.442261,-0.61296314,1.8943719,1.1189269,0.8877356,-0.80658066,-0.12593353,-0.3686294,0.8772323,-0.5293947,1.0484242,-1.448607,0.92851907,0.07774319,-1.4616462,-0.43365207,-1.2663361,0.15968785,0.20396876,-0.99227613,1.2868634,0.08796652,0.45657054,0.6719359,-0.5759101,0.09642452,-0.09107725,-1.4617709,-0.91077745,-0.88530797,-0.970953,1.6442426,-1.0432948,1.461407,0.60344934,0.10329944,1.2156428,-0.6236898,1.5168802,0.9938821,0.9046018,-1.4573172,1.7459929,0.7753773,-0.8800918,-0.14996025,-0.6019771,-1.6248384,1.5216224,1.7416357,0.4608444,-0.113427624,-0.7065934,0.75810325,0.054349393,0.79703957,-0.36892697,0.32684517,-1.3893276,-1.3936739,0.78960997,0.31280905,-1.1033669,0.29905033,-0.9089192,-1.3226942,1.5228156,-0.31996772,1.7007952,-0.45176345,1.1755171,-0.8722587,-0.13994193,0.14374524,0.14429839,0.69930553,-0.50846076,-0.55595183,1.9255985,2.310094,0.37484723,-0.8289647,-0.21351054,0.9178836,-1.1992646,-0.6593478,0.12631476,1.497673,0.13590801,-1.8537477,0.6393388,0.77030987
HCC2108,0.9205238,-0.322699,0.2902302,-0.88841903,0.7906896,0.012669593,0.11078045,0.8431442,-0.652996,-0.45927963,-0.20851314,0.16436893,-0.35229003,-0.07818685,0.050455462,-0.99771893,-0.36492914,-0.002224028,0.83864605,-0.57624096,1.1361127,0.08458343,-0.37252733,-0.6473763,-0.6287306,-0.69320244,-0.5582141,-0.5994458,-0.65074056,-1.0489885,0.26679534,-0.27893147,0.8745309,0.18705375,0.29371393,0.5103394,0.67355865,0.44697097,-0.60135555,0.07365671,0.49199533,-0.895604,1.0050794,-1.1532423,0.39055628,-0.6944987,-0.2530908,0.69122034,-0.7831872,0.059212204,-0.23478472,-0.3645189,-0.58360773,0.60378426,0.62353367,-0.53000224,-0.27560416,-0.349231,0.2414541,-0.5335591,-0.6469149,-0.76935774,-0.5161463,0.5520142,-0.87684524,0.33161515,-0.21363857,0.3188795,1.2940552,0.31832364,-0.31388393,0.015215538,0.17689312,-0.014115423,0.71034503,0.17878291,-0.9060927,-0.27233288,-0.31426573,-0.2729404,0.19566886,0.16709334,-0.073607445,-0.35112482,-0.14218837,-0.9690412,-0.68656933,-0.64713305,-0.23378989,0.30217168,-0.7474127,-1.005498,-0.22116531,-0.64079225,0.6018057,0.39993927,-0.5202857,-0.99744505,0.86542696,0.040917993,0.7988216,-0.85540855,0.41787344,-0.5021029,-0.62784874,-1.133756,-0.8296855,0.49391335,-0.84689015,0.14654137,0.8766779,0.5611193,0.09632781,-0.3221081,0.19686702,0.21357438,-0.40469056,-0.63155663,-0.56210333,0.29286754,0.43271822,-0.686985,0.06307134,-0.6753436
UM-RC-2,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
CAL-62,0.3863486,-0.18009837,-0.0483606,-0.5415681,0.3696821,-0.34522918,0.23647258,0.34346858,-0.3602102,0.09641299,0.023639075,0.2705367,0.26625538,-0.017256042,0.053025458,-0.592693,-0.15221334,0.26178926,0.35751662,-0.18416485,0.60057074,0.36490354,0.25847825,-0.22880308,-0.29496425,-0.3171178,-0.041845478,-0.45745164,-0.29435557,-0.57617545,-0.12154007,0.28451946,0.428346,0.357531,-0.09853402,0.22463313,0.35671306,0.09745483,-0.40741068,-0.1454423,0.16278182,-0.27914262,0.51819193,-0.6312618,-0.053627536,-0.29291844,0.3264675,0.19098887,-0.40830138,0.0278789,-0.11177906,-0.1307433,-0.33873498,0.25920588,0.43269876,-0.45255882,-0.29147142,-0.31362402,0.20032513,-0.4530499,-0.5258217,-0.28621966,-0.050226204,0.2160501,-0.46045056,0.18918541,0.1568821,-0.23062015,0.6329695,-0.11313447,-0.14149174,-0.060121983,0.1664465,-0.14582041,0.39264736,-0.11177847,-0.5621458,-0.27472675,0.22247487,0.23115754,0.032893926,0.40885574,0.18694904,-0.08678126,-0.27991453,-0.47397384,-0.1631892,-0.1634565,0.17808878,0.01067391,-0.4355835,-0.572242,-0.03389185,-0.31772834,0.46308377,0.15478492,-0.4271527,-0.45298868,0.44695252,0.2498366,0.48121804,-0.25715423,0.07349883,-0.42597365,-0.4783856,-0.653258,-0.35995698,0.11069608,-0.31251442,0.2680238,0.14911902,0.27623546,0.2417793,-0.42970648,0.038792524,-0.08684188,-0.31211933,-0.4592184,-0.16095954,0.19223714,0.003947437,-0.18742725,-0.19445625,-0.26300526
LP-1,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
MDA-MB-453,0.6205889,0.446707,-0.2665053,-0.7529619,0.5306152,-0.7980487,0.87207687,0.22308286,0.25417376,0.2537146,-0.5716225,-0.21383476,0.10330883,-0.6617823,-0.0684869,-0.1191954,-0.05937592,0.6176928,0.36626536,0.15266609,0.03046009,0.22740379,0.1213769,-0.5066348,-0.44501507,-0.44736475,-0.64995265,-0.74712193,-0.81096196,-0.64908063,0.22994795,0.44131207,0.71916676,-0.22962493,0.3776152,0.21999967,0.84054583,-0.53438467,-0.20680295,-0.8358856,0.050193705,0.33443773,0.5250164,-0.86922276,0.25361115,-0.31057504,-0.1635431,-0.70511276,0.07456046,0.19849688,0.2335675,-0.2725774,0.51962966,-0.51902586,0.20039777,0.33197778,-1.0400982,-0.57068574,0.10942564,-0.95355546,-1.2153745,-0.9138463,-0.40694374,0.82285416,-0.5268146,0.72683406,0.8847176,-0.05167523,0.17176035,-0.24288657,0.49952886,0.5723115,-0.043505043,-0.7478683,0.76086664,0.25194496,-0.15114999,-0.78149426,0.20060422,-0.38784122,0.46109867,0.9886018,0.87775964,0.028311081,-0.34639466,0.26532218,-0.15448312,0.63352996,0.89361215,-0.24541283,-0.32412514,-0.038837522,0.7459508,0.3939336,-0.32867926,-0.16643044,-0.018739581,0.079524696,0.37882584,-0.43625405,0.6416764,0.20565714,0.6945414,-0.37700462,-0.78984046,-0.15419662,0.42283827,-0.46752974,0.10523476,-0.3115607,-0.044482376,0.9426371,0.046579123,-0.20628652,0.39743903,0.0657136,-0.46509457,0.18730238,-0.112327754,0.7735816,-0.907302,-0.62510836,0.11095968,0.55252904
Capan-1,0.3863486,-0.18009837,-0.0483606,-0.5415681,0.3696821,-0.34522918,0.23647258,0.34346858,-0.3602102,0.09641299,0.023639075,0.2705367,0.26625538,-0.017256042,0.053025458,-0.592693,-0.15221334,0.26178926,0.35751662,-0.18416485,0.60057074,0.36490354,0.25847825,-0.22880308,-0.29496425,-0.3171178,-0.041845478,-0.45745164,-0.29435557,-0.57617545,-0.12154007,0.28451946,0.428346,0.357531,-0.09853402,0.22463313,0.35671306,0.09745483,-0.40741068,-0.1454423,0.16278182,-0.27914262,0.51819193,-0.6312618,-0.053627536,-0.29291844,0.3264675,0.19098887,-0.40830138,0.0278789,-0.11177906,-0.1307433,-0.33873498,0.25920588,0.43269876,-0.45255882,-0.29147142,-0.31362402,0.20032513,-0.4530499,-0.5258217,-0.28621966,-0.050226204,0.2160501,-0.46045056,0.18918541,0.1568821,-0.23062015,0.6329695,-0.11313447,-0.14149174,-0.060121983,0.1664465,-0.14582041,0.39264736,-0.11177847,-0.5621458,-0.27472675,0.22247487,0.23115754,0.032893926,0.40885574,0.18694904,-0.08678126,-0.27991453,-0.47397384,-0.1631892,-0.1634565,0.17808878,0.01067391,-0.4355835,-0.572242,-0.03389185,-0.31772834,0.46308377,0.15478492,-0.4271527,-0.45298868,0.44695252,0.2498366,0.48121804,-0.25715423,0.07349883,-0.42597365,-0.4783856,-0.653258,-0.35995698,0.11069608,-0.31251442,0.2680238,0.14911902,0.27623546,0.2417793,-0.42970648,0.038792524,-0.08684188,-0.31211933,-0.4592184,-0.16095954,0.19223714,0.003947437,-0.18742725,-0.19445625,-0.26300526
OVCAR-4,1.5136139,0.39700478,0.680972,-0.20713502,0.90566444,-0.07303351,1.2028292,0.11860244,0.18639624,0.31374022,-0.9686855,-0.94626904,-0.3957234,0.5075433,-0.7456656,-0.43614966,0.071320504,0.3525641,1.649372,-0.7885499,0.4220125,-0.8064393,-0.325111,-0.5138886,-1.325325,-0.043173492,-0.8664705,-0.13884333,-1.4513534,-0.9234425,-0.3560819,0.6428634,1.7737035,-0.010456026,1.1595571,0.84476554,0.27944112,-0.5640875,-0.15121943,-0.049785078,0.65048593,-0.491314,0.6387334,-0.86100876,0.31782156,0.33387434,-0.60709345,-0.12704435,-1.2826549,0.0123108355,0.03991855,-0.6595387,0.75360614,0.36414415,0.4690269,0.13661641,-0.044917375,0.2754506,-0.050030783,-1.0108129,-0.33098412,-0.053971,-0.33711863,0.8763097,-0.64272296,0.89442384,0.35139537,-0.4558435,1.0185827,-0.8033947,1.0798563,0.43875262,0.9977989,-1.0350987,1.1924129,0.25144717,-0.8801471,0.17081562,-0.13717687,-0.7060923,1.0122769,1.429859,0.1445787,0.0039251363,-0.7369472,0.5094534,0.41982213,0.52223045,-0.51642454,0.25499272,-1.1568791,-1.374481,0.3536542,0.009825781,-0.57426697,0.33390188,-1.0834563,-1.2200544,1.1946399,0.3426328,1.2777785,-0.31705326,0.42191863,-0.8267282,0.13698173,0.11300212,-0.06457059,0.7900115,-0.39923537,-0.016130269,1.4202224,1.5110612,0.5901813,-1.0214621,-0.56566,0.5447132,-0.97050405,-0.94442034,0.34649208,0.9467341,0.444656,-1.0937725,0.20112818,0.4440164
AMO1,0.7711081,-0.108379886,0.06886889,-0.8747537,0.68147445,-0.25757092,0.29620793,0.6675421,-0.39036608,-0.25067326,-0.28371894,0.10088959,-0.18507218,-0.30020314,0.065273434,-0.73050284,-0.27914703,0.19439018,0.63028616,-0.31940594,0.8046995,0.18353826,-0.19360247,-0.5988649,-0.51811266,-0.63703877,-0.55962855,-0.67640316,-0.64626586,-0.9185928,0.27795333,-0.07776657,0.76986873,0.055282414,0.26196218,0.3950802,0.7544496,0.17180394,-0.48842546,-0.22157615,0.3391899,-0.49702853,0.86786115,-1.0646912,0.34966487,-0.6102787,-0.18511593,0.25847086,-0.4547517,0.107750475,-0.09461098,-0.31774464,-0.28235465,0.24645539,0.4917605,-0.28959382,-0.55070615,-0.46181512,0.21910904,-0.6367084,-0.8514613,-0.8592276,-0.47955084,0.62615806,-0.7751802,0.43443102,0.12203485,0.24116325,0.9235115,0.18578792,-0.11496464,0.17461964,0.0517461,-0.2104111,0.68565816,0.19786522,-0.65576756,-0.46096954,-0.14830631,-0.2824784,0.23406224,0.37175465,0.24225557,-0.24291186,-0.17522009,-0.626806,-0.5699073,-0.27310783,0.16191009,0.12513918,-0.58707273,-0.66230375,0.06294704,-0.32454473,0.36572188,0.20996404,-0.32079116,-0.6240141,0.6777669,-0.13561317,0.71488786,-0.52655506,0.5085269,-0.43733037,-0.7142735,-0.8805422,-0.45910865,0.1439639,-0.5450505,0.004212737,0.5232856,0.6298769,0.05980462,-0.24944457,0.31109485,0.13300508,-0.38946602,-0.34626648,-0.45085868,0.41075447,-0.02429068,-0.6297885,0.06132239,-0.3256585
TGBC11TKB,1.6368594,0.8169207,0.8055978,-1.1455142,1.8147631,-0.819649,1.8085958,0.6962906,-0.28402972,-0.7258904,-0.4675784,0.11177346,-0.45994574,-1.3825841,-1.1514407,-0.239595,-0.8260928,-0.21433908,0.06986144,0.63974833,-0.42069727,0.6959822,-0.942325,-0.9724722,-1.0438541,-1.2746515,-1.2351804,-0.37158552,-1.7089803,-0.38670465,1.147671,-0.36344168,0.108747154,0.5594719,0.9707569,-0.36793587,0.011366144,-0.3833436,-0.7833058,-1.3592486,-0.97110534,-0.058405213,-0.5214981,-1.3342549,-0.55887645,-1.5666226,-1.4267908,0.193997,-0.97829187,0.22974245,0.48081285,0.22760114,-0.32917553,-1.5512673,-0.18755463,1.5824289,-0.2380665,-0.17673594,-0.57817453,-2.0210912,-1.4449537,-0.06333179,-0.94974995,-0.033663675,0.3734046,0.077989176,1.3008566,-1.1288152,0.55588734,0.2749379,-0.17714682,0.72092134,0.476773,0.30925497,1.9661231,-0.08237782,0.44186106,-1.6466587,0.549029,-0.0416016,0.5910677,0.9915847,-0.05174768,0.21381497,-0.6838517,-0.8415078,0.36183837,-0.30725592,1.1895766,-1.109063,0.76157117,0.77153295,1.7612712,-0.11456232,-1.410162,0.019694455,0.18231332,0.842046,0.4730388,-0.109642714,0.6050526,0.48408943,0.31137204,-0.7923173,-2.0124211,0.8864921,1.6346279,0.3974199,-0.23979278,-0.26546633,0.5832233,0.96014005,-0.78392,0.40492114,-0.28319004,1.0924757,-0.66324997,1.2360342,-1.1359347,1.2255814,-0.48799646,-1.4455298,0.9135253,0.69816285
SK-MEL-3,1.0126835,0.18589596,0.4204976,-0.7410253,1.0077611,-0.41776738,0.8716024,0.50956404,-0.36891168,-0.26373997,-0.22157592,0.12649119,-0.1178934,-0.41886738,-0.49338594,-0.52645653,-0.41969293,0.02035749,0.42233732,0.00091341883,0.29134634,0.36165634,-0.30758473,-0.54871756,-0.70919394,-0.6745425,-0.56384754,-0.36259344,-0.9396545,-0.56629014,0.33574206,0.007941484,0.4484458,0.45727265,0.43008387,0.08243321,0.17526563,-0.059065178,-0.56639427,-0.50839007,-0.18986772,-0.33910927,0.15862484,-0.94180155,-0.21648519,-0.7515302,-0.44709074,0.307017,-0.8176944,0.08631102,0.08514456,-0.048126735,-0.3403095,-0.31666636,0.23656173,0.30747265,-0.14781979,-0.16495073,-0.11866276,-1.0737164,-0.7875306,-0.13002184,-0.42516166,0.13977185,-0.17581598,0.16656147,0.50852996,-0.58987963,0.7527183,0.011372626,-0.11379019,0.22792646,0.4075721,0.020041972,1.0765746,-0.08411343,-0.2803675,-0.7003176,0.27364302,0.060550988,0.31882083,0.6597988,-0.017848104,0.0071325367,-0.47053415,-0.639396,0.0674479,-0.28037435,0.37773776,-0.3481206,-0.082506895,-0.23268485,0.6020196,-0.3153029,-0.27755892,0.1802547,-0.3187647,-0.1368621,0.57975703,0.18966258,0.62154233,-0.07549249,0.15304355,-0.62607163,-0.9847449,-0.062276334,0.32264322,0.39985645,-0.38596702,0.0908892,0.53896946,0.61896235,-0.1088033,-0.18748796,-0.18793246,0.44949389,-0.51058155,0.05871567,-0.52375877,0.6159981,0.006149769,-0.7641059,0.2653036,0.059428632
UT-7,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
Becker,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
